m,C,m/s
Height,tmp,vel
 1.3890000E-002, 5.5532195E+002, 4.4267741E-001
 4.1159817E-002, 6.1348822E+002, 9.6138047E-001
 6.8429633E-002, 6.8099814E+002, 1.4979364E+000
 9.5699450E-002, 7.4001766E+002, 1.9811237E+000
 1.2296927E-001, 7.8283415E+002, 2.3943988E+000
 1.5023908E-001, 8.1236350E+002, 2.7388890E+000
 1.7750890E-001, 8.3240878E+002, 3.0291555E+000
 2.0477872E-001, 8.4678581E+002, 3.2757787E+000
 2.3204853E-001, 8.5727539E+002, 3.4864018E+000
 2.5931835E-001, 8.6572662E+002, 3.6679586E+000
 2.8658817E-001, 8.7194926E+002, 3.8221120E+000
 3.1385798E-001, 8.7583322E+002, 3.9515235E+000
 3.4112780E-001, 8.7755147E+002, 4.0596933E+000
 3.6839761E-001, 8.7642828E+002, 4.1472297E+000
 3.9566743E-001, 8.7265045E+002, 4.2167089E+000
 4.2293725E-001, 8.6543805E+002, 4.2720649E+000
 4.5020706E-001, 8.5516667E+002, 4.3202466E+000
 4.7747688E-001, 8.4137552E+002, 4.3529960E+000
 5.0474670E-001, 8.2408648E+002, 4.3773288E+000
 5.3201651E-001, 8.0497782E+002, 4.3896175E+000
 5.5928633E-001, 7.8339919E+002, 4.4025590E+000
 5.8655615E-001, 7.5947878E+002, 4.3898140E+000
 6.1382596E-001, 7.3382466E+002, 4.3792860E+000
 6.4109578E-001, 7.0795927E+002, 4.3582183E+000
 6.6836560E-001, 6.8211129E+002, 4.3329890E+000
 6.9563541E-001, 6.5796947E+002, 4.3117013E+000
 7.2290523E-001, 6.3412827E+002, 4.2962095E+000
 7.5017505E-001, 6.1038938E+002, 4.2862541E+000
 7.7744486E-001, 5.8497720E+002, 4.2714712E+000
 8.0471468E-001, 5.6020955E+002, 4.2544441E+000
 8.3198450E-001, 5.3459397E+002, 4.2279328E+000
 8.5925431E-001, 5.1025790E+002, 4.1920820E+000
 8.8652413E-001, 4.8556584E+002, 4.1454548E+000
 9.1379394E-001, 4.6243059E+002, 4.0975902E+000
 9.4106376E-001, 4.4001467E+002, 4.0447841E+000
 9.6833358E-001, 4.1888283E+002, 3.9946886E+000
 9.9560339E-001, 3.9819055E+002, 3.9533891E+000
 1.0228732E+000, 3.7881582E+002, 3.9213880E+000
 1.0501430E+000, 3.6034025E+002, 3.8890242E+000
 1.0774128E+000, 3.4307117E+002, 3.8573397E+000
 1.1046827E+000, 3.2726711E+002, 3.8232770E+000
 1.1319525E+000, 3.1276946E+002, 3.7873630E+000
 1.1592223E+000, 2.9865750E+002, 3.7517047E+000
 1.1864921E+000, 2.8538554E+002, 3.7155224E+000
 1.2137619E+000, 2.7335982E+002, 3.6850674E+000
 1.2410317E+000, 2.6231557E+002, 3.6648692E+000
 1.2683016E+000, 2.5188173E+002, 3.6534481E+000
 1.2955714E+000, 2.4205827E+002, 3.6429509E+000
 1.3228412E+000, 2.3300963E+002, 3.6297459E+000
 1.3501110E+000, 2.2475975E+002, 3.6121662E+000
 1.3773808E+000, 2.1731156E+002, 3.5916387E+000
 1.4046506E+000, 2.1043905E+002, 3.5711245E+000
 1.4319205E+000, 2.0409879E+002, 3.5491175E+000
 1.4591903E+000, 1.9814190E+002, 3.5297470E+000
 1.4864601E+000, 1.9239931E+002, 3.5079985E+000
 1.5137299E+000, 1.8713740E+002, 3.4875317E+000
 1.5409997E+000, 1.8217554E+002, 3.4719517E+000
 1.5682695E+000, 1.7758540E+002, 3.4605030E+000
 1.5955394E+000, 1.7297624E+002, 3.4464072E+000
 1.6228092E+000, 1.6840147E+002, 3.4287691E+000
 1.6500790E+000, 1.6386995E+002, 3.4095955E+000
 1.6773488E+000, 1.5981339E+002, 3.3896711E+000
 1.7046186E+000, 1.5580892E+002, 3.3735341E+000
 1.7318884E+000, 1.5203638E+002, 3.3626040E+000
 1.7591583E+000, 1.4816028E+002, 3.3527788E+000
 1.7864281E+000, 1.4450338E+002, 3.3404459E+000
 1.8136979E+000, 1.4073361E+002, 3.3219487E+000
 1.8409677E+000, 1.3709843E+002, 3.3051263E+000
 1.8682375E+000, 1.3358912E+002, 3.2842856E+000
 1.8955073E+000, 1.3040019E+002, 3.2657666E+000
 1.9227772E+000, 1.2758813E+002, 3.2438308E+000
 1.9500470E+000, 1.2503130E+002, 3.2247812E+000
 1.9773168E+000, 1.2275013E+002, 3.2081470E+000
 2.0045866E+000, 1.2061071E+002, 3.1917479E+000
 2.0318564E+000, 1.1853767E+002, 3.1707376E+000
 2.0591262E+000, 1.1650167E+002, 3.1529351E+000
 2.0863961E+000, 1.1446309E+002, 3.1383461E+000
 2.1136659E+000, 1.1246401E+002, 3.1297505E+000
 2.1409357E+000, 1.1046952E+002, 3.1222604E+000
 2.1682055E+000, 1.0852466E+002, 3.1152034E+000
 2.1954753E+000, 1.0665143E+002, 3.1077992E+000
 2.2227451E+000, 1.0487813E+002, 3.1016342E+000
 2.2500150E+000, 1.0319103E+002, 3.0924792E+000
 2.2772848E+000, 1.0154536E+002, 3.0845149E+000
 2.3045546E+000, 9.9753768E+001, 3.0712372E+000
 2.3318244E+000, 9.8002556E+001, 3.0574658E+000
 2.3590942E+000, 9.6321680E+001, 3.0435937E+000
 2.3863640E+000, 9.4741540E+001, 3.0316484E+000
 2.4136339E+000, 9.3260896E+001, 3.0190798E+000
