m,C,m/s
Height,temp10,velo10
 1.0500000E-002, 2.9439649E+002, 3.0391361E-001
 3.1500000E-002, 5.0417330E+002, 6.7395623E-001
 5.2500000E-002, 6.8102718E+002, 1.0823055E+000
 7.3500000E-002, 8.0959473E+002, 1.4726124E+000
 9.4500000E-002, 8.8785751E+002, 1.8218743E+000
 1.1550000E-001, 9.2891144E+002, 2.1201357E+000
 1.3650000E-001, 9.4351730E+002, 2.3664013E+000
 1.5750000E-001, 9.3991468E+002, 2.5671520E+000
 1.7850000E-001, 9.2238936E+002, 2.7293052E+000
 1.9950000E-001, 8.9512882E+002, 2.8509731E+000
 2.2050000E-001, 8.6265193E+002, 2.9433749E+000
 2.4150000E-001, 8.2508634E+002, 3.0123268E+000
 2.6250000E-001, 7.8614577E+002, 3.0645856E+000
 2.8350000E-001, 7.4751002E+002, 3.0924759E+000
 3.0450000E-001, 7.0817453E+002, 3.1049781E+000
 3.2550000E-001, 6.6917322E+002, 3.1164875E+000
 3.4650000E-001, 6.3246510E+002, 3.1277979E+000
 3.6750000E-001, 5.9787163E+002, 3.1394394E+000
 3.8850000E-001, 5.6537151E+002, 3.1472859E+000
 4.0950000E-001, 5.3366070E+002, 3.1554134E+000
 4.3050000E-001, 5.0428590E+002, 3.1645800E+000
 4.5150000E-001, 4.7653064E+002, 3.1718778E+000
 4.7250000E-001, 4.5056175E+002, 3.1697731E+000
 4.9350000E-001, 4.2448770E+002, 3.1575764E+000
 5.1450000E-001, 4.0074409E+002, 3.1391696E+000
 5.3550000E-001, 3.7828116E+002, 3.1199699E+000
 5.5650000E-001, 3.5834414E+002, 3.1039538E+000
 5.7750000E-001, 3.3984683E+002, 3.0896204E+000
 5.9850000E-001, 3.2265838E+002, 3.0803638E+000
 6.1950000E-001, 3.0707065E+002, 3.0762931E+000
 6.4050000E-001, 2.9227295E+002, 3.0706015E+000
 6.6150000E-001, 2.7804946E+002, 3.0561914E+000
 6.8250000E-001, 2.6505159E+002, 3.0352685E+000
 7.0350000E-001, 2.5239032E+002, 3.0063779E+000
 7.2450000E-001, 2.4094039E+002, 2.9716073E+000
 7.4550000E-001, 2.2950635E+002, 2.9405220E+000
 7.6650000E-001, 2.1943596E+002, 2.9061340E+000
 7.8750000E-001, 2.1016701E+002, 2.8760653E+000
 8.0850000E-001, 2.0246133E+002, 2.8516553E+000
 8.2950000E-001, 1.9537382E+002, 2.8359377E+000
 8.5050000E-001, 1.8910403E+002, 2.8269033E+000
 8.7150000E-001, 1.8335002E+002, 2.8201824E+000
 8.9250000E-001, 1.7806895E+002, 2.8099601E+000
 9.1350000E-001, 1.7310825E+002, 2.8002680E+000
 9.3450000E-001, 1.6837267E+002, 2.7840369E+000
 9.5550000E-001, 1.6367650E+002, 2.7628114E+000
 9.7650000E-001, 1.5899116E+002, 2.7416798E+000
 9.9750000E-001, 1.5444668E+002, 2.7209910E+000
 1.0185000E+000, 1.5013881E+002, 2.7045483E+000
 1.0395000E+000, 1.4637908E+002, 2.6910918E+000
 1.0605000E+000, 1.4286997E+002, 2.6788689E+000
 1.0815000E+000, 1.3962243E+002, 2.6690499E+000
 1.1025000E+000, 1.3636606E+002, 2.6588346E+000
 1.1235000E+000, 1.3316871E+002, 2.6463906E+000
 1.1445000E+000, 1.2996971E+002, 2.6292215E+000
 1.1655000E+000, 1.2691408E+002, 2.6085300E+000
 1.1865000E+000, 1.2387467E+002, 2.5855172E+000
 1.2075000E+000, 1.2106777E+002, 2.5610281E+000
 1.2285000E+000, 1.1826142E+002, 2.5346152E+000
 1.2495000E+000, 1.1563665E+002, 2.5083409E+000
 1.2705000E+000, 1.1303566E+002, 2.4832410E+000
 1.2915000E+000, 1.1063848E+002, 2.4595992E+000
 1.3125000E+000, 1.0816337E+002, 2.4372577E+000
 1.3335000E+000, 1.0572541E+002, 2.4182899E+000
 1.3545000E+000, 1.0321645E+002, 2.4025991E+000
 1.3755000E+000, 1.0084141E+002, 2.3892908E+000
 1.3965000E+000, 9.8535906E+001, 2.3744296E+000
 1.4175000E+000, 9.6477849E+001, 2.3603324E+000
 1.4385000E+000, 9.4419005E+001, 2.3476584E+000
 1.4595000E+000, 9.2458453E+001, 2.3381425E+000
 1.4805000E+000, 9.0608734E+001, 2.3266780E+000
 1.5015000E+000, 8.8935092E+001, 2.3135415E+000
 1.5225000E+000, 8.7411916E+001, 2.2972019E+000
 1.5435000E+000, 8.6073375E+001, 2.2808951E+000
 1.5645000E+000, 8.4848532E+001, 2.2661432E+000
 1.5855000E+000, 8.3759914E+001, 2.2542518E+000
 1.6065000E+000, 8.2630106E+001, 2.2460245E+000
 1.6275000E+000, 8.1421774E+001, 2.2393073E+000
 1.6485000E+000, 8.0176384E+001, 2.2309356E+000
 1.6695000E+000, 7.8932550E+001, 2.2234199E+000
 1.6905000E+000, 7.7784758E+001, 2.2152655E+000
 1.7115000E+000, 7.6669499E+001, 2.2075006E+000
 1.7325000E+000, 7.5564794E+001, 2.2020479E+000
 1.7535000E+000, 7.4563295E+001, 2.1990040E+000
 1.7745000E+000, 7.3632243E+001, 2.1942107E+000
 1.7955000E+000, 7.2819267E+001, 2.1880758E+000
 1.8165000E+000, 7.2046631E+001, 2.1840492E+000
 1.8375000E+000, 7.1299725E+001, 2.1821373E+000
 1.8585000E+000, 7.0512984E+001, 2.1811199E+000
 1.8795000E+000, 6.9720944E+001, 2.1803021E+000
 1.9005000E+000, 6.9004837E+001, 2.1810895E+000
