m,C,m/s
 9.0410959E-001, 3.7861791E+002, 3.8101333E+000
 9.1780822E-001, 3.7047263E+002, 3.7979900E+000
 9.3150685E-001, 3.6228208E+002, 3.7843881E+000
 9.4520548E-001, 3.5403495E+002, 3.7678907E+000
 9.5890411E-001, 3.4660183E+002, 3.7502011E+000
 9.7260274E-001, 3.3887583E+002, 3.7340345E+000
 9.8630137E-001, 3.3205416E+002, 3.7163171E+000
 1.0000000E+000, 3.2509634E+002, 3.6963481E+000
 1.0136986E+000, 3.1874367E+002, 3.6748662E+000
 1.0273973E+000, 3.1222099E+002, 3.6547403E+000
 1.0410959E+000, 3.0555513E+002, 3.6350001E+000
 1.0547945E+000, 2.9795450E+002, 3.6085108E+000
 1.0684932E+000, 2.9236097E+002, 3.6065438E+000
 1.0821918E+000, 2.8610703E+002, 3.5930737E+000
 1.0958904E+000, 2.8043682E+002, 3.5778119E+000
 1.1095890E+000, 2.7508565E+002, 3.5616731E+000
 1.1232877E+000, 2.6991388E+002, 3.5427313E+000
 1.1369863E+000, 2.6446980E+002, 3.5225738E+000
 1.1506849E+000, 2.5916371E+002, 3.5018816E+000
 1.1643836E+000, 2.5356565E+002, 3.4819636E+000
 1.1780822E+000, 2.4820257E+002, 3.4632697E+000
 1.1917808E+000, 2.4259183E+002, 3.4464846E+000
 1.2054795E+000, 2.3753756E+002, 3.4330102E+000
 1.2191781E+000, 2.3248770E+002, 3.4232026E+000
 1.2328767E+000, 2.2783653E+002, 3.4141272E+000
 1.2465753E+000, 2.2344412E+002, 3.4041359E+000
 1.2602740E+000, 2.1938529E+002, 3.3935649E+000
 1.2739726E+000, 2.1538977E+002, 3.3811223E+000
 1.2876712E+000, 2.1167791E+002, 3.3657824E+000
 1.3013699E+000, 2.0801007E+002, 3.3496010E+000
 1.3150685E+000, 2.0448611E+002, 3.3353184E+000
 1.3287671E+000, 2.0090168E+002, 3.3244495E+000
 1.3424658E+000, 1.9711075E+002, 3.3160572E+000
 1.3561644E+000, 1.9365071E+002, 3.3087790E+000
 1.3698630E+000, 1.8989511E+002, 3.3027807E+000
 1.3835616E+000, 1.8630989E+002, 3.2954796E+000
 1.3972603E+000, 1.8248308E+002, 3.2844190E+000
 1.4109589E+000, 1.7897746E+002, 3.2708803E+000
 1.4246575E+000, 1.7562032E+002, 3.2558534E+000
 1.4383562E+000, 1.7264036E+002, 3.2397642E+000
 1.4520548E+000, 1.6998626E+002, 3.2246042E+000
 1.4657534E+000, 1.6746033E+002, 3.2123567E+000
 1.4794521E+000, 1.6514141E+002, 3.2006208E+000
 1.4931507E+000, 1.6277240E+002, 3.1909193E+000
 1.5068493E+000, 1.6035674E+002, 3.1818051E+000
 1.5205479E+000, 1.5810884E+002, 3.1722408E+000
 1.5342466E+000, 1.5600088E+002, 3.1615324E+000
 1.5479452E+000, 1.5403802E+002, 3.1501713E+000
 1.5616438E+000, 1.5201284E+002, 3.1375793E+000
 1.5753425E+000, 1.4996406E+002, 3.1227644E+000
 1.5890411E+000, 1.4776194E+002, 3.1066716E+000
 1.6027397E+000, 1.4532866E+002, 3.0913974E+000
 1.6164384E+000, 1.4281040E+002, 3.0782369E+000
 1.6301370E+000, 1.4046935E+002, 3.0662785E+000
 1.6438356E+000, 1.3844570E+002, 3.0540906E+000
 1.6575342E+000, 1.3644792E+002, 3.0423803E+000
 1.6712329E+000, 1.3449192E+002, 3.0311222E+000
 1.6849315E+000, 1.3239216E+002, 3.0204044E+000
 1.6986301E+000, 1.3040979E+002, 3.0115981E+000
 1.7123288E+000, 1.2860883E+002, 3.0027374E+000
 1.7260274E+000, 1.2688975E+002, 2.9907640E+000
 1.7397260E+000, 1.2555650E+002, 2.9831809E+000
 1.7534247E+000, 1.2421142E+002, 2.9748245E+000
 1.7671233E+000, 1.2296192E+002, 2.9676014E+000
 1.7808219E+000, 1.2171259E+002, 2.9604961E+000
 1.7945205E+000, 1.2053303E+002, 2.9529411E+000
 1.8082192E+000, 1.1935793E+002, 2.9462010E+000
 1.8219178E+000, 1.1818893E+002, 2.9389078E+000
 1.8356164E+000, 1.1705301E+002, 2.9316132E+000
 1.8493151E+000, 1.1583746E+002, 2.9245371E+000
 1.8630137E+000, 1.1457732E+002, 2.9174382E+000
 1.8767123E+000, 1.1326666E+002, 2.9107967E+000
 1.8904110E+000, 1.1198945E+002, 2.9034926E+000
 1.9041096E+000, 1.1076152E+002, 2.8953577E+000
 1.9178082E+000, 1.0959963E+002, 2.8864652E+000
 1.9315068E+000, 1.0845542E+002, 2.8781558E+000
 1.9452055E+000, 1.0731492E+002, 2.8713826E+000
 1.9589041E+000, 1.0622011E+002, 2.8666985E+000
 1.9726027E+000, 1.0522065E+002, 2.8634398E+000
 1.9863014E+000, 1.0427201E+002, 2.8601765E+000
 2.0000000E+000, 1.0333776E+002, 2.8564257E+000
 2.0136986E+000, 1.0241593E+002, 2.8494893E+000
 2.0273973E+000, 1.0154105E+002, 2.8396230E+000
 2.0410959E+000, 1.0065497E+002, 2.8299579E+000
 2.0547945E+000, 9.9779599E+001, 2.8219124E+000
 2.0684932E+000, 9.8827572E+001, 2.8173683E+000
 2.0821918E+000, 9.7874142E+001, 2.8144996E+000
 2.0958904E+000, 9.6901440E+001, 2.8115381E+000
 2.1095890E+000, 9.5938632E+001, 2.8073435E+000
 2.1232877E+000, 9.4975125E+001, 2.8017889E+000
 2.1369863E+000, 9.4017086E+001, 2.7946295E+000
 2.1506849E+000, 9.3085522E+001, 2.7842450E+000
 2.1643836E+000, 9.2227414E+001, 2.7731430E+000
 2.1780822E+000, 9.1456723E+001, 2.7627043E+000
 2.1917808E+000, 9.0765713E+001, 2.7545316E+000
 2.2054795E+000, 9.0160711E+001, 2.7488163E+000
 2.2191781E+000, 8.9597153E+001, 2.7433036E+000
 2.2328767E+000, 8.9054864E+001, 2.7383048E+000
 2.2465753E+000, 8.8469821E+001, 2.7349576E+000
 2.2602740E+000, 8.7871482E+001, 2.7319075E+000
 2.2739726E+000, 8.7265076E+001, 2.7277918E+000
 2.2876712E+000, 8.6665789E+001, 2.7222476E+000
 2.3013699E+000, 8.6077249E+001, 2.7163910E+000
 2.3150685E+000, 8.5522054E+001, 2.7112817E+000
 2.3287671E+000, 8.5017856E+001, 2.7075836E+000
 2.3424658E+000, 8.4540267E+001, 2.7041489E+000
 2.3561644E+000, 8.4091602E+001, 2.7002879E+000
 2.3698630E+000, 8.3634939E+001, 2.6973400E+000
 2.3835616E+000, 8.3134431E+001, 2.6936856E+000
 2.3972603E+000, 8.2531055E+001, 2.6907357E+000
 2.4109589E+000, 8.1953321E+001, 2.6884790E+000
 2.4246575E+000, 8.1308944E+001, 2.6858996E+000
 2.4383562E+000, 8.0702253E+001, 2.6810556E+000
 2.4520548E+000, 8.0134013E+001, 2.6764096E+000
 2.4657534E+000, 7.9641204E+001, 2.6685619E+000
 2.4794521E+000, 7.9167082E+001, 2.6613120E+000
 2.4931507E+000, 7.8712732E+001, 2.6531104E+000
 2.5068493E+000, 7.8255144E+001, 2.6446854E+000
 2.5205479E+000, 7.7755806E+001, 2.6379152E+000
 2.5342466E+000, 7.7246345E+001, 2.6308715E+000
 2.5479452E+000, 7.6749099E+001, 2.6268631E+000
 2.5616438E+000, 7.6274208E+001, 2.6220381E+000
 2.5753425E+000, 7.5831024E+001, 2.6169198E+000
 2.5890411E+000, 7.5357435E+001, 2.6113539E+000
 2.6027397E+000, 7.4882898E+001, 2.6054979E+000
 2.6164384E+000, 7.4424032E+001, 2.6009421E+000
 2.6301370E+000, 7.4008765E+001, 2.5967790E+000
 2.6438356E+000, 7.3650093E+001, 2.5935114E+000
 2.6575342E+000, 7.3299941E+001, 2.5893897E+000
 2.6712329E+000, 7.2966250E+001, 2.5879738E+000
 2.6849315E+000, 7.2646729E+001, 2.5862766E+000
 2.6986301E+000, 7.2309793E+001, 2.5880441E+000
 2.7123288E+000, 7.1971219E+001, 2.5914740E+000
 2.7260274E+000, 7.1647635E+001, 2.5946069E+000
 2.7397260E+000, 7.1356118E+001, 2.5957420E+000
 2.7534247E+000, 7.1118034E+001, 2.5948061E+000
 2.7671233E+000, 7.0919148E+001, 2.5936016E+000
 2.7808219E+000, 7.0750193E+001, 2.5912128E+000
 2.7945205E+000, 7.0556177E+001, 2.5908782E+000
 2.8082192E+000, 7.0311992E+001, 2.5906279E+000
 2.8219178E+000, 7.0021735E+001, 2.5906388E+000
 2.8356164E+000, 6.9676803E+001, 2.5873883E+000
 2.8493151E+000, 6.9267219E+001, 2.5840307E+000
 2.8630137E+000, 6.8788302E+001, 2.5788999E+000
 2.8767123E+000, 6.8280571E+001, 2.5712243E+000
 2.8904110E+000, 6.7742118E+001, 2.5636154E+000
 2.9041096E+000, 6.7184234E+001, 2.5530020E+000
 2.9178082E+000, 6.6647940E+001, 2.5432969E+000
 2.9315068E+000, 6.6146637E+001, 2.5352794E+000
 2.9452055E+000, 6.5730289E+001, 2.5257165E+000
 2.9589041E+000, 6.5330315E+001, 2.5174801E+000
 2.9726027E+000, 6.4970032E+001, 2.5081224E+000
 2.9863014E+000, 6.4631166E+001, 2.4984762E+000
 3.0000000E+000, 6.3955613E+001, 2.4775578E+000
