m,C,m/s
Height,tmp,vel
 6.8460000E-003, 5.2357832E+002, 2.1367471E-002
 2.0481863E-002, 5.3778864E+002, 6.3345699E-002
 3.4117726E-002, 5.5388279E+002, 2.8927359E-001
 4.7753589E-002, 5.6610619E+002, 5.9970016E-001
 6.1389452E-002, 5.7670268E+002, 9.2436401E-001
 7.5025315E-002, 5.8895078E+002, 1.2357148E+000
 8.8661178E-002, 6.0396954E+002, 1.5211628E+000
 1.0229704E-001, 6.2178899E+002, 1.7772709E+000
 1.1593290E-001, 6.4140364E+002, 2.0059255E+000
 1.2956877E-001, 6.6247705E+002, 2.2128949E+000
 1.4320463E-001, 6.8472056E+002, 2.4039890E+000
 1.5684049E-001, 7.0488705E+002, 2.5804253E+000
 1.7047636E-001, 7.2285992E+002, 2.7444126E+000
 1.8411222E-001, 7.3962557E+002, 2.8962637E+000
 1.9774808E-001, 7.5562981E+002, 3.0362220E+000
 2.1138395E-001, 7.7046962E+002, 3.1624351E+000
 2.2501981E-001, 7.8395030E+002, 3.2745558E+000
 2.3865567E-001, 7.9515183E+002, 3.3736568E+000
 2.5229153E-001, 8.0461156E+002, 3.4601268E+000
 2.6592740E-001, 8.1215460E+002, 3.5371639E+000
 2.7956326E-001, 8.1728067E+002, 3.6056031E+000
 2.9319912E-001, 8.2055901E+002, 3.6681594E+000
 3.0683499E-001, 8.2292411E+002, 3.7256273E+000
 3.2047085E-001, 8.2423109E+002, 3.7799347E+000
 3.3410671E-001, 8.2411442E+002, 3.8276900E+000
 3.4774258E-001, 8.2291962E+002, 3.8723044E+000
 3.6137844E-001, 8.2014120E+002, 3.9108258E+000
 3.7501430E-001, 8.1567584E+002, 3.9415557E+000
 3.8865016E-001, 8.0995501E+002, 3.9657976E+000
 4.0228603E-001, 8.0313240E+002, 3.9864817E+000
 4.1592189E-001, 7.9566026E+002, 4.0042631E+000
 4.2955775E-001, 7.8799686E+002, 4.0197115E+000
 4.4319362E-001, 7.8107208E+002, 4.0356418E+000
 4.5682948E-001, 7.7493825E+002, 4.0546180E+000
 4.7046534E-001, 7.6944639E+002, 4.0745907E+000
 4.8410121E-001, 7.6329660E+002, 4.0935217E+000
 4.9773707E-001, 7.5668062E+002, 4.1097369E+000
 5.1137293E-001, 7.4922196E+002, 4.1223908E+000
 5.2500879E-001, 7.4066269E+002, 4.1304830E+000
 5.3864466E-001, 7.3084448E+002, 4.1370232E+000
 5.5228052E-001, 7.2095006E+002, 4.1410707E+000
 5.6591638E-001, 7.1198107E+002, 4.1421864E+000
 5.7955225E-001, 7.0339026E+002, 4.1414018E+000
 5.9318811E-001, 6.9518262E+002, 4.1412598E+000
 6.0682397E-001, 6.8748839E+002, 4.1415324E+000
 6.2045984E-001, 6.7928823E+002, 4.1395619E+000
 6.3409570E-001, 6.7017319E+002, 4.1349390E+000
 6.4773156E-001, 6.6106043E+002, 4.1320928E+000
 6.6136742E-001, 6.5298647E+002, 4.1351796E+000
 6.7500329E-001, 6.4592400E+002, 4.1403304E+000
 6.8863915E-001, 6.3861194E+002, 4.1451169E+000
 7.0227501E-001, 6.3101107E+002, 4.1498777E+000
 7.1591088E-001, 6.2365532E+002, 4.1560896E+000
 7.2954674E-001, 6.1664055E+002, 4.1617457E+000
 7.4318260E-001, 6.0944470E+002, 4.1659832E+000
 7.5681847E-001, 6.0208844E+002, 4.1702852E+000
 7.7045433E-001, 5.9554433E+002, 4.1765888E+000
 7.8409019E-001, 5.8911380E+002, 4.1812787E+000
 7.9772605E-001, 5.8262040E+002, 4.1861170E+000
 8.1136192E-001, 5.7570956E+002, 4.1898133E+000
 8.2499778E-001, 5.6918189E+002, 4.1943584E+000
 8.3863364E-001, 5.6310629E+002, 4.2028993E+000
 8.5226951E-001, 5.5653873E+002, 4.2108183E+000
 8.6590537E-001, 5.4908168E+002, 4.2162495E+000
 8.7954123E-001, 5.4126797E+002, 4.2219697E+000
