m,C,m/s
Height,tmp,vel
 1.3890000E-002, 7.7239346E+002, 5.5840177E-001
 4.1159817E-002, 8.4758842E+002, 1.1114794E+000
 6.8429633E-002, 8.8236244E+002, 1.6112802E+000
 9.5699450E-002, 8.8750051E+002, 2.0246790E+000
 1.2296927E-001, 8.7394331E+002, 2.3384626E+000
 1.5023908E-001, 8.4994228E+002, 2.5760544E+000
 1.7750890E-001, 8.2245428E+002, 2.7518095E+000
 2.0477872E-001, 7.9326004E+002, 2.8828504E+000
 2.3204853E-001, 7.5972796E+002, 2.9764592E+000
 2.5931835E-001, 7.2226773E+002, 3.0385653E+000
 2.8658817E-001, 6.8145599E+002, 3.0659436E+000
 3.1385798E-001, 6.3799620E+002, 3.0889566E+000
 3.4112780E-001, 5.9365090E+002, 3.1021873E+000
 3.6839761E-001, 5.5045796E+002, 3.0991980E+000
 3.9566743E-001, 5.0915352E+002, 3.0856523E+000
 4.2293725E-001, 4.7178214E+002, 3.0715952E+000
 4.5020706E-001, 4.3876174E+002, 3.0646732E+000
 4.7747688E-001, 4.0877384E+002, 3.0627837E+000
 5.0474670E-001, 3.8252607E+002, 3.0602072E+000
 5.3201651E-001, 3.5999640E+002, 3.0512022E+000
 5.5928633E-001, 3.3907821E+002, 3.0413591E+000
 5.8655615E-001, 3.2174746E+002, 3.0290247E+000
 6.1382596E-001, 3.0353400E+002, 3.0157799E+000
 6.4109578E-001, 2.8788434E+002, 2.9948788E+000
 6.6836560E-001, 2.7168581E+002, 2.9748988E+000
 6.9563541E-001, 2.5830220E+002, 2.9614367E+000
 7.2290523E-001, 2.4525602E+002, 2.9512379E+000
 7.5017505E-001, 2.3369157E+002, 2.9378645E+000
 7.7744486E-001, 2.2222072E+002, 2.9178932E+000
 8.0471468E-001, 2.1222882E+002, 2.8963566E+000
 8.3198450E-001, 2.0270560E+002, 2.8783642E+000
 8.5925431E-001, 1.9464372E+002, 2.8619917E+000
 8.8652413E-001, 1.8714190E+002, 2.8449202E+000
 9.1379394E-001, 1.8058515E+002, 2.8300266E+000
 9.4106376E-001, 1.7446897E+002, 2.8146686E+000
 9.6833358E-001, 1.6875738E+002, 2.7988286E+000
 9.9560339E-001, 1.6318563E+002, 2.7827542E+000
 1.0228732E+000, 1.5803186E+002, 2.7689189E+000
 1.0501430E+000, 1.5317434E+002, 2.7558905E+000
