m,C,m/s
Height,tmp,vel
 0.0000000E+000, 2.0000000E+001, 1.1732825E-002
 1.3698630E-002, 8.1294738E+002, 2.6706534E-001
 2.7397260E-002, 8.7538836E+002, 5.4587289E-001
 4.1095890E-002, 9.0846487E+002, 8.5165752E-001
 5.4794521E-002, 9.2810134E+002, 1.1623655E+000
 6.8493151E-002, 9.3880225E+002, 1.4562300E+000
 8.2191781E-002, 9.4025761E+002, 1.7207516E+000
 9.5890411E-002, 9.3486984E+002, 1.9509256E+000
 1.0958904E-001, 9.2518988E+002, 2.1466266E+000
 1.2328767E-001, 9.1188333E+002, 2.3103043E+000
 1.3698630E-001, 8.9691045E+002, 2.4480628E+000
 1.5068493E-001, 8.8080639E+002, 2.5659785E+000
 1.6438356E-001, 8.6334362E+002, 2.6693305E+000
 1.7808219E-001, 8.4513967E+002, 2.7618410E+000
 1.9178082E-001, 8.2660767E+002, 2.8455442E+000
 2.0547945E-001, 8.0762721E+002, 2.9213150E+000
 2.1917808E-001, 7.8829226E+002, 2.9884969E+000
 2.3287671E-001, 7.6876614E+002, 3.0479826E+000
 2.4657534E-001, 7.4893470E+002, 3.1021808E+000
 2.6027397E-001, 7.2911477E+002, 3.1492491E+000
 2.7397260E-001, 7.0928185E+002, 3.1903230E+000
 2.8767123E-001, 6.8873963E+002, 3.2263540E+000
 3.0136986E-001, 6.6799210E+002, 3.2573378E+000
 3.1506849E-001, 6.4680773E+002, 3.2828097E+000
 3.2876712E-001, 6.2577703E+002, 3.3031517E+000
 3.4246575E-001, 6.0461909E+002, 3.3193297E+000
 3.5616438E-001, 5.8405530E+002, 3.3306083E+000
 3.6986301E-001, 5.6313042E+002, 3.3360995E+000
 3.8356164E-001, 5.4443054E+002, 3.3422427E+000
 3.9726027E-001, 5.2603171E+002, 3.3445493E+000
 4.1095890E-001, 5.0905439E+002, 3.3452422E+000
 4.2465753E-001, 4.9196883E+002, 3.3474789E+000
 4.3835616E-001, 4.7589673E+002, 3.3508565E+000
 4.5205479E-001, 4.5959528E+002, 3.3547042E+000
 4.6575342E-001, 4.4388286E+002, 3.3569606E+000
 4.7945205E-001, 4.2865750E+002, 3.3568639E+000
 4.9315068E-001, 4.1499369E+002, 3.3538056E+000
 5.0684932E-001, 4.0162499E+002, 3.3489663E+000
 5.2054795E-001, 3.8986893E+002, 3.3429508E+000
 5.3424658E-001, 3.7776034E+002, 3.3365865E+000
 5.4794521E-001, 3.6730249E+002, 3.3304975E+000
 5.6164384E-001, 3.5585702E+002, 3.3243133E+000
 5.7534247E-001, 3.4608955E+002, 3.3174127E+000
 5.8904110E-001, 3.3538124E+002, 3.3102370E+000
 6.0273973E-001, 3.2582990E+002, 3.3010201E+000
 6.1643836E-001, 3.1570221E+002, 3.2914231E+000
 6.3013699E-001, 3.0657829E+002, 3.2817554E+000
 6.4383562E-001, 2.9733098E+002, 3.2716994E+000
 6.5753425E-001, 2.8887012E+002, 3.2610383E+000
 6.7123288E-001, 2.8043149E+002, 3.2502337E+000
 6.8493151E-001, 2.7251885E+002, 3.2369565E+000
 6.9863014E-001, 2.6464085E+002, 3.2215616E+000
 7.1232877E-001, 2.5754606E+002, 3.2040408E+000
 7.2602740E-001, 2.5060714E+002, 3.1867800E+000
 7.3972603E-001, 2.4432843E+002, 3.1706171E+000
 7.5342466E-001, 2.3796733E+002, 3.1552804E+000
 7.6712329E-001, 2.3197845E+002, 3.1385690E+000
 7.8082192E-001, 2.2581347E+002, 3.1212191E+000
 7.9452055E-001, 2.1995630E+002, 3.1021223E+000
 8.0821918E-001, 2.1432514E+002, 3.0811890E+000
 8.2191781E-001, 2.0899846E+002, 3.0612313E+000
 8.3561644E-001, 2.0375411E+002, 3.0441271E+000
 8.4931507E-001, 1.9880740E+002, 3.0290511E+000
 8.6301370E-001, 1.9400640E+002, 3.0147931E+000
 8.7671233E-001, 1.8956986E+002, 2.9997008E+000
 8.9041096E-001, 1.8516688E+002, 2.9829712E+000
 9.0410959E-001, 1.8094833E+002, 2.9645799E+000
 9.1780822E-001, 1.7653752E+002, 2.9446768E+000
 9.3150685E-001, 1.7246957E+002, 2.9221603E+000
 9.4520548E-001, 1.6830271E+002, 2.8977902E+000
 9.5890411E-001, 1.6437489E+002, 2.8740646E+000
 9.7260274E-001, 1.6032058E+002, 2.8533748E+000
 9.8630137E-001, 1.5653486E+002, 2.8363367E+000
 1.0000000E+000, 1.5290864E+002, 2.8211830E+000
 1.0136986E+000, 1.4950639E+002, 2.8071940E+000
 1.0273973E+000, 1.4640132E+002, 2.7960051E+000
 1.0410959E+000, 1.4335996E+002, 2.7865744E+000
 1.0547945E+000, 1.4063611E+002, 2.7764641E+000
 1.0684932E+000, 1.3810890E+002, 2.7649864E+000
 1.0821918E+000, 1.3574316E+002, 2.7519949E+000
 1.0958904E+000, 1.3342550E+002, 2.7384200E+000
 1.1095890E+000, 1.3125434E+002, 2.7234244E+000
 1.1232877E+000, 1.2919270E+002, 2.7086141E+000
 1.1369863E+000, 1.2728160E+002, 2.6947740E+000
 1.1506849E+000, 1.2535509E+002, 2.6824831E+000
 1.1643836E+000, 1.2340844E+002, 2.6700865E+000
 1.1780822E+000, 1.2137789E+002, 2.6549500E+000
 1.1917808E+000, 1.1926123E+002, 2.6370748E+000
 1.2054795E+000, 1.1709516E+002, 2.6173703E+000
 1.2191781E+000, 1.1487230E+002, 2.5979018E+000
 1.2328767E+000, 1.1274448E+002, 2.5780683E+000
 1.2465753E+000, 1.1077592E+002, 2.5576348E+000
 1.2602740E+000, 1.0895754E+002, 2.5393326E+000
 1.2739726E+000, 1.0718926E+002, 2.5244021E+000
 1.2876712E+000, 1.0545727E+002, 2.5115649E+000
 1.3013699E+000, 1.0380199E+002, 2.5010622E+000
 1.3150685E+000, 1.0227558E+002, 2.4920270E+000
 1.3287671E+000, 1.0095124E+002, 2.4831314E+000
 1.3424658E+000, 9.9741054E+001, 2.4755418E+000
 1.3561644E+000, 9.8628215E+001, 2.4689514E+000
 1.3698630E+000, 9.7449016E+001, 2.4628510E+000
 1.3835616E+000, 9.6241550E+001, 2.4560545E+000
 1.3972603E+000, 9.5027097E+001, 2.4471694E+000
 1.4109589E+000, 9.3884855E+001, 2.4358806E+000
 1.4246575E+000, 9.2703745E+001, 2.4225912E+000
 1.4383562E+000, 9.1535267E+001, 2.4075612E+000
 1.4520548E+000, 9.0378452E+001, 2.3924032E+000
 1.4657534E+000, 8.9201726E+001, 2.3778946E+000
 1.4794521E+000, 8.7995744E+001, 2.3659704E+000
 1.4931507E+000, 8.6792880E+001, 2.3552411E+000
 1.5068493E+000, 8.5649471E+001, 2.3447332E+000
 1.5205479E+000, 8.4589890E+001, 2.3343558E+000
 1.5342466E+000, 8.3633758E+001, 2.3252188E+000
 1.5479452E+000, 8.2748562E+001, 2.3169846E+000
 1.5616438E+000, 8.1931462E+001, 2.3102226E+000
 1.5753425E+000, 8.1147102E+001, 2.3062203E+000
 1.5890411E+000, 8.0337982E+001, 2.3041303E+000
 1.6027397E+000, 7.9532811E+001, 2.3020676E+000
 1.6164384E+000, 7.8714147E+001, 2.2981401E+000
 1.6301370E+000, 7.7891171E+001, 2.2913955E+000
 1.6438356E+000, 7.7083627E+001, 2.2828061E+000
 1.6575342E+000, 7.6295343E+001, 2.2731712E+000
 1.6712329E+000, 7.5550423E+001, 2.2630935E+000
 1.6849315E+000, 7.4853762E+001, 2.2539279E+000
 1.6986301E+000, 7.4216950E+001, 2.2467746E+000
 1.7123288E+000, 7.3639865E+001, 2.2412400E+000
 1.7260274E+000, 7.3102614E+001, 2.2356186E+000
 1.7397260E+000, 7.2575568E+001, 2.2296619E+000
 1.7534247E+000, 7.2033717E+001, 2.2231396E+000
 1.7671233E+000, 7.1463992E+001, 2.2169651E+000
 1.7808219E+000, 7.0862534E+001, 2.2098572E+000
 1.7945205E+000, 7.0269657E+001, 2.2027183E+000
 1.8082192E+000, 6.9711377E+001, 2.1971411E+000
 1.8219178E+000, 6.9212431E+001, 2.1944371E+000
 1.8356164E+000, 6.8749182E+001, 2.1930311E+000
 1.8493151E+000, 6.8281934E+001, 2.1923641E+000
 1.8630137E+000, 6.7797168E+001, 2.1916606E+000
 1.8767123E+000, 6.7273470E+001, 2.1902080E+000
 1.8904110E+000, 6.6726730E+001, 2.1880196E+000
 1.9041096E+000, 6.6141881E+001, 2.1850520E+000
 1.9178082E+000, 6.5530869E+001, 2.1809208E+000
 1.9315068E+000, 6.4905542E+001, 2.1752632E+000
 1.9452055E+000, 6.4327263E+001, 2.1679535E+000
 1.9589041E+000, 6.3784945E+001, 2.1599209E+000
 1.9726027E+000, 6.3318642E+001, 2.1522290E+000
 1.9863014E+000, 6.2877501E+001, 2.1452594E+000
 2.0000000E+000, 6.2464060E+001, 2.1395101E+000
 2.0136986E+000, 6.2060688E+001, 2.1332987E+000
 2.0273973E+000, 6.1672054E+001, 2.1264976E+000
 2.0410959E+000, 6.1280996E+001, 2.1185287E+000
 2.0547945E+000, 6.0883599E+001, 2.1115178E+000
 2.0684932E+000, 6.0491475E+001, 2.1061854E+000
 2.0821918E+000, 6.0107347E+001, 2.1029373E+000
 2.0958904E+000, 5.9752231E+001, 2.1007944E+000
 2.1095890E+000, 5.9409061E+001, 2.0997020E+000
 2.1232877E+000, 5.9087575E+001, 2.0990466E+000
 2.1369863E+000, 5.8779929E+001, 2.0978391E+000
 2.1506849E+000, 5.8488109E+001, 2.0956070E+000
 2.1643836E+000, 5.8195196E+001, 2.0931915E+000
 2.1780822E+000, 5.7897944E+001, 2.0898728E+000
 2.1917808E+000, 5.7629149E+001, 2.0876378E+000
 2.2054795E+000, 5.7391091E+001, 2.0864476E+000
 2.2191781E+000, 5.7165937E+001, 2.0864551E+000
 2.2328767E+000, 5.6942429E+001, 2.0862927E+000
 2.2465753E+000, 5.6713346E+001, 2.0866318E+000
 2.2602740E+000, 5.6481924E+001, 2.0868003E+000
 2.2739726E+000, 5.6252574E+001, 2.0867526E+000
 2.2876712E+000, 5.6013042E+001, 2.0855547E+000
 2.3013699E+000, 5.5750107E+001, 2.0828124E+000
 2.3150685E+000, 5.5446905E+001, 2.0782914E+000
 2.3287671E+000, 5.5094223E+001, 2.0728842E+000
 2.3424658E+000, 5.4712015E+001, 2.0658787E+000
 2.3561644E+000, 5.4309316E+001, 2.0599907E+000
 2.3698630E+000, 5.3898664E+001, 2.0537953E+000
 2.3835616E+000, 5.3497207E+001, 2.0488829E+000
 2.3972603E+000, 5.3096943E+001, 2.0435193E+000
 2.4109589E+000, 5.2734113E+001, 2.0378663E+000
 2.4246575E+000, 5.2405702E+001, 2.0314410E+000
 2.4383562E+000, 5.2099433E+001, 2.0269573E+000
 2.4520548E+000, 5.1803497E+001, 2.0239672E+000
 2.4657534E+000, 5.1527381E+001, 2.0237512E+000
 2.4794521E+000, 5.1273480E+001, 2.0229971E+000
 2.4931507E+000, 5.1036147E+001, 2.0225366E+000
 2.5068493E+000, 5.0821088E+001, 2.0208012E+000
 2.5205479E+000, 5.0626477E+001, 2.0195225E+000
 2.5342466E+000, 5.0451868E+001, 2.0161775E+000
 2.5479452E+000, 5.0279616E+001, 2.0129555E+000
