m,C,m/s
Height,temp5,velo5
 1.5500000E-002, 4.1127590E+002, 1.0578715E+000
 4.6500000E-002, 4.1127590E+002, 1.0578715E+000
 7.7500000E-002, 7.2497710E+002, 2.0020443E+000
 1.0850000E-001, 7.2497710E+002, 2.0020443E+000
 1.3950000E-001, 8.6240726E+002, 2.6424209E+000
 1.7050000E-001, 8.6240726E+002, 2.6424209E+000
 2.0150000E-001, 8.8541546E+002, 3.1038112E+000
 2.3250000E-001, 8.8541546E+002, 3.1038112E+000
 2.6350000E-001, 8.5530299E+002, 3.4228637E+000
 2.9450000E-001, 8.5530299E+002, 3.4228637E+000
 3.2550000E-001, 8.0120861E+002, 3.6386589E+000
 3.5650000E-001, 8.0120861E+002, 3.6386589E+000
 3.8750000E-001, 7.3076093E+002, 3.7553704E+000
 4.1850000E-001, 7.3076093E+002, 3.7553704E+000
 4.4950000E-001, 6.6054203E+002, 3.8510073E+000
 4.8050000E-001, 6.6054203E+002, 3.8510073E+000
 5.1150000E-001, 5.9318863E+002, 3.8973585E+000
 5.4250000E-001, 5.9318863E+002, 3.8973585E+000
 5.7350000E-001, 5.3086206E+002, 3.9035383E+000
 6.0450000E-001, 5.3086206E+002, 3.9035383E+000
 6.3550000E-001, 4.7398148E+002, 3.8818142E+000
 6.6650000E-001, 4.7398148E+002, 3.8818142E+000
 6.9750000E-001, 4.2309165E+002, 3.8349854E+000
 7.2850000E-001, 4.2309165E+002, 3.8349854E+000
 7.5950000E-001, 3.7931022E+002, 3.7772677E+000
 7.9050000E-001, 3.7931022E+002, 3.7772677E+000
 8.2150000E-001, 3.4130867E+002, 3.7167454E+000
 8.5250000E-001, 3.4130867E+002, 3.7167454E+000
 8.8350000E-001, 3.0845462E+002, 3.6593940E+000
 9.1450000E-001, 3.0845462E+002, 3.6593940E+000
 9.4550000E-001, 2.7944916E+002, 3.5981116E+000
 9.7650000E-001, 2.7944916E+002, 3.5981116E+000
 1.0075000E+000, 2.5530374E+002, 3.5268067E+000
 1.0385000E+000, 2.5530374E+002, 3.5268067E+000
 1.0695000E+000, 2.3425240E+002, 3.4635344E+000
 1.1005000E+000, 2.3425240E+002, 3.4635344E+000
 1.1315000E+000, 2.1594169E+002, 3.4030642E+000
 1.1625000E+000, 2.1594169E+002, 3.4030642E+000
 1.1935000E+000, 1.9932172E+002, 3.3521307E+000
 1.2245000E+000, 1.9932172E+002, 3.3521307E+000
 1.2555000E+000, 1.8488167E+002, 3.3089250E+000
 1.2865000E+000, 1.8488167E+002, 3.3089250E+000
 1.3175000E+000, 1.7262520E+002, 3.2611999E+000
 1.3485000E+000, 1.7262520E+002, 3.2611999E+000
 1.3795000E+000, 1.6212711E+002, 3.2081515E+000
 1.4105000E+000, 1.6212711E+002, 3.2081515E+000
 1.4415000E+000, 1.5265925E+002, 3.1533367E+000
 1.4725000E+000, 1.5265925E+002, 3.1533367E+000
 1.5035000E+000, 1.4400080E+002, 3.0973033E+000
 1.5345000E+000, 1.4400080E+002, 3.0973033E+000
 1.5655000E+000, 1.3608174E+002, 3.0559303E+000
 1.5965000E+000, 1.3608174E+002, 3.0559303E+000
 1.6275000E+000, 1.2930925E+002, 3.0292403E+000
 1.6585000E+000, 1.2930925E+002, 3.0292403E+000
 1.6895000E+000, 1.2366760E+002, 3.0030994E+000
 1.7205000E+000, 1.2366760E+002, 3.0030994E+000
 1.7515000E+000, 1.1921637E+002, 2.9797712E+000
 1.7825000E+000, 1.1921637E+002, 2.9797712E+000
 1.8135000E+000, 1.1517437E+002, 2.9606524E+000
 1.8445000E+000, 1.1517437E+002, 2.9606524E+000
 1.8755000E+000, 1.1176056E+002, 2.9425494E+000
 1.9065000E+000, 1.1176056E+002, 2.9425494E+000
 1.9375000E+000, 1.0830005E+002, 2.9284831E+000
 1.9685000E+000, 1.0830005E+002, 2.9284831E+000
 1.9995000E+000, 1.0500059E+002, 2.9203670E+000
 2.0305000E+000, 1.0500059E+002, 2.9203670E+000
 2.0615000E+000, 1.0168134E+002, 2.9147535E+000
 2.0925000E+000, 1.0168134E+002, 2.9147535E+000
 2.1235000E+000, 9.8941874E+001, 2.9089497E+000
 2.1545000E+000, 9.8941874E+001, 2.9089497E+000
 2.1855000E+000, 9.6169888E+001, 2.9010930E+000
 2.2165000E+000, 9.6169888E+001, 2.9010930E+000
 2.2475000E+000, 9.3627889E+001, 2.8952647E+000
 2.2785000E+000, 9.3627889E+001, 2.8952647E+000
 2.3095000E+000, 9.1114027E+001, 2.8934142E+000
 2.3405000E+000, 9.1114027E+001, 2.8934142E+000
 2.3715000E+000, 8.8830317E+001, 2.8969035E+000
 2.4025000E+000, 8.8830317E+001, 2.8969035E+000
 2.4335000E+000, 8.6670133E+001, 2.8975504E+000
 2.4645000E+000, 8.6670133E+001, 2.8975504E+000
