m,C,m/s
 1.4625000E+000, 1.2199611E+002, 2.7490666E+000
 1.4875000E+000, 1.1935025E+002, 2.7403740E+000
 1.5125000E+000, 1.1665422E+002, 2.7345594E+000
 1.5375000E+000, 1.1413234E+002, 2.7306600E+000
 1.5625000E+000, 1.1178824E+002, 2.7255605E+000
 1.5875000E+000, 1.0963564E+002, 2.7158524E+000
 1.6125000E+000, 1.0754415E+002, 2.7026189E+000
 1.6375000E+000, 1.0560607E+002, 2.6885486E+000
 1.6625000E+000, 1.0384089E+002, 2.6778390E+000
 1.6875000E+000, 1.0221000E+002, 2.6716595E+000
 1.7125000E+000, 1.0070605E+002, 2.6619671E+000
 1.7375000E+000, 9.9221867E+001, 2.6522254E+000
 1.7625000E+000, 9.7730642E+001, 2.6428753E+000
 1.7875000E+000, 9.6212722E+001, 2.6351040E+000
 1.8125000E+000, 9.4677879E+001, 2.6274183E+000
 1.8375000E+000, 9.3124605E+001, 2.6152585E+000
 1.8625000E+000, 9.1561393E+001, 2.5972504E+000
 1.8875000E+000, 8.9973645E+001, 2.5791436E+000
 1.9125000E+000, 8.8440885E+001, 2.5609879E+000
 1.9375000E+000, 8.7036712E+001, 2.5457351E+000
 1.9625000E+000, 8.5754116E+001, 2.5373287E+000
 1.9875000E+000, 8.4598549E+001, 2.5332280E+000
 2.0125000E+000, 8.3438748E+001, 2.5301879E+000
 2.0375000E+000, 8.2250331E+001, 2.5270569E+000
 2.0625000E+000, 8.1034114E+001, 2.5233679E+000
 2.0875000E+000, 7.9902864E+001, 2.5184689E+000
 2.1125000E+000, 7.8772952E+001, 2.5102770E+000
 2.1375000E+000, 7.7589361E+001, 2.4990214E+000
 2.1625000E+000, 7.6398963E+001, 2.4853028E+000
 2.1875000E+000, 7.5268321E+001, 2.4702544E+000
 2.2125000E+000, 7.4239334E+001, 2.4546102E+000
 2.2375000E+000, 7.3301317E+001, 2.4403815E+000
 2.2625000E+000, 7.2406723E+001, 2.4298316E+000
 2.2875000E+000, 7.1493061E+001, 2.4216013E+000
 2.3125000E+000, 7.0568843E+001, 2.4118640E+000
 2.3375000E+000, 6.9700274E+001, 2.4005733E+000
 2.3625000E+000, 6.8847673E+001, 2.3874397E+000
 2.3875000E+000, 6.7986989E+001, 2.3707541E+000
 2.4125000E+000, 6.7103127E+001, 2.3574097E+000
 2.4375000E+000, 6.6260377E+001, 2.3498841E+000
 2.4625000E+000, 6.5444774E+001, 2.3480056E+000
 2.4875000E+000, 6.4716042E+001, 2.3487363E+000
 2.5125000E+000, 6.4070335E+001, 2.3491811E+000
 2.5375000E+000, 6.3447495E+001, 2.3481140E+000
 2.5625000E+000, 6.2804802E+001, 2.3442532E+000
 2.5875000E+000, 6.2094047E+001, 2.3374310E+000
 2.6125000E+000, 6.1361023E+001, 2.3282802E+000
 2.6375000E+000, 6.0635670E+001, 2.3172677E+000
 2.6625000E+000, 5.9967683E+001, 2.3061143E+000
 2.6875000E+000, 5.9384343E+001, 2.2977916E+000
 2.7125000E+000, 5.8889284E+001, 2.2932170E+000
 2.7375000E+000, 5.8418587E+001, 2.2918777E+000
 2.7625000E+000, 5.7968031E+001, 2.2912402E+000
 2.7875000E+000, 5.7535180E+001, 2.2890669E+000
 2.8125000E+000, 5.7118264E+001, 2.2856369E+000
 2.8375000E+000, 5.6727262E+001, 2.2810727E+000
 2.8625000E+000, 5.6316534E+001, 2.2735289E+000
 2.8875000E+000, 5.5913108E+001, 2.2609668E+000
 2.9125000E+000, 5.5541003E+001, 2.2445957E+000
 2.9375000E+000, 5.5165135E+001, 2.2280355E+000
 2.9625000E+000, 5.4752876E+001, 2.2158572E+000
 2.9875000E+000, 5.4287926E+001, 2.2100702E+000
 3.0125000E+000, 5.3833274E+001, 2.2059758E+000
 3.0375000E+000, 5.3418786E+001, 2.2013337E+000
 3.0625000E+000, 5.3031141E+001, 2.1974341E+000
 3.0875000E+000, 5.2682574E+001, 2.1936907E+000
 3.1125000E+000, 5.2321065E+001, 2.1909690E+000
 3.1375000E+000, 5.1947525E+001, 2.1861778E+000
 3.1625000E+000, 5.1580270E+001, 2.1817010E+000
 3.1875000E+000, 5.1216662E+001, 2.1771799E+000
 3.2125000E+000, 5.0857164E+001, 2.1703548E+000
 3.2375000E+000, 5.0472823E+001, 2.1629169E+000
 3.2625000E+000, 5.0061152E+001, 2.1551178E+000
 3.2875000E+000, 4.9651715E+001, 2.1460192E+000
 3.3125000E+000, 4.9297315E+001, 2.1378703E+000
 3.3375000E+000, 4.9004079E+001, 2.1290853E+000
 3.3625000E+000, 4.8730579E+001, 2.1232423E+000
 3.3875000E+000, 4.8450855E+001, 2.1169640E+000
 3.4125000E+000, 4.8139581E+001, 2.1132204E+000
 3.4375000E+000, 4.7813794E+001, 2.1086283E+000
 3.4625000E+000, 4.7476670E+001, 2.1062658E+000
 3.4875000E+000, 4.7123521E+001, 2.1014300E+000
 3.5125000E+000, 4.6745396E+001, 2.0962021E+000
 3.5375000E+000, 4.6342454E+001, 2.0883797E+000
 3.5625000E+000, 4.5912810E+001, 2.0783398E+000
 3.5875000E+000, 4.5486996E+001, 2.0669906E+000
 3.6125000E+000, 4.5082430E+001, 2.0572123E+000
 3.6375000E+000, 4.4682568E+001, 2.0482213E+000
 3.6625000E+000, 4.4301040E+001, 2.0394850E+000
 3.6875000E+000, 4.3970055E+001, 2.0321172E+000
 3.7125000E+000, 4.3714395E+001, 2.0266464E+000
 3.7375000E+000, 4.3495382E+001, 2.0177407E+000
 3.7625000E+000, 4.3308231E+001, 2.0067653E+000
 3.7875000E+000, 4.3107908E+001, 1.9926335E+000
 3.8125000E+000, 4.2911630E+001, 1.9803972E+000
 3.8375000E+000, 4.2703631E+001, 1.9693395E+000
 3.8625000E+000, 4.2496862E+001, 1.9651476E+000
 3.8875000E+000, 4.2269943E+001, 1.9668092E+000
 3.9125000E+000, 4.2044803E+001, 1.9724291E+000
 3.9375000E+000, 4.1800932E+001, 1.9751256E+000
 3.9625000E+000, 4.1554498E+001, 1.9747582E+000
 3.9875000E+000, 4.1287603E+001, 1.9658235E+000
 4.0125000E+000, 4.1009241E+001, 1.9537466E+000
 4.0375000E+000, 4.0748806E+001, 1.9422280E+000
 4.0625000E+000, 4.0529774E+001, 1.9335870E+000
 4.0875000E+000, 4.0352354E+001, 1.9213219E+000
 4.1125000E+000, 4.0201187E+001, 1.9165278E+000
 4.1375000E+000, 4.0059728E+001, 1.9130251E+000
 4.1625000E+000, 3.9920172E+001, 1.9149981E+000
 4.1875000E+000, 3.9751272E+001, 1.9170801E+000
 4.2125000E+000, 3.9548121E+001, 1.9191048E+000
 4.2375000E+000, 3.9329709E+001, 1.9145164E+000
 4.2625000E+000, 3.9103883E+001, 1.9111238E+000
 4.2875000E+000, 3.8921367E+001, 1.9055572E+000
 4.3125000E+000, 3.8792068E+001, 1.9003976E+000
 4.3375000E+000, 3.8686503E+001, 1.8958715E+000
 4.3625000E+000, 3.8592314E+001, 1.8953415E+000
 4.3875000E+000, 3.8523247E+001, 1.8974948E+000
 4.4125000E+000, 3.8449554E+001, 1.8986263E+000
 4.4375000E+000, 3.8348438E+001, 1.8986638E+000
 4.4625000E+000, 3.8195871E+001, 1.8962722E+000
 4.4875000E+000, 3.8003409E+001, 1.8925813E+000
 4.5125000E+000, 3.7803802E+001, 1.8865278E+000
 4.5375000E+000, 3.7632610E+001, 1.8854898E+000
 4.5625000E+000, 3.7501316E+001, 1.8820972E+000
 4.5875000E+000, 3.7406720E+001, 1.8781603E+000
 4.6125000E+000, 3.7318032E+001, 1.8721059E+000
 4.6375000E+000, 3.7237742E+001, 1.8670117E+000
 4.6625000E+000, 3.7134602E+001, 1.8566130E+000
 4.6875000E+000, 3.7051681E+001, 1.8471536E+000
 4.7125000E+000, 3.6978357E+001, 1.8382885E+000
 4.7375000E+000, 3.6851598E+001, 1.8320550E+000
