m,C,m/s
Height,tmp,vel
 6.8460000E-003, 6.5954007E+002,-8.0857332E-002
 2.0481863E-002, 6.7484479E+002, 1.5368997E-001
 3.4117726E-002, 6.8723148E+002, 4.7447514E-001
 4.7753589E-002, 6.9745312E+002, 8.1878077E-001
 6.1389452E-002, 7.0904716E+002, 1.1573687E+000
 7.5025315E-002, 7.2157797E+002, 1.4681851E+000
 8.8661178E-002, 7.3517622E+002, 1.7425862E+000
 1.0229704E-001, 7.4773321E+002, 1.9829250E+000
 1.1593290E-001, 7.5759344E+002, 2.1956581E+000
 1.2956877E-001, 7.6677325E+002, 2.3862192E+000
 1.4320463E-001, 7.7688152E+002, 2.5600864E+000
 1.5684049E-001, 7.8635655E+002, 2.7206891E+000
 1.7047636E-001, 7.9585997E+002, 2.8683911E+000
 1.8411222E-001, 8.0499964E+002, 3.0030072E+000
 1.9774808E-001, 8.1319083E+002, 3.1237488E+000
 2.1138395E-001, 8.1973367E+002, 3.2291307E+000
 2.2501981E-001, 8.2558846E+002, 3.3176112E+000
 2.3865567E-001, 8.3032764E+002, 3.3917172E+000
 2.5229153E-001, 8.3326265E+002, 3.4545037E+000
 2.6592740E-001, 8.3500913E+002, 3.5107947E+000
 2.7956326E-001, 8.3385673E+002, 3.5554623E+000
 2.9319912E-001, 8.3095422E+002, 3.5853015E+000
 3.0683499E-001, 8.2606340E+002, 3.6031038E+000
 3.2047085E-001, 8.1887482E+002, 3.6123805E+000
 3.3410671E-001, 8.0872764E+002, 3.6201901E+000
 3.4774258E-001, 7.9630713E+002, 3.6247348E+000
 3.6137844E-001, 7.8317305E+002, 3.6265618E+000
 3.7501430E-001, 7.6959321E+002, 3.6267299E+000
 3.8865016E-001, 7.5517666E+002, 3.6262008E+000
 4.0228603E-001, 7.3917880E+002, 3.6203614E+000
 4.1592189E-001, 7.2242464E+002, 3.6091692E+000
 4.2955775E-001, 7.0548256E+002, 3.5950923E+000
 4.4319362E-001, 6.8858860E+002, 3.5791478E+000
 4.5682948E-001, 6.7043079E+002, 3.5667276E+000
 4.7046534E-001, 6.5097862E+002, 3.5569861E+000
 4.8410121E-001, 6.3200717E+002, 3.5472046E+000
 4.9773707E-001, 6.1420022E+002, 3.5375908E+000
 5.1137293E-001, 5.9692440E+002, 3.5268737E+000
 5.2500879E-001, 5.8011750E+002, 3.5149647E+000
 5.3864466E-001, 5.6350791E+002, 3.5033089E+000
 5.5228052E-001, 5.4698336E+002, 3.4899625E+000
 5.6591638E-001, 5.3068578E+002, 3.4777734E+000
