m,C,m/s
Height,tmp,vel
 1.3890000E-002, 6.2198846E+002, 4.8359830E-001
 4.1159817E-002, 6.8459834E+002, 1.0188459E+000
 6.8429633E-002, 7.4875330E+002, 1.5512464E+000
 9.5699450E-002, 7.9648474E+002, 2.0182703E+000
 1.2296927E-001, 8.2412507E+002, 2.4061357E+000
 1.5023908E-001, 8.3815028E+002, 2.7262685E+000
 1.7750890E-001, 8.4574942E+002, 2.9895839E+000
 2.0477872E-001, 8.5098541E+002, 3.2163355E+000
 2.3204853E-001, 8.5564241E+002, 3.4104250E+000
 2.5931835E-001, 8.5887286E+002, 3.5788974E+000
 2.8658817E-001, 8.6000785E+002, 3.7229545E+000
 3.1385798E-001, 8.5923313E+002, 3.8451980E+000
 3.4112780E-001, 8.5438628E+002, 3.9428469E+000
 3.6839761E-001, 8.4641115E+002, 4.0185706E+000
 3.9566743E-001, 8.3494280E+002, 4.0760207E+000
 4.2293725E-001, 8.2027436E+002, 4.1252291E+000
 4.5020706E-001, 8.0226363E+002, 4.1642210E+000
 4.7747688E-001, 7.8200329E+002, 4.1962554E+000
 5.0474670E-001, 7.5901842E+002, 4.2161801E+000
 5.3201651E-001, 7.3432909E+002, 4.2242384E+000
 5.5928633E-001, 7.0867111E+002, 4.2181295E+000
 5.8655615E-001, 6.8116161E+002, 4.2049589E+000
 6.1382596E-001, 6.5225116E+002, 4.1816652E+000
 6.4109578E-001, 6.2153890E+002, 4.1509749E+000
 6.6836560E-001, 5.8930001E+002, 4.1186286E+000
 6.9563541E-001, 5.5617793E+002, 4.0860175E+000
 7.2290523E-001, 5.2492531E+002, 4.0431942E+000
 7.5017505E-001, 4.9589913E+002, 3.9922918E+000
 7.7744486E-001, 4.6849630E+002, 3.9387040E+000
 8.0471468E-001, 4.4380923E+002, 3.8929954E+000
 8.3198450E-001, 4.2128908E+002, 3.8534114E+000
 8.5925431E-001, 3.9986244E+002, 3.8222940E+000
 8.8652413E-001, 3.8035398E+002, 3.7952992E+000
 9.1379394E-001, 3.6060524E+002, 3.7672329E+000
 9.4106376E-001, 3.4263252E+002, 3.7370487E+000
 9.6833358E-001, 3.2518707E+002, 3.7007590E+000
 9.9560339E-001, 3.0980803E+002, 3.6583322E+000
 1.0228732E+000, 2.9531901E+002, 3.6154614E+000
 1.0501430E+000, 2.8242631E+002, 3.5816864E+000
 1.0774128E+000, 2.6998815E+002, 3.5543719E+000
 1.1046827E+000, 2.5838290E+002, 3.5251745E+000
 1.1319525E+000, 2.4635830E+002, 3.4916110E+000
 1.1592223E+000, 2.3568818E+002, 3.4546912E+000
 1.1864921E+000, 2.2496787E+002, 3.4150727E+000
 1.2137619E+000, 2.1568428E+002, 3.3718295E+000
 1.2410317E+000, 2.0668079E+002, 3.3271199E+000
 1.2683016E+000, 1.9892892E+002, 3.2807122E+000
 1.2955714E+000, 1.9137063E+002, 3.2435632E+000
 1.3228412E+000, 1.8462707E+002, 3.2231711E+000
 1.3501110E+000, 1.7830506E+002, 3.2103189E+000
 1.3773808E+000, 1.7279996E+002, 3.1962461E+000
 1.4046506E+000, 1.6778005E+002, 3.1840023E+000
 1.4319205E+000, 1.6328277E+002, 3.1753340E+000
 1.4591903E+000, 1.5914415E+002, 3.1679831E+000
 1.4864601E+000, 1.5545630E+002, 3.1628144E+000
 1.5137299E+000, 1.5228236E+002, 3.1606257E+000
 1.5409997E+000, 1.4941009E+002, 3.1625916E+000
 1.5682695E+000, 1.4648331E+002, 3.1650503E+000
 1.5955394E+000, 1.4346670E+002, 3.1647282E+000
 1.6228092E+000, 1.4038172E+002, 3.1561022E+000
 1.6500790E+000, 1.3722874E+002, 3.1415097E+000
 1.6773488E+000, 1.3377172E+002, 3.1234149E+000
 1.7046186E+000, 1.3029294E+002, 3.1028859E+000
 1.7318884E+000, 1.2694050E+002, 3.0772612E+000
 1.7591583E+000, 1.2395724E+002, 3.0479287E+000
 1.7864281E+000, 1.2128237E+002, 3.0228710E+000
 1.8136979E+000, 1.1883032E+002, 3.0062392E+000
 1.8409677E+000, 1.1650951E+002, 2.9937697E+000
 1.8682375E+000, 1.1423600E+002, 2.9823622E+000
 1.8955073E+000, 1.1211453E+002, 2.9726219E+000
 1.9227772E+000, 1.1007860E+002, 2.9635809E+000
 1.9500470E+000, 1.0805720E+002, 2.9556294E+000
 1.9773168E+000, 1.0596562E+002, 2.9477853E+000
 2.0045866E+000, 1.0395807E+002, 2.9374126E+000
 2.0318564E+000, 1.0198940E+002, 2.9245112E+000
 2.0591262E+000, 1.0015028E+002, 2.9103797E+000
 2.0863961E+000, 9.8369252E+001, 2.8959329E+000
 2.1136659E+000, 9.6709651E+001, 2.8840326E+000
 2.1409357E+000, 9.5164042E+001, 2.8718981E+000
 2.1682055E+000, 9.3710438E+001, 2.8609469E+000
 2.1954753E+000, 9.2246375E+001, 2.8451479E+000
 2.2227451E+000, 9.0740686E+001, 2.8267285E+000
 2.2500150E+000, 8.9180137E+001, 2.8064240E+000
 2.2772848E+000, 8.7607611E+001, 2.7834272E+000
 2.3045546E+000, 8.6058514E+001, 2.7655883E+000
 2.3318244E+000, 8.4550365E+001, 2.7494432E+000
 2.3590942E+000, 8.3102510E+001, 2.7369252E+000
 2.3863640E+000, 8.1718278E+001, 2.7222822E+000
 2.4136339E+000, 8.0495739E+001, 2.7116099E+000
 2.4409037E+000, 7.9406211E+001, 2.7013657E+000
 2.4681735E+000, 7.8435654E+001, 2.6939814E+000
 2.4954433E+000, 7.7486658E+001, 2.6868515E+000
 2.5227131E+000, 7.6505992E+001, 2.6777634E+000
 2.5499829E+000, 7.5590530E+001, 2.6658370E+000
 2.5772528E+000, 7.4690083E+001, 2.6487737E+000
 2.6045226E+000, 7.3809411E+001, 2.6275341E+000
 2.6317924E+000, 7.2969468E+001, 2.6056808E+000
 2.6590622E+000, 7.2154595E+001, 2.5875881E+000
 2.6863320E+000, 7.1357253E+001, 2.5670179E+000
 2.7136018E+000, 7.0639807E+001, 2.5499503E+000
 2.7408717E+000, 6.9914956E+001, 2.5372709E+000
 2.7681415E+000, 6.9213916E+001, 2.5244009E+000
 2.7954113E+000, 6.8410151E+001, 2.5147386E+000
 2.8226811E+000, 6.7528516E+001, 2.5019091E+000
 2.8499509E+000, 6.6691163E+001, 2.4874187E+000
 2.8772207E+000, 6.5845005E+001, 2.4676773E+000
 2.9044906E+000, 6.5215377E+001, 2.4560885E+000
 2.9317604E+000, 6.4469192E+001, 2.4421783E+000
 2.9590302E+000, 6.3905984E+001, 2.4290124E+000
NaN,NaN,NaN
