m,C,m/s
 6.1643836E-001, 4.5042766E+002, 3.6418946E+000
 6.3013699E-001, 4.3839560E+002, 3.6266296E+000
 6.4383562E-001, 4.2610598E+002, 3.6116085E+000
 6.5753425E-001, 4.1432070E+002, 3.5959132E+000
 6.7123288E-001, 4.0222437E+002, 3.5792795E+000
 6.8493151E-001, 3.9003285E+002, 3.5593385E+000
 6.9863014E-001, 3.7762655E+002, 3.5366091E+000
 7.1232877E-001, 3.6569554E+002, 3.5115938E+000
 7.2602740E-001, 3.5404613E+002, 3.4880972E+000
 7.3972603E-001, 3.4288391E+002, 3.4636202E+000
 7.5342466E-001, 3.3287772E+002, 3.4448735E+000
 7.6712329E-001, 3.2363287E+002, 3.4307411E+000
 7.8082192E-001, 3.1470565E+002, 3.4165781E+000
 7.9452055E-001, 3.0635714E+002, 3.4013848E+000
 8.0821918E-001, 2.9841287E+002, 3.3843075E+000
 8.2191781E-001, 2.9124168E+002, 3.3646973E+000
 8.3561644E-001, 2.8402673E+002, 3.3437761E+000
 8.4931507E-001, 2.7746208E+002, 3.3223316E+000
 8.6301370E-001, 2.7041601E+002, 3.3044142E+000
 8.7671233E-001, 2.6399849E+002, 3.2918553E+000
 8.9041096E-001, 2.5705108E+002, 3.2791553E+000
 9.0410959E-001, 2.5065072E+002, 3.2650926E+000
 9.1780822E-001, 2.4395779E+002, 3.2495923E+000
 9.3150685E-001, 2.3763762E+002, 3.2296354E+000
 9.4520548E-001, 2.3109658E+002, 3.2068953E+000
 9.5890411E-001, 2.2504862E+002, 3.1848802E+000
 9.7260274E-001, 2.1926416E+002, 3.1676632E+000
 9.8630137E-001, 2.1445941E+002, 3.1539604E+000
 1.0000000E+000, 2.0987747E+002, 3.1447061E+000
 1.0136986E+000, 2.0583044E+002, 3.1392873E+000
 1.0273973E+000, 2.0177542E+002, 3.1350803E+000
 1.0410959E+000, 1.9752474E+002, 3.1300189E+000
 1.0547945E+000, 1.9327635E+002, 3.1218062E+000
 1.0684932E+000, 1.8881407E+002, 3.1082004E+000
 1.0821918E+000, 1.8449230E+002, 3.0907827E+000
 1.0958904E+000, 1.8032147E+002, 3.0710478E+000
 1.1095890E+000, 1.7640910E+002, 3.0500921E+000
 1.1232877E+000, 1.7266608E+002, 3.0298321E+000
 1.1369863E+000, 1.6901998E+002, 3.0101465E+000
 1.1506849E+000, 1.6550758E+002, 2.9913561E+000
 1.1643836E+000, 1.6212406E+002, 2.9721097E+000
 1.1780822E+000, 1.5887301E+002, 2.9527036E+000
 1.1917808E+000, 1.5570459E+002, 2.9356557E+000
 1.2054795E+000, 1.5265058E+002, 2.9213813E+000
 1.2191781E+000, 1.4977251E+002, 2.9079458E+000
 1.2328767E+000, 1.4721892E+002, 2.8927611E+000
 1.2465753E+000, 1.4480218E+002, 2.8778480E+000
 1.2602740E+000, 1.4261840E+002, 2.8636229E+000
 1.2739726E+000, 1.4044296E+002, 2.8522063E+000
 1.2876712E+000, 1.3846419E+002, 2.8424063E+000
 1.3013699E+000, 1.3656909E+002, 2.8328255E+000
 1.3150685E+000, 1.3483512E+002, 2.8235972E+000
 1.3287671E+000, 1.3299660E+002, 2.8159260E+000
 1.3424658E+000, 1.3117419E+002, 2.8094634E+000
 1.3561644E+000, 1.2920847E+002, 2.8022335E+000
 1.3698630E+000, 1.2736990E+002, 2.7938059E+000
 1.3835616E+000, 1.2544374E+002, 2.7849849E+000
 1.3972603E+000, 1.2374946E+002, 2.7754780E+000
 1.4109589E+000, 1.2203067E+002, 2.7653582E+000
 1.4246575E+000, 1.2046094E+002, 2.7552965E+000
 1.4383562E+000, 1.1890362E+002, 2.7475298E+000
 1.4520548E+000, 1.1748534E+002, 2.7420173E+000
 1.4657534E+000, 1.1616972E+002, 2.7371867E+000
 1.4794521E+000, 1.1493013E+002, 2.7314021E+000
 1.4931507E+000, 1.1364267E+002, 2.7250027E+000
 1.5068493E+000, 1.1226240E+002, 2.7177912E+000
 1.5205479E+000, 1.1074389E+002, 2.7095861E+000
 1.5342466E+000, 1.0915054E+002, 2.6982777E+000
 1.5479452E+000, 1.0752514E+002, 2.6835053E+000
 1.5616438E+000, 1.0594429E+002, 2.6672645E+000
 1.5753425E+000, 1.0442004E+002, 2.6526182E+000
 1.5890411E+000, 1.0295039E+002, 2.6398524E+000
 1.6027397E+000, 1.0155756E+002, 2.6300111E+000
 1.6164384E+000, 1.0028078E+002, 2.6230665E+000
 1.6301370E+000, 9.9107161E+001, 2.6192098E+000
 1.6438356E+000, 9.7946914E+001, 2.6173447E+000
 1.6575342E+000, 9.6887109E+001, 2.6142751E+000
 1.6712329E+000, 9.5845943E+001, 2.6084621E+000
 1.6849315E+000, 9.4888769E+001, 2.6000401E+000
 1.6986301E+000, 9.3901221E+001, 2.5915730E+000
 1.7123288E+000, 9.2936328E+001, 2.5835677E+000
 1.7260274E+000, 9.1970101E+001, 2.5767545E+000
 1.7397260E+000, 9.1021336E+001, 2.5704100E+000
 1.7534247E+000, 9.0085660E+001, 2.5647589E+000
 1.7671233E+000, 8.9195892E+001, 2.5581302E+000
 1.7808219E+000, 8.8311111E+001, 2.5504911E+000
 1.7945205E+000, 8.7434808E+001, 2.5424194E+000
 1.8082192E+000, 8.6513792E+001, 2.5332039E+000
 1.8219178E+000, 8.5611659E+001, 2.5222701E+000
 1.8356164E+000, 8.4722798E+001, 2.5102780E+000
 1.8493151E+000, 8.3944608E+001, 2.4992518E+000
 1.8630137E+000, 8.3247295E+001, 2.4900922E+000
 1.8767123E+000, 8.2589076E+001, 2.4836825E+000
 1.8904110E+000, 8.1949202E+001, 2.4789929E+000
 1.9041096E+000, 8.1308845E+001, 2.4739473E+000
 1.9178082E+000, 8.0612291E+001, 2.4668975E+000
 1.9315068E+000, 7.9854556E+001, 2.4579542E+000
 1.9452055E+000, 7.9048613E+001, 2.4472816E+000
 1.9589041E+000, 7.8199909E+001, 2.4357369E+000
 1.9726027E+000, 7.7319129E+001, 2.4235830E+000
 1.9863014E+000, 7.6427369E+001, 2.4119141E+000
 2.0000000E+000, 7.5574224E+001, 2.4001566E+000
 2.0136986E+000, 7.4774907E+001, 2.3883861E+000
 2.0273973E+000, 7.4055444E+001, 2.3774907E+000
 2.0410959E+000, 7.3401409E+001, 2.3663319E+000
 2.0547945E+000, 7.2806925E+001, 2.3563432E+000
 2.0684932E+000, 7.2245152E+001, 2.3482962E+000
 2.0821918E+000, 7.1719143E+001, 2.3428858E+000
 2.0958904E+000, 7.1217173E+001, 2.3393459E+000
 2.1095890E+000, 7.0708221E+001, 2.3365836E+000
 2.1232877E+000, 7.0203188E+001, 2.3342733E+000
 2.1369863E+000, 6.9686597E+001, 2.3314373E+000
 2.1506849E+000, 6.9151689E+001, 2.3281371E+000
 2.1643836E+000, 6.8628259E+001, 2.3248203E+000
 2.1780822E+000, 6.8129627E+001, 2.3204438E+000
 2.1917808E+000, 6.7658856E+001, 2.3160223E+000
 2.2054795E+000, 6.7210645E+001, 2.3121204E+000
 2.2191781E+000, 6.6757928E+001, 2.3108503E+000
 2.2328767E+000, 6.6300173E+001, 2.3110496E+000
 2.2465753E+000, 6.5832812E+001, 2.3122397E+000
 2.2602740E+000, 6.5359778E+001, 2.3135994E+000
 2.2739726E+000, 6.4887223E+001, 2.3140324E+000
 2.2876712E+000, 6.4435456E+001, 2.3128977E+000
 2.3013699E+000, 6.4001510E+001, 2.3109911E+000
 2.3150685E+000, 6.3593332E+001, 2.3081816E+000
 2.3287671E+000, 6.3215038E+001, 2.3056204E+000
 2.3424658E+000, 6.2859771E+001, 2.3043186E+000
 2.3561644E+000, 6.2532937E+001, 2.3034246E+000
 2.3698630E+000, 6.2202390E+001, 2.3033091E+000
 2.3835616E+000, 6.1858334E+001, 2.3025296E+000
 2.3972603E+000, 6.1528080E+001, 2.3005453E+000
 2.4109589E+000, 6.1180340E+001, 2.2987686E+000
 2.4246575E+000, 6.0827508E+001, 2.2968020E+000
 2.4383562E+000, 6.0475268E+001, 2.2945800E+000
 2.4520548E+000, 6.0107898E+001, 2.2916392E+000
 2.4657534E+000, 5.9745064E+001, 2.2881881E+000
 2.4794521E+000, 5.9409426E+001, 2.2837818E+000
 2.4931507E+000, 5.9065746E+001, 2.2770753E+000
 2.5068493E+000, 5.8709089E+001, 2.2694762E+000
 2.5205479E+000, 5.8356524E+001, 2.2614207E+000
 2.5342466E+000, 5.8022269E+001, 2.2550272E+000
 2.5479452E+000, 5.7716886E+001, 2.2498806E+000
 2.5616438E+000, 5.7439080E+001, 2.2461044E+000
 2.5753425E+000, 5.7196098E+001, 2.2441669E+000
 2.5890411E+000, 5.6952297E+001, 2.2429102E+000
 2.6027397E+000, 5.6701287E+001, 2.2424736E+000
 2.6164384E+000, 5.6454943E+001, 2.2422475E+000
 2.6301370E+000, 5.6177964E+001, 2.2434820E+000
 2.6438356E+000, 5.5910004E+001, 2.2425202E+000
 2.6575342E+000, 5.5639836E+001, 2.2412388E+000
 2.6712329E+000, 5.5367134E+001, 2.2379931E+000
 2.6849315E+000, 5.5106007E+001, 2.2325594E+000
 2.6986301E+000, 5.4870408E+001, 2.2262428E+000
 2.7123288E+000, 5.4626025E+001, 2.2213299E+000
 2.7260274E+000, 5.4390456E+001, 2.2168595E+000
 2.7397260E+000, 5.4141197E+001, 2.2145516E+000
 2.7534247E+000, 5.3881900E+001, 2.2132601E+000
 2.7671233E+000, 5.3610977E+001, 2.2115429E+000
 2.7808219E+000, 5.3325772E+001, 2.2098583E+000
 2.7945205E+000, 5.3038392E+001, 2.2071104E+000
 2.8082192E+000, 5.2772595E+001, 2.2038896E+000
 2.8219178E+000, 5.2510828E+001, 2.2009554E+000
 2.8356164E+000, 5.2273036E+001, 2.1972110E+000
 2.8493151E+000, 5.2060515E+001, 2.1937233E+000
 2.8630137E+000, 5.1846142E+001, 2.1908461E+000
 2.8767123E+000, 5.1650490E+001, 2.1851195E+000
 2.8904110E+000, 5.1462127E+001, 2.1794542E+000
 2.9041096E+000, 5.1269448E+001, 2.1722392E+000
 2.9178082E+000, 5.1089777E+001, 2.1645920E+000
 2.9315068E+000, 5.0901323E+001, 2.1567565E+000
 2.9452055E+000, 5.0716980E+001, 2.1480186E+000
 2.9589041E+000, 5.0511766E+001, 2.1404469E+000
 2.9726027E+000, 5.0305290E+001, 2.1322061E+000
 2.9863014E+000, 5.0089881E+001, 2.1237159E+000
 3.0000000E+000, 4.9657291E+001, 2.1064672E+000
