m,C,m/s
Height,temp10,velo10
 1.4000000E-002, 2.8135568E+002, 4.4747097E-001
 4.2000000E-002, 4.8847290E+002, 9.1966986E-001
 7.0000000E-002, 6.6416263E+002, 1.3986387E+000
 9.8000000E-002, 7.8383494E+002, 1.8419615E+000
 1.2600000E-001, 8.5695593E+002, 2.2172490E+000
 1.5400000E-001, 9.0165101E+002, 2.5442399E+000
 1.8200000E-001, 9.3104660E+002, 2.8196168E+000
 2.1000000E-001, 9.4827497E+002, 3.0602363E+000
 2.3800000E-001, 9.5684752E+002, 3.2574667E+000
 2.6600000E-001, 9.6272798E+002, 3.4353058E+000
 2.9400000E-001, 9.6208350E+002, 3.5804391E+000
 3.2200000E-001, 9.5312900E+002, 3.7104173E+000
 3.5000000E-001, 9.3769353E+002, 3.8005607E+000
 3.7800000E-001, 9.1657508E+002, 3.8798364E+000
 4.0600000E-001, 8.8923414E+002, 3.9237015E+000
 4.3400000E-001, 8.5559648E+002, 3.9657004E+000
 4.6200000E-001, 8.1805977E+002, 3.9622166E+000
 4.9000000E-001, 7.7667526E+002, 3.9645696E+000
 5.1800000E-001, 7.3500537E+002, 3.9487778E+000
 5.4600000E-001, 6.9209057E+002, 3.9251774E+000
 5.7400000E-001, 6.4702326E+002, 3.8858776E+000
 6.0200000E-001, 6.0248731E+002, 3.8446077E+000
 6.3000000E-001, 5.6019452E+002, 3.8094348E+000
 6.5800000E-001, 5.2204031E+002, 3.7752632E+000
 6.8600000E-001, 4.8736785E+002, 3.7362656E+000
 7.1400000E-001, 4.5556919E+002, 3.7001709E+000
 7.4200000E-001, 4.2734673E+002, 3.6723344E+000
 7.7000000E-001, 4.0047540E+002, 3.6490048E+000
 7.9800000E-001, 3.7807960E+002, 3.6215732E+000
 8.2600000E-001, 3.5754879E+002, 3.5821513E+000
 8.5400000E-001, 3.3975798E+002, 3.5407286E+000
 8.8200000E-001, 3.2252062E+002, 3.5067201E+000
 9.1000000E-001, 3.0735137E+002, 3.4763728E+000
 9.3800000E-001, 2.9354135E+002, 3.4523759E+000
 9.6600000E-001, 2.8162771E+002, 3.4339441E+000
 9.9400000E-001, 2.7087885E+002, 3.4166437E+000
 1.0220000E+000, 2.6074012E+002, 3.4003938E+000
 1.0500000E+000, 2.5128170E+002, 3.3876512E+000
 1.0780000E+000, 2.4260823E+002, 3.3815276E+000
 1.1060000E+000, 2.3462840E+002, 3.3795824E+000
 1.1340000E+000, 2.2721935E+002, 3.3776097E+000
 1.1620000E+000, 2.1966802E+002, 3.3729059E+000
 1.1900000E+000, 2.1288166E+002, 3.3608308E+000
 1.2180000E+000, 2.0605027E+002, 3.3366261E+000
 1.2460000E+000, 1.9989879E+002, 3.3047993E+000
 1.2740000E+000, 1.9385332E+002, 3.2760484E+000
 1.3020000E+000, 1.8840794E+002, 3.2544036E+000
 1.3300000E+000, 1.8286640E+002, 3.2343112E+000
 1.3580000E+000, 1.7744696E+002, 3.2148684E+000
 1.3860000E+000, 1.7142987E+002, 3.1919946E+000
 1.4140000E+000, 1.6602809E+002, 3.1695082E+000
 1.4420000E+000, 1.6061476E+002, 3.1459185E+000
 1.4700000E+000, 1.5623749E+002, 3.1217260E+000
 1.4980000E+000, 1.5206303E+002, 3.1038682E+000
 1.5260000E+000, 1.4818465E+002, 3.0902426E+000
 1.5540000E+000, 1.4447960E+002, 3.0809653E+000
 1.5820000E+000, 1.4105822E+002, 3.0733120E+000
 1.6100000E+000, 1.3783796E+002, 3.0656064E+000
 1.6380000E+000, 1.3464923E+002, 3.0636482E+000
 1.6660000E+000, 1.3171396E+002, 3.0635401E+000
 1.6940000E+000, 1.2889423E+002, 3.0602484E+000
 1.7220000E+000, 1.2622027E+002, 3.0528685E+000
 1.7500000E+000, 1.2351777E+002, 3.0421007E+000
 1.7780000E+000, 1.2095883E+002, 3.0268168E+000
 1.8060000E+000, 1.1840129E+002, 3.0109803E+000
 1.8340000E+000, 1.1596669E+002, 2.9954483E+000
 1.8620000E+000, 1.1349411E+002, 2.9837937E+000
 1.8900000E+000, 1.1115639E+002, 2.9714588E+000
 1.9180000E+000, 1.0890013E+002, 2.9566735E+000
 1.9460000E+000, 1.0664108E+002, 2.9422642E+000
 1.9740000E+000, 1.0451127E+002, 2.9279449E+000
 2.0020000E+000, 1.0228681E+002, 2.9163288E+000
 2.0300000E+000, 1.0017348E+002, 2.9095743E+000
 2.0580000E+000, 9.8176194E+001, 2.9026978E+000
 2.0860000E+000, 9.6383162E+001, 2.8910830E+000
 2.1140000E+000, 9.4662508E+001, 2.8749495E+000
 2.1420000E+000, 9.3117886E+001, 2.8571357E+000
 2.1700000E+000, 9.1682632E+001, 2.8423318E+000
 2.1980000E+000, 9.0360668E+001, 2.8345360E+000
 2.2260000E+000, 8.9221365E+001, 2.8296193E+000
 2.2540000E+000, 8.8198910E+001, 2.8238195E+000
 2.2820000E+000, 8.7256569E+001, 2.8143870E+000
 2.3100000E+000, 8.6272958E+001, 2.8016119E+000
 2.3380000E+000, 8.5293720E+001, 2.7852382E+000
 2.3660000E+000, 8.4219580E+001, 2.7665544E+000
 2.3940000E+000, 8.3138458E+001, 2.7480900E+000
 2.4220000E+000, 8.2039954E+001, 2.7295716E+000
 2.4500000E+000, 8.0942651E+001, 2.7133324E+000
 2.4780000E+000, 7.9858474E+001, 2.7034320E+000
 2.5060000E+000, 7.8782340E+001, 2.6984695E+000
 2.5340000E+000, 7.7716483E+001, 2.6956894E+000
 2.5620000E+000, 7.6724965E+001, 2.6939131E+000
 2.5900000E+000, 7.5798087E+001, 2.6923897E+000
 2.6180000E+000, 7.4892780E+001, 2.6898852E+000
 2.6460000E+000, 7.4027187E+001, 2.6847831E+000
 2.6740000E+000, 7.3199630E+001, 2.6771024E+000
 2.7020000E+000, 7.2445234E+001, 2.6665073E+000
 2.7300000E+000, 7.1727197E+001, 2.6563896E+000
 2.7580000E+000, 7.1051883E+001, 2.6476447E+000
 2.7860000E+000, 7.0413508E+001, 2.6382643E+000
 2.8140000E+000, 6.9768747E+001, 2.6269860E+000
 2.8420000E+000, 6.9069024E+001, 2.6145615E+000
 2.8700000E+000, 6.8353503E+001, 2.6020863E+000
 2.8980000E+000, 6.7660658E+001, 2.5894437E+000
 2.9260000E+000, 6.6974798E+001, 2.5772503E+000
 2.9540000E+000, 6.6288645E+001, 2.5667579E+000
 2.9820000E+000, 6.5621751E+001, 2.5571822E+000
 3.0100000E+000, 6.4995208E+001, 2.5482947E+000
 3.0380000E+000, 6.4368019E+001, 2.5399636E+000
 3.0660000E+000, 6.3744401E+001, 2.5316646E+000
 3.0940000E+000, 6.3134766E+001, 2.5237736E+000
 3.1220000E+000, 6.2538866E+001, 2.5156501E+000
 3.1500000E+000, 6.1941972E+001, 2.5096552E+000
 3.1780000E+000, 6.1318408E+001, 2.5027497E+000
 3.2060000E+000, 6.0681943E+001, 2.4958844E+000
 3.2340000E+000, 6.0036225E+001, 2.4875024E+000
 3.2620000E+000, 5.9421622E+001, 2.4784413E+000
 3.2900000E+000, 5.8839919E+001, 2.4688542E+000
 3.3180000E+000, 5.8305295E+001, 2.4617230E+000
 3.3460000E+000, 5.7801993E+001, 2.4568842E+000
 3.3740000E+000, 5.7308344E+001, 2.4541343E+000
 3.4020000E+000, 5.6779428E+001, 2.4503046E+000
 3.4300000E+000, 5.6220388E+001, 2.4448096E+000
 3.4580000E+000, 5.5653635E+001, 2.4386266E+000
 3.4860000E+000, 5.5108522E+001, 2.4313728E+000
 3.5140000E+000, 5.4626526E+001, 2.4238286E+000
 3.5420000E+000, 5.4185649E+001, 2.4151168E+000
 3.5700000E+000, 5.3771364E+001, 2.4052025E+000
 3.5980000E+000, 5.3366448E+001, 2.3953326E+000
 3.6260000E+000, 5.2990934E+001, 2.3889968E+000
 3.6540000E+000, 5.2630525E+001, 2.3856879E+000
 3.6820000E+000, 5.2268695E+001, 2.3839490E+000
 3.7100000E+000, 5.1893393E+001, 2.3819423E+000
 3.7380000E+000, 5.1512827E+001, 2.3800482E+000
 3.7660000E+000, 5.1137838E+001, 2.3779733E+000
 3.7940000E+000, 5.0764600E+001, 2.3750476E+000
 3.8220000E+000, 5.0369234E+001, 2.3724424E+000
 3.8500000E+000, 4.9933262E+001, 2.3696275E+000
 3.8780000E+000, 4.9499357E+001, 2.3669167E+000
 3.9060000E+000, 4.9087733E+001, 2.3619262E+000
 3.9340000E+000, 4.8703876E+001, 2.3572238E+000
 3.9620000E+000, 4.8357875E+001, 2.3499414E+000
 3.9900000E+000, 4.8043050E+001, 2.3448949E+000
 4.0180000E+000, 4.7747705E+001, 2.3405272E+000
 4.0460000E+000, 4.7460956E+001, 2.3363750E+000
 4.0740000E+000, 4.7194161E+001, 2.3311867E+000
 4.1020000E+000, 4.6947851E+001, 2.3268593E+000
 4.1300000E+000, 4.6725851E+001, 2.3257665E+000
 4.1580000E+000, 4.6520488E+001, 2.3267368E+000
 4.1860000E+000, 4.6307508E+001, 2.3297165E+000
 4.2140000E+000, 4.6094078E+001, 2.3334847E+000
 4.2420000E+000, 4.5872229E+001, 2.3386013E+000
 4.2700000E+000, 4.5661961E+001, 2.3419405E+000
 4.2980000E+000, 4.5466829E+001, 2.3443554E+000
 4.3260000E+000, 4.5272144E+001, 2.3470818E+000
 4.3540000E+000, 4.5106852E+001, 2.3492296E+000
 4.3820000E+000, 4.4961769E+001, 2.3526761E+000
 4.4100000E+000, 4.4837107E+001, 2.3553430E+000
 4.4380000E+000, 4.4720009E+001, 2.3592999E+000
 4.4660000E+000, 4.4586290E+001, 2.3623553E+000
 4.4940000E+000, 4.4447218E+001, 2.3661603E+000
 4.5220000E+000, 4.4298798E+001, 2.3702487E+000
 4.5500000E+000, 4.4130067E+001, 2.3727106E+000
 4.5780000E+000, 4.3931011E+001, 2.3722935E+000
 4.6060000E+000, 4.3710416E+001, 2.3681587E+000
 4.6340000E+000, 4.3512227E+001, 2.3611153E+000
 4.6620000E+000, 4.3326515E+001, 2.3527525E+000
 4.6900000E+000, 4.3145938E+001, 2.3461538E+000
 4.7180000E+000, 4.2941814E+001, 2.3386633E+000
 4.7460000E+000, 4.2694492E+001, 2.3293189E+000
 4.7740000E+000, 4.2406336E+001, 2.3196550E+000
 4.8020000E+000, 4.2105922E+001, 2.3069815E+000
 4.8300000E+000, 4.1831782E+001, 2.2982120E+000
 4.8580000E+000, 4.1597846E+001, 2.2855935E+000
 4.8860000E+000, 4.1420868E+001, 2.2806589E+000
 4.9140000E+000, 4.1266442E+001, 2.2718250E+000
 4.9420000E+000, 4.1139132E+001, 2.2662774E+000
 4.9700000E+000, 4.1012355E+001, 2.2591831E+000
 4.9980000E+000, 4.0859413E+001, 2.2553585E+000
 5.0260000E+000, 4.0693319E+001, 2.2525565E+000
 5.0540000E+000, 4.0503402E+001, 2.2484604E+000
 5.0820000E+000, 4.0294311E+001, 2.2448326E+000
 5.1100000E+000, 4.0073073E+001, 2.2363128E+000
