s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3688295E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3688295E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0100750E+000, 1.0732562E+002, 1.8452269E-001,-3.0331106E+002, 6.0544236E+000,-3.3010596E-003, 0.0000000E+000, 0.0000000E+000, 3.0020736E+002, 1.0116127E+002, 1.1027304E+002,-5.2085369E-005, 7.3766903E-003, 5.9059143E-005, 4.2392033E-003
 2.0069468E+000, 2.4882368E+002, 2.8064674E+001,-1.2228887E+002, 2.8723785E+001,-3.0940912E-002, 0.0000000E+000, 0.0000000E+000, 3.4154935E+000, 1.3965861E+002, 1.5864315E+002,-8.0019463E-003, 2.3066826E-002, 9.0733367E-003, 2.2501727E-002
 3.0059936E+000, 7.8408453E+002, 1.0704522E+002,-1.3833098E+002, 6.3631859E+001,-7.8272682E-002, 0.0000000E+000, 0.0000000E+000,-4.2318972E+002, 2.7898814E+002, 2.8611742E+002,-3.2227756E-002, 4.1875151E-002, 3.6542770E-002, 5.4279678E-002
 4.0101724E+000, 7.0450178E+002, 2.1245337E+002,-1.3132660E+002, 9.4044823E+001,-1.0518750E-001, 0.0000000E+000, 0.0000000E+000,-3.7996772E+002, 2.7675936E+002, 2.8714709E+002,-6.4295240E-002, 4.9756972E-002, 7.2903808E-002, 8.7944636E-002
 5.0125914E+000, 1.3128789E+003, 3.8912816E+002,-2.0706550E+002, 1.6638749E+002,-1.6858909E-001, 0.0000000E+000, 0.0000000E+000,-7.6448129E+002, 5.0290750E+002, 5.0755101E+002,-1.1704498E-001, 1.1015903E-001, 1.3271627E-001, 1.4615620E-001
 6.0062518E+000, 2.1558509E+003, 6.2975398E+002,-3.0218725E+002, 2.1220585E+002,-1.2528151E+000, 0.0000000E+000, 0.0000000E+000,-1.1413184E+003, 9.2534570E+002, 9.2329829E+002,-1.8918790E-001, 2.0277088E-001, 2.1451849E-001, 2.3219045E-001
 7.0066862E+000, 3.2522891E+003, 9.6831267E+002,-4.3093537E+002, 2.0488855E+002,-5.7806184E+000, 0.0000000E+000, 0.0000000E+000,-1.3907270E+003, 1.6448299E+003, 1.6297346E+003,-2.9096395E-001, 3.3727800E-001, 3.2992147E-001, 3.2103869E-001
 8.0021009E+000, 4.7449083E+003, 1.3986669E+003,-6.7992356E+002, 1.0055938E+002,-1.3661746E+001, 0.0000000E+000, 0.0000000E+000,-1.5982645E+003, 2.5776340E+003, 2.5536179E+003,-4.2020399E-001, 5.3971321E-001, 4.7646561E-001, 4.0044807E-001
 9.0005646E+000, 7.6415245E+003, 1.9777493E+003,-1.3350788E+003,-1.5314584E+003,-2.9547811E+001, 0.0000000E+000, 0.0000000E+000,-1.5181718E+003, 3.2751416E+003, 3.2272677E+003,-5.9564930E-001, 7.5577759E-001, 6.7540151E-001, 4.6293596E-001
 1.0000174E+001, 1.2177713E+004, 2.6174523E+003,-2.6096243E+003,-5.6111589E+003,-4.8527800E+001, 0.0000000E+000, 0.0000000E+000,-1.2031421E+003, 2.7671106E+003, 2.7052594E+003,-7.9015411E-001, 1.0025203E+000, 8.9594880E-001, 5.0403935E-001
 1.1003363E+001, 1.6701632E+004, 3.2040199E+003,-3.9247922E+003,-9.1343231E+003,-1.1056157E+002, 0.0000000E+000, 0.0000000E+000,-7.4290594E+002, 2.8687308E+003, 2.7890496E+003,-9.6901039E-001, 1.2085450E+000, 1.0987524E+000, 4.9571111E-001
 1.2000152E+001, 2.3084798E+004, 3.8381453E+003,-5.8192743E+003,-1.4839103E+004,-1.2945947E+002, 0.0000000E+000, 0.0000000E+000, 2.6837017E+001, 2.4129894E+003, 2.3237982E+003,-1.1600564E+000, 1.4979464E+000, 1.3153777E+000, 4.3837661E-001
 1.3001309E+001, 2.8591831E+004, 4.4045253E+003,-7.7954985E+003,-1.8067240E+004,-2.1513956E+002, 0.0000000E+000, 0.0000000E+000, 1.0587256E+003, 3.6551561E+003, 3.5726782E+003,-1.3302826E+000, 1.5206473E+000, 1.5083958E+000, 3.8792810E-001
 1.4002159E+001, 2.6043656E+004, 5.1137319E+003,-7.9662638E+003,-2.1688774E+004,-2.2240995E+002, 0.0000000E+000, 0.0000000E+000, 2.3462846E+003,-1.3087825E+003,-1.4875069E+003,-1.5458602E+000, 1.2313273E+000, 1.7528373E+000, 3.1884594E-001
 1.5002984E+001, 2.1264715E+004, 5.7252572E+003,-7.5623048E+003,-1.6222959E+004,-2.5436803E+002, 0.0000000E+000, 0.0000000E+000, 3.4713880E+003, 9.3280784E+002, 6.9647057E+002,-1.7343306E+000, 9.8126304E-001, 1.9665422E+000, 2.4762952E-001
 1.6000324E+001, 1.6248325E+004, 6.3498623E+003,-6.8911886E+003,-1.5182189E+004,-2.3832116E+002, 0.0000000E+000, 0.0000000E+000, 4.5219725E+003,-1.2134574E+003,-1.5414014E+003,-1.9265752E+000, 8.3277942E-001, 2.1845267E+000, 1.7705377E-001
 1.7000055E+001, 1.4319613E+004, 7.0616663E+003,-6.8762123E+003,-1.4175785E+004,-2.4148074E+002, 0.0000000E+000, 0.0000000E+000, 5.5398069E+003,-1.0026803E+003,-1.4340578E+003,-2.1474132E+000, 6.8927949E-001, 2.4349330E+000, 1.2878039E-001
 1.8003050E+001, 1.0358810E+004, 7.1925724E+003,-6.2258244E+003,-1.1107082E+004,-2.2178841E+002, 0.0000000E+000, 0.0000000E+000, 6.1816755E+003,-5.1752072E+002,-1.0142089E+003,-2.1906262E+000, 5.5047780E-001, 2.4839318E+000, 9.7163899E-002
 1.9001669E+001, 8.1825632E+003, 7.2050686E+003,-5.6055859E+003,-1.0947816E+004,-1.8696100E+002, 0.0000000E+000, 0.0000000E+000, 6.3761324E+003,-1.6643107E+003,-2.1816673E+003,-2.1938454E+000, 4.1969666E-001, 2.4875820E+000, 7.3470010E-002
