s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8863053E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8863053E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0306330E+000, 2.4631903E+001, 6.6531551E-003,-1.2405872E+002, 1.9307176E+000,-5.0786873E-003, 0.0000000E+000, 0.0000000E+000, 1.2820852E+002, 2.8445014E+001, 3.0707351E+001,-1.8760708E-006, 1.7251072E-003, 2.1272602E-006, 9.8624570E-004
 2.0004296E+000, 3.1662731E+001, 6.0533678E-001,-3.0615934E+001, 1.1926679E+001,-2.2242342E-002, 0.0000000E+000, 0.0000000E+000, 1.4028758E+001, 2.3815254E+001, 2.6979991E+001,-1.7087043E-004, 1.8833377E-003, 1.9374848E-004, 1.6541888E-002
 3.0088129E+000, 8.5841989E+001, 1.3534309E+001,-4.2364722E+001, 1.9429136E+001,-5.8120131E-002, 0.0000000E+000, 0.0000000E+000,-1.2198730E+001, 4.4178415E+001, 5.0649553E+001,-3.8483176E-003, 8.9403084E-003, 4.3635735E-003, 2.1429597E-002
 4.0041518E+000, 3.9531051E+002, 5.5793576E+001,-6.8019253E+001, 3.8431863E+001,-1.7093486E-001, 0.0000000E+000, 0.0000000E+000,-2.2999864E+002, 1.3432058E+002, 1.3555354E+002,-1.6547101E-002, 2.6807609E-002, 1.8762613E-002, 3.2723148E-002
 5.0137825E+000, 3.6994243E+002, 9.6907508E+001,-5.6044741E+001, 5.3816261E+001,-2.7499399E-001, 0.0000000E+000, 0.0000000E+000,-2.2970924E+002, 1.4258391E+002, 1.3772972E+002,-2.9362357E-002, 1.9751137E-002, 3.3293719E-002, 5.8794102E-002
 6.0026064E+000, 3.2854169E+002, 1.3923667E+002,-6.6128222E+001, 5.6697520E+001,-5.7216969E-001, 0.0000000E+000, 0.0000000E+000,-1.7475098E+002, 1.5079109E+002, 1.4378784E+002,-4.2172020E-002, 2.3120645E-002, 4.7818482E-002, 7.2990149E-002
 7.0079050E+000, 4.9376819E+002, 1.8326061E+002,-8.5794486E+001, 6.2645167E+001,-1.4753593E+000, 0.0000000E+000, 0.0000000E+000,-2.5434033E+002, 2.2176308E+002, 2.1480319E+002,-5.5168722E-002, 3.8698814E-002, 6.2555330E-002, 9.1697676E-002
 8.0060139E+000, 8.0665039E+002, 2.4650843E+002,-1.3810238E+002, 7.5800811E+001,-2.1954253E+000, 0.0000000E+000, 0.0000000E+000,-3.6764799E+002, 3.8408985E+002, 3.7450541E+002,-7.4187886E-002, 7.6892654E-002, 8.4120992E-002, 1.2068633E-001
 9.0040894E+000, 1.1024103E+003, 3.6322939E+002,-2.0202112E+002,-1.0259087E+001,-3.9217187E+000, 0.0000000E+000, 0.0000000E+000,-3.4751367E+002, 5.5753180E+002, 5.3869467E+002,-1.0979677E-001, 9.7887604E-002, 1.2449759E-001, 1.5361372E-001
 1.0004334E+001, 1.5716405E+003, 4.6190077E+002,-2.9326454E+002,-3.3405789E+002,-5.8693353E+000, 0.0000000E+000, 0.0000000E+000,-3.6090232E+002, 5.9847670E+002, 5.7754639E+002,-1.3934760E-001, 1.3025977E-001, 1.5800502E-001, 1.7625390E-001
 1.1001469E+001, 2.1257066E+003, 5.8650976E+002,-4.2796518E+002,-9.8218958E+002,-8.8161909E+000, 0.0000000E+000, 0.0000000E+000,-3.2785309E+002, 4.0740945E+002, 3.7888251E+002,-1.7732549E-001, 1.6946246E-001, 2.0106782E-001, 1.9120547E-001
 1.2004027E+001, 3.0748995E+003, 7.1650748E+002,-6.8954115E+002,-1.4403746E+003,-1.3387720E+001, 0.0000000E+000, 0.0000000E+000,-3.0185354E+002, 6.6060364E+002, 6.2974253E+002,-2.1662918E-001, 2.0368882E-001, 2.4563392E-001, 2.0719109E-001
 1.3004210E+001, 4.1138888E+003, 8.2582428E+002,-1.0074764E+003,-2.0266594E+003,-2.9032520E+001, 0.0000000E+000, 0.0000000E+000,-2.3981503E+002, 8.4812316E+002, 8.1090542E+002,-2.4959421E-001, 2.4290596E-001, 2.8301268E-001, 2.2484605E-001
 1.4004251E+001, 4.8614972E+003, 1.0118918E+003,-1.2938196E+003,-2.9651220E+003,-3.8892725E+001, 0.0000000E+000, 0.0000000E+000,-6.2835021E+001, 5.4281044E+002, 5.0082791E+002,-3.0557164E-001, 2.6201659E-001, 3.4648499E-001, 2.2013668E-001
