s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CELLULOSE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-2.8863053E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8863053E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0206207E+000, 2.4491771E+001,-5.1379371E+000, 1.6239052E+000,-1.3354463E-002, 0.0000000E+000, 0.0000000E+000, 5.9813975E+000, 2.4782959E+001, 2.6945782E+001,-9.9211778E-010, 2.0283145E-003, 1.1271560E-009, 5.1103407E-005
 2.0412414E+000, 3.0202777E+001,-1.4423438E+000, 1.5265687E+000,-2.2634918E-002, 0.0000000E+000, 0.0000000E+000,-1.1801507E+001, 1.7688995E+001, 1.8462860E+001,-1.1973654E-008, 2.0862855E-003, 1.3603402E-008, 1.0836842E-004
 3.0108311E+000, 3.0614939E+001,-1.9176643E+000, 1.5561363E+000,-3.5683088E-002, 0.0000000E+000, 0.0000000E+000,-1.0551790E+001, 1.8416570E+001, 1.9665937E+001,-8.2339527E-008, 2.1156288E-003, 9.3546852E-008, 2.7369177E-004
 4.0054321E+000, 3.1545620E+001,-2.1730928E+000, 1.6229395E+000,-4.2675432E-002, 0.0000000E+000, 0.0000000E+000,-9.0658411E+000, 2.0844271E+001, 2.1886950E+001,-2.8250114E-007, 2.1814931E-003, 3.2095269E-007, 5.4527636E-004
 5.0363240E+000, 3.2951035E+001,-2.4338175E+000, 1.8259264E+000,-4.3943733E-002, 0.0000000E+000, 0.0000000E+000,-9.4051665E+000, 2.1697816E+001, 2.2894034E+001,-6.2718519E-007, 2.2793923E-003, 7.1255206E-007, 8.6845966E-004
 6.0088673E+000, 3.4398112E+001,-2.6021449E+000, 1.8348312E+000,-4.9545389E-002, 0.0000000E+000, 0.0000000E+000,-7.5533455E+000, 2.4771657E+001, 2.6027907E+001,-1.0419619E-006, 2.3870216E-003, 1.1837845E-006, 1.1634256E-003
 7.0060654E+000, 3.6102782E+001,-2.8532460E+000, 1.7046977E-001,-9.5080395E-002, 0.0000000E+000, 0.0000000E+000,-6.0775521E+000, 2.6114800E+001, 2.7247374E+001,-1.4678924E-006, 2.4923237E-003, 1.6676889E-006, 1.4047543E-003
 8.0072680E+000, 3.7639606E+001,-3.0164326E+000,-4.0319718E+000,-1.6972633E-001, 0.0000000E+000, 0.0000000E+000,-5.2169260E+000, 2.4090620E+001, 2.5204550E+001,-1.9403113E-006, 2.6049343E-003, 2.2044092E-006, 1.6184335E-003
