s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_CELLULOSE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-6.6039224E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.6039224E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0336089E+000, 1.0670237E+002,-2.1046487E+001, 4.2622331E+000,-3.4491313E-004, 0.0000000E+000, 0.0000000E+000,-1.1099995E+001, 7.1964538E+001, 7.8817778E+001,-1.2110236E-008, 8.6801934E-003, 1.3758574E-008, 8.1679084E-004
 2.0257499E+000, 1.3057782E+002,-2.9990656E+000, 4.9881836E+000,-3.1677343E-003, 0.0000000E+000, 0.0000000E+000,-7.8967751E+001, 5.0195555E+001, 5.3596019E+001,-2.4106521E-007, 9.0387861E-003, 2.7387686E-007, 1.7782758E-003
 3.0178909E+000, 1.3684778E+002,-5.2171233E+000, 6.0799737E+000,-5.9166965E-003, 0.0000000E+000, 0.0000000E+000,-9.3573095E+001, 3.9900389E+001, 4.4131618E+001,-1.8654517E-006, 9.5408977E-003, 2.1193604E-006, 4.7268453E-003
 4.0100322E+000, 1.4901511E+002,-6.4773935E+000, 7.4523711E+000,-7.7825111E-003, 0.0000000E+000, 0.0000000E+000,-1.0415570E+002, 4.1171197E+001, 4.5826608E+001,-5.2472320E-006, 1.0416681E-002, 5.9614386E-006, 8.3620674E-003
 5.0021729E+000, 1.6437412E+002,-7.1191071E+000, 8.6558876E+000,-8.7973770E-003, 0.0000000E+000, 0.0000000E+000,-1.1234203E+002, 4.8635824E+001, 5.3560079E+001,-9.8897996E-006, 1.1507954E-002, 1.1235911E-005, 1.1564266E-002
 6.0339994E+000, 1.8405653E+002,-8.5044124E+000, 9.6788852E+000,-9.1821105E-003, 0.0000000E+000, 0.0000000E+000,-1.2410172E+002, 5.6079754E+001, 6.1120098E+001,-1.6431935E-005, 1.2913887E-002, 1.8668504E-005, 1.4419956E-002
 7.0261407E+000, 2.1320379E+002,-1.1047656E+001, 9.5867929E+000,-3.0917438E-002, 0.0000000E+000, 0.0000000E+000,-1.4288575E+002, 6.3535804E+001, 6.8826253E+001,-2.8239640E-005, 1.5072964E-002, 3.2083368E-005, 1.7406214E-002
 8.0204296E+000, 2.6453468E+002,-1.5750221E+001, 4.8462601E+000,-1.4021772E-001, 0.0000000E+000, 0.0000000E+000,-1.7674530E+002, 7.0904243E+001, 7.6745204E+001,-5.5081757E-005, 1.8903826E-002, 6.2578996E-005, 2.1211048E-002
