s,status,status
Time,Act1,Act2
 0.0000000E+000,-1,-1
 3.4354433E-001,-1,-1
 6.1837983E-001,-1,-1
 9.6192414E-001,-1,-1
 1.2367597E+000,-1,-1
 1.5115951E+000,-1,-1
 1.8551394E+000,-1,-1
 2.1299748E+000,-1,-1
 2.4048104E+000,-1,-1
 2.7483547E+000,-1,-1
 3.0231903E+000,-1,-1
 3.3667345E+000,-1,-1
 3.6415699E+000,-1,-1
 3.9164054E+000,-1,-1
 4.2599497E+000,-1,-1
 4.5347853E+000,-1,-1
 4.8096209E+000,-1,-1
 5.1531649E+000,-1,-1
 5.4280005E+000,-1,-1
 5.7028360E+000,-1,-1
 6.0463805E+000,-1,-1
 6.3212156E+000,-1,-1
 6.6647601E+000,-1,-1
 6.9395957E+000,-1,-1
 7.2144308E+000,-1,-1
 7.5579753E+000,-1,-1
 7.8328109E+000,-1,-1
 8.1076460E+000,-1,-1
 8.4511909E+000,-1,-1
 8.7260265E+000,-1,-1
 9.0008612E+000,-1,-1
 9.3444061E+000,-1,-1
 9.6192417E+000,-1,-1
 9.9627857E+000,-1,-1
 1.0237621E+001,-1,-1
 1.0512457E+001,-1,-1
 1.0856001E+001,-1,-1
 1.1130836E+001,-1,-1
 1.1405672E+001,-1,-1
 1.1749216E+001,-1,-1
 1.2024052E+001,-1,-1
 1.2367596E+001,-1,-1
 1.2642431E+001,-1,-1
 1.2917267E+001,-1,-1
 1.3260811E+001,-1,-1
 1.3535646E+001,-1,-1
 1.3810482E+001,-1,-1
 1.4154027E+001,-1,-1
 1.4428862E+001,-1,-1
 1.4703697E+001,-1,-1
 1.5047242E+001,-1,-1
 1.5322078E+001,-1,-1
 1.5665622E+001,-1,-1
 1.5940457E+001,-1,-1
 1.6215292E+001,-1,-1
 1.6558836E+001,-1,-1
 1.6833672E+001,-1,-1
 1.7108507E+001,-1,-1
 1.7452053E+001,-1,-1
 1.7726887E+001,-1,-1
 1.8001722E+001,-1,-1
 1.8345268E+001,-1,-1
 1.8620104E+001,-1,-1
 1.8963648E+001,-1,-1
 1.9238483E+001,-1,-1
 1.9513319E+001,-1,-1
 1.9856863E+001,-1,-1
 2.0131699E+001,-1,-1
 2.0406534E+001,-1,-1
 2.0750078E+001,-1,-1
 2.1024914E+001,-1,-1
 2.1368458E+001,-1,-1
 2.1643293E+001,-1,-1
 2.1918129E+001,-1,-1
 2.2261673E+001,-1,-1
 2.2536509E+001,-1,-1
 2.2811344E+001,-1,-1
 2.3154888E+001,-1,-1
 2.3429724E+001,-1,-1
 2.3704559E+001,-1,-1
 2.4048103E+001,-1,-1
 2.4322939E+001,-1,-1
 2.4666483E+001,-1,-1
 2.4941319E+001,-1,-1
 2.5216154E+001,-1,-1
 2.5559698E+001,-1,-1
 2.5834534E+001,-1,-1
 2.6109369E+001,-1,-1
 2.6452913E+001,-1,-1
 2.6727749E+001,-1,-1
 2.7002584E+001,-1,-1
 2.7346128E+001,-1,-1
 2.7620964E+001,-1,-1
 2.7964508E+001,-1,-1
 2.8239344E+001,-1,-1
 2.8514179E+001,-1,-1
 2.8857723E+001,-1,-1
 2.9132559E+001,-1,-1
 2.9407394E+001,-1,-1
 2.9750940E+001,-1,-1
 3.0025774E+001,-1,-1
 3.0300610E+001,-1,-1
 3.0644156E+001,-1,-1
 3.0918989E+001,-1,-1
 3.1262535E+001,-1,-1
 3.1537371E+001,-1,-1
 3.1812206E+001,-1,-1
 3.2155750E+001,-1,-1
 3.2430584E+001,-1,-1
 3.2705421E+001,-1,-1
 3.3048965E+001,-1,-1
 3.3323799E+001,-1,-1
 3.3667343E+001,-1,-1
 3.3942181E+001,-1,-1
 3.4217014E+001,-1,-1
 3.4547241E+001,-1,-1
 3.4824196E+001,-1,-1
 3.5132957E+001,-1,-1
 3.5418797E+001,-1,-1
 3.5726078E+001,-1,-1
 3.6004787E+001,-1,-1
 3.6321815E+001,-1,-1
 3.6619167E+001,-1,-1
 3.6907471E+001,-1,-1
 3.7208748E+001,-1,-1
 3.7501377E+001,-1,-1
 3.7817326E+001,-1,-1
 3.8116055E+001,-1,-1
 3.8423279E+001,-1,-1
 3.8700737E+001,-1,-1
 3.9018085E+001,-1,-1
 3.9302944E+001,-1,-1
 3.9609924E+001,-1,-1
 3.9916904E+001,-1,-1
 4.0209560E+001,-1,-1
 4.0502216E+001,-1,-1
 4.0806793E+001,-1,-1
 4.1114059E+001,-1,-1
 4.1421322E+001,-1,-1
 4.1704948E+001,-1,-1
 4.2012215E+001,-1,-1
 4.2319477E+001,-1,-1
 4.2619652E+001,-1,-1
 4.2905643E+001,-1,-1
 4.3216885E+001,-1,-1
 4.3510727E+001,-1,-1
 4.3807102E+001,-1,-1
 4.4113888E+001,-1,-1
 4.4403858E+001,-1,-1
 4.4716137E+001,-1,-1
 4.5006107E+001,-1,-1
 4.5318382E+001,-1,-1
 4.5609516E+001,-1,-1
 4.5906815E+001,-1,-1
 4.6211140E+001,-1,-1
 4.6508591E+001,-1,-1
 4.6813545E+001,-1,-1
 4.7106514E+001,-1,-1
 4.7400204E+001,-1,-1
 4.7712833E+001,-1,-1
 4.8018433E+001,-1,-1
 4.8310841E+001,-1,-1
 4.8613468E+001,-1,-1
 4.8920963E+001,-1,-1
 4.9213936E+001,-1,-1
 4.9515926E+001,-1,-1
 4.9813408E+001,-1,-1
 5.0108192E+001,-1,-1
 5.0417492E+001,-1,-1
 5.0700279E+001,-1,-1
 5.1016205E+001,-1,-1
 5.1304573E+001,-1,-1
 5.1602707E+001,-1,-1
 5.1918762E+001,-1,-1
 5.2207329E+001,-1,-1
 5.2518089E+001,-1,-1
 5.2811092E+001,-1,-1
 5.3104095E+001,-1,-1
 5.3421516E+001,-1,-1
 5.3706970E+001,-1,-1
 5.4012314E+001,-1,-1
 5.4303646E+001,-1,-1
 5.4619530E+001,-1,-1
 5.4900509E+001,-1,-1
 5.5207226E+001,-1,-1
 5.5503757E+001,-1,-1
 5.5818386E+001,-1,-1
 5.6105881E+001,-1,-1
 5.6405979E+001,-1,-1
 5.6706081E+001,-1,-1
 5.7005611E+001,-1,-1
 5.7314671E+001,-1,-1
 5.7606876E+001,-1,-1
 5.7904438E+001,-1,-1
 5.8218746E+001,-1,-1
 5.8503429E+001,-1,-1
 5.8818954E+001,-1,-1
 5.9116383E+001,-1,-1
 5.9406963E+001,-1,-1
 5.9700912E+001,-1,-1
 6.0016113E+001,-1,-1
 6.0305286E+001,-1,-1
 6.0618561E+001,-1,-1
 6.0907738E+001,-1,-1
 6.1221008E+001,-1,-1
 6.1515003E+001,-1,-1
 6.1805725E+001,-1,-1
 6.2119389E+001,-1,-1
 6.2419025E+001,-1,-1
 6.2719490E+001,-1,-1
 6.3007607E+001,-1,-1
 6.3310127E+001,-1,-1
 6.3604416E+001,-1,-1
 6.3921345E+001,-1,-1
 6.4215858E+001,-1,-1
 6.4517166E+001,-1,-1
 6.4809853E+001,-1,-1
 6.5101669E+001,-1,-1
 6.5401741E+001,-1,-1
 6.5701813E+001,-1,-1
 6.6019196E+001,-1,-1
 6.6303276E+001,-1,-1
 6.6608406E+001,-1,-1
 6.6920074E+001,-1,-1
 6.7217781E+001,-1,-1
 6.7514313E+001,-1,-1
 6.7810837E+001,-1,-1
 6.8107368E+001,-1,-1
 6.8406166E+001,-1,-1
 6.8712357E+001,-1,-1
 6.9017525E+001,-1,-1
 6.9311417E+001,-1,-1
 6.9608162E+001,-1,-1
 6.9909630E+001,-1,-1
 7.0207527E+001,-1,-1
 7.0509521E+001,-1,-1
 7.0801453E+001,-1,-1
 7.1109650E+001,-1,-1
 7.1404709E+001,-1,-1
 7.1714722E+001,-1,-1
 7.2005417E+001,-1,-1
 7.2305229E+001,-1,-1
 7.2605606E+001,-1,-1
 7.2914444E+001,-1,-1
 7.3209953E+001,-1,-1
 7.3507103E+001,-1,-1
 7.3815811E+001,-1,-1
 7.4106361E+001,-1,-1
 7.4415062E+001,-1,-1
 7.4705582E+001,-1,-1
 7.5001427E+001,-1,-1
 7.5302162E+001,-1,-1
 7.5603134E+001,-1,-1
 7.5908195E+001,-1,-1
 7.6202225E+001,-1,-1
 7.6500801E+001,-1,-1
 7.6814560E+001,-1,-1
 7.7101868E+001,-1,-1
 7.7404449E+001,-1,-1
 7.7700256E+001,-1,-1
 7.8014168E+001,-1,-1
 7.8309212E+001,-1,-1
 7.8600769E+001,-1,-1
 7.8915260E+001,-1,-1
 7.9211090E+001,-1,-1
 7.9503403E+001,-1,-1
 7.9804008E+001,-1,-1
 8.0100632E+001,-1,-1
 8.0402206E+001,-1,-1
 8.0700447E+001,-1,-1
 8.1013779E+001,-1,-1
 8.1300728E+001,-1,-1
 8.1610077E+001,-1,-1
 8.1905586E+001,-1,-1
 8.2205353E+001,-1,-1
 8.2508888E+001,-1,-1
 8.2800087E+001,-1,-1
 8.3106819E+001,-1,-1
 8.3406212E+001,-1,-1
 8.3704880E+001,-1,-1
 8.4001953E+001,-1,-1
 8.4311531E+001,-1,-1
 8.4606819E+001,-1,-1
 8.4913506E+001,-1,-1
 8.5212143E+001,-1,-1
 8.5512291E+001,-1,-1
 8.5808441E+001,-1,-1
 8.6108376E+001,-1,-1
 8.6400284E+001,-1,-1
 8.6716049E+001,-1,-1
 8.7010994E+001,-1,-1
 8.7305931E+001,-1,-1
 8.7608475E+001,-1,-1
 8.7908928E+001,-1,-1
 8.8206017E+001,-1,-1
 8.8510086E+001,-1,-1
 8.8802490E+001,-1,-1
 8.9103165E+001,-1,-1
 8.9409950E+001,-1,-1
 8.9703072E+001,-1,-1
 9.0005669E+001,-1,-1
 9.0308258E+001,-1,-1
 9.0600777E+001,-1,-1
 9.0912170E+001,-1,-1
 9.1202866E+001,-1,-1
 9.1500610E+001,-1,-1
 9.1804604E+001,-1,-1
 9.2102768E+001,-1,-1
 9.2406204E+001,-1,-1
 9.2710335E+001,-1,-1
 9.3014580E+001,-1,-1
 9.3305801E+001,-1,-1
 9.3610367E+001,-1,-1
 9.3911217E+001,-1,-1
 9.4207199E+001,-1,-1
 9.4504448E+001,-1,-1
 9.4813850E+001,-1,-1
 9.5111099E+001,-1,-1
 9.5410255E+001,-1,-1
 9.5710167E+001,-1,-1
 9.6010002E+001,-1,-1
 9.6301384E+001,-1,-1
 9.6600822E+001,-1,-1
 9.6910614E+001,-1,-1
 9.7209335E+001,-1,-1
 9.7503204E+001,-1,-1
 9.7804482E+001,-1,-1
 9.8104973E+001,-1,-1
 9.8410919E+001,-1,-1
 9.8712280E+001,-1,-1
 9.9003288E+001,-1,-1
 9.9300285E+001,-1,-1
 9.9608391E+001,-1,-1
 9.9909355E+001,-1,-1
 1.0020764E+002,-1,-1
 1.0051385E+002,-1,-1
 1.0080922E+002,-1,-1
 1.0110087E+002,-1,-1
 1.0141122E+002,-1,-1
 1.0170940E+002,-1,-1
 1.0200082E+002,-1,-1
 1.0231366E+002,-1,-1
 1.0261446E+002,-1,-1
 1.0290921E+002,-1,-1
 1.0320496E+002,-1,-1
 1.0350905E+002,-1,-1
 1.0380546E+002,-1,-1
 1.0410368E+002,-1,-1
 1.0440034E+002,-1,-1
 1.0470959E+002,-1,-1
 1.0500815E+002,-1,-1
 1.0530344E+002,-1,-1
 1.0560464E+002,-1,-1
 1.0590458E+002,-1,-1
 1.0620957E+002,-1,-1
 1.0650171E+002,-1,-1
 1.0681143E+002,-1,-1
 1.0711205E+002,-1,-1
 1.0740728E+002,-1,-1
 1.0771012E+002,-1,-1
 1.0801247E+002,-1,-1
 1.0831210E+002,-1,-1
 1.0860431E+002,-1,-1
 1.0890202E+002,-1,-1
 1.0921426E+002,-1,-1
 1.0950253E+002,-1,-1
 1.0980322E+002,-1,-1
 1.1010674E+002,-1,-1
 1.1040532E+002,-1,-1
 1.1070574E+002,-1,-1
 1.1100343E+002,-1,-1
 1.1130200E+002,-1,-1
 1.1161151E+002,-1,-1
 1.1190051E+002,-1,-1
 1.1220961E+002,-1,-1
 1.1250702E+002,-1,-1
 1.1280655E+002,-1,-1
 1.1310252E+002,-1,-1
 1.1340260E+002,-1,-1
 1.1370649E+002,-1,-1
 1.1400082E+002,-1,-1
 1.1431128E+002,-1,-1
 1.1460229E+002,-1,-1
 1.1491148E+002,-1,-1
 1.1521352E+002,-1,-1
 1.1550210E+002,-1,-1
 1.1580459E+002,-1,-1
 1.1610827E+002,-1,-1
 1.1640319E+002,-1,-1
 1.1670941E+002,-1,-1
 1.1700060E+002,-1,-1
 1.1730607E+002,-1,-1
 1.1760154E+002,-1,-1
 1.1790123E+002,-1,-1
 1.1820047E+002,-1,-1
 1.1850433E+002,-1,-1
 1.1880877E+002,-1,-1
 1.1910211E+002,-1,-1
 1.1940530E+002,-1,-1
 1.1971108E+002,-1,-1
 1.2000612E+002,-1,-1
 1.2030074E+002,-1,-1
 1.2060813E+002,-1,-1
 1.2091081E+002,-1,-1
 1.2120393E+002,-1,-1
 1.2150504E+002,-1,-1
 1.2180906E+002,-1,-1
 1.2210355E+002,-1,-1
 1.2240582E+002,-1,-1
 1.2270146E+002,-1,-1
 1.2300996E+002,-1,-1
 1.2330176E+002,-1,-1
 1.2360620E+002,-1,-1
 1.2390025E+002,-1,-1
 1.2420374E+002,-1,-1
 1.2450510E+002,-1,-1
 1.2481270E+002,-1,-1
 1.2510416E+002,-1,-1
 1.2540890E+002,-1,-1
 1.2570183E+002,-1,-1
 1.2600025E+002,-1,-1
 1.2630657E+002,-1,-1
 1.2660108E+002,-1,-1
 1.2690772E+002,-1,-1
 1.2720976E+002,-1,-1
 1.2750506E+002,-1,-1
 1.2780676E+002,-1,-1
 1.2810158E+002,-1,-1
 1.2841171E+002,-1,-1
 1.2870285E+002,-1,-1
 1.2900266E+002,-1,-1
 1.2930986E+002,-1,-1
 1.2960612E+002,-1,-1
 1.2990121E+002,-1,-1
 1.3020650E+002,-1,-1
 1.3050926E+002,-1,-1
 1.3080528E+002,-1,-1
 1.3110486E+002,-1,-1
 1.3141110E+002,-1,-1
 1.3170403E+002,-1,-1
 1.3200899E+002,-1,-1
 1.3230307E+002,-1,-1
 1.3260904E+002,-1,-1
 1.3290701E+002,-1,-1
 1.3320485E+002,-1,-1
 1.3350819E+002,-1,-1
 1.3380174E+002,-1,-1
 1.3410083E+002,-1,-1
 1.3440811E+002,-1,-1
 1.3470364E+002,-1,-1
 1.3500211E+002,-1,-1
 1.3531029E+002,-1,-1
 1.3560582E+002,-1,-1
 1.3590863E+002,-1,-1
 1.3620584E+002,-1,-1
 1.3650691E+002,-1,-1
 1.3680023E+002,-1,-1
 1.3710672E+002,-1,-1
 1.3740399E+002,-1,-1
 1.3770596E+002,-1,-1
 1.3800552E+002,-1,-1
 1.3830269E+002,-1,-1
 1.3861006E+002,-1,-1
 1.3890251E+002,-1,-1
 1.3920387E+002,-1,-1
 1.3950526E+002,-1,-1
 1.3980400E+002,-1,-1
 1.4010275E+002,-1,-1
 1.4040402E+002,-1,-1
 1.4070154E+002,-1,-1
 1.4100441E+002,-1,-1
 1.4130513E+002,-1,-1
 1.4160732E+002,-1,-1
 1.4190909E+002,-1,-1
 1.4220950E+002,-1,-1
 1.4250606E+002,-1,-1
 1.4280769E+002,-1,-1
 1.4310519E+002,-1,-1
 1.4340739E+002,-1,-1
 1.4370653E+002,-1,-1
 1.4400571E+002,-1,-1
 1.4430013E+002,-1,-1
 1.4460928E+002,-1,-1
 1.4490205E+002,-1,-1
 1.4520436E+002,-1,-1
 1.4550061E+002,-1,-1
 1.4580399E+002,-1,-1
 1.4610851E+002,-1,-1
 1.4640540E+002,-1,-1
 1.4670445E+002,-1,-1
 1.4700391E+002,-1,-1
 1.4730141E+002,-1,-1
 1.4760602E+002,-1,-1
 1.4790791E+002,-1,-1
 1.4820581E+002,-1,-1
 1.4850180E+002,-1,-1
 1.4880765E+002,-1,-1
 1.4910104E+002,-1,-1
 1.4940199E+002,-1,-1
 1.4970665E+002,-1,-1
 1.5000494E+002,-1,-1
 1.5030737E+002,-1,-1
 1.5060397E+002,-1,-1
 1.5090636E+002,-1,-1
 1.5120625E+002,-1,-1
 1.5150267E+002,-1,-1
 1.5180269E+002,-1,-1
 1.5210622E+002,-1,-1
 1.5240889E+002,-1,-1
 1.5270357E+002,-1,-1
 1.5300719E+002,-1,-1
 1.5330251E+002,-1,-1
 1.5360005E+002,-1,-1
 1.5390875E+002,-1,-1
 1.5420674E+002,-1,-1
 1.5450667E+002,-1,-1
 1.5480508E+002,-1,-1
 1.5510526E+002,-1,-1
 1.5540526E+002,-1,-1
 1.5570299E+002,-1,-1
 1.5600169E+002,-1,-1
 1.5630035E+002,-1,-1
 1.5660925E+002,-1,-1
 1.5690340E+002,-1,-1
 1.5721072E+002,-1,-1
 1.5750302E+002,-1,-1
 1.5780504E+002,-1,-1
 1.5810284E+002,-1,-1
 1.5840579E+002,-1,-1
 1.5870927E+002,-1,-1
 1.5900470E+002,-1,-1
 1.5930156E+002,-1,-1
 1.5960129E+002,-1,-1
 1.5990692E+002,-1,-1
 1.6020247E+002,-1,-1
 1.6050114E+002,-1,-1
 1.6080180E+002,-1,-1
 1.6110574E+002,-1,-1
 1.6140431E+002,-1,-1
 1.6170172E+002,-1,-1
 1.6200864E+002,-1,-1
 1.6230299E+002,-1,-1
 1.6260620E+002,-1,-1
 1.6290651E+002,-1,-1
 1.6320357E+002,-1,-1
 1.6350513E+002,-1,-1
 1.6380156E+002,-1,-1
 1.6410672E+002,-1,-1
 1.6441002E+002,-1,-1
 1.6470113E+002,-1,-1
 1.6500070E+002,-1,-1
 1.6530806E+002,-1,-1
 1.6560324E+002,-1,-1
 1.6590460E+002,-1,-1
 1.6620885E+002,-1,-1
 1.6650099E+002,-1,-1
 1.6680121E+002,-1,-1
 1.6710483E+002,-1,-1
 1.6740759E+002,-1,-1
 1.6770738E+002,-1,-1
 1.6800372E+002,-1,-1
 1.6830783E+002,-1,-1
 1.6860284E+002,-1,-1
 1.6890210E+002,-1,-1
 1.6920377E+002,-1,-1
 1.6950563E+002,-1,-1
 1.6980421E+002,-1,-1
 1.7010591E+002,-1,-1
 1.7040321E+002,-1,-1
 1.7070535E+002,-1,-1
 1.7100223E+002,-1,-1
 1.7130295E+002,-1,-1
 1.7160085E+002,-1,-1
 1.7190411E+002,-1,-1
 1.7220753E+002,-1,-1
 1.7250571E+002,-1,-1
 1.7280391E+002,-1,-1
 1.7310526E+002,-1,-1
 1.7340248E+002,-1,-1
 1.7370648E+002,-1,-1
 1.7400034E+002,-1,-1
 1.7430280E+002,-1,-1
 1.7460555E+002,-1,-1
 1.7490031E+002,-1,-1
 1.7520107E+002,-1,-1
 1.7550591E+002,-1,-1
 1.7580669E+002,-1,-1
 1.7610689E+002,-1,-1
 1.7640251E+002,-1,-1
 1.7670103E+002,-1,-1
 1.7700462E+002,-1,-1
 1.7730695E+002,-1,-1
 1.7760498E+002,-1,-1
 1.7790131E+002,-1,-1
 1.7820404E+002,-1,-1
 1.7850395E+002,-1,-1
 1.7880663E+002,-1,-1
 1.7910797E+002,-1,-1
 1.7940747E+002,-1,-1
 1.7970589E+002,-1,-1
 1.8000648E+002,-1,-1
 1.8030151E+002,-1,-1
 1.8060747E+002,-1,-1
 1.8090512E+002,-1,-1
 1.8120511E+002,-1,-1
 1.8150252E+002,-1,-1
 1.8180746E+002,-1,-1
 1.8210486E+002,-1,-1
 1.8240660E+002,-1,-1
 1.8270404E+002,-1,-1
 1.8300058E+002,-1,-1
 1.8330322E+002,-1,-1
 1.8360358E+002,-1,-1
 1.8390572E+002,-1,-1
 1.8420673E+002,-1,-1
 1.8450084E+002,-1,-1
 1.8480348E+002,-1,-1
 1.8510332E+002,-1,-1
 1.8540239E+002,-1,-1
 1.8570248E+002,-1,-1
 1.8600554E+002,-1,-1
 1.8630077E+002,-1,-1
 1.8660037E+002,-1,-1
 1.8690402E+002,-1,-1
 1.8720384E+002,-1,-1
 1.8750717E+002,-1,-1
 1.8780342E+002,-1,-1
 1.8810706E+002,-1,-1
 1.8840172E+002,-1,-1
 1.8870297E+002,-1,-1
 1.8900435E+002,-1,-1
 1.8930103E+002,-1,-1
 1.8960229E+002,-1,-1
 1.8990450E+002,-1,-1
 1.9020132E+002,-1,-1
 1.9050500E+002,-1,-1
 1.9080040E+002,-1,-1
 1.9110028E+002,-1,-1
 1.9140010E+002,-1,-1
 1.9170421E+002,-1,-1
 1.9200691E+002,-1,-1
 1.9230463E+002,-1,-1
 1.9260092E+002,-1,-1
 1.9290182E+002,-1,-1
 1.9320056E+002,-1,-1
 1.9350287E+002,-1,-1
