s,kW/m2,kW/m2,kW/m2
Time,"HRRPUA-25","HRRPUA-50","HRRPUA-70"
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 1.372E+01
 5.000E+01, 0.000E+00, 0.000E+00, 1.705E+02
 6.000E+01, 0.000E+00, 0.000E+00, 2.836E+02
 7.000E+01, 0.000E+00, 0.000E+00, 2.979E+02
 8.000E+01, 0.000E+00, 2.373E+00, 2.686E+02
 9.000E+01, 0.000E+00, 7.663E+01, 2.451E+02
 1.000E+02, 0.000E+00, 1.860E+02, 2.214E+02
 1.100E+02, 0.000E+00, 2.323E+02, 2.084E+02
 1.200E+02, 0.000E+00, 2.342E+02, 1.957E+02
 1.300E+02, 0.000E+00, 2.151E+02, 1.865E+02
 1.400E+02, 0.000E+00, 2.007E+02, 1.838E+02
 1.500E+02, 0.000E+00, 1.855E+02, 1.834E+02
 1.600E+02, 0.000E+00, 1.717E+02, 1.797E+02
 1.700E+02, 0.000E+00, 1.643E+02, 1.737E+02
 1.800E+02, 0.000E+00, 1.566E+02, 1.686E+02
 1.900E+02, 0.000E+00, 1.493E+02, 1.639E+02
 2.000E+02, 0.000E+00, 1.450E+02, 1.629E+02
 2.100E+02, 0.000E+00, 1.441E+02, 1.641E+02
 2.200E+02, 0.000E+00, 1.441E+02, 1.644E+02
 2.300E+02, 0.000E+00, 1.423E+02, 1.623E+02
 2.400E+02, 0.000E+00, 1.390E+02, 1.594E+02
 2.500E+02, 0.000E+00, 1.354E+02, 1.590E+02
 2.600E+02, 0.000E+00, 1.323E+02, 1.602E+02
 2.700E+02, 0.000E+00, 1.293E+02, 1.617E+02
 2.800E+02, 0.000E+00, 1.275E+02, 1.630E+02
 2.900E+02, 0.000E+00, 1.280E+02, 1.648E+02
 3.000E+02, 0.000E+00, 1.288E+02, 1.669E+02
 3.100E+02, 0.000E+00, 1.290E+02, 1.683E+02
 3.200E+02, 0.000E+00, 1.279E+02, 1.696E+02
 3.300E+02, 0.000E+00, 1.260E+02, 1.714E+02
 3.400E+02, 0.000E+00, 1.246E+02, 1.759E+02
 3.500E+02, 0.000E+00, 1.246E+02, 1.782E+02
 3.600E+02, 0.000E+00, 1.253E+02, 1.786E+02
 3.700E+02, 0.000E+00, 1.263E+02, 1.802E+02
 3.800E+02, 0.000E+00, 1.271E+02, 1.806E+02
 3.900E+02, 0.000E+00, 1.280E+02, 1.846E+02
 4.000E+02, 0.000E+00, 1.291E+02, 1.927E+02
 4.100E+02, 0.000E+00, 1.304E+02, 1.968E+02
 4.200E+02, 0.000E+00, 1.314E+02, 1.966E+02
 4.300E+02, 0.000E+00, 1.322E+02, 1.956E+02
 4.400E+02, 0.000E+00, 1.330E+02, 1.958E+02
 4.500E+02, 0.000E+00, 1.340E+02, 1.987E+02
 4.600E+02, 0.000E+00, 1.363E+02, 2.034E+02
 4.700E+02, 0.000E+00, 1.393E+02, 2.052E+02
 4.800E+02, 0.000E+00, 1.396E+02, 2.060E+02
 4.900E+02, 0.000E+00, 1.400E+02, 2.082E+02
 5.000E+02, 0.000E+00, 1.412E+02, 2.118E+02
 5.100E+02, 0.000E+00, 1.412E+02, 2.151E+02
 5.200E+02, 7.494E-02, 1.422E+02, 2.167E+02
 5.300E+02, 2.166E+01, 1.453E+02, 2.179E+02
 5.400E+02, 7.341E+01, 1.506E+02, 2.194E+02
 5.500E+02, 1.200E+02, 1.539E+02, 2.217E+02
 5.600E+02, 1.408E+02, 1.544E+02, 2.233E+02
 5.700E+02, 1.561E+02, 1.539E+02, 2.233E+02
 5.800E+02, 1.538E+02, 1.534E+02, 2.228E+02
