s,C,C
Time,"T_bottom","T_top"
 0.0000000E+000, 1.0200000E+001, 1.0200000E+001
 1.0202746E+000, 1.0199998E+001, 1.0199994E+001
 2.0405492E+000, 1.0199999E+001, 1.0199992E+001
 3.0608239E+000, 1.0199999E+001, 1.0200001E+001
 4.0082217E+000, 1.0200010E+001, 1.0199996E+001
 5.0284963E+000, 1.0200005E+001, 1.0200004E+001
 6.0487710E+000, 1.0200003E+001, 1.0200006E+001
 7.0690456E+000, 1.0200005E+001, 1.0199999E+001
 8.0164434E+000, 1.0199993E+001, 1.0200010E+001
 9.0367181E+000, 1.0200079E+001, 1.0200085E+001
 1.0056993E+001, 1.0200273E+001, 1.0200288E+001
 1.1004391E+001, 1.0200437E+001, 1.0200456E+001
 1.2024665E+001, 1.0200807E+001, 1.0200967E+001
 1.3044940E+001, 1.0201148E+001, 1.0201256E+001
 1.4065214E+001, 1.0201555E+001, 1.0201668E+001
 1.5012612E+001, 1.0202749E+001, 1.0202541E+001
 1.6032887E+001, 1.0203524E+001, 1.0203289E+001
 1.7053162E+001, 1.0203358E+001, 1.0203035E+001
 1.8000559E+001, 1.0203487E+001, 1.0203280E+001
 1.9020834E+001, 1.0202631E+001, 1.0202595E+001
 2.0041109E+001, 1.0200853E+001, 1.0200966E+001
 2.1061383E+001, 1.0199614E+001, 1.0200310E+001
 2.2008781E+001, 1.0200896E+001, 1.0200845E+001
 2.3029056E+001, 1.0201255E+001, 1.0201810E+001
 2.4049330E+001, 1.0203566E+001, 1.0203502E+001
 2.5069605E+001, 1.0204650E+001, 1.0204291E+001
 2.6043718E+001, 1.0203956E+001, 1.0203864E+001
 2.7063993E+001, 1.0203154E+001, 1.0203145E+001
 2.8011391E+001, 1.0204486E+001, 1.0204546E+001
 2.9031665E+001, 1.0207346E+001, 1.0206621E+001
 3.0000586E+001, 1.0208585E+001, 1.0208248E+001
 3.1008976E+001, 1.0208647E+001, 1.0208850E+001
 3.2029250E+001, 1.0208302E+001, 1.0208215E+001
 3.3049525E+001, 1.0209854E+001, 1.0209843E+001
 3.4069800E+001, 1.0210989E+001, 1.0210560E+001
 3.5017198E+001, 1.0211732E+001, 1.0211617E+001
 3.6037472E+001, 1.0212197E+001, 1.0212042E+001
 3.7057747E+001, 1.0209744E+001, 1.0210250E+001
 3.8005145E+001, 1.0209247E+001, 1.0208992E+001
 3.9025419E+001, 1.0207592E+001, 1.0207946E+001
 4.0045694E+001, 1.0208248E+001, 1.0208373E+001
 4.1065969E+001, 1.0208606E+001, 1.0208711E+001
 4.2002330E+001, 1.0208687E+001, 1.0208637E+001
 4.3012585E+001, 1.0208650E+001, 1.0208725E+001
 4.4001722E+001, 1.0504289E+001, 1.0391618E+001
 4.5022858E+001, 1.4607565E+001, 1.3865008E+001
 4.6020907E+001, 2.0520454E+001, 1.9751787E+001
 4.7025422E+001, 2.6444662E+001, 2.5673300E+001
 4.8023305E+001, 3.2329827E+001, 3.1556315E+001
 4.9021188E+001, 3.8182643E+001, 3.7406506E+001
 5.0019071E+001, 4.3992038E+001, 4.3213623E+001
 5.1016954E+001, 4.9803381E+001, 4.9022507E+001
 5.2014837E+001, 5.5568497E+001, 5.4784498E+001
 5.3012720E+001, 6.1321880E+001, 6.0534788E+001
 5.4010603E+001, 6.7013812E+001, 6.6223719E+001
 5.5008485E+001, 7.2690458E+001, 7.1897194E+001
 5.6006368E+001, 7.8304145E+001, 7.7508437E+001
 5.7004251E+001, 8.3897801E+001, 8.3099412E+001
 5.8002134E+001, 8.9429488E+001, 8.8628221E+001
 5.9000017E+001, 9.4942769E+001, 9.4138554E+001
 6.0023487E+001, 1.0046514E+002, 9.9658618E+001
 6.1021370E+001, 1.0594472E+002, 1.0513502E+002
 6.2019253E+001, 1.1132881E+002, 1.1051628E+002
 6.3017136E+001, 1.1664970E+002, 1.1583451E+002
 6.4015019E+001, 1.2194772E+002, 1.2112991E+002
 6.5012902E+001, 1.2718412E+002, 1.2636330E+002
 6.6010785E+001, 1.3239943E+002, 1.3157518E+002
 6.7008668E+001, 1.3755281E+002, 1.3672567E+002
 6.8006551E+001, 1.4268619E+002, 1.4185584E+002
 6.9019208E+001, 1.4780467E+002, 1.4697149E+002
 7.0008379E+001, 1.5286294E+002, 1.5202673E+002
 7.1020555E+001, 1.5786276E+002, 1.5702371E+002
 7.2009726E+001, 1.6282627E+002, 1.6198388E+002
 7.3021902E+001, 1.6776329E+002, 1.6691827E+002
 7.4011073E+001, 1.7262964E+002, 1.7178158E+002
 7.5000245E+001, 1.7740154E+002, 1.7655090E+002
 7.6012420E+001, 1.8217851E+002, 1.8132485E+002
 7.7001591E+001, 1.8693509E+002, 1.8607865E+002
 7.8013767E+001, 1.9163014E+002, 1.9077070E+002
 7.9002938E+001, 1.9627583E+002, 1.9541359E+002
 8.0015114E+001, 2.0086956E+002, 2.0000510E+002
 8.1004285E+001, 2.0544605E+002, 2.0457667E+002
 8.2016461E+001, 2.0996292E+002, 2.0909020E+002
 8.3005632E+001, 2.1443050E+002, 2.1355451E+002
 8.4017808E+001, 2.1884845E+002, 2.1796871E+002
 8.5006979E+001, 2.2324144E+002, 2.2235902E+002
 8.6019155E+001, 2.2757583E+002, 2.2668901E+002
 8.7008326E+001, 2.3186775E+002, 2.3097620E+002
 8.8020501E+001, 2.3611321E+002, 2.3521891E+002
 8.9009673E+001, 2.4033369E+002, 2.3943584E+002
 9.0021848E+001, 2.4449099E+002, 2.4358906E+002
 9.1011020E+001, 2.4859623E+002, 2.4768997E+002
 9.2000191E+001, 2.5261038E+002, 2.5170001E+002
 9.3012367E+001, 2.5662825E+002, 2.5571405E+002
 9.4001538E+001, 2.6059616E+002, 2.5967877E+002
 9.5013714E+001, 2.6450489E+002, 2.6358421E+002
 9.6002885E+001, 2.6836399E+002, 2.6743974E+002
 9.7015061E+001, 2.7218484E+002, 2.7125578E+002
 9.8004232E+001, 2.7596125E+002, 2.7502764E+002
 9.9016408E+001, 2.7968505E+002, 2.7874944E+002
 1.0000558E+002, 2.8336039E+002, 2.8242072E+002
 1.0101775E+002, 2.8698844E+002, 2.8604523E+002
 1.0200693E+002, 2.9057194E+002, 2.8962461E+002
 1.0301910E+002, 2.9410014E+002, 2.9314931E+002
 1.0400827E+002, 2.9758365E+002, 2.9662816E+002
 1.0502045E+002, 3.0102191E+002, 3.0006404E+002
 1.0600962E+002, 3.0441398E+002, 3.0345414E+002
 1.0702180E+002, 3.0775762E+002, 3.0679407E+002
 1.0801097E+002, 3.1105765E+002, 3.1009045E+002
 1.0900014E+002, 3.1427931E+002, 3.1330914E+002
 1.1001231E+002, 3.1751016E+002, 3.1653718E+002
