s,C,C
Time,"T_bottom","T_top"
 0.0000000E+000, 1.9000000E+001, 1.9000000E+001
 1.0202746E+000, 1.8999997E+001, 1.8999994E+001
 2.0405492E+000, 1.8999998E+001, 1.8999991E+001
 3.0608239E+000, 1.8999998E+001, 1.9000000E+001
 4.0082217E+000, 1.9000009E+001, 1.8999995E+001
 5.0284963E+000, 1.9000004E+001, 1.9000003E+001
 6.0300505E+000, 1.9159343E+001, 1.9105684E+001
 7.0104713E+000, 2.2317028E+001, 2.1654870E+001
 8.0146350E+000, 2.8140493E+001, 2.7371400E+001
 9.0227292E+000, 3.4052400E+001, 3.3280829E+001
 1.0001289E+001, 3.9859790E+001, 3.9085406E+001
 1.1006297E+001, 4.5656477E+001, 4.4879179E+001
 1.2011304E+001, 5.1513950E+001, 5.0733864E+001
 1.3016312E+001, 5.7317897E+001, 5.6535451E+001
 1.4002133E+001, 6.3058630E+001, 6.2273253E+001
 1.5000187E+001, 6.8717808E+001, 6.7929949E+001
 1.6022004E+001, 7.4449254E+001, 7.3658057E+001
 1.7020058E+001, 8.0138799E+001, 7.9344628E+001
 1.8018112E+001, 8.5723564E+001, 8.4926367E+001
 1.9016166E+001, 9.1267532E+001, 9.0467781E+001
 2.0014220E+001, 9.6771083E+001, 9.5968535E+001
 2.1012274E+001, 1.0223311E+002, 1.0142774E+002
 2.2010328E+001, 1.0765173E+002, 1.0684398E+002
 2.3008382E+001, 1.1302593E+002, 1.1221549E+002
 2.4006436E+001, 1.1835933E+002, 1.1754595E+002
 2.5004490E+001, 1.2365143E+002, 1.2283487E+002
 2.6002544E+001, 1.2890402E+002, 1.2808454E+002
 2.7000598E+001, 1.3411134E+002, 1.3328970E+002
 2.8022416E+001, 1.3933351E+002, 1.3850875E+002
 2.9020470E+001, 1.4451725E+002, 1.4368935E+002
 3.0018524E+001, 1.4959713E+002, 1.4876618E+002
 3.1016578E+001, 1.5463498E+002, 1.5380123E+002
 3.2014632E+001, 1.5962899E+002, 1.5879164E+002
 3.3012686E+001, 1.6457696E+002, 1.6373682E+002
 3.4010740E+001, 1.6948292E+002, 1.6863991E+002
 3.5008794E+001, 1.7434390E+002, 1.7349814E+002
 3.6006848E+001, 1.7915990E+002, 1.7831123E+002
 3.7004902E+001, 1.8393419E+002, 1.8308218E+002
 3.8002956E+001, 1.8866672E+002, 1.8781153E+002
 3.9001010E+001, 1.9335472E+002, 1.9249693E+002
 4.0022827E+001, 1.9804699E+002, 1.9718702E+002
 4.1020881E+001, 2.0270310E+002, 2.0183948E+002
 4.2018935E+001, 2.0725611E+002, 2.0638920E+002
 4.3016990E+001, 2.1176660E+002, 2.1089582E+002
 4.4015044E+001, 2.1623013E+002, 2.1535607E+002
 4.5013098E+001, 2.2065256E+002, 2.1977463E+002
 4.6011152E+001, 2.2503151E+002, 2.2415020E+002
 4.7009206E+001, 2.2936179E+002, 2.2847674E+002
 4.8007260E+001, 2.3364491E+002, 2.3275565E+002
 4.9005314E+001, 2.3788408E+002, 2.3699005E+002
 5.0003368E+001, 2.4208143E+002, 2.4118420E+002
 5.1001422E+001, 2.4623495E+002, 2.4533361E+002
 5.2023239E+001, 2.5038396E+002, 2.4947847E+002
 5.3021293E+001, 2.5449439E+002, 2.5358557E+002
 5.4019347E+001, 2.5850424E+002, 2.5759111E+002
 5.5017401E+001, 2.6246046E+002, 2.6154457E+002
 5.6015455E+001, 2.6636510E+002, 2.6544617E+002
 5.7013509E+001, 2.7022353E+002, 2.6929954E+002
 5.8011563E+001, 2.7403746E+002, 2.7310984E+002
 5.9009617E+001, 2.7780663E+002, 2.7687469E+002
 6.0007672E+001, 2.8152472E+002, 2.8059067E+002
 6.1005726E+001, 2.8519562E+002, 2.8425837E+002
 6.2003780E+001, 2.8881814E+002, 2.8787656E+002
 6.3001834E+001, 2.9239214E+002, 2.9144576E+002
 6.4023651E+001, 2.9596268E+002, 2.9501334E+002
 6.5021705E+001, 2.9947787E+002, 2.9852487E+002
 6.6019759E+001, 3.0291411E+002, 3.0195649E+002
 6.7017813E+001, 3.0629940E+002, 3.0533967E+002
 6.8015867E+001, 3.0964134E+002, 3.0867915E+002
