s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C
 1.1900373E+002, 4.8207645E+002, 4.8034527E+002, 2.8064473E+002, 1.9131862E+002, 1.9136499E+002, 1.3814174E+002, 4.8207645E+002, 8.3112346E+001, 1.3666435E+002, 2.5515112E+002, 4.2387364E+002, 4.7222869E+002, 4.7290721E+002, 4.5551502E+002, 3.6923228E+002, 1.8484326E+002, 8.3199518E+001, 8.3144176E+001, 1.8445822E+002, 3.6868495E+002, 4.5503903E+002, 4.7268522E+002, 4.6553265E+001,-1.6085174E+001,-5.8363304E-001,-5.0777567E+000, 4.5969632E+001,-2.1162931E+001,-1.0299299E+002,-9.0037519E+000,-1.1199674E+002, 1.2700000E+001, 9.5203548E+002
 1.2001358E+002, 4.8461479E+002, 4.8287656E+002, 2.8264757E+002, 1.9292012E+002, 1.9295480E+002, 1.3939504E+002, 4.8461479E+002, 8.3886073E+001, 1.3788201E+002, 2.5717569E+002, 4.2634990E+002, 4.7477494E+002, 4.7545441E+002, 4.5806242E+002, 3.7161268E+002, 1.8645497E+002, 8.3972556E+001, 8.3907500E+001, 1.8604993E+002, 3.7104447E+002, 4.5758979E+002, 4.7523604E+002, 4.6411740E+001,-1.6306111E+001,-5.7812955E-001,-5.1002289E+000, 4.5833611E+001,-2.1406340E+001,-1.0323092E+002,-8.7652920E+000,-1.1199621E+002, 1.2700000E+001, 9.5297541E+002
 1.2102061E+002, 4.8714155E+002, 4.8540216E+002, 2.8462842E+002, 1.9451717E+002, 1.9455521E+002, 1.4065643E+002, 4.8714155E+002, 8.4667494E+001, 1.3912384E+002, 2.5921385E+002, 4.2881646E+002, 4.7729490E+002, 4.7797792E+002, 4.6058728E+002, 3.7399129E+002, 1.8808113E+002, 8.4751907E+001, 8.4686844E+001, 1.8765540E+002, 3.7340399E+002, 4.6016580E+002, 4.7781789E+002, 4.6173080E+001,-1.6529379E+001,-5.8291705E-001,-4.9866759E+000, 4.5590163E+001,-2.1516055E+001,-1.0304406E+002,-8.9527030E+000,-1.1199676E+002, 1.2700000E+001, 9.5278681E+002
 1.2200193E+002, 4.8956863E+002, 4.8782289E+002, 2.8654543E+002, 1.9607503E+002, 1.9613918E+002, 1.4189620E+002, 4.8956863E+002, 8.5432429E+001, 1.4033198E+002, 2.6119619E+002, 4.3118252E+002, 4.7970864E+002, 4.8044935E+002, 4.6305633E+002, 3.7626001E+002, 1.8965192E+002, 8.5518814E+001, 8.5447966E+001, 1.8921315E+002, 3.7567716E+002, 4.6257991E+002, 4.8025588E+002, 4.5975681E+001,-1.6747116E+001,-6.0471967E-001,-5.0453122E+000, 4.5370961E+001,-2.1792428E+001,-1.0251626E+002,-9.4801600E+000,-1.1199642E+002, 1.2700000E+001, 9.5167386E+002
 1.2301595E+002, 4.9197129E+002, 4.9021483E+002, 2.8846408E+002, 1.9763079E+002, 1.9774239E+002, 1.4314170E+002, 4.9197129E+002, 8.6203296E+001, 1.4155047E+002, 2.6317594E+002, 4.3355547E+002, 4.8209838E+002, 4.8289447E+002, 4.6549153E+002, 3.7851237E+002, 1.9120596E+002, 8.6281162E+001, 8.6206586E+001, 1.9075786E+002, 3.7794642E+002, 4.6500630E+002, 4.8268624E+002, 4.5826801E+001,-1.6962471E+001,-6.1387287E-001,-5.2724410E+000, 4.5212928E+001,-2.2234912E+001,-1.0291657E+002,-9.0799857E+000,-1.1199655E+002, 1.2700000E+001, 9.5304422E+002
 1.2402880E+002, 4.9436795E+002, 4.9261763E+002, 2.9041351E+002, 1.9920583E+002, 1.9934124E+002, 1.4440475E+002, 4.9436795E+002, 8.6988171E+001, 1.4278542E+002, 2.6517496E+002, 4.3593192E+002, 4.8450156E+002, 4.8530595E+002, 4.6786658E+002, 3.8081700E+002, 1.9279790E+002, 8.7057950E+001, 8.6974375E+001, 1.9233446E+002, 3.8019856E+002, 4.6741139E+002, 4.8508278E+002, 4.5709452E+001,-1.7179197E+001,-5.9181455E-001,-4.7527776E+000, 4.5117638E+001,-2.1931974E+001,-1.0303264E+002,-8.9634400E+000,-1.1199608E+002, 1.2700000E+001, 9.5365839E+002
 1.2500206E+002, 4.9669080E+002, 4.9492641E+002, 2.9229966E+002, 2.0073209E+002, 2.0090849E+002, 1.4562811E+002, 4.9669080E+002, 8.7752127E+001, 1.4398068E+002, 2.6712832E+002, 4.3824509E+002, 4.8680717E+002, 4.8763381E+002, 4.7018602E+002, 3.8304540E+002, 1.9435659E+002, 8.7819741E+001, 8.7730230E+001, 1.9386732E+002, 3.8236891E+002, 4.6967427E+002, 4.8734681E+002, 4.5541786E+001,-1.7394888E+001,-6.1182412E-001,-5.0661820E+000, 4.4929962E+001,-2.2461070E+001,-1.0287203E+002,-9.1244057E+000,-1.1199644E+002, 1.2700000E+001, 9.5354107E+002
 1.2601788E+002, 4.9898587E+002, 4.9722648E+002, 2.9420685E+002, 2.0225898E+002, 2.0247857E+002, 1.4684783E+002, 4.9898587E+002, 8.8525314E+001, 1.4519034E+002, 2.6906639E+002, 4.4053924E+002, 4.8911327E+002, 4.8993999E+002, 4.7251392E+002, 3.8525094E+002, 1.9590082E+002, 8.8583854E+001, 8.8486405E+001, 1.9538785E+002, 3.8450386E+002, 4.7190391E+002, 4.8958164E+002, 4.5344406E+001,-1.7607529E+001,-6.1564762E-001,-4.7485951E+000, 4.4728758E+001,-2.2356124E+001,-1.0282072E+002,-9.1757238E+000,-1.1199645E+002, 1.2700000E+001, 9.5369261E+002
 1.2700951E+002, 5.0126235E+002, 4.9948852E+002, 2.9611464E+002, 2.0379197E+002, 2.0401651E+002, 1.4807278E+002, 5.0126235E+002, 8.9297127E+001, 1.4640144E+002, 2.7098274E+002, 4.4280116E+002, 4.9137664E+002, 4.9221572E+002, 4.7480347E+002, 3.8743114E+002, 1.9745229E+002, 8.9352608E+001, 8.9253207E+001, 1.9691387E+002, 3.8661682E+002, 4.7410886E+002, 4.9176609E+002, 4.5229548E+001,-1.7821020E+001,-6.1473066E-001,-5.0283716E+000, 4.4614817E+001,-2.2849391E+001,-1.0300212E+002,-8.9946824E+000,-1.1199680E+002, 1.2700000E+001, 9.5447993E+002
 1.2802165E+002, 5.0345861E+002, 5.0168147E+002, 2.9797365E+002, 2.0529497E+002, 2.0551733E+002, 1.4928007E+002, 5.0345861E+002, 9.0056119E+001, 1.4758673E+002, 2.7285282E+002, 4.4498149E+002, 4.9358124E+002, 4.9442802E+002, 4.7702303E+002, 3.8957564E+002, 1.9898278E+002, 9.0108782E+001, 9.0013071E+001, 1.9841840E+002, 3.8867906E+002, 4.7626701E+002, 4.9392756E+002, 4.5148465E+001,-1.8028539E+001,-6.3832762E-001,-4.8986012E+000, 4.4510137E+001,-2.2927140E+001,-1.0298072E+002,-9.0159136E+000,-1.1199663E+002, 1.2700000E+001, 9.5472152E+002
 1.2901325E+002, 5.0559790E+002, 5.0380527E+002, 2.9981626E+002, 2.0678430E+002, 2.0700488E+002, 1.5047424E+002, 5.0559790E+002, 9.0818796E+001, 1.4877140E+002, 2.7471646E+002, 4.4712536E+002, 4.9571768E+002, 4.9658337E+002, 4.7920690E+002, 3.9166854E+002, 2.0048301E+002, 9.0854439E+001, 9.0771217E+001, 1.9992465E+002, 3.9074823E+002, 4.7838771E+002, 4.9606187E+002, 4.4959168E+001,-1.8232266E+001,-6.3236121E-001,-5.2533166E+000, 4.4326807E+001,-2.3485582E+001,-1.0330117E+002,-8.6957397E+000,-1.1199691E+002, 1.2700000E+001, 9.5585872E+002
 1.3002538E+002, 5.0773431E+002, 5.0593655E+002, 3.0162763E+002, 2.0829581E+002, 2.0849759E+002, 1.5168531E+002, 5.0773431E+002, 9.1591656E+001, 1.4996889E+002, 2.7659890E+002, 4.4929184E+002, 4.9784939E+002, 4.9870650E+002, 4.8135978E+002, 3.9376575E+002, 2.0200460E+002, 9.1612553E+001, 9.1547678E+001, 2.0144994E+002, 3.9281949E+002, 4.8051418E+002, 4.9817788E+002, 4.4808791E+001,-1.8437861E+001,-6.2650958E-001,-5.2932552E+000, 4.4182281E+001,-2.3731116E+001,-1.0276852E+002,-9.2284069E+000,-1.1199693E+002, 1.2700000E+001, 9.5473762E+002
 1.3102110E+002, 5.0979684E+002, 5.0800352E+002, 3.0340515E+002, 2.0978783E+002, 2.0997182E+002, 1.5288711E+002, 5.0979684E+002, 9.2351700E+001, 1.5113613E+002, 2.7842787E+002, 4.5141005E+002, 4.9993287E+002, 5.0080838E+002, 4.8346602E+002, 3.9580298E+002, 2.0351515E+002, 9.2365278E+001, 9.2310560E+001, 2.0295431E+002, 3.9486415E+002, 4.8260863E+002, 5.0026247E+002, 4.4635097E+001,-1.8636236E+001,-6.5250789E-001,-4.9388348E+000, 4.3982589E+001,-2.3575070E+001,-1.0274806E+002,-9.2486924E+000,-1.1199676E+002, 1.2700000E+001, 9.5496096E+002
 1.3201541E+002, 5.1183586E+002, 5.1004440E+002, 3.0513612E+002, 2.1124752E+002, 2.1141808E+002, 1.5406314E+002, 5.1183586E+002, 9.3090204E+001, 1.5228351E+002, 2.8021508E+002, 4.5341113E+002, 5.0192631E+002, 5.0281108E+002, 4.8547682E+002, 3.9778760E+002, 2.0498290E+002, 9.3105379E+001, 9.3063893E+001, 2.0443253E+002, 3.9682638E+002, 4.8464641E+002, 5.0229687E+002, 4.4411428E+001,-1.8832810E+001,-6.6435897E-001,-4.8497253E+000, 4.3747069E+001,-2.3682536E+001,-1.0259347E+002,-9.4032357E+000,-1.1199670E+002, 1.2700000E+001, 9.5481096E+002
 1.3303042E+002, 5.1381950E+002, 5.1201126E+002, 3.0690134E+002, 2.1270481E+002, 2.1287024E+002, 1.5525046E+002, 5.1381950E+002, 9.3838711E+001, 1.5344571E+002, 2.8200772E+002, 4.5540158E+002, 5.0386256E+002, 5.0482867E+002, 4.8750110E+002, 3.9973482E+002, 2.0644603E+002, 9.3861209E+001, 9.3819751E+001, 2.0592267E+002, 3.9879642E+002, 4.8669363E+002, 5.0429063E+002, 4.4326844E+001,-1.9029112E+001,-6.5297492E-001,-5.1092064E+000, 4.3673869E+001,-2.4138319E+001,-1.0266114E+002,-9.3355042E+000,-1.1199664E+002, 1.2700000E+001, 9.5528725E+002
 1.3402437E+002, 5.1580470E+002, 5.1399330E+002, 3.0864183E+002, 2.1417016E+002, 2.1433049E+002, 1.5644892E+002, 5.1580470E+002, 9.4602417E+001, 1.5461826E+002, 2.8380417E+002, 4.5739092E+002, 5.0583317E+002, 5.0677588E+002, 4.8943449E+002, 4.0166245E+002, 2.0790907E+002, 9.4624105E+001, 9.4582548E+001, 2.0744164E+002, 4.0080343E+002, 4.8868716E+002, 5.0624274E+002, 4.4148499E+001,-1.9225869E+001,-6.5640177E-001,-5.0954677E+000, 4.3492097E+001,-2.4321336E+001,-1.0275075E+002,-9.2457868E+000,-1.1199653E+002, 1.2700000E+001, 9.5579349E+002
 1.3500708E+002, 5.1770587E+002, 5.1589502E+002, 3.1029386E+002, 2.1558650E+002, 2.1573819E+002, 1.5761112E+002, 5.1770587E+002, 9.5346194E+001, 1.5575778E+002, 2.8554281E+002, 4.5932066E+002, 5.0775156E+002, 5.0863843E+002, 4.9128035E+002, 4.0354838E+002, 2.0934916E+002, 9.5365450E+001, 9.5318891E+001, 2.0889191E+002, 4.0271419E+002, 4.9056047E+002, 5.0807602E+002, 4.4104327E+001,-1.9415391E+001,-6.5448216E-001,-4.7954440E+000, 4.3449845E+001,-2.4210835E+001,-1.0308018E+002,-8.9166829E+000,-1.1199686E+002, 1.2700000E+001, 9.5694348E+002
 1.3601830E+002, 5.1959668E+002, 5.1777379E+002, 3.1193402E+002, 2.1698664E+002, 2.1713958E+002, 1.5876443E+002, 5.1959668E+002, 9.6089262E+001, 1.5689052E+002, 2.8727048E+002, 4.6122488E+002, 5.0965040E+002, 5.1050903E+002, 4.9312903E+002, 4.0538241E+002, 2.1075841E+002, 9.6102011E+001, 9.6056064E+001, 2.1033659E+002, 4.0456772E+002, 4.9240684E+002, 5.0989866E+002, 4.3995537E+001,-1.9605393E+001,-6.5179883E-001,-5.0287186E+000, 4.3343738E+001,-2.4634112E+001,-1.0326140E+002,-8.7353063E+000,-1.1199670E+002, 1.2700000E+001, 9.5769938E+002
 1.3700583E+002, 5.2145324E+002, 5.1963283E+002, 3.1356058E+002, 2.1839602E+002, 2.1854090E+002, 1.5991325E+002, 5.2145324E+002, 9.6826465E+001, 1.5802494E+002, 2.8897714E+002, 4.6308930E+002, 5.1151688E+002, 5.1231158E+002, 4.9494145E+002, 4.0718589E+002, 2.1216949E+002, 9.6837717E+001, 9.6799908E+001, 2.1177524E+002, 4.0640780E+002, 4.9422723E+002, 5.1171769E+002, 4.3828127E+001,-1.9793857E+001,-6.6691744E-001,-4.8158240E+000, 4.3161210E+001,-2.4609681E+001,-1.0263868E+002,-9.3585506E+000,-1.1199723E+002, 1.2700000E+001, 9.5631803E+002
 1.3803003E+002, 5.2329216E+002, 5.2146538E+002, 3.1518508E+002, 2.1980075E+002, 2.1994150E+002, 1.6106380E+002, 5.2329216E+002, 9.7570582E+001, 1.5916476E+002, 2.9069314E+002, 4.6495102E+002, 5.1338428E+002, 5.1409455E+002, 4.9673269E+002, 4.0901394E+002, 2.1360283E+002, 9.7575065E+001, 9.7550147E+001, 2.1321627E+002, 4.0824720E+002, 4.9603948E+002, 5.1356195E+002, 4.3708127E+001,-1.9980004E+001,-6.9062755E-001,-4.8063228E+000, 4.3017499E+001,-2.4786327E+001,-1.0263681E+002,-9.3601757E+000,-1.1199699E+002, 1.2700000E+001, 9.5657952E+002
 1.3902319E+002, 5.2509107E+002, 5.2325847E+002, 3.1678432E+002, 2.2118715E+002, 2.2133997E+002, 1.6220434E+002, 5.2509107E+002, 9.8309702E+001, 1.6027424E+002, 2.9237239E+002, 4.6677627E+002, 5.1521924E+002, 5.1584737E+002, 4.9850607E+002, 4.1079820E+002, 2.1501533E+002, 9.8313257E+001, 9.8303814E+001, 2.1464302E+002, 4.1005832E+002, 4.9781606E+002, 5.1531699E+002, 4.3613497E+001,-2.0164264E+001,-7.2252752E-001,-4.8836739E+000, 4.2890970E+001,-2.5047938E+001,-1.0271894E+002,-9.2777227E+000,-1.1199666E+002, 1.2700000E+001, 9.5705633E+002
 1.4001385E+002, 5.2685214E+002, 5.2502213E+002, 3.1834720E+002, 2.2254547E+002, 2.2270403E+002, 1.6331985E+002, 5.2685214E+002, 9.9032208E+001, 1.6135865E+002, 2.9401262E+002, 4.6855562E+002, 5.1699710E+002, 5.1757566E+002, 5.0024312E+002, 4.1253097E+002, 2.1639441E+002, 9.9038535E+001, 9.9043818E+001, 2.1603291E+002, 4.1181473E+002, 4.9956378E+002, 5.1704792E+002, 4.3390271E+001,-2.0345488E+001,-6.7692649E-001,-4.6623764E+000, 4.2713345E+001,-2.5007865E+001,-1.0233311E+002,-9.6641250E+000,-1.1199723E+002, 1.2700000E+001, 9.5629045E+002
 1.4101219E+002, 5.2860653E+002, 5.2676528E+002, 3.1994558E+002, 2.2392962E+002, 2.2409185E+002, 1.6445955E+002, 5.2860653E+002, 9.9770226E+001, 1.6247506E+002, 2.9566095E+002, 4.7035507E+002, 5.1874358E+002, 5.1929100E+002, 5.0195632E+002, 4.1428570E+002, 2.1780668E+002, 9.9780290E+001, 9.9795098E+001, 2.1744325E+002, 4.1356164E+002, 5.0131531E+002, 5.1879268E+002, 4.3260521E+001,-2.0529489E+001,-6.7336721E-001,-4.8471994E+000, 4.2587154E+001,-2.5376688E+001,-1.0235711E+002,-9.6400076E+000,-1.1199712E+002, 1.2700000E+001, 9.5662234E+002
 1.4200261E+002, 5.3028290E+002, 5.2843662E+002, 3.2149039E+002, 2.2530142E+002, 2.2544347E+002, 1.6557027E+002, 5.3028290E+002, 1.0049906E+002, 1.6356390E+002, 2.9726342E+002, 4.7207872E+002, 5.2038922E+002, 5.2093565E+002, 5.0358467E+002, 4.1598670E+002, 2.1918843E+002, 1.0051541E+002, 1.0052292E+002, 2.1880249E+002, 4.1524336E+002, 5.0297214E+002, 5.2044642E+002, 4.3106299E+001,-2.0705130E+001,-6.8773559E-001,-4.9271722E+000, 4.2418564E+001,-2.5632302E+001,-1.0244128E+002,-9.5560495E+000,-1.1199733E+002, 1.2700000E+001, 9.5708640E+002
 1.4302664E+002, 5.3193742E+002, 5.3008573E+002, 3.2301123E+002, 2.2670068E+002, 2.2677006E+002, 1.6667994E+002, 5.3193742E+002, 1.0124027E+002, 1.6465341E+002, 2.9884022E+002, 4.7376186E+002, 5.2206000E+002, 5.2253782E+002, 5.0519926E+002, 4.1766448E+002, 2.2056343E+002, 1.0124944E+002, 1.0125171E+002, 2.2015007E+002, 4.1691214E+002, 5.0462107E+002, 5.2207880E+002, 4.3047434E+001,-2.0878402E+001,-6.9694615E-001,-4.9222499E+000, 4.2350488E+001,-2.5800652E+001,-1.0303151E+002,-8.9656397E+000,-1.1199715E+002, 1.2700000E+001, 9.5889101E+002
 1.4402524E+002, 5.3355829E+002, 5.3170335E+002, 3.2451988E+002, 2.2807848E+002, 2.2810723E+002, 1.6779604E+002, 5.3355829E+002, 1.0197574E+002, 1.6574867E+002, 3.0040814E+002, 4.7537671E+002, 5.2370540E+002, 5.2413934E+002, 5.0681513E+002, 4.1935587E+002, 2.2193856E+002, 1.0197938E+002, 1.0199407E+002, 2.2151299E+002, 4.1856273E+002, 5.0621200E+002, 5.2367026E+002, 4.2857339E+001,-2.1050786E+001,-6.9947088E-001,-4.9046290E+000, 4.2157868E+001,-2.5955415E+001,-1.0275141E+002,-9.2460559E+000,-1.1199747E+002, 1.2700000E+001, 9.5838953E+002
 1.4502527E+002, 5.3513585E+002, 5.3326941E+002, 3.2600857E+002, 2.2940360E+002, 2.2943157E+002, 1.6888915E+002, 5.3513585E+002, 1.0270523E+002, 1.6682184E+002, 3.0194620E+002, 4.7695593E+002, 5.2525478E+002, 5.2569924E+002, 5.0840942E+002, 4.2100188E+002, 2.2327241E+002, 1.0270558E+002, 1.0272855E+002, 2.2286980E+002, 4.2020632E+002, 5.0776433E+002, 5.2519703E+002, 4.2779962E+001,-2.1219081E+001,-7.0490356E-001,-5.1750988E+000, 4.2075059E+001,-2.6394180E+001,-1.0282061E+002,-9.1765049E+000,-1.1199711E+002, 1.2700000E+001, 9.5881595E+002
 1.4602254E+002, 5.3665025E+002, 5.3477435E+002, 3.2746926E+002, 2.3070568E+002, 2.3075632E+002, 1.6996821E+002, 5.3665025E+002, 1.0342035E+002, 1.6787936E+002, 3.0347713E+002, 4.7849683E+002, 5.2674256E+002, 5.2724135E+002, 5.0997387E+002, 4.2259193E+002, 2.2458156E+002, 1.0341900E+002, 1.0344963E+002, 2.2421645E+002, 4.2183932E+002, 5.0933208E+002, 5.2672323E+002, 4.2656793E+001,-2.1380397E+001,-7.0539546E-001,-5.3288023E+000, 4.1951397E+001,-2.6709199E+001,-1.0278235E+002,-9.2149836E+000,-1.1199733E+002, 1.2700000E+001, 9.5895209E+002
 1.4700239E+002, 5.3811662E+002, 5.3625016E+002, 3.2889869E+002, 2.3199066E+002, 2.3205022E+002, 1.7104270E+002, 5.3811662E+002, 1.0412836E+002, 1.6892392E+002, 3.0496985E+002, 4.8000381E+002, 5.2820446E+002, 5.2876460E+002, 5.1150125E+002, 4.2414893E+002, 2.2587668E+002, 1.0412564E+002, 1.0416049E+002, 2.2554056E+002, 4.2339628E+002, 5.1082886E+002, 5.2821818E+002, 4.2419360E+001,-2.1540347E+001,-7.1304897E-001,-4.9421680E+000, 4.1706311E+001,-2.6482515E+001,-1.0200726E+002,-9.9905350E+000,-1.1199780E+002, 1.2700000E+001, 9.5713676E+002
 1.4800319E+002, 5.3953041E+002, 5.3763224E+002, 3.3029725E+002, 2.3329211E+002, 2.3331684E+002, 1.7209592E+002, 5.3953041E+002, 1.0483549E+002, 1.6995877E+002, 3.0642525E+002, 4.8145652E+002, 5.2957619E+002, 5.3021008E+002, 5.1299299E+002, 4.2568472E+002, 2.2716221E+002, 1.0483100E+002, 1.0486535E+002, 2.2683772E+002, 4.2489920E+002, 5.1226386E+002, 5.2960517E+002, 4.2375947E+001,-2.1692747E+001,-7.3951953E-001,-5.9286563E+000, 4.1636428E+001,-2.7621404E+001,-1.0268670E+002,-9.3107942E+000,-1.1199749E+002, 1.2700000E+001, 9.5914024E+002
 1.4901333E+002, 5.4087929E+002, 5.3897121E+002, 3.3172639E+002, 2.3460295E+002, 2.3459600E+002, 1.7316786E+002, 5.4087929E+002, 1.0555713E+002, 1.7101373E+002, 3.0789536E+002, 4.8288758E+002, 5.3092478E+002, 5.3161884E+002, 5.1446648E+002, 4.2722750E+002, 2.2846407E+002, 1.0555576E+002, 1.0558817E+002, 2.2816070E+002, 4.2645421E+002, 5.1374139E+002, 5.3101607E+002, 4.2300033E+001,-2.1839726E+001,-7.3173879E-001,-6.0378428E+000, 4.1568294E+001,-2.7877569E+001,-1.0237973E+002,-9.6179054E+000,-1.1199763E+002, 1.2700000E+001, 9.5856774E+002
 1.5002281E+002, 5.4222280E+002, 5.4032443E+002, 3.3314255E+002, 2.3588196E+002, 2.3586598E+002, 1.7422702E+002, 5.4222280E+002, 1.0627923E+002, 1.7206508E+002, 3.0934589E+002, 4.8431225E+002, 5.3228444E+002, 5.3301106E+002, 5.1587966E+002, 4.2872249E+002, 2.2974073E+002, 1.0627155E+002, 1.0631036E+002, 2.2949687E+002, 4.2805134E+002, 5.1519382E+002, 5.3241125E+002, 4.2175891E+001,-2.1986226E+001,-7.4509680E-001,-5.6644575E+000, 4.1430795E+001,-2.7650683E+001,-1.0285580E+002,-9.1414607E+000,-1.1199726E+002, 1.2700000E+001, 9.6001934E+002
 1.5102503E+002, 5.4355795E+002, 5.4164566E+002, 3.3450584E+002, 2.3713038E+002, 2.3712480E+002, 1.7528857E+002, 5.4355795E+002, 1.0700438E+002, 1.7311627E+002, 3.1079732E+002, 4.8569017E+002, 5.3358428E+002, 5.3435512E+002, 5.1725062E+002, 4.3016444E+002, 2.3100451E+002, 1.0697660E+002, 1.0702679E+002, 2.3079094E+002, 4.2957449E+002, 5.1664440E+002, 5.3379453E+002, 4.2134963E+001,-2.2133106E+001,-7.1064462E-001,-5.8795404E+000, 4.1424319E+001,-2.8012646E+001,-1.0294407E+002,-9.0535588E+000,-1.1199763E+002, 1.2700000E+001, 9.6049545E+002
 1.5202483E+002, 5.4485618E+002, 5.4295027E+002, 3.3587848E+002, 2.3837100E+002, 2.3840049E+002, 1.7634599E+002, 5.4485618E+002, 1.0773280E+002, 1.7417595E+002, 3.1223974E+002, 4.8707837E+002, 5.3490135E+002, 5.3572272E+002, 5.1864588E+002, 4.3160849E+002, 2.3227682E+002, 1.0768794E+002, 1.0773643E+002, 2.3206345E+002, 4.3101500E+002, 5.1801683E+002, 5.3516870E+002, 4.2001084E+001,-2.2277063E+001,-7.2966881E-001,-5.5142970E+000, 4.1271415E+001,-2.7791360E+001,-1.0277383E+002,-9.2239230E+000,-1.1199775E+002, 1.2700000E+001, 9.6025880E+002
 1.5302831E+002, 5.4617924E+002, 5.4428782E+002, 3.3721274E+002, 2.3957479E+002, 2.3965304E+002, 1.7737832E+002, 5.4617924E+002, 1.0845124E+002, 1.7521425E+002, 3.1367440E+002, 4.8844647E+002, 5.3623332E+002, 5.3703295E+002, 5.2001360E+002, 4.3304506E+002, 2.3355854E+002, 1.0840678E+002, 1.0844005E+002, 2.3331085E+002, 4.3242717E+002, 5.1932330E+002, 5.3646668E+002, 4.1904003E+001,-2.2423921E+001,-7.2856651E-001,-4.9835872E+000, 4.1175437E+001,-2.7407509E+001,-1.0269532E+002,-9.3020868E+000,-1.1199741E+002, 1.2700000E+001, 9.6025769E+002
 1.5402433E+002, 5.4745425E+002, 5.4553857E+002, 3.3850984E+002, 2.4074885E+002, 2.4089114E+002, 1.7839628E+002, 5.4745425E+002, 1.0914723E+002, 1.7621475E+002, 3.1504291E+002, 4.8976661E+002, 5.3749694E+002, 5.3830499E+002, 5.2131660E+002, 4.3443717E+002, 2.3480847E+002, 1.0910895E+002, 1.0913797E+002, 2.3451845E+002, 4.3376322E+002, 5.2053839E+002, 5.3767644E+002, 4.1851221E+001,-2.2567290E+001,-7.2260437E-001,-5.5766833E+000, 4.1128617E+001,-2.8143973E+001,-1.0298019E+002,-9.0177832E+000,-1.1199798E+002, 1.2700000E+001, 9.6123044E+002
 1.5501563E+002, 5.4870278E+002, 5.4679204E+002, 3.3982585E+002, 2.4194165E+002, 2.4211543E+002, 1.7942195E+002, 5.4870278E+002, 1.0984467E+002, 1.7722174E+002, 3.1640847E+002, 4.9107256E+002, 5.3878663E+002, 5.3957555E+002, 5.2262545E+002, 4.3587209E+002, 2.3608589E+002, 1.0980831E+002, 1.0982550E+002, 2.3572005E+002, 4.3509591E+002, 5.2174513E+002, 5.3886085E+002, 4.1724533E+001,-2.2706198E+001,-7.4038414E-001,-5.3019173E+000, 4.0984149E+001,-2.8008116E+001,-1.0268007E+002,-9.3178789E+000,-1.1199795E+002, 1.2700000E+001, 9.6064022E+002
 1.5602992E+002, 5.4993205E+002, 5.4801556E+002, 3.4112459E+002, 2.4312288E+002, 2.4333628E+002, 1.8042948E+002, 5.4993205E+002, 1.1053593E+002, 1.7821968E+002, 3.1775523E+002, 4.9236217E+002, 5.4002441E+002, 5.4075845E+002, 5.2382376E+002, 4.3722022E+002, 2.3734231E+002, 1.1051174E+002, 1.1051773E+002, 2.3692666E+002, 4.3642161E+002, 5.2291982E+002, 5.4002363E+002, 4.1594253E+001,-2.2843331E+001,-7.4282682E-001,-5.4549647E+000, 4.0851426E+001,-2.8298295E+001,-1.0291487E+002,-9.0828719E+000,-1.1199774E+002, 1.2700000E+001, 9.6144185E+002
 1.5700823E+002, 5.5109473E+002, 5.4915609E+002, 3.4239196E+002, 2.4430521E+002, 2.4456911E+002, 1.8144320E+002, 5.5109473E+002, 1.1122734E+002, 1.7923268E+002, 3.1911466E+002, 4.9369558E+002, 5.4123017E+002, 5.4191205E+002, 5.2502920E+002, 4.3856704E+002, 2.3858854E+002, 1.1122114E+002, 1.1122305E+002, 2.3813657E+002, 4.3772802E+002, 5.2408389E+002, 5.4117031E+002, 4.1460647E+001,-2.2975792E+001,-7.6018087E-001,-6.1395325E+000, 4.0700466E+001,-2.9115324E+001,-1.0241145E+002,-9.5861663E+000,-1.1199761E+002, 1.2700000E+001, 9.6032349E+002
 1.5802270E+002, 5.5218004E+002, 5.5023060E+002, 3.4362088E+002, 2.4545534E+002, 2.4579024E+002, 1.8243950E+002, 5.5218004E+002, 1.1190937E+002, 1.8022157E+002, 3.2043108E+002, 4.9500479E+002, 5.4238029E+002, 5.4302298E+002, 5.2617623E+002, 4.3985116E+002, 2.3979303E+002, 1.1191280E+002, 1.1191191E+002, 2.3933349E+002, 4.3901371E+002, 5.2523023E+002, 5.4226385E+002, 4.1440296E+001,-2.3098429E+001,-7.4751750E-001,-6.3077921E+000, 4.0692779E+001,-2.9406221E+001,-1.0296980E+002,-9.0281122E+000,-1.1199791E+002, 1.2700000E+001, 9.6198141E+002
