s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C
 1.2302473E+002, 4.1462320E+002, 4.1374361E+002, 2.8025458E+002, 2.2830590E+002, 2.2842229E+002, 1.9739915E+002, 4.1462320E+002, 1.6509829E+002, 1.9629581E+002, 2.6762030E+002, 3.7323429E+002, 4.0764199E+002, 4.0796288E+002, 3.9516236E+002, 3.3686610E+002, 2.2504802E+002, 1.6508777E+002, 1.6505892E+002, 2.2494202E+002, 3.3678041E+002, 3.9520372E+002, 4.0812326E+002, 2.2016634E+001,-1.0998335E+001,-4.6684072E-001,-3.9326382E+000, 2.1549793E+001,-1.4930974E+001,-5.2875106E+001,-7.1241797E+000,-5.9999285E+001, 1.5000000E+001, 7.7252503E+002
 1.2402463E+002, 4.1532220E+002, 4.1444243E+002, 2.8059200E+002, 2.2849056E+002, 2.2864776E+002, 1.9747826E+002, 4.1532220E+002, 1.6499644E+002, 1.9637571E+002, 2.6801735E+002, 3.7389014E+002, 4.0835997E+002, 4.0863019E+002, 3.9581190E+002, 3.3738794E+002, 2.2526528E+002, 1.6499174E+002, 1.6496153E+002, 2.2515290E+002, 3.3732982E+002, 3.9587086E+002, 4.0879858E+002, 2.2050430E+001,-1.1045109E+001,-4.6624699E-001,-3.8123824E+000, 2.1584183E+001,-1.4857491E+001,-5.3309711E+001,-6.6895720E+000,-5.9999283E+001, 1.5000000E+001, 7.7450397E+002
 1.2500196E+002, 4.1601531E+002, 4.1512967E+002, 2.8094034E+002, 2.2867646E+002, 2.2885443E+002, 1.9756170E+002, 4.1601531E+002, 1.6489938E+002, 1.9643929E+002, 2.6840265E+002, 3.7449639E+002, 4.0902657E+002, 4.0930903E+002, 3.9646650E+002, 3.3789801E+002, 2.2546904E+002, 1.6489548E+002, 1.6486349E+002, 2.2536938E+002, 3.3785176E+002, 3.9651447E+002, 4.0947405E+002, 2.1970258E+001,-1.1090288E+001,-4.7119157E-001,-4.1010033E+000, 2.1499067E+001,-1.5191291E+001,-5.2776038E+001,-7.2233212E+000,-5.9999360E+001, 1.5000000E+001, 7.7230306E+002
 1.2603022E+002, 4.1666291E+002, 4.1577143E+002, 2.8127280E+002, 2.2887528E+002, 2.2906370E+002, 1.9763916E+002, 4.1666291E+002, 1.6479891E+002, 1.9650700E+002, 2.6878179E+002, 3.7511439E+002, 4.0966616E+002, 4.0999616E+002, 3.9714189E+002, 3.3843642E+002, 2.2567839E+002, 1.6480144E+002, 1.6477259E+002, 2.2559039E+002, 3.3839374E+002, 3.9717035E+002, 4.1015943E+002, 2.1922960E+001,-1.1133853E+001,-4.7905674E-001,-4.3029209E+000, 2.1443903E+001,-1.5436774E+001,-5.2952393E+001,-7.0469496E+000,-5.9999342E+001, 1.5000000E+001, 7.7315443E+002
 1.2703614E+002, 4.1730924E+002, 4.1642194E+002, 2.8161707E+002, 2.2907593E+002, 2.2926083E+002, 1.9771637E+002, 4.1730924E+002, 1.6470498E+002, 1.9658022E+002, 2.6916775E+002, 3.7572375E+002, 4.1034485E+002, 4.1067261E+002, 3.9784095E+002, 3.3901327E+002, 2.2589165E+002, 1.6470304E+002, 1.6467571E+002, 2.2580203E+002, 3.3894070E+002, 3.9785295E+002, 4.1087694E+002, 2.1962506E+001,-1.1176743E+001,-4.7467501E-001,-4.0227502E+000, 2.1487831E+001,-1.5199493E+001,-5.3150974E+001,-6.8479160E+000,-5.9998890E+001, 1.5000000E+001, 7.7410461E+002
 1.2803267E+002, 4.1799943E+002, 4.1712403E+002, 2.8196284E+002, 2.2926234E+002, 2.2945006E+002, 1.9779125E+002, 4.1799943E+002, 1.6461417E+002, 1.9666447E+002, 2.6955619E+002, 3.7631735E+002, 4.1103152E+002, 4.1135955E+002, 3.9851883E+002, 3.3954936E+002, 2.2609350E+002, 1.6460361E+002, 1.6458351E+002, 2.2600989E+002, 3.3947059E+002, 3.9852829E+002, 4.1157050E+002, 2.1842218E+001,-1.1221868E+001,-4.6800493E-001,-3.5685309E+000, 2.1374213E+001,-1.4790398E+001,-5.2742880E+001,-7.2566071E+000,-5.9999488E+001, 1.5000000E+001, 7.7245169E+002
 1.2901519E+002, 4.1866665E+002, 4.1778915E+002, 2.8229237E+002, 2.2944414E+002, 2.2963677E+002, 1.9785818E+002, 4.1866665E+002, 1.6451451E+002, 1.9673004E+002, 2.6990417E+002, 3.7687339E+002, 4.1167090E+002, 4.1201180E+002, 3.9915447E+002, 3.4005323E+002, 2.2627725E+002, 1.6449953E+002, 1.6449449E+002, 2.2622413E+002, 3.3997773E+002, 3.9914723E+002, 4.1219766E+002, 2.1800619E+001,-1.1266648E+001,-4.7965233E-001,-3.6614100E+000, 2.1320966E+001,-1.4928058E+001,-5.2795092E+001,-7.2040424E+000,-5.9999135E+001, 1.5000000E+001, 7.7275796E+002
 1.3002202E+002, 4.1932163E+002, 4.1844005E+002, 2.8261083E+002, 2.2963992E+002, 2.2982516E+002, 1.9792333E+002, 4.1932163E+002, 1.6441731E+002, 1.9679074E+002, 2.7025485E+002, 3.7743877E+002, 4.1229330E+002, 4.1264695E+002, 3.9977586E+002, 3.4054741E+002, 2.2647791E+002, 1.6440753E+002, 1.6439321E+002, 2.2643268E+002, 3.4046663E+002, 3.9974479E+002, 4.1282907E+002, 2.1772935E+001,-1.1311382E+001,-4.7932538E-001,-3.7898587E+000, 2.1293610E+001,-1.5101241E+001,-5.2595047E+001,-7.4041824E+000,-5.9999229E+001, 1.5000000E+001, 7.7199452E+002
 1.3101897E+002, 4.1996379E+002, 4.1908256E+002, 2.8293034E+002, 2.2982454E+002, 2.3001238E+002, 1.9799190E+002, 4.1996379E+002, 1.6432045E+002, 1.9685697E+002, 2.7060426E+002, 3.7801438E+002, 4.1292450E+002, 4.1327621E+002, 4.0038265E+002, 3.4102323E+002, 2.2667958E+002, 1.6431581E+002, 1.6429821E+002, 2.2662341E+002, 3.4096131E+002, 4.0035892E+002, 4.1346041E+002, 2.1766372E+001,-1.1355260E+001,-4.9143687E-001,-3.7085340E+000, 2.1274935E+001,-1.5063794E+001,-5.2761832E+001,-7.2375530E+000,-5.9999385E+001, 1.5000000E+001, 7.7281584E+002
 1.3201325E+002, 4.2060862E+002, 4.1973017E+002, 2.8326908E+002, 2.3000053E+002, 2.3020520E+002, 1.9805434E+002, 4.2060862E+002, 1.6422604E+002, 1.9692358E+002, 2.7094487E+002, 3.7859042E+002, 4.1356651E+002, 4.1389096E+002, 4.0097609E+002, 3.4150648E+002, 2.2688305E+002, 1.6422919E+002, 1.6420092E+002, 2.2680601E+002, 3.4144729E+002, 4.0096731E+002, 4.1406940E+002, 2.1706257E+001,-1.1398238E+001,-5.0280818E-001,-3.6054316E+000, 2.1203449E+001,-1.5003669E+001,-5.2854994E+001,-7.1442895E+000,-5.9999284E+001, 1.5000000E+001, 7.7328906E+002
 1.3300877E+002, 4.2126198E+002, 4.2038250E+002, 2.8360005E+002, 2.3018243E+002, 2.3040370E+002, 1.9812734E+002, 4.2126198E+002, 1.6414149E+002, 1.9699346E+002, 2.7128690E+002, 3.7914501E+002, 4.1420261E+002, 4.1452017E+002, 4.0158198E+002, 3.4198513E+002, 2.2707556E+002, 1.6413682E+002, 1.6410128E+002, 2.2699586E+002, 3.4193872E+002, 4.0154744E+002, 4.1465421E+002, 2.1693952E+001,-1.1442448E+001,-4.7697083E-001,-3.5928791E+000, 2.1216981E+001,-1.5035327E+001,-5.2937475E+001,-7.0617676E+000,-5.9999243E+001, 1.5000000E+001, 7.7374330E+002
 1.3402156E+002, 4.2188957E+002, 4.2100573E+002, 2.8390831E+002, 2.3036505E+002, 2.3061344E+002, 1.9819835E+002, 4.2188957E+002, 1.6405548E+002, 1.9704927E+002, 2.7161195E+002, 3.7967948E+002, 4.1482660E+002, 4.1513062E+002, 4.0216875E+002, 3.4246067E+002, 2.2726590E+002, 1.6405098E+002, 1.6400695E+002, 2.2717587E+002, 3.4239949E+002, 4.0211438E+002, 4.1523214E+002, 2.1679078E+001,-1.1485519E+001,-4.8101744E-001,-3.6992915E+000, 2.1198061E+001,-1.5184810E+001,-5.2827577E+001,-7.1716881E+000,-5.9999265E+001, 1.5000000E+001, 7.7336725E+002
 1.3500744E+002, 4.2249485E+002, 4.2160062E+002, 2.8421830E+002, 2.3057326E+002, 2.3079800E+002, 1.9827254E+002, 4.2249485E+002, 1.6396423E+002, 1.9711155E+002, 2.7196880E+002, 3.8025364E+002, 4.1545199E+002, 4.1574936E+002, 4.0276483E+002, 3.4294976E+002, 2.2744391E+002, 1.6396296E+002, 1.6390694E+002, 2.2734589E+002, 3.4284234E+002, 4.0268488E+002, 4.1584675E+002, 2.1614360E+001,-1.1527272E+001,-4.8476202E-001,-4.1517707E+000, 2.1129598E+001,-1.5679043E+001,-5.2514098E+001,-7.4853040E+000,-5.9999402E+001, 1.5000000E+001, 7.7211095E+002
 1.3601888E+002, 4.2306749E+002, 4.2218307E+002, 2.8454689E+002, 2.3078232E+002, 2.3098076E+002, 1.9835526E+002, 4.2306749E+002, 1.6387261E+002, 1.9718000E+002, 2.7233166E+002, 3.8084736E+002, 4.1607047E+002, 4.1633558E+002, 4.0335005E+002, 3.4341599E+002, 2.2762101E+002, 1.6386867E+002, 1.6380875E+002, 2.2752507E+002, 3.4329349E+002, 4.0322768E+002, 4.1641159E+002, 2.1547429E+001,-1.1567366E+001,-4.9596905E-001,-3.7214201E+000, 2.1051460E+001,-1.5288787E+001,-5.2616093E+001,-7.3834792E+000,-5.9999572E+001, 1.5000000E+001, 7.7262996E+002
 1.3700749E+002, 4.2367607E+002, 4.2279467E+002, 2.8487701E+002, 2.3099286E+002, 2.3116271E+002, 1.9842527E+002, 4.2367607E+002, 1.6378874E+002, 1.9725952E+002, 2.7272379E+002, 3.8143678E+002, 4.1669098E+002, 4.1690905E+002, 4.0390639E+002, 3.4387132E+002, 2.2780313E+002, 1.6378308E+002, 1.6371669E+002, 2.2770628E+002, 3.4376711E+002, 4.0381259E+002, 4.1701470E+002, 2.1517705E+001,-1.1607521E+001,-5.1168727E-001,-3.6462785E+000, 2.1006017E+001,-1.5253800E+001,-5.2578388E+001,-7.4208541E+000,-5.9999242E+001, 1.5000000E+001, 7.7254732E+002
 1.3801533E+002, 4.2424666E+002, 4.2334740E+002, 2.8519199E+002, 2.3120134E+002, 2.3135837E+002, 1.9848872E+002, 4.2424666E+002, 1.6370971E+002, 1.9733745E+002, 2.7309943E+002, 3.8199592E+002, 4.1725310E+002, 4.1744740E+002, 4.0444314E+002, 3.4436351E+002, 2.2799529E+002, 1.6370200E+002, 1.6362576E+002, 2.2788563E+002, 3.4421411E+002, 4.0440513E+002, 4.1760133E+002, 2.1563134E+001,-1.1648434E+001,-4.9269131E-001,-4.2419763E+000, 2.1070442E+001,-1.5890410E+001,-5.2992978E+001,-7.0064225E+000,-5.9999400E+001, 1.5000000E+001, 7.7442977E+002
 1.3902411E+002, 4.2478098E+002, 4.2388114E+002, 2.8549709E+002, 2.3140805E+002, 2.3153485E+002, 1.9855505E+002, 4.2478098E+002, 1.6362190E+002, 1.9739263E+002, 2.7344784E+002, 3.8254607E+002, 4.1779910E+002, 4.1799764E+002, 4.0500192E+002, 3.4482421E+002, 2.2817278E+002, 1.6361139E+002, 1.6353056E+002, 2.2805182E+002, 3.4464971E+002, 4.0497231E+002, 4.1818275E+002, 2.1550813E+001,-1.1685639E+001,-5.1644270E-001,-4.1939807E+000, 2.1034370E+001,-1.5879619E+001,-5.2740889E+001,-7.2586745E+000,-5.9999563E+001, 1.5000000E+001, 7.7344534E+002
 1.4000310E+002, 4.2532659E+002, 4.2442811E+002, 2.8578995E+002, 2.3159201E+002, 2.3170479E+002, 1.9861846E+002, 4.2532659E+002, 1.6353187E+002, 1.9746681E+002, 2.7381748E+002, 3.8311448E+002, 4.1837929E+002, 4.1853348E+002, 4.0553337E+002, 3.4526174E+002, 2.2834049E+002, 1.6351909E+002, 1.6343783E+002, 2.2822372E+002, 3.4506796E+002, 4.0550253E+002, 4.1876654E+002, 2.1480786E+001,-1.1722298E+001,-4.9056417E-001,-4.1763978E+000, 2.0990222E+001,-1.5898695E+001,-5.2713867E+001,-7.2856234E+000,-5.9999491E+001, 1.5000000E+001, 7.7340169E+002
 1.4100202E+002, 4.2585519E+002, 4.2496460E+002, 2.8605699E+002, 2.3178640E+002, 2.3189604E+002, 1.9870687E+002, 4.2585519E+002, 1.6345307E+002, 1.9755019E+002, 2.7416227E+002, 3.8364364E+002, 4.1894049E+002, 4.1903754E+002, 4.0604326E+002, 3.4567874E+002, 2.2852428E+002, 1.6343302E+002, 1.6334222E+002, 2.2838798E+002, 3.4545812E+002, 4.0602998E+002, 4.1932379E+002, 2.1494347E+001,-1.1759135E+001,-4.8221761E-001,-3.7289799E+000, 2.1012129E+001,-1.5488115E+001,-5.3134830E+001,-6.8647730E+000,-5.9999603E+001, 1.5000000E+001, 7.7529496E+002
 1.4201371E+002, 4.2642499E+002, 4.2553445E+002, 2.8634243E+002, 2.3197646E+002, 2.3208732E+002, 1.9878060E+002, 4.2642499E+002, 1.6336882E+002, 1.9761485E+002, 2.7451203E+002, 3.8416696E+002, 4.1951611E+002, 4.1956779E+002, 4.0657518E+002, 3.4615349E+002, 2.2871851E+002, 1.6335248E+002, 1.6324837E+002, 2.2855111E+002, 3.4587207E+002, 4.0652785E+002, 4.1987098E+002, 2.1400031E+001,-1.1798485E+001,-4.9253366E-001,-3.7919122E+000, 2.0907497E+001,-1.5590397E+001,-5.2466832E+001,-7.5328676E+000,-5.9999699E+001, 1.5000000E+001, 7.7250715E+002
 1.4302025E+002, 4.2696748E+002, 4.2607027E+002, 2.8664237E+002, 2.3215295E+002, 2.3226792E+002, 1.9883774E+002, 4.2696748E+002, 1.6327263E+002, 1.9766324E+002, 2.7484288E+002, 3.8469722E+002, 4.2006999E+002, 4.2010442E+002, 4.0711235E+002, 3.4661459E+002, 2.2890157E+002, 1.6327673E+002, 1.6315457E+002, 2.2870833E+002, 3.4628540E+002, 4.0701150E+002, 4.2038067E+002, 2.1387603E+001,-1.1835857E+001,-5.0048824E-001,-4.0436265E+000, 2.0887115E+001,-1.5879483E+001,-5.2821047E+001,-7.1782248E+000,-5.9999272E+001, 1.5000000E+001, 7.7409635E+002
 1.4401370E+002, 4.2748707E+002, 4.2659194E+002, 2.8691951E+002, 2.3232819E+002, 2.3243786E+002, 1.9890148E+002, 4.2748707E+002, 1.6318245E+002, 1.9770768E+002, 2.7516496E+002, 3.8518655E+002, 4.2059101E+002, 4.2061601E+002, 4.0761774E+002, 3.4703003E+002, 2.2907179E+002, 1.6319357E+002, 1.6306735E+002, 2.2887149E+002, 3.4668516E+002, 4.0747033E+002, 4.2085501E+002, 2.1356417E+001,-1.1873073E+001,-5.1419455E-001,-3.9783692E+000, 2.0842222E+001,-1.5851443E+001,-5.2745269E+001,-7.2541085E+000,-5.9999378E+001, 1.5000000E+001, 7.7384227E+002
 1.4501788E+002, 4.2798147E+002, 4.2707645E+002, 2.8718192E+002, 2.3249827E+002, 2.3260515E+002, 1.9898789E+002, 4.2798147E+002, 1.6310314E+002, 1.9776940E+002, 2.7551466E+002, 3.8569489E+002, 4.2109441E+002, 4.2108358E+002, 4.0810300E+002, 3.4743563E+002, 2.2922657E+002, 1.6310184E+002, 1.6297963E+002, 2.2904451E+002, 3.4709604E+002, 4.0799138E+002, 4.2137447E+002, 2.1391480E+001,-1.1907732E+001,-5.1877888E-001,-4.2359416E+000, 2.0872702E+001,-1.6143673E+001,-5.2917990E+001,-7.0813885E+000,-5.9999378E+001, 1.5000000E+001, 7.7468501E+002
 1.4601958E+002, 4.2846919E+002, 4.2756782E+002, 2.8744283E+002, 2.3265488E+002, 2.3277146E+002, 1.9907801E+002, 4.2846919E+002, 1.6302141E+002, 1.9782175E+002, 2.7581848E+002, 3.8618241E+002, 4.2160215E+002, 4.2155669E+002, 4.0856188E+002, 3.4784037E+002, 2.2938305E+002, 1.6300541E+002, 1.6289432E+002, 2.2923356E+002, 3.4750793E+002, 4.0849788E+002, 4.2185957E+002, 2.1330619E+001,-1.1942672E+001,-5.0658083E-001,-4.1113233E+000, 2.0824038E+001,-1.6053995E+001,-5.2986285E+001,-7.0132521E+000,-5.9999537E+001, 1.5000000E+001, 7.7504609E+002
 1.4701121E+002, 4.2896212E+002, 4.2806720E+002, 2.8769954E+002, 2.3280751E+002, 2.3293656E+002, 1.9914810E+002, 4.2896212E+002, 1.6293583E+002, 1.9786570E+002, 2.7609624E+002, 3.8663312E+002, 4.2211585E+002, 4.2204767E+002, 4.0903222E+002, 3.4822996E+002, 2.2954824E+002, 1.6291645E+002, 1.6281166E+002, 2.2943906E+002, 3.4793969E+002, 4.0898716E+002, 4.2236628E+002, 2.1315943E+001,-1.1976740E+001,-4.9534408E-001,-3.7781284E+000, 2.0820598E+001,-1.5754868E+001,-5.3007106E+001,-6.9924907E+000,-5.9999596E+001, 1.5000000E+001, 7.7521732E+002
 1.4802352E+002, 4.2947298E+002, 4.2857194E+002, 2.8796440E+002, 2.3295811E+002, 2.3309924E+002, 1.9920772E+002, 4.2947298E+002, 1.6285301E+002, 1.9791384E+002, 2.7638270E+002, 3.8706691E+002, 4.2260763E+002, 4.2255392E+002, 4.0952711E+002, 3.4860401E+002, 2.2971835E+002, 1.6283765E+002, 1.6272655E+002, 2.2962561E+002, 3.4835018E+002, 4.0947319E+002, 4.2288844E+002, 2.1287818E+001,-1.2011164E+001,-4.9524248E-001,-4.0292975E+000, 2.0792576E+001,-1.6040462E+001,-5.2718177E+001,-7.2811637E+000,-5.9999341E+001, 1.5000000E+001, 7.7405621E+002
 1.4901253E+002, 4.2996883E+002, 4.2907083E+002, 2.8824707E+002, 2.3311064E+002, 2.3324890E+002, 1.9926770E+002, 4.2996883E+002, 1.6277067E+002, 1.9797207E+002, 2.7669865E+002, 3.8753568E+002, 4.2311872E+002, 4.2299352E+002, 4.0995403E+002, 3.4897378E+002, 2.2988688E+002, 1.6275580E+002, 1.6264204E+002, 2.2979583E+002, 3.4878226E+002, 4.0994433E+002, 4.2336033E+002, 2.1271183E+001,-1.2047042E+001,-4.9902739E-001,-3.8591707E+000, 2.0772156E+001,-1.5906213E+001,-5.2902619E+001,-7.0968930E+000,-5.9999512E+001, 1.5000000E+001, 7.7492642E+002
 1.5002213E+002, 4.3044864E+002, 4.2954393E+002, 2.8854541E+002, 2.3329336E+002, 2.3341058E+002, 1.9933135E+002, 4.3044864E+002, 1.6269128E+002, 1.9804105E+002, 2.7701421E+002, 3.8799113E+002, 4.2358568E+002, 4.2342592E+002, 4.1039036E+002, 3.4933512E+002, 2.3004531E+002, 1.6267469E+002, 1.6256741E+002, 2.2997749E+002, 3.4923326E+002, 4.1041759E+002, 4.2383860E+002, 2.1263925E+001,-1.2081346E+001,-4.9363261E-001,-4.1074371E+000, 2.0770293E+001,-1.6188783E+001,-5.2871409E+001,-7.1278078E+000,-5.9999217E+001, 1.5000000E+001, 7.7486366E+002
 1.5100073E+002, 4.3089552E+002, 4.2998656E+002, 2.8881077E+002, 2.3347107E+002, 2.3356624E+002, 1.9940840E+002, 4.3089552E+002, 1.6262119E+002, 1.9811554E+002, 2.7732682E+002, 3.8840600E+002, 4.2401487E+002, 4.2386828E+002, 4.1080166E+002, 3.4968239E+002, 2.3020213E+002, 1.6260102E+002, 1.6249096E+002, 2.3016024E+002, 3.4966521E+002, 4.1088438E+002, 4.2429081E+002, 2.1214737E+001,-1.2113236E+001,-4.8623215E-001,-4.2463818E+000, 2.0728505E+001,-1.6359618E+001,-5.2878416E+001,-7.1213345E+000,-5.9999751E+001, 1.5000000E+001, 7.7496914E+002
 1.5201995E+002, 4.3132260E+002, 4.3040999E+002, 2.8907802E+002, 2.3362021E+002, 2.3372915E+002, 1.9948026E+002, 4.3132260E+002, 1.6255641E+002, 1.9818417E+002, 2.7761705E+002, 3.8883201E+002, 4.2444023E+002, 4.2430988E+002, 4.1122340E+002, 3.5005436E+002, 2.3038016E+002, 1.6253048E+002, 1.6241575E+002, 2.3033857E+002, 3.5008948E+002, 4.1134305E+002, 4.2473602E+002, 2.1209941E+001,-1.2144564E+001,-4.9952976E-001,-4.3736335E+000, 2.0710412E+001,-1.6518198E+001,-5.2906093E+001,-7.0934107E+000,-5.9999503E+001, 1.5000000E+001, 7.7515643E+002
 1.5300283E+002, 4.3175612E+002, 4.3084994E+002, 2.8933203E+002, 2.3377257E+002, 2.3387657E+002, 1.9953925E+002, 4.3175612E+002, 1.6248138E+002, 1.9825622E+002, 2.7790884E+002, 3.8927725E+002, 4.2489756E+002, 4.2474388E+002, 4.1163278E+002, 3.5042395E+002, 2.3055104E+002, 1.6245489E+002, 1.6234577E+002, 2.3050387E+002, 3.5050209E+002, 4.1181085E+002, 4.2520028E+002, 2.1192201E+001,-1.2174172E+001,-4.9828624E-001,-4.0837507E+000, 2.0693915E+001,-1.6257923E+001,-5.2915873E+001,-7.0835681E+000,-5.9999441E+001, 1.5000000E+001, 7.7526721E+002
 1.5402573E+002, 4.3221755E+002, 4.3131835E+002, 2.8957905E+002, 2.3392665E+002, 2.3401742E+002, 1.9960331E+002, 4.3221755E+002, 1.6241263E+002, 1.9832903E+002, 2.7818062E+002, 3.8969480E+002, 4.2537086E+002, 4.2517540E+002, 4.1204635E+002, 3.5078431E+002, 2.3071695E+002, 1.6237659E+002, 1.6227338E+002, 2.3066335E+002, 3.5087791E+002, 4.1224238E+002, 4.2562527E+002, 2.1159442E+001,-1.2206007E+001,-4.9429576E-001,-3.7611962E+000, 2.0665146E+001,-1.5967203E+001,-5.2991101E+001,-7.0083353E+000,-5.9999436E+001, 1.5000000E+001, 7.7565537E+002
 1.5501075E+002, 4.3270514E+002, 4.3180698E+002, 2.8982492E+002, 2.3409158E+002, 2.3415645E+002, 1.9967309E+002, 4.3270514E+002, 1.6233762E+002, 1.9839966E+002, 2.7847005E+002, 3.9013241E+002, 4.2585675E+002, 4.2559833E+002, 4.1246436E+002, 3.5114194E+002, 2.3088377E+002, 1.6229974E+002, 1.6219887E+002, 2.3082184E+002, 3.5122629E+002, 4.1270417E+002, 4.2607704E+002, 2.1192441E+001,-1.2240161E+001,-4.9876804E-001,-3.6789836E+000, 2.0693673E+001,-1.5919145E+001,-5.3254833E+001,-6.7444248E+000,-5.9999258E+001, 1.5000000E+001, 7.7685048E+002
 1.5601961E+002, 4.3316553E+002, 4.3226116E+002, 2.9007800E+002, 2.3424880E+002, 2.3429860E+002, 1.9973887E+002, 4.3316553E+002, 1.6226471E+002, 1.9847263E+002, 2.7876558E+002, 3.9056736E+002, 4.2632464E+002, 4.2602907E+002, 4.1289290E+002, 3.5150299E+002, 2.3104045E+002, 1.6222793E+002, 1.6212673E+002, 2.3099307E+002, 3.5158110E+002, 4.1312617E+002, 4.2653116E+002, 2.1097216E+001,-1.2273676E+001,-5.0899389E-001,-3.9331240E+000, 2.0588222E+001,-1.6206800E+001,-5.2813625E+001,-7.1861629E+000,-5.9999788E+001, 1.5000000E+001, 7.7504211E+002
 1.5701822E+002, 4.3360375E+002, 4.3269980E+002, 2.9034919E+002, 2.3439904E+002, 2.3443116E+002, 1.9979921E+002, 4.3360375E+002, 1.6219444E+002, 1.9853693E+002, 2.7903857E+002, 3.9098153E+002, 4.2677309E+002, 4.2642159E+002, 4.1329098E+002, 3.5187967E+002, 2.3121565E+002, 1.6216137E+002, 1.6206787E+002, 2.3116446E+002, 3.5192446E+002, 4.1354798E+002, 4.2697551E+002, 2.1041269E+001,-1.2305930E+001,-5.2125257E-001,-3.9753189E+000, 2.0520016E+001,-1.6281249E+001,-5.2640192E+001,-7.3592406E+000,-5.9999433E+001, 1.5000000E+001, 7.7435132E+002
 1.5800790E+002, 4.3403232E+002, 4.3313291E+002, 2.9060654E+002, 2.3455001E+002, 2.3457009E+002, 1.9986174E+002, 4.3403232E+002, 1.6213562E+002, 1.9860133E+002, 2.7931241E+002, 3.9138292E+002, 4.2721912E+002, 4.2682087E+002, 4.1369200E+002, 3.5223923E+002, 2.3139022E+002, 1.6209903E+002, 1.6200964E+002, 2.3132478E+002, 3.5226441E+002, 4.1398113E+002, 4.2743127E+002, 2.0993979E+001,-1.2336175E+001,-5.2701401E-001,-3.7778766E+000, 2.0466965E+001,-1.6114052E+001,-5.2724497E+001,-7.2751172E+000,-5.9999614E+001, 1.5000000E+001, 7.7477642E+002
 1.5900744E+002, 4.3446943E+002, 4.3356741E+002, 2.9085602E+002, 2.3470397E+002, 2.3470586E+002, 1.9992090E+002, 4.3446943E+002, 1.6207408E+002, 1.9865977E+002, 2.7958975E+002, 3.9181484E+002, 4.2765711E+002, 4.2723625E+002, 4.1408365E+002, 3.5258333E+002, 2.3156210E+002, 1.6203168E+002, 1.6194947E+002, 2.3149163E+002, 3.5259506E+002, 4.1440516E+002, 4.2786701E+002, 2.1039431E+001,-1.2367052E+001,-5.1788460E-001,-3.8297510E+000, 2.0521547E+001,-1.6196803E+001,-5.2993417E+001,-7.0058076E+000,-5.9999225E+001, 1.5000000E+001, 7.7599621E+002
 1.6002159E+002, 4.3489914E+002, 4.3399336E+002, 2.9109951E+002, 2.3484649E+002, 2.3484428E+002, 1.9998235E+002, 4.3489914E+002, 1.6201505E+002, 1.9872562E+002, 2.7986836E+002, 3.9222478E+002, 4.2809193E+002, 4.2765243E+002, 4.1449262E+002, 3.5293672E+002, 2.3173715E+002, 1.6196924E+002, 1.6188422E+002, 2.3164734E+002, 3.5291475E+002, 4.1477490E+002, 4.2828426E+002, 2.1012553E+001,-1.2398574E+001,-5.0202016E-001,-3.8905079E+000, 2.0510533E+001,-1.6289082E+001,-5.3003658E+001,-6.9958999E+000,-5.9999558E+001, 1.5000000E+001, 7.7611838E+002
 1.6102950E+002, 4.3532398E+002, 4.3442037E+002, 2.9133358E+002, 2.3497758E+002, 2.3498452E+002, 2.0004262E+002, 4.3532398E+002, 1.6195093E+002, 1.9879033E+002, 2.8014430E+002, 3.9259967E+002, 4.2850187E+002, 4.2807575E+002, 4.1489828E+002, 3.5328635E+002, 2.3191182E+002, 1.6190741E+002, 1.6181487E+002, 2.3179224E+002, 3.5323566E+002, 4.1513323E+002, 4.2865483E+002, 2.1001877E+001,-1.2429436E+001,-5.0585880E-001,-3.7931475E+000, 2.0496019E+001,-1.6222583E+001,-5.2986186E+001,-7.0132171E+000,-5.9999403E+001, 1.5000000E+001, 7.7610460E+002
 1.6200320E+002, 4.3573997E+002, 4.3483259E+002, 2.9156472E+002, 2.3510360E+002, 2.3511654E+002, 2.0011556E+002, 4.3573997E+002, 1.6188385E+002, 1.9884990E+002, 2.8041274E+002, 3.9298440E+002, 4.2890883E+002, 4.2849415E+002, 4.1528720E+002, 3.5361844E+002, 2.3207205E+002, 1.6184109E+002, 1.6174267E+002, 2.3194538E+002, 3.5354631E+002, 4.1550794E+002, 4.2901345E+002, 2.0967829E+001,-1.2459519E+001,-5.1165672E-001,-3.9397437E+000, 2.0456173E+001,-1.6399263E+001,-5.3023491E+001,-6.9760402E+000,-5.9999531E+001, 1.5000000E+001, 7.7632342E+002
