s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C
Time,"T_bottom","T_top","WT1","WT2","WT3","WT4","WT5","WT6","WT7","WT8","WT9","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT20","rhfHeatedSide","rhfCooledSide","chfHeatedSide","chfCooledSide","thfHeatedSide","thfCooledSide","rhfRadPanelSide","chfRadPanelSide","thfRadPanelSide","WTRADPANELSBOTTOM","WTRADPANELTOP"
 1.1600820E+002, 4.7370201E+002, 4.7207755E+002, 2.7224398E+002, 1.8467928E+002, 1.8467359E+002, 1.3254943E+002, 4.7370201E+002, 7.8815962E+001, 1.3114948E+002, 2.4746444E+002, 4.1531799E+002, 4.6412573E+002, 4.6393566E+002, 4.4621755E+002, 3.6048041E+002, 1.7818997E+002, 7.8861689E+001, 7.8668499E+001, 1.7792819E+002, 3.6025242E+002, 4.4600983E+002, 4.6367852E+002, 4.7059533E+001,-1.5380300E+001,-5.6239616E-001,-4.4387529E+000, 4.6497137E+001,-1.9819053E+001,-1.0310858E+002,-8.8871512E+000,-1.1199574E+002, 1.0500000E+001, 9.5129736E+002
 1.1702710E+002, 4.7646279E+002, 4.7482621E+002, 2.7433209E+002, 1.8632836E+002, 1.8632950E+002, 1.3384280E+002, 4.7646279E+002, 7.9600554E+001, 1.3240190E+002, 2.4955246E+002, 4.1792909E+002, 4.6689374E+002, 4.6665522E+002, 4.4893208E+002, 3.6296162E+002, 1.7983117E+002, 7.9644516E+001, 7.9443469E+001, 1.7956514E+002, 3.6276407E+002, 4.4870442E+002, 4.6638188E+002, 4.6881673E+001,-1.5615463E+001,-5.7523529E-001,-4.5743005E+000, 4.6306438E+001,-2.0189763E+001,-1.0279254E+002,-9.2041021E+000,-1.1199664E+002, 1.0500000E+001, 9.5078580E+002
 1.1802417E+002, 4.7918509E+002, 4.7754015E+002, 2.7641528E+002, 1.8798551E+002, 1.8797861E+002, 1.3513665E+002, 4.7918509E+002, 8.0389465E+001, 1.3365927E+002, 2.5165539E+002, 4.2056657E+002, 4.6962507E+002, 4.6933763E+002, 4.5159055E+002, 3.6541793E+002, 1.8147918E+002, 8.0432532E+001, 8.0224943E+001, 1.8120065E+002, 3.6524380E+002, 4.5140978E+002, 4.6909763E+002, 4.6652353E+001,-1.5848664E+001,-5.8993997E-001,-4.6633415E+000, 4.6062413E+001,-2.0512006E+001,-1.0250647E+002,-9.4897979E+000,-1.1199626E+002, 1.0500000E+001, 9.5033495E+002
 1.1900191E+002, 4.8180690E+002, 4.8015804E+002, 2.7844420E+002, 1.8961087E+002, 1.8958780E+002, 1.3640587E+002, 4.8180690E+002, 8.1165186E+001, 1.3489180E+002, 2.5371272E+002, 4.2311594E+002, 4.7220893E+002, 4.7193472E+002, 4.5419286E+002, 3.6782865E+002, 1.8310446E+002, 8.1202898E+001, 8.1002653E+001, 1.8281781E+002, 3.6761781E+002, 4.5400074E+002, 4.7170180E+002, 4.6518044E+001,-1.6077602E+001,-5.8902805E-001,-4.4850852E+000, 4.5929016E+001,-2.0562687E+001,-1.0293980E+002,-9.0565889E+000,-1.1199638E+002, 1.0500000E+001, 9.5181446E+002
 1.2001312E+002, 4.8437177E+002, 4.8270312E+002, 2.8044031E+002, 1.9120139E+002, 1.9118070E+002, 1.3765911E+002, 4.8437177E+002, 8.1936137E+001, 1.3610679E+002, 2.5573174E+002, 4.2560071E+002, 4.7473963E+002, 4.7447022E+002, 4.5672482E+002, 3.7020758E+002, 1.8471402E+002, 8.1973226E+001, 8.1771154E+001, 1.8441917E+002, 3.6997380E+002, 4.5652022E+002, 4.7428458E+002, 4.6410850E+001,-1.6299400E+001,-5.9422135E-001,-4.8955557E+000, 4.5816629E+001,-2.1194956E+001,-1.0304700E+002,-8.9488568E+000,-1.1199585E+002, 1.0500000E+001, 9.5241452E+002
 1.2102176E+002, 4.8691984E+002, 4.8524693E+002, 2.8242572E+002, 1.9280201E+002, 1.9277966E+002, 1.3892494E+002, 4.8691984E+002, 8.2714089E+001, 1.3733495E+002, 2.5775486E+002, 4.2807137E+002, 4.7728003E+002, 4.7702994E+002, 4.5927986E+002, 3.7256884E+002, 1.8633672E+002, 8.2756272E+001, 8.2551309E+001, 1.8603449E+002, 3.7232516E+002, 4.5905360E+002, 4.7686734E+002, 4.6238101E+001,-1.6525627E+001,-5.8256169E-001,-4.7637690E+000, 4.5655539E+001,-2.1289396E+001,-1.0298693E+002,-9.0095989E+000,-1.1199652E+002, 1.0500000E+001, 9.5257923E+002
 1.2201526E+002, 4.8941701E+002, 4.8773725E+002, 2.8440671E+002, 1.9439401E+002, 1.9437459E+002, 1.4018225E+002, 4.8941701E+002, 8.3483831E+001, 1.3856097E+002, 2.5976173E+002, 4.3048933E+002, 4.7973337E+002, 4.7953469E+002, 4.6177345E+002, 3.7490325E+002, 1.8794687E+002, 8.3538624E+001, 8.3332288E+001, 1.8764213E+002, 3.7469066E+002, 4.6160482E+002, 4.7939943E+002, 4.6013701E+001,-1.6749009E+001,-5.9391105E-001,-4.7817740E+000, 4.5419790E+001,-2.1530783E+001,-1.0268510E+002,-9.3116256E+000,-1.1199672E+002, 1.0500000E+001, 9.5207800E+002
 1.2302818E+002, 4.9185895E+002, 4.9017938E+002, 2.8634740E+002, 1.9595365E+002, 1.9593972E+002, 1.4142379E+002, 4.9185895E+002, 8.4243287E+001, 1.3977428E+002, 2.6175705E+002, 4.3286801E+002, 4.8213081E+002, 4.8194748E+002, 4.6419433E+002, 3.7717425E+002, 1.8951691E+002, 8.4313922E+001, 8.4106190E+001, 1.8922667E+002, 3.7698607E+002, 4.6407369E+002, 4.8187305E+002, 4.5844733E+001,-1.6967733E+001,-6.0004165E-001,-4.5374150E+000, 4.5244691E+001,-2.1505148E+001,-1.0263625E+002,-9.3604218E+000,-1.1199667E+002, 1.0500000E+001, 9.5224962E+002
 1.2401929E+002, 4.9429323E+002, 4.9260064E+002, 2.8829734E+002, 1.9752690E+002, 1.9751384E+002, 1.4268501E+002, 4.9429323E+002, 8.5011568E+001, 1.4098166E+002, 2.6373086E+002, 4.3524775E+002, 4.8453368E+002, 4.8434980E+002, 4.6660836E+002, 3.7945088E+002, 1.9110882E+002, 8.5088344E+001, 8.4880340E+001, 1.9082828E+002, 3.7927817E+002, 4.6649598E+002, 4.8431824E+002, 4.5657761E+001,-1.7189857E+001,-6.0011757E-001,-4.7335792E+000, 4.5057643E+001,-2.1923437E+001,-1.0236258E+002,-9.6337303E+000,-1.1199631E+002, 1.0500000E+001, 9.5182928E+002
 1.2500252E+002, 4.9662368E+002, 4.9493329E+002, 2.9018182E+002, 1.9905734E+002, 1.9904352E+002, 1.4390809E+002, 4.9662368E+002, 8.5760459E+001, 1.4216363E+002, 2.6565525E+002, 4.3752512E+002, 4.8684967E+002, 4.8667207E+002, 4.6893513E+002, 3.8164845E+002, 1.9265819E+002, 8.5845053E+001, 8.5637633E+001, 1.9236615E+002, 3.8146326E+002, 4.6881181E+002, 4.8663976E+002, 4.5527210E+001,-1.7403897E+001,-6.4171828E-001,-4.4497558E+000, 4.4885492E+001,-2.1853653E+001,-1.0239577E+002,-9.6004685E+000,-1.1199624E+002, 1.0500000E+001, 9.5221197E+002
 1.2601817E+002, 4.9894197E+002, 4.9724117E+002, 2.9206253E+002, 2.0059226E+002, 2.0058366E+002, 1.4513563E+002, 4.9894197E+002, 8.6528380E+001, 1.4336533E+002, 2.6760659E+002, 4.3981564E+002, 4.8918412E+002, 4.8894310E+002, 4.7120009E+002, 3.8383460E+002, 1.9421798E+002, 8.6615940E+001, 8.6402567E+001, 1.9390331E+002, 3.8362217E+002, 4.7108077E+002, 4.8891303E+002, 4.5368990E+001,-1.7618450E+001,-6.2826216E-001,-4.5310079E+000, 4.4740728E+001,-2.2149458E+001,-1.0265391E+002,-9.3427307E+000,-1.1199664E+002, 1.0500000E+001, 9.5320017E+002
 1.2702715E+002, 5.0128292E+002, 4.9956802E+002, 2.9397720E+002, 2.0216658E+002, 2.0215255E+002, 1.4639873E+002, 5.0128292E+002, 8.7324320E+001, 1.4459462E+002, 2.6957440E+002, 4.4215764E+002, 4.9153010E+002, 4.9126773E+002, 4.7351201E+002, 3.8606379E+002, 1.9580441E+002, 8.7411211E+001, 8.7185421E+001, 1.9550145E+002, 3.8582807E+002, 4.7337707E+002, 4.9121882E+002, 4.5198770E+001,-1.7837286E+001,-6.2744638E-001,-4.8011748E+000, 4.4571324E+001,-2.2638461E+001,-1.0241081E+002,-9.5856155E+000,-1.1199642E+002, 1.0500000E+001, 9.5286128E+002
 1.2800429E+002, 5.0349587E+002, 5.0178630E+002, 2.9579190E+002, 2.0368434E+002, 2.0365450E+002, 1.4760810E+002, 5.0349587E+002, 8.8080406E+001, 1.4576706E+002, 2.7143172E+002, 4.4435805E+002, 4.9377142E+002, 4.9346764E+002, 4.7573494E+002, 3.8814914E+002, 1.9732220E+002, 8.8171832E+001, 8.7941024E+001, 1.9702980E+002, 3.8792633E+002, 4.7555615E+002, 4.9339158E+002, 4.5109222E+001,-1.8046381E+001,-6.3418785E-001,-4.2739326E+000, 4.4475034E+001,-2.2320314E+001,-1.0266674E+002,-9.3295712E+000,-1.1199632E+002, 1.0500000E+001, 9.5384303E+002
 1.2900318E+002, 5.0567066E+002, 5.0393798E+002, 2.9757706E+002, 2.0519377E+002, 2.0513148E+002, 1.4880517E+002, 5.0567066E+002, 8.8829704E+001, 1.4692886E+002, 2.7324682E+002, 4.4646644E+002, 4.9595089E+002, 4.9558933E+002, 4.7788066E+002, 3.9019993E+002, 1.9883696E+002, 8.8933915E+001, 8.8690668E+001, 1.9853136E+002, 3.8998557E+002, 4.7773474E+002, 4.9556037E+002, 4.4984836E+001,-1.8253048E+001,-6.2050122E-001,-4.9195355E+000, 4.4364335E+001,-2.3172583E+001,-1.0302225E+002,-8.9742992E+000,-1.1199655E+002, 1.0500000E+001, 9.5507973E+002
 1.3002612E+002, 5.0782075E+002, 5.0608122E+002, 2.9941255E+002, 2.0675359E+002, 2.0666424E+002, 1.5002954E+002, 5.0782075E+002, 8.9603005E+001, 1.4812690E+002, 2.7512106E+002, 4.4864840E+002, 4.9809349E+002, 4.9774740E+002, 4.8002779E+002, 3.9228761E+002, 2.0037973E+002, 8.9719658E+001, 8.9468894E+001, 2.0007673E+002, 3.9209148E+002, 4.7996622E+002, 4.9779417E+002, 4.4761724E+001,-1.8460564E+001,-6.4328115E-001,-4.9333783E+000, 4.4118443E+001,-2.3393942E+001,-1.0248478E+002,-9.5124001E+000,-1.1199718E+002, 1.0500000E+001, 9.5394300E+002
 1.3102310E+002, 5.0992173E+002, 5.0817511E+002, 3.0120808E+002, 2.0831586E+002, 2.0817663E+002, 1.5123727E+002, 5.0992173E+002, 9.0370355E+001, 1.4930688E+002, 2.7695723E+002, 4.5077196E+002, 5.0021554E+002, 4.9984304E+002, 4.8214662E+002, 3.9435913E+002, 2.0190226E+002, 9.0486927E+001, 9.0240942E+001, 2.0160517E+002, 3.9416959E+002, 4.8207854E+002, 4.9988427E+002, 4.4588166E+001,-1.8663039E+001,-6.6917302E-001,-5.0679026E+000, 4.3918993E+001,-2.3730942E+001,-1.0265758E+002,-9.3389455E+000,-1.1199652E+002, 1.0500000E+001, 9.5467845E+002
 1.3202946E+002, 5.1193773E+002, 5.1018168E+002, 3.0295618E+002, 2.0980896E+002, 2.0963914E+002, 1.5242109E+002, 5.1193773E+002, 9.1126969E+001, 1.5046745E+002, 2.7874631E+002, 4.5283430E+002, 5.0225885E+002, 5.0185400E+002, 4.8418316E+002, 3.9636191E+002, 2.0339275E+002, 9.1239137E+001, 9.0999935E+001, 2.0309684E+002, 3.9618195E+002, 4.8413005E+002, 5.0190484E+002, 4.4493805E+001,-1.8859874E+001,-6.4720321E-001,-5.0584939E+000, 4.3846602E+001,-2.3918368E+001,-1.0270955E+002,-9.2874451E+000,-1.1199700E+002, 1.0500000E+001, 9.5511119E+002
 1.3300533E+002, 5.1391830E+002, 5.1216399E+002, 3.0467941E+002, 2.1126967E+002, 2.1107861E+002, 1.5359585E+002, 5.1391830E+002, 9.1884497E+001, 1.5161474E+002, 2.8049980E+002, 4.5479286E+002, 5.0422387E+002, 5.0383253E+002, 4.8615636E+002, 3.9832163E+002, 2.0484583E+002, 9.1980484E+001, 9.1747011E+001, 2.0456922E+002, 3.9814630E+002, 4.8614926E+002, 5.0389636E+002, 4.4323541E+001,-1.9054579E+001,-6.6228175E-001,-4.8185832E+000, 4.3661259E+001,-2.3873162E+001,-1.0238887E+002,-9.6077032E+000,-1.1199658E+002, 1.0500000E+001, 9.5452536E+002
 1.3401511E+002, 5.1588370E+002, 5.1412714E+002, 3.0638842E+002, 2.1271931E+002, 2.1250914E+002, 1.5476925E+002, 5.1588370E+002, 9.2633877E+001, 1.5276042E+002, 2.8225771E+002, 4.5678243E+002, 5.0615598E+002, 5.0577975E+002, 4.8808592E+002, 4.0022722E+002, 2.0627446E+002, 9.2718940E+001, 9.2497484E+001, 2.0603889E+002, 4.0008487E+002, 4.8812808E+002, 5.0586325E+002, 4.4184072E+001,-1.9250369E+001,-6.6093366E-001,-4.6725944E+000, 4.3523138E+001,-2.3922964E+001,-1.0219869E+002,-9.7982247E+000,-1.1199692E+002, 1.0500000E+001, 9.5430802E+002
 1.3502104E+002, 5.1784395E+002, 5.1607832E+002, 3.0811842E+002, 2.1417329E+002, 2.1394143E+002, 1.5594655E+002, 5.1784395E+002, 9.3388470E+001, 1.5391602E+002, 2.8401044E+002, 4.5875046E+002, 5.0809498E+002, 5.0768284E+002, 4.9000575E+002, 4.0211203E+002, 2.0771320E+002, 9.3459308E+001, 9.3258661E+001, 2.0751678E+002, 4.0202120E+002, 4.9005041E+002, 5.0777118E+002, 4.4042193E+001,-1.9444699E+001,-6.6102215E-001,-4.7710474E+000, 4.3381171E+001,-2.4215746E+001,-1.0237268E+002,-9.6245722E+000,-1.1199726E+002, 1.0500000E+001, 9.5504704E+002
 1.3602596E+002, 5.1973404E+002, 5.1795125E+002, 3.0984794E+002, 2.1560194E+002, 2.1535926E+002, 1.5712172E+002, 5.1973404E+002, 9.4146890E+001, 1.5507400E+002, 2.8573962E+002, 4.6062850E+002, 5.0996095E+002, 5.0948550E+002, 4.9183467E+002, 4.0396505E+002, 2.0914560E+002, 9.4200484E+001, 9.4017758E+001, 2.0897459E+002, 4.0393779E+002, 4.9197956E+002, 5.0968823E+002, 4.3911280E+001,-1.9635249E+001,-6.6402002E-001,-5.2079921E+000, 4.3247260E+001,-2.4843241E+001,-1.0277500E+002,-9.2219505E+000,-1.1199695E+002, 1.0500000E+001, 9.5637415E+002
 1.3701066E+002, 5.2152480E+002, 5.1973420E+002, 3.1151299E+002, 2.1699351E+002, 2.1674732E+002, 1.5827793E+002, 5.2152480E+002, 9.4894902E+001, 1.5621992E+002, 2.8744870E+002, 4.6245956E+002, 5.1179374E+002, 5.1122821E+002, 4.9360624E+002, 4.0577034E+002, 2.1055350E+002, 9.4935540E+001, 9.4764511E+001, 2.1039925E+002, 4.0579545E+002, 4.9385976E+002, 5.1152293E+002, 4.3767472E+001,-1.9815832E+001,-6.7741698E-001,-5.2767847E+000, 4.3090056E+001,-2.5092616E+001,-1.0275330E+002,-9.2437005E+000,-1.1199700E+002, 1.0500000E+001, 9.5656998E+002
 1.3800462E+002, 5.2326261E+002, 5.2145722E+002, 3.1311752E+002, 2.1836404E+002, 2.1811601E+002, 1.5941412E+002, 5.2326261E+002, 9.5631009E+001, 1.5734620E+002, 2.8913125E+002, 4.6429184E+002, 5.1355965E+002, 5.1292046E+002, 4.9531436E+002, 4.0752961E+002, 2.1193762E+002, 9.5676647E+001, 9.5497574E+001, 2.1180828E+002, 4.0759840E+002, 4.9569121E+002, 5.1330924E+002, 4.3696783E+001,-1.9992656E+001,-6.7908198E-001,-5.6008054E+000, 4.3017701E+001,-2.5593461E+001,-1.0287718E+002,-9.1195014E+000,-1.1199668E+002, 1.0500000E+001, 9.5715862E+002
 1.3900120E+002, 5.2498662E+002, 5.2318394E+002, 3.1471495E+002, 2.1974546E+002, 2.1949532E+002, 1.6055921E+002, 5.2498662E+002, 9.6368749E+001, 1.5846469E+002, 2.9079801E+002, 4.6609668E+002, 5.1529517E+002, 5.1462224E+002, 4.9702076E+002, 4.0930110E+002, 2.1333314E+002, 9.6411613E+001, 9.6233740E+001, 2.1320691E+002, 4.0937514E+002, 4.9752393E+002, 5.1510025E+002, 4.3546447E+001,-2.0170520E+001,-6.8066705E-001,-5.2792008E+000, 4.2865780E+001,-2.5449720E+001,-1.0288014E+002,-9.1171355E+000,-1.1199728E+002, 1.0500000E+001, 9.5742466E+002
 1.4000720E+002, 5.2670869E+002, 5.2490901E+002, 3.1629847E+002, 2.2112000E+002, 2.2086569E+002, 1.6169426E+002, 5.2670869E+002, 9.7108015E+001, 1.5957162E+002, 2.9243782E+002, 4.6787023E+002, 5.1705289E+002, 5.1633291E+002, 4.9872983E+002, 4.1103598E+002, 2.1471274E+002, 9.7145885E+001, 9.6961391E+001, 2.1457668E+002, 4.1109483E+002, 4.9927645E+002, 5.1685553E+002, 4.3456131E+001,-2.0346783E+001,-6.8379363E-001,-4.9114789E+000, 4.2772338E+001,-2.5258262E+001,-1.0311339E+002,-8.8836990E+000,-1.1199709E+002, 1.0500000E+001, 9.5830244E+002
 1.4100064E+002, 5.2841386E+002, 5.2660932E+002, 3.1786945E+002, 2.2248918E+002, 2.2225348E+002, 1.6282314E+002, 5.2841386E+002, 9.7848976E+001, 1.6068784E+002, 2.9409560E+002, 4.6966424E+002, 5.1878602E+002, 5.1804378E+002, 5.0045144E+002, 4.1276741E+002, 2.1608775E+002, 9.7881466E+001, 9.7696418E+001, 2.1596258E+002, 4.1280721E+002, 5.0095529E+002, 5.1854083E+002, 4.3242561E+001,-2.0525311E+001,-7.1766400E-001,-4.9755238E+000, 4.2524897E+001,-2.5500835E+001,-1.0250472E+002,-9.4925318E+000,-1.1199725E+002, 1.0500000E+001, 9.5694262E+002
 1.4200136E+002, 5.3007297E+002, 5.2825966E+002, 3.1939668E+002, 2.2382716E+002, 2.2360121E+002, 1.6392651E+002, 5.3007297E+002, 9.8586974E+001, 1.6179277E+002, 2.9571771E+002, 4.7137816E+002, 5.2043675E+002, 5.1973824E+002, 5.0214714E+002, 4.1443373E+002, 2.1743382E+002, 9.8601271E+001, 9.8424450E+001, 2.1731394E+002, 4.1448542E+002, 5.0256158E+002, 5.2013383E+002, 4.3081983E+001,-2.0698188E+001,-7.1963995E-001,-5.1710529E+000, 4.2362343E+001,-2.5869240E+001,-1.0204200E+002,-9.9553699E+000,-1.1199737E+002, 1.0500000E+001, 9.5596775E+002
 1.4300041E+002, 5.3165002E+002, 5.2982690E+002, 3.2092812E+002, 2.2517255E+002, 2.2494095E+002, 1.6502713E+002, 5.3165002E+002, 9.9318789E+001, 1.6289944E+002, 2.9732744E+002, 4.7303408E+002, 5.2200425E+002, 5.2142081E+002, 5.0381632E+002, 4.1608917E+002, 2.1878320E+002, 9.9331410E+001, 9.9151000E+001, 2.1867189E+002, 4.1613301E+002, 5.0415157E+002, 5.2170372E+002, 4.3014296E+001,-2.0864968E+001,-7.2529286E-001,-5.2972561E+000, 4.2289004E+001,-2.6162224E+001,-1.0272173E+002,-9.2753007E+000,-1.1199703E+002, 1.0500000E+001, 9.5800289E+002
 1.4400829E+002, 5.3325037E+002, 5.3143087E+002, 3.2245960E+002, 2.2650362E+002, 2.2627185E+002, 1.6612225E+002, 5.3325037E+002, 1.0005408E+002, 1.6400322E+002, 2.9890403E+002, 4.7466586E+002, 5.2359599E+002, 5.2303691E+002, 5.0542175E+002, 4.1772403E+002, 2.2014392E+002, 1.0006492E+002, 9.9884121E+001, 2.2004354E+002, 4.1779453E+002, 5.0573022E+002, 5.2328047E+002, 4.2952339E+001,-2.1031904E+001,-6.9244832E-001,-4.8359008E+000, 4.2259891E+001,-2.5867805E+001,-1.0291244E+002,-9.0848999E+000,-1.1199734E+002, 1.0500000E+001, 9.5876056E+002
 1.4502507E+002, 5.3482598E+002, 5.3298561E+002, 3.2396460E+002, 2.2783072E+002, 2.2760651E+002, 1.6722963E+002, 5.3482598E+002, 1.0079488E+002, 1.6509302E+002, 3.0046597E+002, 4.7625855E+002, 5.2512949E+002, 5.2459373E+002, 5.0699653E+002, 4.1936246E+002, 2.2151441E+002, 1.0081152E+002, 1.0062685E+002, 2.2142175E+002, 4.1946146E+002, 5.0733330E+002, 5.2485174E+002, 4.2737726E+001,-2.1201589E+001,-7.0961784E-001,-5.5508838E+000, 4.2028108E+001,-2.6752473E+001,-1.0196737E+002,-1.0030332E+001,-1.1199770E+002, 1.0500000E+001, 9.5650869E+002
 1.4601725E+002, 5.3628915E+002, 5.3443809E+002, 3.2544301E+002, 2.2913522E+002, 2.2891679E+002, 1.6831970E+002, 5.3628915E+002, 1.0151697E+002, 1.6615564E+002, 3.0198750E+002, 4.7781991E+002, 5.2662253E+002, 5.2610316E+002, 5.0857818E+002, 4.2096399E+002, 2.2284895E+002, 1.0155039E+002, 1.0135239E+002, 2.2276065E+002, 4.2108615E+002, 5.0889087E+002, 5.2639659E+002, 4.2644780E+001,-2.1357084E+001,-7.1675869E-001,-5.7369381E+000, 4.1928021E+001,-2.7094022E+001,-1.0276003E+002,-9.2372542E+000,-1.1199728E+002, 1.0500000E+001, 9.5881672E+002
 1.4700944E+002, 5.3771466E+002, 5.3586055E+002, 3.2688420E+002, 2.3040803E+002, 2.3019380E+002, 1.6939267E+002, 5.3771466E+002, 1.0222788E+002, 1.6719517E+002, 3.0347363E+002, 4.7931336E+002, 5.2805533E+002, 5.2758226E+002, 5.1006818E+002, 4.2251026E+002, 2.2415850E+002, 1.0226607E+002, 1.0206091E+002, 2.2405388E+002, 4.2263132E+002, 5.1038452E+002, 5.2788599E+002, 4.2546138E+001,-2.1510176E+001,-7.2603127E-001,-5.6522718E+000, 4.1820107E+001,-2.7162448E+001,-1.0275520E+002,-9.2421631E+000,-1.1199736E+002, 1.0500000E+001, 9.5903272E+002
 1.4801365E+002, 5.3914062E+002, 5.3728790E+002, 3.2834514E+002, 2.3168470E+002, 2.3147218E+002, 1.7046707E+002, 5.3914062E+002, 1.0294976E+002, 1.6824688E+002, 3.0494257E+002, 4.8078933E+002, 5.2946325E+002, 5.2903435E+002, 5.1152069E+002, 4.2407727E+002, 2.2547964E+002, 1.0299200E+002, 1.0277805E+002, 2.2534685E+002, 4.2415878E+002, 5.1185727E+002, 5.2937204E+002, 4.2445213E+001,-2.1664304E+001,-7.0898265E-001,-5.3969845E+000, 4.1736230E+001,-2.7061289E+001,-1.0295324E+002,-9.0443289E+000,-1.1199756E+002, 1.0500000E+001, 9.5977973E+002
 1.4901209E+002, 5.4050463E+002, 5.3862682E+002, 3.2978032E+002, 2.3296981E+002, 2.3272898E+002, 1.7153230E+002, 5.4050463E+002, 1.0365795E+002, 1.6927655E+002, 3.0637523E+002, 4.8218205E+002, 5.3079368E+002, 5.3043877E+002, 5.1297539E+002, 4.2560083E+002, 2.2677904E+002, 1.0371360E+002, 1.0348983E+002, 2.2662421E+002, 4.2561239E+002, 5.1327915E+002, 5.3080800E+002, 4.2364162E+001,-2.1813201E+001,-7.2536834E-001,-6.1594019E+000, 4.1638794E+001,-2.7972603E+001,-1.0266223E+002,-9.3349288E+000,-1.1199716E+002, 1.0500000E+001, 9.5923983E+002
 1.5001080E+002, 5.4183713E+002, 5.3996541E+002, 3.3118885E+002, 2.3424371E+002, 2.3397705E+002, 1.7259084E+002, 5.4183713E+002, 1.0437057E+002, 1.7032280E+002, 3.0781812E+002, 4.8358840E+002, 5.3212307E+002, 5.3185873E+002, 5.1443214E+002, 4.2713536E+002, 2.2808402E+002, 1.0443752E+002, 1.0420447E+002, 2.2791166E+002, 4.2713555E+002, 5.1468989E+002, 5.3216338E+002, 4.2259735E+001,-2.1958709E+001,-7.3294730E-001,-5.7057882E+000, 4.1526787E+001,-2.7664497E+001,-1.0277381E+002,-9.2241772E+000,-1.1199799E+002, 1.0500000E+001, 9.5975610E+002
 1.5100698E+002, 5.4318581E+002, 5.4131598E+002, 3.3259052E+002, 2.3554833E+002, 2.3523939E+002, 1.7365158E+002, 5.4318581E+002, 1.0509369E+002, 1.7137766E+002, 3.0926845E+002, 4.8499216E+002, 5.3350205E+002, 5.3325473E+002, 5.1584367E+002, 4.2863726E+002, 2.2939227E+002, 1.0515628E+002, 1.0493082E+002, 2.2922521E+002, 4.2867734E+002, 5.1614838E+002, 5.3356238E+002, 4.2146090E+001,-2.2106019E+001,-7.4745794E-001,-5.5070601E+000, 4.1398632E+001,-2.7613080E+001,-1.0265819E+002,-9.3391109E+000,-1.1199730E+002, 1.0500000E+001, 9.5966739E+002
 1.5202332E+002, 5.4452180E+002, 5.4265233E+002, 3.3396871E+002, 2.3684229E+002, 2.3649390E+002, 1.7470076E+002, 5.4452180E+002, 1.0581229E+002, 1.7242284E+002, 3.1070585E+002, 4.8637075E+002, 5.3482952E+002, 5.3458969E+002, 5.1717559E+002, 4.3010688E+002, 2.3068668E+002, 1.0586738E+002, 1.0564635E+002, 2.3051027E+002, 4.3017577E+002, 5.1753498E+002, 5.3491650E+002, 4.2037808E+001,-2.2253858E+001,-7.3170681E-001,-5.3388085E+000, 4.1306101E+001,-2.7592666E+001,-1.0265584E+002,-9.3416479E+000,-1.1199748E+002, 1.0500000E+001, 9.5987420E+002
 1.5302046E+002, 5.4586263E+002, 5.4398026E+002, 3.3534246E+002, 2.3811697E+002, 2.3775642E+002, 1.7576442E+002, 5.4586263E+002, 1.0653661E+002, 1.7347054E+002, 3.1214535E+002, 4.8774647E+002, 5.3615806E+002, 5.3588691E+002, 5.1853901E+002, 4.3161192E+002, 2.3199154E+002, 1.0658793E+002, 1.0637491E+002, 2.3181839E+002, 4.3167853E+002, 5.1887930E+002, 5.3624584E+002, 4.1908722E+001,-2.2401191E+001,-7.4024987E-001,-5.6920268E+000, 4.1168472E+001,-2.8093217E+001,-1.0262544E+002,-9.3719305E+000,-1.1199737E+002, 1.0500000E+001, 9.6001117E+002
 1.5402907E+002, 5.4710440E+002, 5.4521843E+002, 3.3667985E+002, 2.3933740E+002, 2.3897764E+002, 1.7680353E+002, 5.4710440E+002, 1.0724600E+002, 1.7448779E+002, 3.1353732E+002, 4.8910005E+002, 5.3745396E+002, 5.3715303E+002, 5.1986230E+002, 4.3305062E+002, 2.3325366E+002, 1.0729853E+002, 1.0708351E+002, 2.3308875E+002, 4.3309173E+002, 5.2018091E+002, 5.3750013E+002, 4.1790058E+001,-2.2540653E+001,-7.4639414E-001,-5.6215580E+000, 4.1043664E+001,-2.8162212E+001,-1.0221528E+002,-9.7823730E+000,-1.1199765E+002, 1.0500000E+001, 9.5914032E+002
 1.5501847E+002, 5.4834268E+002, 5.4645104E+002, 3.3800477E+002, 2.4055580E+002, 2.4017904E+002, 1.7783294E+002, 5.4834268E+002, 1.0794441E+002, 1.7548520E+002, 3.1489236E+002, 4.9041450E+002, 5.3873672E+002, 5.3845484E+002, 5.2118095E+002, 4.3445425E+002, 2.3448839E+002, 1.0799475E+002, 1.0778764E+002, 2.3434226E+002, 4.3446092E+002, 5.2142728E+002, 5.3872244E+002, 4.1733654E+001,-2.2677483E+001,-7.4881255E-001,-5.6640543E+000, 4.0984841E+001,-2.8341537E+001,-1.0218495E+002,-9.8124331E+000,-1.1199739E+002, 1.0500000E+001, 9.5927196E+002
