s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C
Time,"T_bottom","T_top","WT1","WT2","WT3","WT4","WT5","WT6","WT7","WT8","WT9","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT20","rhfHeatedSide","rhfCooledSide","chfHeatedSide","chfCooledSide","thfHeatedSide","thfCooledSide","rhfRadPanelSide","chfRadPanelSide","thfRadPanelSide","WTRADPANELSBOTTOM","WTRADPANELTOP"
 2.7001034E+002, 6.0011803E+002, 5.9801025E+002, 4.1466514E+002, 3.1993796E+002, 3.1988318E+002, 2.5372390E+002, 6.0011803E+002, 1.7096469E+002, 2.5338168E+002, 3.9515317E+002, 5.4978180E+002, 5.9094407E+002, 5.9173158E+002, 5.7667924E+002, 5.0249802E+002, 3.1805536E+002, 1.7109552E+002, 1.7076906E+002, 3.1719349E+002, 5.0157425E+002, 5.7600126E+002, 5.9116250E+002, 3.7612759E+001,-2.9052641E+001,-8.6685505E-001,-6.0565052E+000, 3.6745904E+001,-3.5109146E+001,-1.0290348E+002,-9.0960270E+000,-1.1199950E+002, 1.0500000E+001, 9.7153802E+002
 2.7100178E+002, 6.0023837E+002, 5.9813702E+002, 4.1490809E+002, 3.2026392E+002, 3.2019646E+002, 2.5407568E+002, 6.0023837E+002, 1.7135830E+002, 2.5379007E+002, 3.9543182E+002, 5.4994064E+002, 5.9107690E+002, 5.9183617E+002, 5.7678798E+002, 5.0262595E+002, 3.1838941E+002, 1.7148757E+002, 1.7116848E+002, 3.1758429E+002, 5.0179618E+002, 5.7615122E+002, 5.9127074E+002, 3.7553041E+001,-2.9070172E+001,-8.6746706E-001,-5.8030511E+000, 3.6685574E+001,-3.4873223E+001,-1.0227220E+002,-9.7276098E+000,-1.1199981E+002, 1.0500000E+001, 9.6995347E+002
 2.7201537E+002, 6.0036535E+002, 5.9826553E+002, 4.1517167E+002, 3.2060810E+002, 3.2052870E+002, 2.5443607E+002, 6.0036535E+002, 1.7176630E+002, 2.5418975E+002, 3.9569737E+002, 5.5008827E+002, 5.9125257E+002, 5.9192682E+002, 5.7689326E+002, 5.0277410E+002, 3.1874626E+002, 1.7188164E+002, 1.7157645E+002, 3.1796187E+002, 5.0198583E+002, 5.7628443E+002, 5.9140227E+002, 3.7496324E+001,-2.9086898E+001,-8.7754572E-001,-5.8281891E+000, 3.6618778E+001,-3.4915087E+001,-1.0225912E+002,-9.7405473E+000,-1.1199967E+002, 1.0500000E+001, 9.6993487E+002
 2.7300101E+002, 6.0050932E+002, 5.9840568E+002, 4.1541224E+002, 3.2093549E+002, 3.2087468E+002, 2.5480928E+002, 6.0050932E+002, 1.7215728E+002, 2.5457257E+002, 3.9596048E+002, 5.5021871E+002, 5.9140808E+002, 5.9205641E+002, 5.7700080E+002, 5.0294706E+002, 3.1910656E+002, 1.7227646E+002, 1.7197177E+002, 3.1830699E+002, 5.0215877E+002, 5.7639029E+002, 5.9152583E+002, 3.7578623E+001,-2.9105446E+001,-8.7669520E-001,-5.8633838E+000, 3.6701928E+001,-3.4968829E+001,-1.0266291E+002,-9.3367924E+000,-1.1199970E+002, 1.0500000E+001, 9.7101472E+002
 2.7400640E+002, 6.0064738E+002, 5.9855185E+002, 4.1563866E+002, 3.2123977E+002, 3.2120193E+002, 2.5517301E+002, 6.0064738E+002, 1.7254515E+002, 2.5495420E+002, 3.9622831E+002, 5.5038166E+002, 5.9155517E+002, 5.9215259E+002, 5.7711342E+002, 5.0311501E+002, 3.1944426E+002, 1.7265678E+002, 1.7235092E+002, 3.1865216E+002, 5.0236273E+002, 5.7651229E+002, 5.9163589E+002, 3.7520163E+001,-2.9124373E+001,-8.7020796E-001,-5.6208179E+000, 3.6649955E+001,-3.4745191E+001,-1.0290858E+002,-9.0911503E+000,-1.1199973E+002, 1.0500000E+001, 9.7166136E+002
 2.7502031E+002, 6.0077533E+002, 5.9867090E+002, 4.1588590E+002, 3.2155158E+002, 3.2151173E+002, 2.5552372E+002, 6.0077533E+002, 1.7292841E+002, 2.5533558E+002, 3.9648404E+002, 5.5052745E+002, 5.9170357E+002, 5.9227240E+002, 5.7724555E+002, 5.0327788E+002, 3.1977147E+002, 1.7302757E+002, 1.7273707E+002, 3.1897634E+002, 5.0252775E+002, 5.7663684E+002, 5.9175228E+002, 3.7555644E+001,-2.9141551E+001,-8.8168740E-001,-5.8286585E+000, 3.6673956E+001,-3.4970209E+001,-1.0273211E+002,-9.2674232E+000,-1.1199953E+002, 1.0500000E+001, 9.7124230E+002
 2.7601929E+002, 6.0090881E+002, 5.9880414E+002, 4.1614531E+002, 3.2186667E+002, 3.2179775E+002, 2.5587730E+002, 6.0090881E+002, 1.7330184E+002, 2.5569522E+002, 3.9671850E+002, 5.5067958E+002, 5.9185456E+002, 5.9239579E+002, 5.7736169E+002, 5.0343134E+002, 3.2009500E+002, 1.7340081E+002, 1.7312233E+002, 3.1931308E+002, 5.0271573E+002, 5.7676722E+002, 5.9188472E+002, 3.7534606E+001,-2.9158879E+001,-8.7426749E-001,-5.8388984E+000, 3.6660339E+001,-3.4997777E+001,-1.0254134E+002,-9.4584525E+000,-1.1199980E+002, 1.0500000E+001, 9.7078940E+002
 2.7701016E+002, 6.0103791E+002, 5.9893986E+002, 4.1638520E+002, 3.2216424E+002, 3.2209152E+002, 2.5623190E+002, 6.0103791E+002, 1.7367996E+002, 2.5605660E+002, 3.9696722E+002, 5.5084759E+002, 5.9202196E+002, 5.9247781E+002, 5.7743287E+002, 5.0357640E+002, 3.2041795E+002, 1.7377588E+002, 1.7350381E+002, 3.1965187E+002, 5.0287132E+002, 5.7686798E+002, 5.9200458E+002, 3.7538997E+001,-2.9176840E+001,-8.6407183E-001,-5.5590831E+000, 3.6674925E+001,-3.4735923E+001,-1.0266972E+002,-9.3300243E+000,-1.1199974E+002, 1.0500000E+001, 9.7114721E+002
 2.7801117E+002, 6.0115862E+002, 5.9904417E+002, 4.1661627E+002, 3.2245064E+002, 3.2240649E+002, 2.5656611E+002, 6.0115862E+002, 1.7404842E+002, 2.5641029E+002, 3.9719446E+002, 5.5097939E+002, 5.9213127E+002, 5.9254620E+002, 5.7750296E+002, 5.0376599E+002, 3.2073182E+002, 1.7415128E+002, 1.7388133E+002, 3.1999328E+002, 5.0303955E+002, 5.7695904E+002, 5.9207536E+002, 3.7544283E+001,-2.9192696E+001,-8.8057688E-001,-6.1345517E+000, 3.6663706E+001,-3.5327248E+001,-1.0275954E+002,-9.2401258E+000,-1.1199966E+002, 1.0500000E+001, 9.7140536E+002
 2.7901311E+002, 6.0125289E+002, 5.9914757E+002, 4.1680941E+002, 3.2274743E+002, 3.2269178E+002, 2.5689222E+002, 6.0125289E+002, 1.7441194E+002, 2.5676893E+002, 3.9738928E+002, 5.5107454E+002, 5.9221500E+002, 5.9259242E+002, 5.7756081E+002, 5.0388163E+002, 3.2102750E+002, 1.7453034E+002, 1.7425353E+002, 3.2031772E+002, 5.0323029E+002, 5.7711065E+002, 5.9218867E+002, 3.7475254E+001,-2.9206729E+001,-8.8344615E-001,-5.8333959E+000, 3.6591808E+001,-3.5040125E+001,-1.0250450E+002,-9.4952101E+000,-1.1199971E+002, 1.0500000E+001, 9.7077056E+002
 2.8001960E+002, 6.0136837E+002, 5.9925804E+002, 4.1701687E+002, 3.2303561E+002, 3.2297343E+002, 2.5722109E+002, 6.0136837E+002, 1.7478834E+002, 2.5713314E+002, 3.9761415E+002, 5.5118114E+002, 5.9233764E+002, 5.9262580E+002, 5.7760111E+002, 5.0399801E+002, 3.2132987E+002, 1.7490344E+002, 1.7462210E+002, 3.2064532E+002, 5.0342655E+002, 5.7727783E+002, 5.9232448E+002, 3.7471308E+001,-2.9221648E+001,-8.7680020E-001,-6.0096132E+000, 3.6594508E+001,-3.5231261E+001,-1.0242680E+002,-9.5730842E+000,-1.1199988E+002, 1.0500000E+001, 9.7059993E+002
 2.8100261E+002, 6.0145503E+002, 5.9934127E+002, 4.1723800E+002, 3.2332995E+002, 3.2325282E+002, 2.5755685E+002, 6.0145503E+002, 1.7515722E+002, 2.5748784E+002, 3.9783371E+002, 5.5125116E+002, 5.9247898E+002, 5.9270690E+002, 5.7773221E+002, 5.0416422E+002, 3.2164080E+002, 1.7527121E+002, 1.7499373E+002, 3.2100134E+002, 5.0364531E+002, 5.7739317E+002, 5.9246342E+002, 3.7465445E+001,-2.9233261E+001,-8.8622641E-001,-6.1334863E+000, 3.6579218E+001,-3.5366747E+001,-1.0275114E+002,-9.2486052E+000,-1.1199974E+002, 1.0500000E+001, 9.7145044E+002
 2.8200587E+002, 6.0152740E+002, 5.9941530E+002, 4.1746277E+002, 3.2362224E+002, 3.2353115E+002, 2.5788562E+002, 6.0152740E+002, 1.7552802E+002, 2.5785296E+002, 3.9805709E+002, 5.5133746E+002, 5.9257493E+002, 5.9281125E+002, 5.7782245E+002, 5.0429081E+002, 3.2195249E+002, 1.7563086E+002, 1.7536440E+002, 3.2135108E+002, 5.0384727E+002, 5.7750485E+002, 5.9256492E+002, 3.7458609E+001,-2.9242782E+001,-8.7253947E-001,-6.0060230E+000, 3.6586070E+001,-3.5248805E+001,-1.0230713E+002,-9.6925503E+000,-1.1199968E+002, 1.0500000E+001, 9.7033671E+002
 2.8301008E+002, 6.0163730E+002, 5.9952576E+002, 4.1765163E+002, 3.2389542E+002, 3.2380914E+002, 2.5822231E+002, 6.0163730E+002, 1.7590591E+002, 2.5820556E+002, 3.9828905E+002, 5.5141922E+002, 5.9265512E+002, 5.9289695E+002, 5.7793578E+002, 5.0439670E+002, 3.2221726E+002, 1.7598371E+002, 1.7573454E+002, 3.2167037E+002, 5.0400603E+002, 5.7760201E+002, 5.9265065E+002, 3.7512947E+001,-2.9257370E+001,-8.6204869E-001,-5.9682232E+000, 3.6650898E+001,-3.5225594E+001,-1.0258543E+002,-9.4141701E+000,-1.1199960E+002, 1.0500000E+001, 9.7108369E+002
 2.8401457E+002, 6.0171040E+002, 5.9958121E+002, 4.1787013E+002, 3.2417404E+002, 3.2409288E+002, 2.5853179E+002, 6.0171040E+002, 1.7627851E+002, 2.5855356E+002, 3.9851184E+002, 5.5149809E+002, 5.9270459E+002, 5.9302283E+002, 5.7806054E+002, 5.0451626E+002, 3.2248061E+002, 1.7633178E+002, 1.7609661E+002, 3.2199499E+002, 5.0415593E+002, 5.7765408E+002, 5.9266948E+002, 3.7440512E+001,-2.9267415E+001,-8.7281893E-001,-6.5864375E+000, 3.6567693E+001,-3.5853853E+001,-1.0243961E+002,-9.5603845E+000,-1.1200000E+002, 1.0500000E+001, 9.7073117E+002
 2.8500952E+002, 6.0174519E+002, 5.9962708E+002, 4.1809697E+002, 3.2444090E+002, 3.2437730E+002, 2.5883572E+002, 6.0174519E+002, 1.7663890E+002, 2.5889780E+002, 3.9873121E+002, 5.5159163E+002, 5.9275918E+002, 5.9312326E+002, 5.7815097E+002, 5.0463861E+002, 3.2275617E+002, 1.7668205E+002, 1.7645243E+002, 3.2230437E+002, 5.0431489E+002, 5.7773247E+002, 5.9269401E+002, 3.7381177E+001,-2.9272583E+001,-8.9324534E-001,-6.2491130E+000, 3.6487932E+001,-3.5521696E+001,-1.0196838E+002,-1.0031435E+001,-1.1199982E+002, 1.0500000E+001, 9.6953748E+002
 2.8600201E+002, 6.0179605E+002, 5.9967779E+002, 4.1835542E+002, 3.2470581E+002, 3.2465026E+002, 2.5914712E+002, 6.0179605E+002, 1.7699515E+002, 2.5924867E+002, 3.9893860E+002, 5.5168485E+002, 5.9282289E+002, 5.9320971E+002, 5.7822138E+002, 5.0473313E+002, 3.2302945E+002, 1.7702925E+002, 1.7679887E+002, 3.2259059E+002, 5.0449729E+002, 5.7779297E+002, 5.9276310E+002, 3.7407421E+001,-2.9280032E+001,-8.9715125E-001,-6.3022709E+000, 3.6510270E+001,-3.5582303E+001,-1.0223930E+002,-9.7603080E+000,-1.1199960E+002, 1.0500000E+001, 9.7024281E+002
 2.8701433E+002, 6.0185907E+002, 5.9974362E+002, 4.1860075E+002, 3.2497483E+002, 3.2492485E+002, 2.5946537E+002, 6.0185907E+002, 1.7735014E+002, 2.5959132E+002, 3.9916462E+002, 5.5176767E+002, 5.9292265E+002, 5.9326798E+002, 5.7826023E+002, 5.0484745E+002, 3.2329705E+002, 1.7737920E+002, 1.7713716E+002, 3.2285015E+002, 5.0465035E+002, 5.7789422E+002, 5.9286982E+002, 3.7404061E+001,-2.9288554E+001,-8.8198984E-001,-6.1110996E+000, 3.6522071E+001,-3.5399654E+001,-1.0243386E+002,-9.5661519E+000,-1.1200001E+002, 1.0500000E+001, 9.7076822E+002
 2.8801933E+002, 6.0193562E+002, 5.9982044E+002, 4.1883416E+002, 3.2523003E+002, 3.2520411E+002, 2.5977320E+002, 6.0193562E+002, 1.7770023E+002, 2.5992789E+002, 3.9938551E+002, 5.5187804E+002, 5.9301006E+002, 5.9331594E+002, 5.7830071E+002, 5.0496912E+002, 3.2355446E+002, 1.7773180E+002, 1.7746425E+002, 3.2309699E+002, 5.0474615E+002, 5.7797546E+002, 5.9296054E+002, 3.7429237E+001,-2.9298483E+001,-8.8324871E-001,-6.0822472E+000, 3.6545988E+001,-3.5380731E+001,-1.0252468E+002,-9.4750456E+000,-1.1199972E+002, 1.0500000E+001, 9.7102161E+002
 2.8900166E+002, 6.0201372E+002, 5.9990814E+002, 4.1906630E+002, 3.2548667E+002, 3.2547433E+002, 2.6006690E+002, 6.0201372E+002, 1.7804153E+002, 2.6026434E+002, 3.9958785E+002, 5.5200255E+002, 5.9309219E+002, 5.9338293E+002, 5.7838475E+002, 5.0509652E+002, 3.2380790E+002, 1.7807377E+002, 1.7779391E+002, 3.2336029E+002, 5.0484931E+002, 5.7806631E+002, 5.9303870E+002, 3.7379286E+001,-2.9309554E+001,-9.0225459E-001,-5.8226111E+000, 3.6477032E+001,-3.5132165E+001,-1.0229834E+002,-9.7013417E+000,-1.1199968E+002, 1.0500000E+001, 9.7045095E+002
 2.9001470E+002, 6.0210584E+002, 5.9999435E+002, 4.1926139E+002, 3.2575947E+002, 3.2573846E+002, 2.6036220E+002, 6.0210584E+002, 1.7839721E+002, 2.6060762E+002, 3.9978260E+002, 5.5211129E+002, 5.9314986E+002, 5.9342176E+002, 5.7844404E+002, 5.0520181E+002, 3.2405915E+002, 1.7841149E+002, 1.7813628E+002, 3.2363496E+002, 5.0498931E+002, 5.7822541E+002, 5.9314823E+002, 3.7411595E+001,-2.9321363E+001,-9.0076525E-001,-5.9647039E+000, 3.6510830E+001,-3.5286067E+001,-1.0267038E+002,-9.3292954E+000,-1.1199967E+002, 1.0500000E+001, 9.7143248E+002
 2.9102238E+002, 6.0218509E+002, 6.0006759E+002, 4.1946526E+002, 3.2602161E+002, 3.2604426E+002, 2.6065703E+002, 6.0218509E+002, 1.7875235E+002, 2.6093482E+002, 3.9998632E+002, 5.5216780E+002, 5.9320228E+002, 5.9350400E+002, 5.7850318E+002, 5.0530670E+002, 3.2431955E+002, 1.7875123E+002, 1.7848323E+002, 3.2390354E+002, 5.0513932E+002, 5.7836734E+002, 5.9326644E+002, 3.7401164E+001,-2.9331647E+001,-8.8175192E-001,-6.1609175E+000, 3.6519412E+001,-3.5492564E+001,-1.0260544E+002,-9.3944528E+000,-1.1199990E+002, 1.0500000E+001, 9.7129097E+002
 2.9202394E+002, 6.0222798E+002, 6.0010464E+002, 4.1966335E+002, 3.2626308E+002, 3.2636043E+002, 2.6094436E+002, 6.0222798E+002, 1.7908863E+002, 2.6126276E+002, 4.0020490E+002, 5.5224040E+002, 5.9325406E+002, 5.9360873E+002, 5.7861606E+002, 5.0545893E+002, 3.2460186E+002, 1.7908758E+002, 1.7883203E+002, 3.2419651E+002, 5.0527533E+002, 5.7843417E+002, 5.9332581E+002, 3.7388185E+001,-2.9337511E+001,-8.8020817E-001,-6.3389140E+000, 3.6507977E+001,-3.5676425E+001,-1.0268541E+002,-9.3143834E+000,-1.1199980E+002, 1.0500000E+001, 9.7150817E+002
 2.9301026E+002, 6.0227150E+002, 6.0013907E+002, 4.1988841E+002, 3.2650815E+002, 3.2665770E+002, 2.6122983E+002, 6.0227150E+002, 1.7941848E+002, 2.6157679E+002, 4.0040644E+002, 5.5233858E+002, 5.9328823E+002, 5.9368674E+002, 5.7874355E+002, 5.0554226E+002, 3.2484852E+002, 1.7942128E+002, 1.7917565E+002, 3.2449231E+002, 5.0539579E+002, 5.7851183E+002, 5.9337248E+002, 3.7401811E+001,-2.9343613E+001,-8.9392432E-001,-6.6708851E+000, 3.6507887E+001,-3.6014498E+001,-1.0272273E+002,-9.2770930E+000,-1.1199982E+002, 1.0500000E+001, 9.7162216E+002
 2.9400328E+002, 6.0229295E+002, 6.0017323E+002, 4.2006267E+002, 3.2674761E+002, 3.2696053E+002, 2.6151602E+002, 6.0229295E+002, 1.7975394E+002, 2.6190816E+002, 4.0062783E+002, 5.5243989E+002, 5.9333621E+002, 5.9375296E+002, 5.7887556E+002, 5.0571151E+002, 3.2508993E+002, 1.7974925E+002, 1.7950471E+002, 3.2477657E+002, 5.0555322E+002, 5.7861344E+002, 5.9343458E+002, 3.7388234E+001,-2.9347270E+001,-8.8860573E-001,-6.1746957E+000, 3.6499628E+001,-3.5521966E+001,-1.0215822E+002,-9.8417407E+000,-1.1199996E+002, 1.0500000E+001, 9.7019571E+002
 2.9502160E+002, 6.0234251E+002, 6.0022206E+002, 4.2024650E+002, 3.2697552E+002, 3.2722553E+002, 2.6180518E+002, 6.0234251E+002, 1.8008998E+002, 2.6223980E+002, 4.0085699E+002, 5.5254537E+002, 5.9340714E+002, 5.9384447E+002, 5.7900880E+002, 5.0590271E+002, 3.2536950E+002, 1.8008098E+002, 1.7983901E+002, 3.2505749E+002, 5.0571909E+002, 5.7870904E+002, 5.9349804E+002, 3.7369961E+001,-2.9353527E+001,-9.0397691E-001,-6.2770633E+000, 3.6465984E+001,-3.5630590E+001,-1.0223219E+002,-9.7674822E+000,-1.1199967E+002, 1.0500000E+001, 9.7039661E+002
 2.9602376E+002, 6.0240281E+002, 6.0028981E+002, 4.2041515E+002, 3.2719984E+002, 3.2747565E+002, 2.6209043E+002, 6.0240281E+002, 1.8042896E+002, 2.6256889E+002, 4.0108692E+002, 5.5263565E+002, 5.9347070E+002, 5.9396560E+002, 5.7911432E+002, 5.0603241E+002, 3.2563102E+002, 1.8042633E+002, 1.8018385E+002, 3.2531339E+002, 5.0584687E+002, 5.7881638E+002, 5.9358259E+002, 3.7397772E+001,-2.9361907E+001,-8.9213863E-001,-5.9334490E+000, 3.6505633E+001,-3.5295356E+001,-1.0232588E+002,-9.6739748E+000,-1.1199985E+002, 1.0500000E+001, 9.7066479E+002
 2.9701818E+002, 6.0250026E+002, 6.0039964E+002, 4.2059534E+002, 3.2743449E+002, 3.2772990E+002, 2.6236449E+002, 6.0250026E+002, 1.8075379E+002, 2.6289015E+002, 4.0128579E+002, 5.5273169E+002, 5.9356193E+002, 5.9401910E+002, 5.7914385E+002, 5.0609670E+002, 3.2584517E+002, 1.8075826E+002, 1.8051662E+002, 3.2559451E+002, 5.0595013E+002, 5.7887561E+002, 5.9361984E+002, 3.7367668E+001,-2.9375685E+001,-9.0056237E-001,-5.5483448E+000, 3.6467106E+001,-3.4924030E+001,-1.0234195E+002,-9.6578737E+000,-1.1199983E+002, 1.0500000E+001, 9.7072257E+002
 2.9801577E+002, 6.0259754E+002, 6.0048320E+002, 4.2077500E+002, 3.2767791E+002, 3.2798592E+002, 2.6264408E+002, 6.0259754E+002, 1.8107663E+002, 2.6320118E+002, 4.0145235E+002, 5.5279601E+002, 5.9362598E+002, 5.9408813E+002, 5.7918813E+002, 5.0612957E+002, 3.2604460E+002, 1.8107855E+002, 1.8084683E+002, 3.2586779E+002, 5.0607065E+002, 5.7898065E+002, 5.9373467E+002, 3.7312100E+001,-2.9388342E+001,-8.7852168E-001,-6.1031399E+000, 3.6433578E+001,-3.5491482E+001,-1.0203066E+002,-9.9691851E+000,-1.1199985E+002, 1.0500000E+001, 9.6994155E+002
 2.9901561E+002, 6.0264554E+002, 6.0052522E+002, 4.2093027E+002, 3.2790286E+002, 3.2822299E+002, 2.6291886E+002, 6.0264554E+002, 1.8139335E+002, 2.6350878E+002, 4.0165243E+002, 5.5284684E+002, 5.9365292E+002, 5.9418278E+002, 5.7928461E+002, 5.0621598E+002, 3.2627878E+002, 1.8139434E+002, 1.8117075E+002, 3.2612622E+002, 5.0620672E+002, 5.7912127E+002, 5.9385684E+002, 3.7320420E+001,-2.9395160E+001,-8.8928104E-001,-6.2309199E+000, 3.6431139E+001,-3.5626080E+001,-1.0203379E+002,-9.9662290E+000,-1.1200002E+002, 1.0500000E+001, 9.6997218E+002
 3.0001716E+002, 6.0266192E+002, 6.0052985E+002, 4.2109550E+002, 3.2812395E+002, 3.2844799E+002, 2.6319137E+002, 6.0266192E+002, 1.8172044E+002, 2.6381963E+002, 4.0185708E+002, 5.5289574E+002, 5.9363317E+002, 5.9429752E+002, 5.7938583E+002, 5.0636267E+002, 3.2654392E+002, 1.8170725E+002, 1.8149536E+002, 3.2638463E+002, 5.0630726E+002, 5.7921116E+002, 5.9393577E+002, 3.7372776E+001,-2.9396529E+001,-8.8663165E-001,-6.5762815E+000, 3.6486145E+001,-3.5972810E+001,-1.0256613E+002,-9.4334642E+000,-1.1199959E+002, 1.0500000E+001, 9.7134529E+002
 3.0102721E+002, 6.0272647E+002, 6.0062286E+002, 4.2125578E+002, 3.2836218E+002, 3.2867802E+002, 2.6345980E+002, 6.0272647E+002, 1.8204495E+002, 2.6412552E+002, 4.0205767E+002, 5.5295791E+002, 5.9371275E+002, 5.9437789E+002, 5.7946901E+002, 5.0651759E+002, 3.2680561E+002, 1.8202094E+002, 1.8181827E+002, 3.2664033E+002, 5.0640658E+002, 5.7926014E+002, 5.9399963E+002, 3.7406463E+001,-2.9406277E+001,-8.9456108E-001,-5.5775841E+000, 3.6511901E+001,-3.4983862E+001,-1.0264868E+002,-9.3510384E+000,-1.1199972E+002, 1.0500000E+001, 9.7157571E+002
 3.0201767E+002, 6.0282568E+002, 6.0072139E+002, 4.2138919E+002, 3.2860251E+002, 3.2891814E+002, 2.6371223E+002, 6.0282568E+002, 1.8235855E+002, 2.6440277E+002, 4.0221242E+002, 5.5305371E+002, 5.9379347E+002, 5.9440930E+002, 5.7954710E+002, 5.0666259E+002, 3.2706567E+002, 1.8233468E+002, 1.8213506E+002, 3.2688680E+002, 5.0652547E+002, 5.7932482E+002, 5.9407297E+002, 3.7285171E+001,-2.9419920E+001,-8.8992655E-001,-5.6883997E+000, 3.6395245E+001,-3.5108319E+001,-1.0189012E+002,-1.0109904E+001,-1.1200002E+002, 1.0500000E+001, 9.6964981E+002
 3.0302401E+002, 6.0289946E+002, 6.0078473E+002, 4.2154361E+002, 3.2882728E+002, 3.2914315E+002, 2.6397376E+002, 6.0289946E+002, 1.8266346E+002, 2.6467656E+002, 4.0236618E+002, 5.5315760E+002, 5.9388170E+002, 5.9444430E+002, 5.7960760E+002, 5.0676578E+002, 3.2730967E+002, 1.8265220E+002, 1.8245542E+002, 3.2714991E+002, 5.0665730E+002, 5.7936443E+002, 5.9407496E+002, 3.7317519E+001,-2.9429372E+001,-9.1047214E-001,-6.0837070E+000, 3.6407047E+001,-3.5513079E+001,-1.0220164E+002,-9.7979675E+000,-1.1199961E+002, 1.0500000E+001, 9.7045828E+002
 3.0402164E+002, 6.0295000E+002, 6.0083384E+002, 4.2169291E+002, 3.2904681E+002, 3.2934808E+002, 2.6423572E+002, 6.0295000E+002, 1.8296801E+002, 2.6496681E+002, 4.0255724E+002, 5.5328977E+002, 5.9397819E+002, 5.9446902E+002, 5.7965263E+002, 5.0687997E+002, 3.2757238E+002, 1.8296970E+002, 1.8277283E+002, 3.2740607E+002, 5.0675700E+002, 5.7941572E+002, 5.9409890E+002, 3.7318201E+001,-2.9435922E+001,-8.7937843E-001,-6.0462836E+000, 3.6438822E+001,-3.5482205E+001,-1.0267636E+002,-9.3235147E+000,-1.1199988E+002, 1.0500000E+001, 9.7168652E+002
 3.0501647E+002, 6.0301485E+002, 6.0090168E+002, 4.2183868E+002, 3.2926717E+002, 3.2957749E+002, 2.6448765E+002, 6.0301485E+002, 1.8326927E+002, 2.6525389E+002, 4.0274943E+002, 5.5338653E+002, 5.9409633E+002, 5.9451125E+002, 5.7968986E+002, 5.0699394E+002, 3.2782649E+002, 1.8328579E+002, 1.8309072E+002, 3.2765083E+002, 5.0687419E+002, 5.7944260E+002, 5.9411032E+002, 3.7338416E+001,-2.9444888E+001,-8.7855755E-001,-5.8789338E+000, 3.6459859E+001,-3.5323822E+001,-1.0256167E+002,-9.4383171E+000,-1.1199999E+002, 1.0500000E+001, 9.7141598E+002
 3.0600204E+002, 6.0308564E+002, 6.0097541E+002, 4.2198217E+002, 3.2948174E+002, 3.2979520E+002, 2.6473182E+002, 6.0308564E+002, 1.8356234E+002, 2.6551261E+002, 4.0291088E+002, 5.5344441E+002, 5.9416379E+002, 5.9462005E+002, 5.7977430E+002, 5.0710133E+002, 3.2806178E+002, 1.8359591E+002, 1.8339830E+002, 3.2788374E+002, 5.0698742E+002, 5.7949328E+002, 5.9414382E+002, 3.7369112E+001,-2.9454570E+001,-8.8189037E-001,-5.7732073E+000, 3.6487222E+001,-3.5227778E+001,-1.0275137E+002,-9.2482135E+000,-1.1199958E+002, 1.0500000E+001, 9.7191561E+002
 3.0700057E+002, 6.0316390E+002, 6.0104481E+002, 4.2214482E+002, 3.2969259E+002, 3.3001002E+002, 2.6497786E+002, 6.0316390E+002, 1.8385306E+002, 2.6576737E+002, 4.0305904E+002, 5.5355500E+002, 5.9424654E+002, 5.9464807E+002, 5.7982036E+002, 5.0720292E+002, 3.2828452E+002, 1.8389746E+002, 1.8370242E+002, 3.2810624E+002, 5.0704804E+002, 5.7951287E+002, 5.9417484E+002, 3.7374168E+001,-2.9465215E+001,-8.9072951E-001,-6.0787939E+000, 3.6483439E+001,-3.5544009E+001,-1.0267702E+002,-9.3228009E+000,-1.1199982E+002, 1.0500000E+001, 9.7174607E+002
 3.0802377E+002, 6.0321843E+002, 6.0110535E+002, 4.2231302E+002, 3.2990775E+002, 3.3021991E+002, 2.6522521E+002, 6.0321843E+002, 1.8415470E+002, 2.6602859E+002, 4.0320915E+002, 5.5365985E+002, 5.9431407E+002, 5.9469768E+002, 5.7988696E+002, 5.0729064E+002, 3.2852062E+002, 1.8419486E+002, 1.8401815E+002, 3.2835088E+002, 5.0715787E+002, 5.7955552E+002, 5.9422500E+002, 3.7365546E+001,-2.9472707E+001,-8.8937429E-001,-5.8357187E+000, 3.6476172E+001,-3.5308426E+001,-1.0280796E+002,-9.1917981E+000,-1.1199976E+002, 1.0500000E+001, 9.7209525E+002
 3.0901816E+002, 6.0327957E+002, 6.0114729E+002, 4.2246987E+002, 3.3011360E+002, 3.3043950E+002, 2.6546869E+002, 6.0327957E+002, 1.8444570E+002, 2.6627809E+002, 4.0333357E+002, 5.5366514E+002, 5.9432344E+002, 5.9473786E+002, 5.7994129E+002, 5.0739903E+002, 3.2877886E+002, 1.8449292E+002, 1.8433452E+002, 3.2857418E+002, 5.0723211E+002, 5.7962982E+002, 5.9430782E+002, 3.7357322E+001,-2.9480250E+001,-8.7682773E-001,-6.4842428E+000, 3.6480494E+001,-3.5964493E+001,-1.0256870E+002,-9.4312744E+000,-1.1199997E+002, 1.0500000E+001, 9.7150539E+002
