m,C,m/s,m/s,m/s
 2.3045546E+000, 5.3642358E+001, 2.3399009E+000, 2.2861969E+000, 2.2017255E+000
 2.3318244E+000, 5.3016898E+001, 2.3290895E+000, 2.2754950E+000, 2.1828163E+000
 2.3590942E+000, 5.2431909E+001, 2.3218501E+000, 2.2672969E+000, 2.1762429E+000
 2.3863640E+000, 5.1873644E+001, 2.3145875E+000, 2.2591114E+000, 2.1678987E+000
 2.4136339E+000, 5.1314240E+001, 2.3077498E+000, 2.2513595E+000, 2.1678987E+000
 2.4409037E+000, 5.0743262E+001, 2.3010751E+000, 2.2447956E+000, 2.1594324E+000
 2.4681735E+000, 5.0144321E+001, 2.2952545E+000, 2.2389675E+000, 2.1533537E+000
 2.4954433E+000, 4.9567039E+001, 2.2844571E+000, 2.2288128E+000, 2.1443584E+000
 2.5227131E+000, 4.8973242E+001, 2.2754813E+000, 2.2215146E+000, 2.1346346E+000
 2.5499829E+000, 4.8435822E+001, 2.2643256E+000, 2.2120149E+000, 2.1272262E+000
 2.5772528E+000, 4.7884655E+001, 2.2557153E+000, 2.2016017E+000, 2.1176089E+000
 2.6045226E+000, 4.7333754E+001, 2.2456492E+000, 2.1899521E+000, 2.1068154E+000
 2.6317924E+000, 4.6812929E+001, 2.2395835E+000, 2.1825548E+000, 2.0979322E+000
 2.6590622E+000, 4.6332240E+001, 2.2286810E+000, 2.1719522E+000, 2.0875705E+000
 2.6863320E+000, 4.5861234E+001, 2.2152857E+000, 2.1577903E+000, 2.0764021E+000
 2.7136018E+000, 4.5418435E+001, 2.2065417E+000, 2.1487806E+000, 2.0637511E+000
 2.7408717E+000, 4.5017792E+001, 2.1961764E+000, 2.1378035E+000, 2.0589896E+000
 2.7681415E+000, 4.4622755E+001, 2.1860698E+000, 2.1276207E+000, 2.0441291E+000
 2.7954113E+000, 4.4258971E+001, 2.1739001E+000, 2.1150839E+000, 2.0375224E+000
 2.8226811E+000, 4.3855001E+001, 2.1702689E+000, 2.1107629E+000, 2.0242682E+000
 2.8499509E+000, 4.3462361E+001, 2.1552860E+000, 2.0955133E+000, 2.0203374E+000
 2.8772207E+000, 4.3017144E+001, 2.1571980E+000, 2.0947898E+000, 2.0064739E+000
 2.9044906E+000, 4.2641451E+001, 2.1365936E+000, 2.0760874E+000, 2.0050302E+000
 2.9317604E+000, 4.2210882E+001, 2.1437710E+000, 2.0785560E+000, 1.9871488E+000
 2.9590302E+000, 4.1787020E+001, 2.0950543E+000, 2.0367332E+000, 1.9813879E+000
NaN,NaN,NaN,NaN,NaN
