m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 1.3890000E-002, 8.8599093E+002, 4.8571889E-001, 3.9149613E-001, 6.5269741E-001
 4.1159817E-002, 8.9064406E+002, 1.2112171E+000, 9.9372007E-001, 1.2672840E+000
 6.8429633E-002, 8.8514027E+002, 1.8446782E+000, 1.5698004E+000, 1.8142737E+000
 9.5699450E-002, 8.7565708E+002, 2.3690526E+000, 2.0710311E+000, 2.2726324E+000
 1.2296927E-001, 8.6431267E+002, 2.7878981E+000, 2.4868606E+000, 2.6458240E+000
 1.5023908E-001, 8.5068304E+002, 3.1198756E+000, 2.8261697E+000, 2.9485751E+000
 1.7750890E-001, 8.3350959E+002, 3.3824321E+000, 3.1013008E+000, 3.1923292E+000
 2.0477872E-001, 8.1163350E+002, 3.5880658E+000, 3.3216592E+000, 3.3849985E+000
 2.3204853E-001, 7.8491585E+002, 3.7443702E+000, 3.4933148E+000, 3.5310762E+000
 2.5931835E-001, 7.5349345E+002, 3.8577393E+000, 3.6216874E+000, 3.6359145E+000
 2.8658817E-001, 7.1729225E+002, 3.9338924E+000, 3.7125276E+000, 3.7050602E+000
 3.1385798E-001, 6.7770373E+002, 3.9777811E+000, 3.7708198E+000, 3.7441337E+000
 3.4112780E-001, 6.3610409E+002, 3.9964551E+000, 3.8024890E+000, 3.7590948E+000
 3.6839761E-001, 5.9398792E+002, 3.9969161E+000, 3.8140655E+000, 3.7566837E+000
 3.9566743E-001, 5.5289730E+002, 3.9834109E+000, 3.8104221E+000, 3.7420201E+000
 4.2293725E-001, 5.1412849E+002, 3.9609138E+000, 3.7955762E+000, 3.7199689E+000
 4.5020706E-001, 4.7809426E+002, 3.9317710E+000, 3.7722118E+000, 3.6910389E+000
 4.7747688E-001, 4.4456728E+002, 3.8984992E+000, 3.7445511E+000, 3.6597153E+000
 5.0474670E-001, 4.1390881E+002, 3.8642414E+000, 3.7147712E+000, 3.6257189E+000
 5.3201651E-001, 3.8554121E+002, 3.8303784E+000, 3.6837349E+000, 3.5916836E+000
 5.5928633E-001, 3.5986426E+002, 3.7985138E+000, 3.6528516E+000, 3.5587872E+000
 5.8655615E-001, 3.3653544E+002, 3.7692214E+000, 3.6212771E+000, 3.5246130E+000
 6.1382596E-001, 3.1527032E+002, 3.7378947E+000, 3.5886005E+000, 3.4890102E+000
 6.4109578E-001, 2.9575579E+002, 3.7045296E+000, 3.5552059E+000, 3.4518868E+000
 6.6836560E-001, 2.7807026E+002, 3.6695013E+000, 3.5215801E+000, 3.4142283E+000
 6.9563541E-001, 2.6231012E+002, 3.6336075E+000, 3.4868248E+000, 3.3772911E+000
 7.2290523E-001, 2.4831574E+002, 3.5970931E+000, 3.4525726E+000, 3.3419485E+000
 7.5017505E-001, 2.3579681E+002, 3.5609465E+000, 3.4213533E+000, 3.3097964E+000
 7.7744486E-001, 2.2444643E+002, 3.5256610E+000, 3.3929071E+000, 3.2819995E+000
 8.0471468E-001, 2.1420129E+002, 3.4946897E+000, 3.3667303E+000, 3.2575726E+000
 8.3198450E-001, 2.0466281E+002, 3.4641537E+000, 3.3395499E+000, 3.2293400E+000
 8.5925431E-001, 1.9593029E+002, 3.4304868E+000, 3.3098383E+000, 3.1994637E+000
 8.8652413E-001, 1.8765304E+002, 3.3992100E+000, 3.2820777E+000, 3.1718684E+000
 9.1379394E-001, 1.7990507E+002, 3.3712654E+000, 3.2568809E+000, 3.1427708E+000
 9.4106376E-001, 1.7268855E+002, 3.3416421E+000, 3.2308485E+000, 3.1120624E+000
 9.6833358E-001, 1.6603910E+002, 3.3074735E+000, 3.1999875E+000, 3.0785483E+000
 9.9560339E-001, 1.5989939E+002, 3.2664413E+000, 3.1630885E+000, 3.0408665E+000
 1.0228732E+000, 1.5392305E+002, 3.2227314E+000, 3.1255726E+000, 3.0047506E+000
 1.0501430E+000, 1.4822296E+002, 3.1833230E+000, 3.0896806E+000, 2.9698177E+000
 1.0774128E+000, 1.4267727E+002, 3.1462251E+000, 3.0558835E+000, 2.9362563E+000
 1.1046827E+000, 1.3732301E+002, 3.1095677E+000, 3.0231895E+000, 2.9046950E+000
 1.1319525E+000, 1.3229082E+002, 3.0744087E+000, 2.9909145E+000, 2.8752037E+000
 1.1592223E+000, 1.2753648E+002, 3.0419125E+000, 2.9602689E+000, 2.8461908E+000
 1.1864921E+000, 1.2304257E+002, 3.0126057E+000, 2.9327589E+000, 2.8192785E+000
 1.2137619E+000, 1.1882363E+002, 2.9848096E+000, 2.9067029E+000, 2.7923200E+000
 1.2410317E+000, 1.1491403E+002, 2.9552241E+000, 2.8789902E+000, 2.7623633E+000
 1.2683016E+000, 1.1125744E+002, 2.9219989E+000, 2.8482229E+000, 2.7289887E+000
 1.2955714E+000, 1.0798236E+002, 2.8868035E+000, 2.8163348E+000, 2.6961330E+000
 1.3228412E+000, 1.0492741E+002, 2.8537155E+000, 2.7866454E+000, 2.6678019E+000
 1.3501110E+000, 1.0214934E+002, 2.8259277E+000, 2.7598258E+000, 2.6440951E+000
 1.3773808E+000, 9.9514865E+001, 2.8016082E+000, 2.7350367E+000, 2.6242590E+000
 1.4046506E+000, 9.6997461E+001, 2.7808904E+000, 2.7134225E+000, 2.6059511E+000
 1.4319205E+000, 9.4549287E+001, 2.7619793E+000, 2.6938361E+000, 2.5859797E+000
 1.4591903E+000, 9.2193169E+001, 2.7410162E+000, 2.6732040E+000, 2.5648041E+000
 1.4864601E+000, 8.9950935E+001, 2.7197552E+000, 2.6520616E+000, 2.5439700E+000
 1.5137299E+000, 8.7867551E+001, 2.6994890E+000, 2.6313834E+000, 2.5237878E+000
 1.5409997E+000, 8.5956723E+001, 2.6793025E+000, 2.6114567E+000, 2.5057016E+000
 1.5682695E+000, 8.4217257E+001, 2.6604063E+000, 2.5936394E+000, 2.4905867E+000
 1.5955394E+000, 8.2523465E+001, 2.6433420E+000, 2.5774155E+000, 2.4768717E+000
 1.6228092E+000, 8.0835349E+001, 2.6269009E+000, 2.5615478E+000, 2.4624731E+000
 1.6500790E+000, 7.9182848E+001, 2.6089496E+000, 2.5443747E+000, 2.4444601E+000
 1.6773488E+000, 7.7644436E+001, 2.5907724E+000, 2.5274737E+000, 2.4280528E+000
 1.7046186E+000, 7.6200030E+001, 2.5762621E+000, 2.5136704E+000, 2.4153082E+000
 1.7318884E+000, 7.4908366E+001, 2.5655913E+000, 2.5027062E+000, 2.4059864E+000
 1.7591583E+000, 7.3668015E+001, 2.5581250E+000, 2.4949439E+000, 2.3988081E+000
 1.7864281E+000, 7.2491086E+001, 2.5511319E+000, 2.4882154E+000, 2.3934525E+000
 1.8136979E+000, 7.1303735E+001, 2.5454764E+000, 2.4829715E+000, 2.3885956E+000
 1.8409677E+000, 7.0096800E+001, 2.5410161E+000, 2.4790414E+000, 2.3839487E+000
 1.8682375E+000, 6.8860389E+001, 2.5345053E+000, 2.4736328E+000, 2.3778705E+000
 1.8955073E+000, 6.7625835E+001, 2.5260610E+000, 2.4667819E+000, 2.3713651E+000
 1.9227772E+000, 6.6369766E+001, 2.5151572E+000, 2.4579032E+000, 2.3605851E+000
 1.9500470E+000, 6.5155458E+001, 2.5010892E+000, 2.4451082E+000, 2.3472971E+000
 1.9773168E+000, 6.3992719E+001, 2.4852569E+000, 2.4300294E+000, 2.3317372E+000
 2.0045866E+000, 6.2887111E+001, 2.4692983E+000, 2.4142983E+000, 2.3171036E+000
 2.0318564E+000, 6.1838352E+001, 2.4542099E+000, 2.3995990E+000, 2.3020594E+000
 2.0591262E+000, 6.0827204E+001, 2.4421006E+000, 2.3879253E+000, 2.2903587E+000
 2.0863961E+000, 5.9908570E+001, 2.4297046E+000, 2.3765986E+000, 2.2770697E+000
 2.1136659E+000, 5.9022458E+001, 2.4190586E+000, 2.3663163E+000, 2.2677158E+000
 2.1409357E+000, 5.8178273E+001, 2.4077429E+000, 2.3547478E+000, 2.2558422E+000
 2.1682055E+000, 5.7360346E+001, 2.3961636E+000, 2.3427655E+000, 2.2448235E+000
 2.1954753E+000, 5.6559380E+001, 2.3828020E+000, 2.3289079E+000, 2.2314906E+000
 2.2227451E+000, 5.5770770E+001, 2.3706061E+000, 2.3167701E+000, 2.2214190E+000
 2.2500150E+000, 5.5009002E+001, 2.3604523E+000, 2.3063736E+000, 2.2115298E+000
 2.2772848E+000, 5.4281446E+001, 2.3504635E+000, 2.2965827E+000, 2.2017255E+000
