m,C,m/s,m/s,m/s
 1.0547945E+000, 1.5344558E+002, 3.2187464E+000, 3.1025522E+000, 2.9863211E+000
 1.0684932E+000, 1.5076471E+002, 3.2078493E+000, 3.0932337E+000, 2.9777203E+000
 1.0821918E+000, 1.4832250E+002, 3.1988594E+000, 3.0850014E+000, 2.9704060E+000
 1.0958904E+000, 1.4590139E+002, 3.1905419E+000, 3.0778349E+000, 2.9638316E+000
 1.1095890E+000, 1.4365658E+002, 3.1830498E+000, 3.0713760E+000, 2.9575960E+000
 1.1232877E+000, 1.4134795E+002, 3.1761690E+000, 3.0652680E+000, 2.9513091E+000
 1.1369863E+000, 1.3917009E+002, 3.1697778E+000, 3.0600221E+000, 2.9456845E+000
 1.1506849E+000, 1.3701273E+002, 3.1634919E+000, 3.0552260E+000, 2.9390187E+000
 1.1643836E+000, 1.3483697E+002, 3.1548064E+000, 3.0483350E+000, 2.9302108E+000
 1.1780822E+000, 1.3259311E+002, 3.1442715E+000, 3.0399266E+000, 2.9209354E+000
 1.1917808E+000, 1.3032125E+002, 3.1339017E+000, 3.0321122E+000, 2.9116620E+000
 1.2054795E+000, 1.2802237E+002, 3.1228281E+000, 3.0241857E+000, 2.9015356E+000
 1.2191781E+000, 1.2584075E+002, 3.1115580E+000, 3.0155061E+000, 2.8908424E+000
 1.2328767E+000, 1.2363192E+002, 3.0998731E+000, 3.0060803E+000, 2.8797340E+000
 1.2465753E+000, 1.2164907E+002, 3.0880472E+000, 2.9961547E+000, 2.8689231E+000
 1.2602740E+000, 1.1965977E+002, 3.0765996E+000, 2.9859483E+000, 2.8586197E+000
 1.2739726E+000, 1.1776148E+002, 3.0650970E+000, 2.9756410E+000, 2.8483798E+000
 1.2876712E+000, 1.1584164E+002, 3.0533485E+000, 2.9655989E+000, 2.8381637E+000
 1.3013699E+000, 1.1398244E+002, 3.0415460E+000, 2.9551200E+000, 2.8267779E+000
 1.3150685E+000, 1.1222154E+002, 3.0281991E+000, 2.9429989E+000, 2.8139457E+000
 1.3287671E+000, 1.1055346E+002, 3.0137593E+000, 2.9294010E+000, 2.8005214E+000
 1.3424658E+000, 1.0890192E+002, 2.9981129E+000, 2.9145301E+000, 2.7857479E+000
 1.3561644E+000, 1.0718039E+002, 2.9803961E+000, 2.8979680E+000, 2.7689427E+000
 1.3698630E+000, 1.0544149E+002, 2.9607528E+000, 2.8801178E+000, 2.7509884E+000
 1.3835616E+000, 1.0381405E+002, 2.9405791E+000, 2.8617875E+000, 2.7330511E+000
 1.3972603E+000, 1.0224858E+002, 2.9219955E+000, 2.8442906E+000, 2.7169077E+000
 1.4109589E+000, 1.0073370E+002, 2.9063980E+000, 2.8290048E+000, 2.7014527E+000
 1.4246575E+000, 9.9285752E+001, 2.8928737E+000, 2.8158479E+000, 2.6867932E+000
 1.4383562E+000, 9.7930365E+001, 2.8805459E+000, 2.8041747E+000, 2.6740952E+000
 1.4520548E+000, 9.6582254E+001, 2.8702873E+000, 2.7944359E+000, 2.6634675E+000
 1.4657534E+000, 9.5241271E+001, 2.8605629E+000, 2.7850370E+000, 2.6514218E+000
 1.4794521E+000, 9.3967494E+001, 2.8487861E+000, 2.7735639E+000, 2.6374495E+000
 1.4931507E+000, 9.2662002E+001, 2.8351340E+000, 2.7604792E+000, 2.6240211E+000
 1.5068493E+000, 9.1414115E+001, 2.8225691E+000, 2.7484840E+000, 2.6136316E+000
 1.5205479E+000, 9.0220244E+001, 2.8124560E+000, 2.7380512E+000, 2.6040921E+000
 1.5342466E+000, 8.9138123E+001, 2.8021546E+000, 2.7272756E+000, 2.5929708E+000
 1.5479452E+000, 8.8064823E+001, 2.7909116E+000, 2.7165729E+000, 2.5814369E+000
 1.5616438E+000, 8.7023784E+001, 2.7800830E+000, 2.7065569E+000, 2.5700647E+000
 1.5753425E+000, 8.6011960E+001, 2.7693516E+000, 2.6961674E+000, 2.5587415E+000
 1.5890411E+000, 8.5072866E+001, 2.7588763E+000, 2.6854949E+000, 2.5477614E+000
 1.6027397E+000, 8.4159283E+001, 2.7495388E+000, 2.6761291E+000, 2.5383763E+000
 1.6164384E+000, 8.3232087E+001, 2.7405019E+000, 2.6668831E+000, 2.5295073E+000
 1.6301370E+000, 8.2316179E+001, 2.7310145E+000, 2.6562824E+000, 2.5194010E+000
 1.6438356E+000, 8.1433545E+001, 2.7196002E+000, 2.6438614E+000, 2.5068755E+000
 1.6575342E+000, 8.0576957E+001, 2.7069541E+000, 2.6310046E+000, 2.4947393E+000
 1.6712329E+000, 7.9658653E+001, 2.6954901E+000, 2.6197164E+000, 2.4839098E+000
 1.6849315E+000, 7.8691334E+001, 2.6853510E+000, 2.6097019E+000, 2.4742948E+000
 1.6986301E+000, 7.7703955E+001, 2.6748416E+000, 2.5996478E+000, 2.4639939E+000
 1.7123288E+000, 7.6774772E+001, 2.6636240E+000, 2.5889652E+000, 2.4534043E+000
 1.7260274E+000, 7.5936325E+001, 2.6522904E+000, 2.5778610E+000, 2.4419818E+000
 1.7397260E+000, 7.5132136E+001, 2.6408756E+000, 2.5663589E+000, 2.4313745E+000
 1.7534247E+000, 7.4355243E+001, 2.6291253E+000, 2.5543245E+000, 2.4192754E+000
 1.7671233E+000, 7.3623100E+001, 2.6152954E+000, 2.5406676E+000, 2.4063506E+000
 1.7808219E+000, 7.2930335E+001, 2.6019403E+000, 2.5282237E+000, 2.3956417E+000
 1.7945205E+000, 7.2279489E+001, 2.5918662E+000, 2.5194098E+000, 2.3897231E+000
 1.8082192E+000, 7.1649351E+001, 2.5871370E+000, 2.5154867E+000, 2.3882421E+000
 1.8219178E+000, 7.1053047E+001, 2.5857299E+000, 2.5145586E+000, 2.3881472E+000
 1.8356164E+000, 7.0471238E+001, 2.5845096E+000, 2.5132310E+000, 2.3870559E+000
 1.8493151E+000, 6.9911525E+001, 2.5820165E+000, 2.5105109E+000, 2.3854234E+000
 1.8630137E+000, 6.9358087E+001, 2.5796716E+000, 2.5080744E+000, 2.3838330E+000
 1.8767123E+000, 6.8813371E+001, 2.5767700E+000, 2.5057726E+000, 2.3819596E+000
 1.8904110E+000, 6.8267145E+001, 2.5729956E+000, 2.5026956E+000, 2.3783863E+000
 1.9041096E+000, 6.7722307E+001, 2.5669527E+000, 2.4975921E+000, 2.3733621E+000
 1.9178082E+000, 6.7177189E+001, 2.5604362E+000, 2.4920893E+000, 2.3687989E+000
 1.9315068E+000, 6.6580018E+001, 2.5546085E+000, 2.4866373E+000, 2.3653660E+000
 1.9452055E+000, 6.5938149E+001, 2.5491686E+000, 2.4810796E+000, 2.3609252E+000
 1.9589041E+000, 6.5274194E+001, 2.5417558E+000, 2.4737223E+000, 2.3539282E+000
 1.9726027E+000, 6.4647522E+001, 2.5327128E+000, 2.4653893E+000, 2.3456886E+000
 1.9863014E+000, 6.4088531E+001, 2.5240237E+000, 2.4578654E+000, 2.3388049E+000
 2.0000000E+000, 6.3592932E+001, 2.5178154E+000, 2.4517019E+000, 2.3334996E+000
 2.0136986E+000, 6.3147419E+001, 2.5132965E+000, 2.4473453E+000, 2.3302172E+000
 2.0273973E+000, 6.2752992E+001, 2.5110718E+000, 2.4454684E+000, 2.3279857E+000
 2.0410959E+000, 6.2364436E+001, 2.5092314E+000, 2.4440641E+000, 2.3250129E+000
 2.0547945E+000, 6.1988863E+001, 2.5061942E+000, 2.4416704E+000, 2.3218136E+000
 2.0684932E+000, 6.1594915E+001, 2.5037105E+000, 2.4395006E+000, 2.3185859E+000
 2.0821918E+000, 6.1178600E+001, 2.5013628E+000, 2.4363682E+000, 2.3147100E+000
 2.0958904E+000, 6.0733204E+001, 2.4972005E+000, 2.4310053E+000, 2.3073629E+000
 2.1095890E+000, 6.0276166E+001, 2.4887982E+000, 2.4217924E+000, 2.2967953E+000
 2.1232877E+000, 5.9804495E+001, 2.4784535E+000, 2.4109829E+000, 2.2848897E+000
 2.1369863E+000, 5.9336974E+001, 2.4669320E+000, 2.3997510E+000, 2.2723022E+000
 2.1506849E+000, 5.8902210E+001, 2.4555448E+000, 2.3893527E+000, 2.2620238E+000
 2.1643836E+000, 5.8513799E+001, 2.4454721E+000, 2.3793368E+000, 2.2533920E+000
 2.1780822E+000, 5.8171935E+001, 2.4364489E+000, 2.3701136E+000, 2.2470140E+000
 2.1917808E+000, 5.7837675E+001, 2.4300674E+000, 2.3635647E+000, 2.2430101E+000
 2.2054795E+000, 5.7511884E+001, 2.4259491E+000, 2.3590916E+000, 2.2415836E+000
 2.2191781E+000, 5.7189646E+001, 2.4237826E+000, 2.3568660E+000, 2.2415388E+000
 2.2328767E+000, 5.6866948E+001, 2.4222407E+000, 2.3551762E+000, 2.2409267E+000
 2.2465753E+000, 5.6542335E+001, 2.4201594E+000, 2.3534154E+000, 2.2403896E+000
 2.2602740E+000, 5.6200765E+001, 2.4185323E+000, 2.3521073E+000, 2.2400664E+000
 2.2739726E+000, 5.5851467E+001, 2.4172396E+000, 2.3511983E+000, 2.2390590E+000
 2.2876712E+000, 5.5514455E+001, 2.4140263E+000, 2.3489716E+000, 2.2367478E+000
 2.3013699E+000, 5.5145786E+001, 2.4106765E+000, 2.3464368E+000, 2.2331313E+000
 2.3150685E+000, 5.4732376E+001, 2.4060167E+000, 2.3424468E+000, 2.2286027E+000
 2.3287671E+000, 5.4306364E+001, 2.4012515E+000, 2.3381046E+000, 2.2242868E+000
 2.3424658E+000, 5.3914742E+001, 2.3962894E+000, 2.3334479E+000, 2.2199444E+000
 2.3561644E+000, 5.3544073E+001, 2.3911182E+000, 2.3283248E+000, 2.2155679E+000
 2.3698630E+000, 5.3196693E+001, 2.3845765E+000, 2.3223086E+000, 2.2094517E+000
 2.3835616E+000, 5.2861798E+001, 2.3767119E+000, 2.3148260E+000, 2.2017061E+000
 2.3972603E+000, 5.2549685E+001, 2.3680321E+000, 2.3060552E+000, 2.1945101E+000
 2.4109589E+000, 5.2250242E+001, 2.3607359E+000, 2.2984373E+000, 2.1874200E+000
 2.4246575E+000, 5.1952756E+001, 2.3538747E+000, 2.2919936E+000, 2.1803666E+000
 2.4383562E+000, 5.1645590E+001, 2.3466645E+000, 2.2849176E+000, 2.1728752E+000
 2.4520548E+000, 5.1331845E+001, 2.3392053E+000, 2.2769557E+000, 2.1653611E+000
 2.4657534E+000, 5.1012558E+001, 2.3316740E+000, 2.2687014E+000, 2.1581172E+000
 2.4794521E+000, 5.0684435E+001, 2.3257514E+000, 2.2613468E+000, 2.1495547E+000
 2.4931507E+000, 5.0368622E+001, 2.3174983E+000, 2.2526692E+000, 2.1406121E+000
 2.5068493E+000, 5.0080499E+001, 2.3090008E+000, 2.2435978E+000, 2.1314579E+000
 2.5205479E+000, 4.9812945E+001, 2.3013559E+000, 2.2360636E+000, 2.1252025E+000
 2.5342466E+000, 4.9559381E+001, 2.2963405E+000, 2.2308331E+000, 2.1198183E+000
 2.5479452E+000, 4.9306425E+001, 2.2924091E+000, 2.2264454E+000, 2.1154811E+000
 2.5616438E+000, 4.9050033E+001, 2.2883411E+000, 2.2218690E+000, 2.1101942E+000
 2.5753425E+000, 4.8789301E+001, 2.2821565E+000, 2.2157873E+000, 2.1043595E+000
 2.5890411E+000, 4.8511812E+001, 2.2776421E+000, 2.2119359E+000, 2.1007299E+000
 2.6027397E+000, 4.8229371E+001, 2.2733100E+000, 2.2084061E+000, 2.0960596E+000
 2.6164384E+000, 4.7954872E+001, 2.2685150E+000, 2.2038183E+000, 2.0915880E+000
 2.6301370E+000, 4.7696516E+001, 2.2626995E+000, 2.1982689E+000, 2.0858481E+000
 2.6438356E+000, 4.7451342E+001, 2.2554211E+000, 2.1912178E+000, 2.0797778E+000
 2.6575342E+000, 4.7246697E+001, 2.2485858E+000, 2.1843859E+000, 2.0741724E+000
 2.6712329E+000, 4.7079295E+001, 2.2435613E+000, 2.1793734E+000, 2.0702802E+000
 2.6849315E+000, 4.6930837E+001, 2.2389861E+000, 2.1746694E+000, 2.0661303E+000
 2.6986301E+000, 4.6784640E+001, 2.2347431E+000, 2.1710720E+000, 2.0622413E+000
 2.7123288E+000, 4.6637224E+001, 2.2306878E+000, 2.1669789E+000, 2.0584592E+000
 2.7260274E+000, 4.6467584E+001, 2.2259890E+000, 2.1623307E+000, 2.0533205E+000
 2.7397260E+000, 4.6264157E+001, 2.2210166E+000, 2.1565445E+000, 2.0476044E+000
 2.7534247E+000, 4.6029162E+001, 2.2161364E+000, 2.1512955E+000, 2.0406999E+000
 2.7671233E+000, 4.5786745E+001, 2.2095054E+000, 2.1445860E+000, 2.0340787E+000
 2.7808219E+000, 4.5543716E+001, 2.2060713E+000, 2.1403809E+000, 2.0304297E+000
 2.7945205E+000, 4.5288448E+001, 2.2032120E+000, 2.1385835E+000, 2.0259863E+000
 2.8082192E+000, 4.5035818E+001, 2.2011353E+000, 2.1357964E+000, 2.0234540E+000
 2.8219178E+000, 4.4787026E+001, 2.2000335E+000, 2.1342428E+000, 2.0206747E+000
 2.8356164E+000, 4.4545889E+001, 2.1955879E+000, 2.1298943E+000, 2.0144318E+000
 2.8493151E+000, 4.4306684E+001, 2.1902439E+000, 2.1243134E+000, 2.0082478E+000
 2.8630137E+000, 4.4073821E+001, 2.1828491E+000, 2.1168710E+000, 1.9992512E+000
 2.8767123E+000, 4.3862660E+001, 2.1729742E+000, 2.1084242E+000, 1.9904966E+000
 2.8904110E+000, 4.3664925E+001, 2.1634994E+000, 2.0989300E+000, 1.9840467E+000
 2.9041096E+000, 4.3466349E+001, 2.1599681E+000, 2.0949894E+000, 1.9785301E+000
 2.9178082E+000, 4.3291496E+001, 2.1527172E+000, 2.0881031E+000, 1.9740350E+000
 2.9315068E+000, 4.3123381E+001, 2.1503830E+000, 2.0854611E+000, 1.9682363E+000
 2.9452055E+000, 4.2962727E+001, 2.1423754E+000, 2.0781955E+000, 1.9645915E+000
 2.9589041E+000, 4.2808128E+001, 2.1414447E+000, 2.0758781E+000, 1.9609862E+000
 2.9726027E+000, 4.2665393E+001, 2.1378683E+000, 2.0719488E+000, 1.9606966E+000
 2.9863014E+000, 4.2520274E+001, 2.1400556E+000, 2.0726379E+000, 1.9558692E+000
 3.0000000E+000, 4.2238230E+001, 2.1358782E+000, 2.0675269E+000, 1.9548410E+000
