m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 3.0300000E-002, 8.0332636E+002, 8.4471509E-001, 6.5396769E-001, 1.7129681E-002
 9.0968750E-002, 8.0125553E+002, 1.9863327E+000, 1.6881442E+000, 1.2397845E+000
 1.5163750E-001, 7.8490048E+002, 2.7468522E+000, 2.4450986E+000, 2.1198930E+000
 2.1230625E-001, 7.4872848E+002, 3.2514407E+000, 2.9868421E+000, 2.7560812E+000
 2.7297500E-001, 6.9759671E+002, 3.5793760E+000, 3.3673045E+000, 3.2021626E+000
 3.3364375E-001, 6.3986673E+002, 3.7976059E+000, 3.6378954E+000, 3.5142798E+000
 3.9431250E-001, 5.8245228E+002, 3.9485498E+000, 3.8297945E+000, 3.7397513E+000
 4.5498125E-001, 5.2797541E+002, 4.0577973E+000, 3.9629313E+000, 3.8953015E+000
 5.1565000E-001, 4.7782085E+002, 4.1396146E+000, 4.0512773E+000, 4.0038716E+000
 5.7631875E-001, 4.3196112E+002, 4.2010955E+000, 4.1046519E+000, 4.0684418E+000
 6.3698750E-001, 3.9039883E+002, 4.2402339E+000, 4.1292939E+000, 4.1043271E+000
 6.9765625E-001, 3.5316749E+002, 4.2548413E+000, 4.1307477E+000, 4.1107613E+000
 7.5832500E-001, 3.2019892E+002, 4.2453116E+000, 4.1142337E+000, 4.1010784E+000
 8.1899375E-001, 2.9143791E+002, 4.2165300E+000, 4.0849947E+000, 4.0716176E+000
 8.7966250E-001, 2.6598467E+002, 4.1714071E+000, 4.0470137E+000, 4.0358375E+000
 9.4033125E-001, 2.4369762E+002, 4.1164248E+000, 4.0023752E+000, 3.9895016E+000
 1.0010000E+000, 2.2383049E+002, 4.0534734E+000, 3.9516428E+000, 3.9427334E+000
 1.0616687E+000, 2.0682010E+002, 3.9825319E+000, 3.8956941E+000, 3.8851824E+000
 1.1223375E+000, 1.9189572E+002, 3.9072691E+000, 3.8350444E+000, 3.8269569E+000
 1.1830063E+000, 1.7916673E+002, 3.8319250E+000, 3.7730547E+000, 3.7605222E+000
 1.2436750E+000, 1.6753623E+002, 3.7592992E+000, 3.7122463E+000, 3.7004429E+000
 1.3043437E+000, 1.5713327E+002, 3.6894695E+000, 3.6524674E+000, 3.6356421E+000
 1.3650125E+000, 1.4762433E+002, 3.6212799E+000, 3.5926566E+000, 3.5758309E+000
 1.4256813E+000, 1.3935895E+002, 3.5578999E+000, 3.5359140E+000, 3.5113159E+000
 1.4863500E+000, 1.3213906E+002, 3.5011707E+000, 3.4834071E+000, 3.4589607E+000
 1.5470188E+000, 1.2575495E+002, 3.4498242E+000, 3.4354615E+000, 3.4029197E+000
 1.6076875E+000, 1.2003319E+002, 3.4047111E+000, 3.3924448E+000, 3.3610589E+000
 1.6683562E+000, 1.1470820E+002, 3.3645193E+000, 3.3542280E+000, 3.3148949E+000
 1.7290250E+000, 1.0975307E+002, 3.3263014E+000, 3.3171065E+000, 3.2833624E+000
 1.7896938E+000, 1.0506163E+002, 3.2873580E+000, 3.2792810E+000, 3.2403494E+000
 1.8503625E+000, 1.0086924E+002, 3.2477917E+000, 3.2405367E+000, 3.2088677E+000
 1.9110313E+000, 9.6920492E+001, 3.2068886E+000, 3.1997237E+000, 3.1655643E+000
 1.9717000E+000, 9.3336824E+001, 3.1671337E+000, 3.1586588E+000, 3.1287770E+000
 2.0323687E+000, 8.9947023E+001, 3.1301895E+000, 3.1197846E+000, 3.0820365E+000
 2.0930375E+000, 8.6813364E+001, 3.0919455E+000, 3.0794947E+000, 3.0467046E+000
 2.1537062E+000, 8.3800192E+001, 3.0550456E+000, 3.0407149E+000, 2.9986014E+000
 2.2143750E+000, 8.0989998E+001, 3.0224730E+000, 3.0053921E+000, 2.9661424E+000
 2.2750438E+000, 7.8348500E+001, 2.9869057E+000, 2.9690358E+000, 2.9209132E+000
 2.3357125E+000, 7.6005241E+001, 2.9511172E+000, 2.9317434E+000, 2.8928069E+000
 2.3963812E+000, 7.3816714E+001, 2.9182647E+000, 2.8975076E+000, 2.8497154E+000
 2.4570500E+000, 7.1816958E+001, 2.8838456E+000, 2.8618163E+000, 2.8234146E+000
 2.5177187E+000, 6.9939118E+001, 2.8532393E+000, 2.8303637E+000, 2.7802800E+000
 2.5783875E+000, 6.8145444E+001, 2.8362996E+000, 2.8109013E+000, 2.7607946E+000
 2.6390562E+000, 6.6387629E+001, 2.8111703E+000, 2.7856041E+000, 2.7325771E+000
 2.6997250E+000, 6.4707610E+001, 2.7869474E+000, 2.7600346E+000, 2.7122276E+000
 2.7603937E+000, 6.3023036E+001, 2.7736219E+000, 2.7426692E+000, 2.6791830E+000
 2.8210625E+000, 6.1615095E+001, 2.7349120E+000, 2.7068233E+000, 2.6642781E+000
 2.8817313E+000, 6.0073341E+001, 2.7349150E+000, 2.7004751E+000, 2.6250438E+000
 2.9424000E+000, 5.8590045E+001, 2.6512754E+000, 2.6332427E+000, 2.6191899E+000
