m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 1.3890000E-002, 6.6697916E+002, 3.4852170E-001, 2.8157111E-001, 4.2828538E-001
 4.1159817E-002, 6.8929825E+002, 8.6802892E-001, 7.1047645E-001, 9.2327392E-001
 6.8429633E-002, 7.0946492E+002, 1.4036757E+000, 1.2026720E+000, 1.4205774E+000
 9.5699450E-002, 7.2128183E+002, 1.8930754E+000, 1.6774618E+000, 1.8755088E+000
 1.2296927E-001, 7.2746757E+002, 2.3171464E+000, 2.1036166E+000, 2.2724918E+000
 1.5023908E-001, 7.3085510E+002, 2.6769672E+000, 2.4736142E+000, 2.6137434E+000
 1.7750890E-001, 7.3313794E+002, 2.9823857E+000, 2.7924924E+000, 2.9086220E+000
 2.0477872E-001, 7.3523135E+002, 3.2462147E+000, 3.0698198E+000, 3.1662554E+000
 2.3204853E-001, 7.3794568E+002, 3.4784037E+000, 3.3136552E+000, 3.3939550E+000
 2.5931835E-001, 7.4107784E+002, 3.6852033E+000, 3.5295308E+000, 3.5955937E+000
 2.8658817E-001, 7.4451347E+002, 3.8694206E+000, 3.7199011E+000, 3.7720369E+000
 3.1385798E-001, 7.4757345E+002, 4.0333306E+000, 3.8873477E+000, 3.9273935E+000
 3.4112780E-001, 7.4894828E+002, 4.1781956E+000, 4.0343431E+000, 4.0615286E+000
 3.6839761E-001, 7.4811093E+002, 4.3043137E+000, 4.1631182E+000, 4.1782636E+000
 3.9566743E-001, 7.4485516E+002, 4.4166103E+000, 4.2757037E+000, 4.2813603E+000
 4.2293725E-001, 7.3938929E+002, 4.5198154E+000, 4.3731902E+000, 4.3687563E+000
 4.5020706E-001, 7.3200342E+002, 4.6123818E+000, 4.4567581E+000, 4.4416485E+000
 4.7747688E-001, 7.2281604E+002, 4.6923769E+000, 4.5253114E+000, 4.4987923E+000
 5.0474670E-001, 7.1175327E+002, 4.7604453E+000, 4.5790838E+000, 4.5404701E+000
 5.3201651E-001, 6.9793697E+002, 4.8149465E+000, 4.6185173E+000, 4.5686810E+000
 5.5928633E-001, 6.8147963E+002, 4.8572053E+000, 4.6445380E+000, 4.5854198E+000
 5.8655615E-001, 6.6257192E+002, 4.8902378E+000, 4.6597169E+000, 4.5923645E+000
 6.1382596E-001, 6.4233452E+002, 4.9123869E+000, 4.6648091E+000, 4.5884478E+000
 6.4109578E-001, 6.2087209E+002, 4.9245845E+000, 4.6598945E+000, 4.5738335E+000
 6.6836560E-001, 5.9876348E+002, 4.9245780E+000, 4.6465327E+000, 4.5510164E+000
 6.9563541E-001, 5.7575428E+002, 4.9129999E+000, 4.6259630E+000, 4.5220444E+000
 7.2290523E-001, 5.5198240E+002, 4.8932014E+000, 4.5972692E+000, 4.4829950E+000
 7.5017505E-001, 5.2766642E+002, 4.8660893E+000, 4.5613905E+000, 4.4382096E+000
 7.7744486E-001, 5.0223078E+002, 4.8287923E+000, 4.5198683E+000, 4.3875193E+000
 8.0471468E-001, 4.7829307E+002, 4.7866810E+000, 4.4763843E+000, 4.3407270E+000
 8.3198450E-001, 4.5476461E+002, 4.7406129E+000, 4.4311107E+000, 4.2910657E+000
 8.5925431E-001, 4.3345656E+002, 4.6891137E+000, 4.3843347E+000, 4.2426236E+000
 8.8652413E-001, 4.1340031E+002, 4.6386711E+000, 4.3437050E+000, 4.2018461E+000
 9.1379394E-001, 3.9476659E+002, 4.5961960E+000, 4.3120714E+000, 4.1724680E+000
 9.4106376E-001, 3.7699940E+002, 4.5636334E+000, 4.2882378E+000, 4.1529662E+000
 9.6833358E-001, 3.6040939E+002, 4.5398915E+000, 4.2683839E+000, 4.1367822E+000
 9.9560339E-001, 3.4506230E+002, 4.5170135E+000, 4.2491979E+000, 4.1190477E+000
 1.0228732E+000, 3.3064334E+002, 4.4894749E+000, 4.2281261E+000, 4.0980456E+000
 1.0501430E+000, 3.1714905E+002, 4.4555965E+000, 4.2050246E+000, 4.0721412E+000
 1.0774128E+000, 3.0466860E+002, 4.4175535E+000, 4.1804527E+000, 4.0446565E+000
 1.1046827E+000, 2.9278024E+002, 4.3828633E+000, 4.1564494E+000, 4.0195925E+000
 1.1319525E+000, 2.8171506E+002, 4.3508927E+000, 4.1314704E+000, 3.9938158E+000
 1.1592223E+000, 2.7077374E+002, 4.3151719E+000, 4.1054268E+000, 3.9655561E+000
 1.1864921E+000, 2.6041026E+002, 4.2757135E+000, 4.0782110E+000, 3.9343367E+000
 1.2137619E+000, 2.5005977E+002, 4.2348239E+000, 4.0505949E+000, 3.9033422E+000
 1.2410317E+000, 2.4002750E+002, 4.1934987E+000, 4.0214108E+000, 3.8679430E+000
 1.2683016E+000, 2.3031797E+002, 4.1464138E+000, 3.9868478E+000, 3.8289172E+000
 1.2955714E+000, 2.2144242E+002, 4.0992406E+000, 3.9515582E+000, 3.7919177E+000
 1.3228412E+000, 2.1321278E+002, 4.0571851E+000, 3.9199124E+000, 3.7602872E+000
 1.3501110E+000, 2.0579779E+002, 4.0226006E+000, 3.8914765E+000, 3.7302906E+000
 1.3773808E+000, 1.9891630E+002, 3.9885114E+000, 3.8639317E+000, 3.7007362E+000
 1.4046506E+000, 1.9238965E+002, 3.9564338E+000, 3.8378718E+000, 3.6744292E+000
 1.4319205E+000, 1.8598135E+002, 3.9260737E+000, 3.8135816E+000, 3.6517524E+000
 1.4591903E+000, 1.7993674E+002, 3.8981888E+000, 3.7891651E+000, 3.6273081E+000
 1.4864601E+000, 1.7430176E+002, 3.8677372E+000, 3.7610908E+000, 3.5998538E+000
 1.5137299E+000, 1.6893286E+002, 3.8345481E+000, 3.7310227E+000, 3.5706827E+000
 1.5409997E+000, 1.6367634E+002, 3.8008983E+000, 3.7011990E+000, 3.5419362E+000
 1.5682695E+000, 1.5851291E+002, 3.7678623E+000, 3.6728013E+000, 3.5106098E+000
 1.5955394E+000, 1.5380694E+002, 3.7313949E+000, 3.6425523E+000, 3.4758328E+000
 1.6228092E+000, 1.4955653E+002, 3.6926560E+000, 3.6092064E+000, 3.4412152E+000
 1.6500790E+000, 1.4557945E+002, 3.6580894E+000, 3.5772545E+000, 3.4122765E+000
 1.6773488E+000, 1.4191665E+002, 3.6291920E+000, 3.5496331E+000, 3.3888587E+000
 1.7046186E+000, 1.3861319E+002, 3.6059030E+000, 3.5270642E+000, 3.3706653E+000
 1.7318884E+000, 1.3557110E+002, 3.5866944E+000, 3.5082831E+000, 3.3538237E+000
 1.7591583E+000, 1.3275081E+002, 3.5671499E+000, 3.4903542E+000, 3.3358329E+000
 1.7864281E+000, 1.2988975E+002, 3.5485827E+000, 3.4747100E+000, 3.3194985E+000
 1.8136979E+000, 1.2706292E+002, 3.5298837E+000, 3.4583152E+000, 3.3010283E+000
 1.8409677E+000, 1.2415995E+002, 3.5076966E+000, 3.4378321E+000, 3.2771409E+000
 1.8682375E+000, 1.2132863E+002, 3.4791368E+000, 3.4131175E+000, 3.2480586E+000
 1.8955073E+000, 1.1853220E+002, 3.4499804E+000, 3.3872483E+000, 3.2181685E+000
 1.9227772E+000, 1.1580936E+002, 3.4226515E+000, 3.3608081E+000, 3.1882923E+000
 1.9500470E+000, 1.1313565E+002, 3.3924043E+000, 3.3304602E+000, 3.1573989E+000
 1.9773168E+000, 1.1056113E+002, 3.3628987E+000, 3.2997708E+000, 3.1296896E+000
 2.0045866E+000, 1.0798623E+002, 3.3363297E+000, 3.2729014E+000, 3.1042599E+000
 2.0318564E+000, 1.0558285E+002, 3.3101866E+000, 3.2469484E+000, 3.0815009E+000
 2.0591262E+000, 1.0339455E+002, 3.2912260E+000, 3.2265813E+000, 3.0597033E+000
 2.0863961E+000, 1.0135232E+002, 3.2695912E+000, 3.2071956E+000, 3.0382805E+000
 2.1136659E+000, 9.9441859E+001, 3.2477015E+000, 3.1867458E+000, 3.0173433E+000
 2.1409357E+000, 9.7651933E+001, 3.2269020E+000, 3.1648169E+000, 2.9995908E+000
 2.1682055E+000, 9.5959971E+001, 3.2092822E+000, 3.1465798E+000, 2.9856823E+000
 2.1954753E+000, 9.4320064E+001, 3.1947311E+000, 3.1305343E+000, 2.9739866E+000
 2.2227451E+000, 9.2657318E+001, 3.1834073E+000, 3.1170541E+000, 2.9632064E+000
 2.2500150E+000, 9.0928193E+001, 3.1700028E+000, 3.1025643E+000, 2.9483383E+000
 2.2772848E+000, 8.9170666E+001, 3.1546656E+000, 3.0884356E+000, 2.9353595E+000
 2.3045546E+000, 8.7434181E+001, 3.1394324E+000, 3.0752247E+000, 2.9353595E+000
 2.3318244E+000, 8.5741993E+001, 3.1240263E+000, 3.0619941E+000, 2.9089148E+000
 2.3590942E+000, 8.4091225E+001, 3.1107854E+000, 3.0501658E+000, 2.8972025E+000
 2.3863640E+000, 8.2445446E+001, 3.0960288E+000, 3.0339840E+000, 2.8802501E+000
 2.4136339E+000, 8.0825850E+001, 3.0798373E+000, 3.0167220E+000, 2.8802501E+000
 2.4409037E+000, 7.9343184E+001, 3.0616187E+000, 3.0007958E+000, 2.8647777E+000
 2.4681735E+000, 7.7936736E+001, 3.0490456E+000, 2.9902872E+000, 2.8484086E+000
 2.4954433E+000, 7.6710087E+001, 3.0380663E+000, 2.9803887E+000, 2.8368950E+000
 2.5227131E+000, 7.5596960E+001, 3.0268379E+000, 2.9677817E+000, 2.8258693E+000
 2.5499829E+000, 7.4535446E+001, 3.0151421E+000, 2.9535727E+000, 2.8147926E+000
 2.5772528E+000, 7.3531990E+001, 3.0011284E+000, 2.9382531E+000, 2.8033640E+000
 2.6045226E+000, 7.2481370E+001, 2.9811367E+000, 2.9197640E+000, 2.7861986E+000
 2.6317924E+000, 7.1416200E+001, 2.9669791E+000, 2.9057552E+000, 2.7697523E+000
 2.6590622E+000, 7.0415452E+001, 2.9509162E+000, 2.8913145E+000, 2.7547174E+000
 2.6863320E+000, 6.9515262E+001, 2.9318474E+000, 2.8720735E+000, 2.7413623E+000
 2.7136018E+000, 6.8657797E+001, 2.9186881E+000, 2.8567472E+000, 2.7246967E+000
 2.7408717E+000, 6.7859550E+001, 2.8971111E+000, 2.8369048E+000, 2.7110571E+000
 2.7681415E+000, 6.7133708E+001, 2.8804030E+000, 2.8178264E+000, 2.6921957E+000
 2.7954113E+000, 6.6432956E+001, 2.8557909E+000, 2.7963259E+000, 2.6766799E+000
 2.8226811E+000, 6.5777045E+001, 2.8361636E+000, 2.7786932E+000, 2.6539847E+000
 2.8499509E+000, 6.5168914E+001, 2.8117585E+000, 2.7566629E+000, 2.6356494E+000
 2.8772207E+000, 6.4548939E+001, 2.8025244E+000, 2.7454688E+000, 2.6195598E+000
 2.9044906E+000, 6.3859793E+001, 2.7716917E+000, 2.7161027E+000, 2.6002804E+000
 2.9317604E+000, 6.3015827E+001, 2.7835492E+000, 2.7222413E+000, 2.5863767E+000
 2.9590302E+000, 6.2211915E+001, 2.7043374E+000, 2.6552986E+000, 2.5684798E+000
NaN,NaN,NaN,NaN,NaN
