m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 0.0000000E+000, 2.0000000E+001, 3.0854990E-002, 2.2439612E-002, 4.4879177E-002
 1.3698630E-002, 4.8132216E+002, 3.4967435E-002, 5.6492376E-002, 2.7385470E-003
 2.7397260E-002, 5.0088947E+002, 6.6864026E-002, 1.1925914E-001, 9.2051853E-002
 4.1095890E-002, 5.2745791E+002, 2.9179569E-001, 2.5929320E-001, 3.4192117E-001
 5.4794521E-002, 5.5063057E+002, 5.9765801E-001, 5.1429651E-001, 6.3820762E-001
 6.8493151E-002, 5.7111552E+002, 9.1113535E-001, 8.0929218E-001, 9.4197025E-001
 8.2191781E-002, 5.9031059E+002, 1.2156892E+000, 1.1080970E+000, 1.2368164E+000
 9.5890411E-002, 6.0923302E+002, 1.5027658E+000, 1.3959908E+000, 1.5140722E+000
 1.0958904E-001, 6.2784122E+002, 1.7687521E+000, 1.6644764E+000, 1.7692725E+000
 1.2328767E-001, 6.4547529E+002, 2.0131987E+000, 1.9102515E+000, 2.0000505E+000
 1.3698630E-001, 6.6117948E+002, 2.2323482E+000, 2.1303161E+000, 2.2048006E+000
 1.5068493E-001, 6.7505503E+002, 2.4281306E+000, 2.3259880E+000, 2.3862854E+000
 1.6438356E-001, 6.8738597E+002, 2.6036318E+000, 2.5002567E+000, 2.5477333E+000
 1.7808219E-001, 6.9813706E+002, 2.7606905E+000, 2.6556149E+000, 2.6917789E+000
 1.9178082E-001, 7.0786376E+002, 2.9038013E+000, 2.7961958E+000, 2.8240978E+000
 2.0547945E-001, 7.1695089E+002, 3.0384943E+000, 2.9258333E+000, 2.9468022E+000
 2.1917808E-001, 7.2529374E+002, 3.1660434E+000, 3.0472877E+000, 3.0621415E+000
 2.3287671E-001, 7.3290113E+002, 3.2872313E+000, 3.1618661E+000, 3.1712509E+000
 2.4657534E-001, 7.3928965E+002, 3.4020958E+000, 3.2694681E+000, 3.2725362E+000
 2.6027397E-001, 7.4454565E+002, 3.5085136E+000, 3.3681606E+000, 3.3647166E+000
 2.7397260E-001, 7.4877781E+002, 3.6068666E+000, 3.4591823E+000, 3.4492066E+000
 2.8767123E-001, 7.5209379E+002, 3.6974731E+000, 3.5432841E+000, 3.5275320E+000
 3.0136986E-001, 7.5472330E+002, 3.7831238E+000, 3.6226080E+000, 3.6026301E+000
 3.1506849E-001, 7.5680592E+002, 3.8655999E+000, 3.6983833E+000, 3.6735690E+000
 3.2876712E-001, 7.5832153E+002, 3.9436495E+000, 3.7703748E+000, 3.7408093E+000
 3.4246575E-001, 7.5917638E+002, 4.0190931E+000, 3.8396250E+000, 3.8051277E+000
 3.5616438E-001, 7.5929043E+002, 4.0929422E+000, 3.9052193E+000, 3.8657267E+000
 3.6986301E-001, 7.5818218E+002, 4.1629740E+000, 3.9655843E+000, 3.9199208E+000
 3.8356164E-001, 7.5735883E+002, 4.2291410E+000, 4.0212044E+000, 3.9713991E+000
 3.9726027E-001, 7.5589321E+002, 4.2908669E+000, 4.0718115E+000, 4.0164335E+000
 4.1095890E-001, 7.5364834E+002, 4.3479097E+000, 4.1169710E+000, 4.0574398E+000
 4.2465753E-001, 7.5076684E+002, 4.4029771E+000, 4.1589204E+000, 4.0955209E+000
 4.3835616E-001, 7.4748565E+002, 4.4549164E+000, 4.1977941E+000, 4.1291097E+000
 4.5205479E-001, 7.4372259E+002, 4.5026417E+000, 4.2331084E+000, 4.1596427E+000
 4.6575342E-001, 7.3913554E+002, 4.5463671E+000, 4.2656678E+000, 4.1883412E+000
 4.7945205E-001, 7.3403457E+002, 4.5877098E+000, 4.2959233E+000, 4.2167998E+000
 4.9315068E-001, 7.2843151E+002, 4.6279256E+000, 4.3241480E+000, 4.2424717E+000
 5.0684932E-001, 7.2232746E+002, 4.6659206E+000, 4.3507993E+000, 4.2666702E+000
 5.2054795E-001, 7.1530475E+002, 4.7030437E+000, 4.3754907E+000, 4.2884714E+000
 5.3424658E-001, 7.0780351E+002, 4.7392196E+000, 4.3985390E+000, 4.3076800E+000
 5.4794521E-001, 6.9987290E+002, 4.7725791E+000, 4.4182893E+000, 4.3210664E+000
 5.6164384E-001, 6.9182204E+002, 4.8003027E+000, 4.4307786E+000, 4.3258798E+000
 5.7534247E-001, 6.8363065E+002, 4.8205332E+000, 4.4355419E+000, 4.3247922E+000
 5.8904110E-001, 6.7515579E+002, 4.8330089E+000, 4.4356327E+000, 4.3197712E+000
 6.0273973E-001, 6.6609090E+002, 4.8409175E+000, 4.4348270E+000, 4.3170299E+000
 6.1643836E-001, 6.5673165E+002, 4.8518166E+000, 4.4362179E+000, 4.3187869E+000
 6.3013699E-001, 6.4699655E+002, 4.8671080E+000, 4.4392643E+000, 4.3208464E+000
 6.4383562E-001, 6.3724220E+002, 4.8815067E+000, 4.4413075E+000, 4.3217403E+000
 6.5753425E-001, 6.2751579E+002, 4.8941642E+000, 4.4421539E+000, 4.3207348E+000
 6.7123288E-001, 6.1792841E+002, 4.9056773E+000, 4.4433611E+000, 4.3186218E+000
 6.8493151E-001, 6.0859097E+002, 4.9153511E+000, 4.4440336E+000, 4.3151865E+000
 6.9863014E-001, 5.9896542E+002, 4.9234513E+000, 4.4432078E+000, 4.3115891E+000
 7.1232877E-001, 5.8964093E+002, 4.9294066E+000, 4.4411911E+000, 4.3074496E+000
 7.2602740E-001, 5.8036364E+002, 4.9322589E+000, 4.4390767E+000, 4.3027335E+000
 7.3972603E-001, 5.7118885E+002, 4.9308547E+000, 4.4359917E+000, 4.2973852E+000
 7.5342466E-001, 5.6142410E+002, 4.9285865E+000, 4.4333167E+000, 4.2939414E+000
 7.6712329E-001, 5.5174564E+002, 4.9276388E+000, 4.4316388E+000, 4.2905899E+000
 7.8082192E-001, 5.4138594E+002, 4.9264213E+000, 4.4310904E+000, 4.2887482E+000
