m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 6.8460000E-003, 6.0099210E+002,-2.0617383E-001, 1.7172591E-001,-1.2061181E-001
 1.3648401E-002, 5.9766083E+002,-1.3855137E-001, 1.4607268E-001,-1.6122696E-001
 2.0450802E-002, 6.0062296E+002, 9.0901865E-002, 1.2742642E-001,-1.7806754E-002
 2.7253203E-002, 6.0719798E+002, 2.9484516E-001, 2.3869801E-001, 1.3743132E-001
 3.4055604E-002, 6.1280835E+002, 4.7554821E-001, 3.8734506E-001, 2.9644022E-001
 4.0858005E-002, 6.1812319E+002, 6.5297482E-001, 5.4305075E-001, 4.5555769E-001
 4.7660405E-002, 6.2358685E+002, 8.2839664E-001, 7.0149544E-001, 6.1457643E-001
 5.4462806E-002, 6.2973433E+002, 1.0013878E+000, 8.6124713E-001, 7.7521194E-001
 6.1265207E-002, 6.3635555E+002, 1.1694589E+000, 1.0195046E+000, 9.3507746E-001
 6.8067608E-002, 6.4362466E+002, 1.3308587E+000, 1.1738436E+000, 1.0922116E+000
 7.4870009E-002, 6.5082528E+002, 1.4837819E+000, 1.3221478E+000, 1.2436490E+000
 8.1672410E-002, 6.5743028E+002, 1.6268085E+000, 1.4626677E+000, 1.3881945E+000
 8.8474811E-002, 6.6362488E+002, 1.7596268E+000, 1.5943822E+000, 1.5237455E+000
 9.5277212E-002, 6.6980242E+002, 1.8834551E+000, 1.7177365E+000, 1.6505939E+000
 1.0207961E-001, 6.7546768E+002, 1.9987977E+000, 1.8332982E+000, 1.7693520E+000
 1.0888201E-001, 6.8047453E+002, 2.1063155E+000, 1.9417987E+000, 1.8807517E+000
 1.1568441E-001, 6.8474691E+002, 2.2070589E+000, 2.0441292E+000, 1.9853270E+000
 1.2248682E-001, 6.8827286E+002, 2.3020673E+000, 2.1410844E+000, 2.0841510E+000
 1.2928922E-001, 6.9126315E+002, 2.3925837E+000, 2.2335494E+000, 2.1777692E+000
 1.3609162E-001, 6.9375823E+002, 2.4789722E+000, 2.3218322E+000, 2.2673376E+000
 1.4289402E-001, 6.9614195E+002, 2.5614771E+000, 2.4058358E+000, 2.3523760E+000
 1.4969642E-001, 6.9870902E+002, 2.6408361E+000, 2.4861357E+000, 2.4333092E+000
 1.5649882E-001, 7.0144288E+002, 2.7172106E+000, 2.5631257E+000, 2.5106792E+000
 1.6330122E-001, 7.0407667E+002, 2.7905707E+000, 2.6369377E+000, 2.5849074E+000
 1.7010362E-001, 7.0650939E+002, 2.8611259E+000, 2.7077657E+000, 2.6558776E+000
