m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 0.0000000E+000, 2.0000000E+001, 2.5842092E-002, 1.8793930E-002, 3.7587911E-002
 1.3698630E-002, 5.3577080E+002, 1.8386196E-002, 5.5792208E-002,-1.3019036E-002
 2.7397260E-002, 5.4725845E+002, 8.0664173E-002, 1.3138664E-001, 1.2085037E-001
 4.1095890E-002, 5.6693767E+002, 3.4628795E-001, 2.9290245E-001, 3.8415313E-001
 5.4794521E-002, 5.8560116E+002, 6.6116506E-001, 5.5930685E-001, 6.8528017E-001
 6.8493151E-002, 6.0420392E+002, 9.8120750E-001, 8.5803763E-001, 9.8984573E-001
 8.2191781E-002, 6.2288793E+002, 1.2897931E+000, 1.1565515E+000, 1.2839438E+000
 9.5890411E-002, 6.4030945E+002, 1.5778377E+000, 1.4416770E+000, 1.5581165E+000
 1.0958904E-001, 6.5641474E+002, 1.8428408E+000, 1.7069910E+000, 1.8092403E+000
 1.2328767E-001, 6.7184627E+002, 2.0846432E+000, 1.9492877E+000, 2.0369208E+000
 1.3698630E-001, 6.8623294E+002, 2.3048389E+000, 2.1681658E+000, 2.2428540E+000
 1.5068493E-001, 6.9861000E+002, 2.5033395E+000, 2.3643218E+000, 2.4254491E+000
 1.6438356E-001, 7.0880631E+002, 2.6805740E+000, 2.5390951E+000, 2.5880287E+000
 1.7808219E-001, 7.1660913E+002, 2.8381341E+000, 2.6942361E+000, 2.7316203E+000
 1.9178082E-001, 7.2298973E+002, 2.9793305E+000, 2.8324964E+000, 2.8603778E+000
 2.0547945E-001, 7.2835731E+002, 3.1081117E+000, 2.9576677E+000, 2.9773742E+000
 2.1917808E-001, 7.3288153E+002, 3.2276864E+000, 3.0730756E+000, 3.0864528E+000
 2.3287671E-001, 7.3640672E+002, 3.3391855E+000, 3.1798242E+000, 3.1864609E+000
 2.4657534E-001, 7.3935505E+002, 3.4433346E+000, 3.2782614E+000, 3.2794146E+000
 2.6027397E-001, 7.4192295E+002, 3.5422034E+000, 3.3702070E+000, 3.3662171E+000
 2.7397260E-001, 7.4425216E+002, 3.6354567E+000, 3.4559541E+000, 3.4463985E+000
 2.8767123E-001, 7.4609743E+002, 3.7235371E+000, 3.5361179E+000, 3.5214457E+000
 3.0136986E-001, 7.4741150E+002, 3.8069267E+000, 3.6116088E+000, 3.5918161E+000
 3.1506849E-001, 7.4815372E+002, 3.8849473E+000, 3.6825603E+000, 3.6574055E+000
 3.2876712E-001, 7.4790972E+002, 3.9584298E+000, 3.7499661E+000, 3.7204638E+000
 3.4246575E-001, 7.4652370E+002, 4.0289803E+000, 3.8144510E+000, 3.7806944E+000
 3.5616438E-001, 7.4424732E+002, 4.0967885E+000, 3.8752126E+000, 3.8367595E+000
 3.6986301E-001, 7.4061086E+002, 4.1575358E+000, 3.9294708E+000, 3.8846743E+000
 3.8356164E-001, 7.3659392E+002, 4.2135310E+000, 3.9789407E+000, 3.9299972E+000
 3.9726027E-001, 7.3137616E+002, 4.2620906E+000, 4.0222980E+000, 3.9656739E+000
 4.1095890E-001, 7.2544345E+002, 4.3053847E+000, 4.0601773E+000, 3.9984782E+000
 4.2465753E-001, 7.1914890E+002, 4.3473502E+000, 4.0939490E+000, 4.0265751E+000
 4.3835616E-001, 7.1237473E+002, 4.3850453E+000, 4.1225912E+000, 4.0493403E+000
 4.5205479E-001, 7.0548025E+002, 4.4168842E+000, 4.1462479E+000, 4.0676109E+000
 4.6575342E-001, 6.9842482E+002, 4.4475646E+000, 4.1684017E+000, 4.0874276E+000
 4.7945205E-001, 6.9146463E+002, 4.4805090E+000, 4.1914277E+000, 4.1078102E+000
 4.9315068E-001, 6.8399308E+002, 4.5149419E+000, 4.2159479E+000, 4.1296553E+000
 5.0684932E-001, 6.7616884E+002, 4.5503073E+000, 4.2397307E+000, 4.1470762E+000
 5.2054795E-001, 6.6809674E+002, 4.5796879E+000, 4.2595217E+000, 4.1617133E+000
 5.3424658E-001, 6.5959182E+002, 4.6033556E+000, 4.2751704E+000, 4.1742597E+000
 5.4794521E-001, 6.5034749E+002, 4.6248188E+000, 4.2870909E+000, 4.1836446E+000
 5.6164384E-001, 6.4059487E+002, 4.6439201E+000, 4.2958711E+000, 4.1873185E+000
 5.7534247E-001, 6.3117114E+002, 4.6612296E+000, 4.3028091E+000, 4.1897314E+000
