m,C,m/s,m/s,m/s
 4.0138525E-001, 6.9421657E+002, 4.1966962E+000, 3.8536549E+000, 3.7845546E+000
 4.0818765E-001, 6.9085307E+002, 4.2160382E+000, 3.8644703E+000, 3.7945399E+000
 4.1499005E-001, 6.8736143E+002, 4.2352554E+000, 3.8752231E+000, 3.8035875E+000
 4.2179246E-001, 6.8357325E+002, 4.2531436E+000, 3.8856822E+000, 3.8129675E+000
 4.2859486E-001, 6.7969611E+002, 4.2713955E+000, 3.8966932E+000, 3.8219437E+000
 4.3539726E-001, 6.7591158E+002, 4.2907658E+000, 3.9086406E+000, 3.8327909E+000
 4.4219966E-001, 6.7247221E+002, 4.3108829E+000, 3.9211020E+000, 3.8440287E+000
 4.4900206E-001, 6.6922158E+002, 4.3303710E+000, 3.9336102E+000, 3.8558618E+000
 4.5580446E-001, 6.6633653E+002, 4.3487943E+000, 3.9453398E+000, 3.8669573E+000
 4.6260686E-001, 6.6353067E+002, 4.3661659E+000, 3.9567516E+000, 3.8779718E+000
 4.6940926E-001, 6.6067007E+002, 4.3831219E+000, 3.9675812E+000, 3.8881041E+000
 4.7621166E-001, 6.5768819E+002, 4.3986762E+000, 3.9772509E+000, 3.8976970E+000
 4.8301406E-001, 6.5450497E+002, 4.4124273E+000, 3.9849909E+000, 3.9049632E+000
 4.8981646E-001, 6.5107422E+002, 4.4243414E+000, 3.9910349E+000, 3.9108475E+000
 4.9661887E-001, 6.4748390E+002, 4.4354967E+000, 3.9956699E+000, 3.9150061E+000
 5.0342127E-001, 6.4399888E+002, 4.4452520E+000, 3.9988761E+000, 3.9182283E+000
 5.1022367E-001, 6.4053823E+002, 4.4540864E+000, 4.0013703E+000, 3.9197803E+000
 5.1702607E-001, 6.3735594E+002, 4.4629942E+000, 4.0040904E+000, 3.9218756E+000
 5.2382847E-001, 6.3395077E+002, 4.4715443E+000, 4.0073953E+000, 3.9242699E+000
 5.3063087E-001, 6.3060940E+002, 4.4800789E+000, 4.0111293E+000, 3.9276836E+000
 5.3743327E-001, 6.2706391E+002, 4.4888680E+000, 4.0153392E+000, 3.9314475E+000
 5.4423567E-001, 6.2345657E+002, 4.4975144E+000, 4.0198595E+000, 3.9363452E+000
 5.5103807E-001, 6.1964143E+002, 4.5065973E+000, 4.0249383E+000, 3.9409153E+000
 5.5784047E-001, 6.1567642E+002, 4.5162757E+000, 4.0305813E+000, 3.9462141E+000
 5.6464287E-001, 6.1177553E+002, 4.5274633E+000, 4.0367913E+000, 3.9509598E+000
 5.7144528E-001, 6.0775400E+002, 4.5379594E+000, 4.0425756E+000, 3.9563346E+000
 5.7824768E-001, 6.0380403E+002, 4.5479065E+000, 4.0480151E+000, 3.9605325E+000
 5.8505008E-001, 5.9942261E+002, 4.5559782E+000, 4.0531011E+000, 3.9652798E+000
 5.9185248E-001, 5.9495078E+002, 4.5636197E+000, 4.0576163E+000, 3.9689340E+000
 5.9865488E-001, 5.9017332E+002, 4.5699620E+000, 4.0617721E+000, 3.9729553E+000
 6.0545728E-001, 5.8549941E+002, 4.5754118E+000, 4.0651640E+000, 3.9756440E+000
 6.1225968E-001, 5.7999339E+002, 4.5784957E+000, 4.0676465E+000, 3.9783144E+000
 6.1906208E-001, 5.7520093E+002, 4.5825937E+000, 4.0705440E+000, 3.9788121E+000
 6.2586448E-001, 5.7015424E+002, 4.5865073E+000, 4.0734683E+000, 3.9822180E+000
 6.3266688E-001, 5.6547282E+002, 4.5898310E+000, 4.0749338E+000, 3.9828941E+000
 6.3946928E-001, 5.6065028E+002, 4.5906351E+000, 4.0748265E+000, 3.9828464E+000
 6.4627169E-001, 5.5613230E+002, 4.5916028E+000, 4.0746578E+000, 3.9813849E+000
 6.5307409E-001, 5.5142163E+002, 4.5907353E+000, 4.0736470E+000, 3.9806658E+000
 6.5987649E-001, 5.4652533E+002, 4.5907797E+000, 4.0730680E+000, 3.9789708E+000
 6.6667889E-001, 5.4141117E+002, 4.5896800E+000, 4.0718821E+000, 3.9782829E+000
 6.7348129E-001, 5.3643800E+002, 4.5893804E+000, 4.0713168E+000, 3.9765541E+000
 6.8028369E-001, 5.3134722E+002, 4.5879440E+000, 4.0705934E+000, 3.9760853E+000
 6.8708609E-001, 5.2648497E+002, 4.5865390E+000, 4.0702076E+000, 3.9742248E+000
 6.9388849E-001, 5.2119515E+002, 4.5833382E+000, 4.0695111E+000, 3.9738962E+000
 7.0069089E-001, 5.1602624E+002, 4.5805641E+000, 4.0693005E+000, 3.9722394E+000
 7.0749329E-001, 5.1056455E+002, 4.5761351E+000, 4.0683357E+000, 3.9724487E+000
 7.1429569E-001, 5.0523346E+002, 4.5720926E+000, 4.0674858E+000, 3.9706105E+000
 7.2109810E-001, 4.9997474E+002, 4.5669072E+000, 4.0654676E+000, 3.9697733E+000
 7.2790050E-001, 4.9501796E+002, 4.5629270E+000, 4.0636205E+000, 3.9664046E+000
 7.3470290E-001, 4.9024085E+002, 4.5585483E+000, 4.0612619E+000, 3.9649087E+000
 7.4150530E-001, 4.8561415E+002, 4.5556291E+000, 4.0600984E+000, 3.9614057E+000
 7.4830770E-001, 4.8090748E+002, 4.5516393E+000, 4.0583962E+000, 3.9613402E+000
 7.5511010E-001, 4.7636773E+002, 4.5495811E+000, 4.0573003E+000, 3.9588538E+000
 7.6191250E-001, 4.7165719E+002, 4.5460620E+000, 4.0553706E+000, 3.9590294E+000
 7.6871490E-001, 4.6713283E+002, 4.5417436E+000, 4.0527152E+000, 3.9551375E+000
 7.7551730E-001, 4.6230160E+002, 4.5364591E+000, 4.0495675E+000, 3.9535910E+000
 7.8231970E-001, 4.5766489E+002, 4.5310964E+000, 4.0459659E+000, 3.9488211E+000
 7.8912210E-001, 4.5270292E+002, 4.5250472E+000, 4.0420440E+000, 3.9466862E+000
 7.9592451E-001, 4.4807656E+002, 4.5182963E+000, 4.0376299E+000, 3.9408843E+000
 8.0272691E-001, 4.4352271E+002, 4.5132453E+000, 4.0346293E+000, 3.9381043E+000
 8.0952931E-001, 4.3923730E+002, 4.5064832E+000, 4.0312285E+000, 3.9331484E+000
 8.1633171E-001, 4.3474611E+002, 4.5034507E+000, 4.0305679E+000, 3.9320795E+000
 8.2313411E-001, 4.3019267E+002, 4.4976154E+000, 4.0285037E+000, 3.9293751E+000
 8.2993651E-001, 4.2557896E+002, 4.4938695E+000, 4.0275360E+000, 3.9288168E+000
 8.3673891E-001, 4.2119229E+002, 4.4872063E+000, 4.0248239E+000, 3.9252966E+000
 8.4354131E-001, 4.1688172E+002, 4.4810714E+000, 4.0219762E+000, 3.9229429E+000
 8.5034371E-001, 4.1262501E+002, 4.4731894E+000, 4.0180282E+000, 3.9171930E+000
 8.5714611E-001, 4.0828702E+002, 4.4646337E+000, 4.0137058E+000, 3.9134589E+000
 8.6394851E-001, 4.0425869E+002, 4.4560494E+000, 4.0092137E+000, 3.9069684E+000
 8.7075092E-001, 4.0033211E+002, 4.4490642E+000, 4.0059394E+000, 3.9032764E+000
 8.7755332E-001, 3.9657197E+002, 4.4428462E+000, 4.0032486E+000, 3.8995246E+000
 8.8435572E-001, 3.9271391E+002, 4.4367418E+000, 4.0010635E+000, 3.8975733E+000
 8.9115812E-001, 3.8859448E+002, 4.4318756E+000, 4.0001407E+000, 3.8954679E+000
 8.9796052E-001, 3.8453191E+002, 4.4262329E+000, 3.9984468E+000, 3.8936240E+000
 9.0476292E-001, 3.8019776E+002, 4.4183853E+000, 3.9958894E+000, 3.8876566E+000
 9.1156532E-001, 3.7594674E+002, 4.4100510E+000, 3.9927043E+000, 3.8838614E+000
 9.1836772E-001, 3.7103639E+002, 4.3984408E+000, 3.9879247E+000, 3.8775287E+000
 9.2517012E-001, 3.6699763E+002, 4.3884762E+000, 3.9834220E+000, 3.8741771E+000
 9.3197252E-001, 3.6291384E+002, 4.3795627E+000, 3.9791358E+000, 3.8672266E+000
 9.3877492E-001, 3.5909582E+002, 4.3685179E+000, 3.9730532E+000, 3.8614724E+000
 9.4557733E-001, 3.5522513E+002, 4.3580661E+000, 3.9675413E+000, 3.8547225E+000
 9.5237973E-001, 3.5149400E+002, 4.3483720E+000, 3.9623488E+000, 3.8498038E+000
 9.5918213E-001, 3.4783800E+002, 4.3383200E+000, 3.9570662E+000, 3.8437115E+000
 9.6598453E-001, 3.4418145E+002, 4.3291025E+000, 3.9526054E+000, 3.8409585E+000
 9.7278693E-001, 3.4062199E+002, 4.3218380E+000, 3.9501262E+000, 3.8362727E+000
 9.7958933E-001, 3.3737235E+002, 4.3142305E+000, 3.9472719E+000, 3.8366547E+000
 9.8639173E-001, 3.3413799E+002, 4.3110227E+000, 3.9471352E+000, 3.8335032E+000
 9.9319413E-001, 3.3111024E+002, 4.3041634E+000, 3.9450578E+000, 3.8332719E+000
 9.9999653E-001, 3.2788912E+002, 4.2994634E+000, 3.9437339E+000, 3.8296794E+000
 1.0067989E+000, 3.2475603E+002, 4.2950212E+000, 3.9432957E+000, 3.8304661E+000
 1.0136013E+000, 3.2160881E+002, 4.2882346E+000, 3.9405524E+000, 3.8249137E+000
 1.0204037E+000, 3.1854989E+002, 4.2826572E+000, 3.9379218E+000, 3.8245685E+000
 1.0272061E+000, 3.1547230E+002, 4.2745231E+000, 3.9339228E+000, 3.8149088E+000
 1.0340085E+000, 3.1243114E+002, 4.2657626E+000, 3.9293283E+000, 3.8151185E+000
 1.0408109E+000, 3.0934937E+002, 4.2564515E+000, 3.9251382E+000, 3.8033789E+000
 1.0476133E+000, 3.0622235E+002, 4.2478183E+000, 3.9222557E+000, 3.8066848E+000
 1.0544157E+000, 3.0312892E+002, 4.2412478E+000, 3.9202027E+000, 3.7961837E+000
 1.0612181E+000, 3.0002400E+002, 4.2317595E+000, 3.9164200E+000, 3.8003128E+000
 1.0680205E+000, 2.9691830E+002, 4.2269097E+000, 3.9150921E+000, 3.7897746E+000
 1.0748229E+000, 2.9387687E+002, 4.2181931E+000, 3.9109935E+000, 3.7938822E+000
 1.0816253E+000, 2.9068993E+002, 4.2071770E+000, 3.9050516E+000, 3.7782168E+000
 1.0884277E+000, 2.8771195E+002, 4.1988823E+000, 3.9010849E+000, 3.7871204E+000
 1.0952301E+000, 2.8442087E+002, 4.1909985E+000, 3.8981228E+000, 3.7683605E+000
 1.1020325E+000, 2.8139685E+002, 4.1826386E+000, 3.8945689E+000, 3.7792586E+000
 1.1088349E+000, 2.7832843E+002, 4.1733148E+000, 3.8894055E+000, 3.7557304E+000
 1.1156373E+000, 2.7561259E+002, 4.1637414E+000, 3.8843553E+000, 3.7695830E+000
 1.1224397E+000, 2.7289823E+002, 4.1578136E+000, 3.8808973E+000, 3.7412285E+000
 1.1292422E+000, 2.7047441E+002, 4.1455386E+000, 3.8726049E+000, 3.7584705E+000
 1.1360446E+000, 2.6802348E+002, 4.1391152E+000, 3.8685810E+000, 3.7251052E+000
 1.1428470E+000, 2.6574008E+002, 4.1254248E+000, 3.8593086E+000, 3.7454269E+000
 1.1496494E+000, 2.6319697E+002, 4.1187988E+000, 3.8549058E+000, 3.7095039E+000
 1.1564518E+000, 2.6079453E+002, 4.1093489E+000, 3.8501706E+000, 3.7358197E+000
 1.1632542E+000, 2.5812347E+002, 4.0966908E+000, 3.8417998E+000, 3.6913350E+000
 1.1700566E+000, 2.5549887E+002, 4.0884415E+000, 3.8380327E+000, 3.7285603E+000
 1.1768590E+000, 2.5262275E+002, 4.0800381E+000, 3.8325778E+000, 3.6724575E+000
 1.1836614E+000, 2.5010074E+002, 4.0661177E+000, 3.8237844E+000, 3.7148324E+000
 1.1904638E+000, 2.4714617E+002, 4.0611952E+000, 3.8211499E+000, 3.6571194E+000
 1.1972662E+000, 2.4486846E+002, 4.0435425E+000, 3.8081218E+000, 3.6970326E+000
 1.2040686E+000, 2.4174213E+002, 4.0444137E+000, 3.8093088E+000, 3.6398506E+000
 1.2108710E+000, 2.3979656E+002, 4.0272153E+000, 3.7950729E+000, 3.6722835E+000
 1.2176734E+000, 2.3686541E+002, 4.0231712E+000, 3.7918638E+000, 3.6281447E+000
 1.2244758E+000, 2.3531108E+002, 4.0418670E+000, 3.8034752E+000, 3.6285674E+000
 1.2312782E+000, 2.2282358E+002, 3.8958823E+000, 3.7139692E+000, 3.6257922E+000
 1.2380806E+000, 2.2282358E+002, 3.8958823E+000, 3.7139692E+000, 3.6115790E+000
 1.2448830E+000, 2.2282358E+002, 3.8958823E+000, 3.7139692E+000, 3.6115790E+000
 1.2516854E+000, 2.1619887E+002, 3.8631017E+000, 3.6948122E+000, 3.6115790E+000
 1.2584878E+000, 2.1619887E+002, 3.8631017E+000, 3.6948122E+000, 3.5977717E+000
 1.2652902E+000, 2.1619887E+002, 3.8631017E+000, 3.6948122E+000, 3.5977717E+000
 1.2720926E+000, 2.1042399E+002, 3.8435481E+000, 3.6826396E+000, 3.5977717E+000
 1.2788950E+000, 2.1042399E+002, 3.8435481E+000, 3.6826396E+000, 3.5977717E+000
 1.2856974E+000, 2.1042399E+002, 3.8435481E+000, 3.6826396E+000, 3.5843992E+000
 1.2924998E+000, 2.0487333E+002, 3.8236016E+000, 3.6691647E+000, 3.5843992E+000
 1.2993022E+000, 2.0487333E+002, 3.8236016E+000, 3.6691647E+000, 3.5843992E+000
 1.3061046E+000, 2.0487333E+002, 3.8236016E+000, 3.6691647E+000, 3.5672024E+000
 1.3129070E+000, 1.9928059E+002, 3.7980472E+000, 3.6511379E+000, 3.5672024E+000
 1.3197094E+000, 1.9928059E+002, 3.7980472E+000, 3.6511379E+000, 3.5672024E+000
 1.3265118E+000, 1.9928059E+002, 3.7980472E+000, 3.6511379E+000, 3.5475964E+000
 1.3333142E+000, 1.9375996E+002, 3.7694180E+000, 3.6305569E+000, 3.5475964E+000
 1.3401166E+000, 1.9375996E+002, 3.7694180E+000, 3.6305569E+000, 3.5475964E+000
 1.3469190E+000, 1.9375996E+002, 3.7694180E+000, 3.6305569E+000, 3.5250600E+000
 1.3537214E+000, 1.8847581E+002, 3.7389910E+000, 3.6083940E+000, 3.5250600E+000
 1.3605238E+000, 1.8847581E+002, 3.7389910E+000, 3.6083940E+000, 3.5250600E+000
 1.3673262E+000, 1.8847581E+002, 3.7389910E+000, 3.6083940E+000, 3.5012849E+000
 1.3741286E+000, 1.8331455E+002, 3.7083193E+000, 3.5860321E+000, 3.5012849E+000
 1.3809310E+000, 1.8331455E+002, 3.7083193E+000, 3.5860321E+000, 3.5012849E+000
 1.3877334E+000, 1.8331455E+002, 3.7083193E+000, 3.5860321E+000, 3.4777216E+000
 1.3945358E+000, 1.7824531E+002, 3.6797157E+000, 3.5641909E+000, 3.4777216E+000
 1.4013382E+000, 1.7824531E+002, 3.6797157E+000, 3.5641909E+000, 3.4777216E+000
 1.4081406E+000, 1.7824531E+002, 3.6797157E+000, 3.5641909E+000, 3.4562487E+000
 1.4149430E+000, 1.7339248E+002, 3.6536213E+000, 3.5434872E+000, 3.4562487E+000
 1.4217454E+000, 1.7339248E+002, 3.6536213E+000, 3.5434872E+000, 3.4562487E+000
 1.4285478E+000, 1.7339248E+002, 3.6536213E+000, 3.5434872E+000, 3.4351591E+000
 1.4353502E+000, 1.7339248E+002, 3.6536213E+000, 3.5434872E+000, 3.4351591E+000
 1.4421526E+000, 1.6889119E+002, 3.6295557E+000, 3.5236645E+000, 3.4351591E+000
 1.4489550E+000, 1.6889119E+002, 3.6295557E+000, 3.5236645E+000, 3.4150033E+000
 1.4557574E+000, 1.6889119E+002, 3.6295557E+000, 3.5236645E+000, 3.4150033E+000
 1.4625598E+000, 1.6483609E+002, 3.6075857E+000, 3.5048045E+000, 3.4150033E+000
 1.4693622E+000, 1.6483609E+002, 3.6075857E+000, 3.5048045E+000, 3.3949424E+000
 1.4761646E+000, 1.6483609E+002, 3.6075857E+000, 3.5048045E+000, 3.3949424E+000
 1.4829670E+000, 1.6120601E+002, 3.5860769E+000, 3.4860523E+000, 3.3949424E+000
 1.4897694E+000, 1.6120601E+002, 3.5860769E+000, 3.4860523E+000, 3.3754694E+000
 1.4965718E+000, 1.6120601E+002, 3.5860769E+000, 3.4860523E+000, 3.3754694E+000
 1.5033742E+000, 1.5796543E+002, 3.5630996E+000, 3.4668003E+000, 3.3754694E+000
 1.5101766E+000, 1.5796543E+002, 3.5630996E+000, 3.4668003E+000, 3.3553127E+000
 1.5169790E+000, 1.5796543E+002, 3.5630996E+000, 3.4668003E+000, 3.3553127E+000
 1.5237814E+000, 1.5500133E+002, 3.5387628E+000, 3.4467173E+000, 3.3553127E+000
 1.5305838E+000, 1.5500133E+002, 3.5387628E+000, 3.4467173E+000, 3.3347491E+000
 1.5373862E+000, 1.5500133E+002, 3.5387628E+000, 3.4467173E+000, 3.3347491E+000
 1.5441886E+000, 1.5213791E+002, 3.5149093E+000, 3.4267556E+000, 3.3347491E+000
 1.5509910E+000, 1.5213791E+002, 3.5149093E+000, 3.4267556E+000, 3.3157474E+000
 1.5577934E+000, 1.5213791E+002, 3.5149093E+000, 3.4267556E+000, 3.3157474E+000
 1.5645958E+000, 1.4933823E+002, 3.4940019E+000, 3.4086801E+000, 3.3157474E+000
 1.5713982E+000, 1.4933823E+002, 3.4940019E+000, 3.4086801E+000, 3.2983262E+000
 1.5782006E+000, 1.4933823E+002, 3.4940019E+000, 3.4086801E+000, 3.2983262E+000
 1.5850030E+000, 1.4648889E+002, 3.4770488E+000, 3.3934050E+000, 3.2983262E+000
 1.5918054E+000, 1.4648889E+002, 3.4770488E+000, 3.3934050E+000, 3.2983262E+000
 1.5986078E+000, 1.4648889E+002, 3.4770488E+000, 3.3934050E+000, 3.2843440E+000
 1.6054102E+000, 1.4361762E+002, 3.4635067E+000, 3.3808562E+000, 3.2843440E+000
 1.6122126E+000, 1.4361762E+002, 3.4635067E+000, 3.3808562E+000, 3.2843440E+000
 1.6190150E+000, 1.4361762E+002, 3.4635067E+000, 3.3808562E+000, 3.2720028E+000
 1.6258174E+000, 1.4073851E+002, 3.4505439E+000, 3.3689632E+000, 3.2720028E+000
 1.6326198E+000, 1.4073851E+002, 3.4505439E+000, 3.3689632E+000, 3.2720028E+000
 1.6394222E+000, 1.4073851E+002, 3.4505439E+000, 3.3689632E+000, 3.2599441E+000
 1.6462246E+000, 1.3787352E+002, 3.4360037E+000, 3.3557280E+000, 3.2599441E+000
 1.6530270E+000, 1.3787352E+002, 3.4360037E+000, 3.3557280E+000, 3.2599441E+000
 1.6598294E+000, 1.3787352E+002, 3.4360037E+000, 3.3557280E+000, 3.2452269E+000
 1.6666318E+000, 1.3503781E+002, 3.4194913E+000, 3.3414852E+000, 3.2452269E+000
 1.6734342E+000, 1.3503781E+002, 3.4194913E+000, 3.3414852E+000, 3.2452269E+000
 1.6802366E+000, 1.3503781E+002, 3.4194913E+000, 3.3414852E+000, 3.2309398E+000
 1.6870390E+000, 1.3223552E+002, 3.4018842E+000, 3.3269174E+000, 3.2309398E+000
 1.6938414E+000, 1.3223552E+002, 3.4018842E+000, 3.3269174E+000, 3.2309398E+000
 1.7006438E+000, 1.3223552E+002, 3.4018842E+000, 3.3269174E+000, 3.2175957E+000
 1.7074462E+000, 1.2944370E+002, 3.3866968E+000, 3.3142381E+000, 3.2175957E+000
 1.7142486E+000, 1.2944370E+002, 3.3866968E+000, 3.3142381E+000, 3.2175957E+000
 1.7210510E+000, 1.2944370E+002, 3.3866968E+000, 3.3142381E+000, 3.2054417E+000
 1.7278534E+000, 1.2675694E+002, 3.3715433E+000, 3.3018078E+000, 3.2054417E+000
 1.7346558E+000, 1.2675694E+002, 3.3715433E+000, 3.3018078E+000, 3.2054417E+000
 1.7414582E+000, 1.2675694E+002, 3.3715433E+000, 3.3018078E+000, 3.1916292E+000
 1.7482606E+000, 1.2675694E+002, 3.3715433E+000, 3.3018078E+000, 3.1916292E+000
 1.7550630E+000, 1.2419969E+002, 3.3547169E+000, 3.2877717E+000, 3.1916292E+000
 1.7618654E+000, 1.2419969E+002, 3.3547169E+000, 3.2877717E+000, 3.1764146E+000
 1.7686678E+000, 1.2419969E+002, 3.3547169E+000, 3.2877717E+000, 3.1764146E+000
 1.7754702E+000, 1.2183611E+002, 3.3363851E+000, 3.2720702E+000, 3.1764146E+000
 1.7822726E+000, 1.2183611E+002, 3.3363851E+000, 3.2720702E+000, 3.1597181E+000
 1.7890750E+000, 1.2183611E+002, 3.3363851E+000, 3.2720702E+000, 3.1597181E+000
 1.7958774E+000, 1.1963279E+002, 3.3191339E+000, 3.2575748E+000, 3.1597181E+000
 1.8026798E+000, 1.1963279E+002, 3.3191339E+000, 3.2575748E+000, 3.1446519E+000
 1.8094822E+000, 1.1963279E+002, 3.3191339E+000, 3.2575748E+000, 3.1446519E+000
 1.8162846E+000, 1.1759244E+002, 3.3034157E+000, 3.2440858E+000, 3.1446519E+000
 1.8230870E+000, 1.1759244E+002, 3.3034157E+000, 3.2440858E+000, 3.1307087E+000
 1.8298894E+000, 1.1759244E+002, 3.3034157E+000, 3.2440858E+000, 3.1307087E+000
 1.8366918E+000, 1.1566526E+002, 3.2903850E+000, 3.2316163E+000, 3.1307087E+000
 1.8434942E+000, 1.1566526E+002, 3.2903850E+000, 3.2316163E+000, 3.1187470E+000
 1.8502966E+000, 1.1566526E+002, 3.2903850E+000, 3.2316163E+000, 3.1187470E+000
 1.8570990E+000, 1.1380556E+002, 3.2780882E+000, 3.2191439E+000, 3.1187470E+000
 1.8639014E+000, 1.1380556E+002, 3.2780882E+000, 3.2191439E+000, 3.1049937E+000
 1.8707038E+000, 1.1380556E+002, 3.2780882E+000, 3.2191439E+000, 3.1049937E+000
 1.8775063E+000, 1.1203174E+002, 3.2656021E+000, 3.2063149E+000, 3.1049937E+000
 1.8843087E+000, 1.1203174E+002, 3.2656021E+000, 3.2063149E+000, 3.0896401E+000
 1.8911111E+000, 1.1203174E+002, 3.2656021E+000, 3.2063149E+000, 3.0896401E+000
