m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 1.3890000E-002, 8.0278048E+002, 4.0883854E-001, 3.2411707E-001, 5.4042241E-001
 4.1159817E-002, 8.1758147E+002, 1.0432512E+000, 8.5313451E-001, 1.1116263E+000
 6.8429633E-002, 8.2327297E+002, 1.6530376E+000, 1.4085742E+000, 1.6593050E+000
 9.5699450E-002, 8.2229476E+002, 2.1903643E+000, 1.9237360E+000, 2.1436904E+000
 1.2296927E-001, 8.1875621E+002, 2.6377197E+000, 2.3709108E+000, 2.5533148E+000
 1.5023908E-001, 8.1483611E+002, 3.0053925E+000, 2.7492938E+000, 2.8985712E+000
 1.7750890E-001, 8.1068690E+002, 3.3096996E+000, 3.0685859E+000, 3.1885842E+000
 2.0477872E-001, 8.0618484E+002, 3.5629678E+000, 3.3378309E+000, 3.4337586E+000
 2.3204853E-001, 8.0097320E+002, 3.7760450E+000, 3.5658005E+000, 3.6407188E+000
 2.5931835E-001, 7.9508238E+002, 3.9564271E+000, 3.7592755E+000, 3.8174455E+000
 2.8658817E-001, 7.8792971E+002, 4.1111048E+000, 3.9242765E+000, 3.9668544E+000
 3.1385798E-001, 7.7827489E+002, 4.2431067E+000, 4.0645904E+000, 4.0930862E+000
 3.4112780E-001, 7.6533768E+002, 4.3540119E+000, 4.1816743E+000, 4.1941814E+000
 3.6839761E-001, 7.4843579E+002, 4.4430428E+000, 4.2742645E+000, 4.2701297E+000
 3.9566743E-001, 7.2742065E+002, 4.5087596E+000, 4.3401040E+000, 4.3190239E+000
 4.2293725E-001, 7.0333354E+002, 4.5522399E+000, 4.3815270E+000, 4.3468402E+000
 4.5020706E-001, 6.7660425E+002, 4.5769167E+000, 4.4038430E+000, 4.3550533E+000
 4.7747688E-001, 6.4692075E+002, 4.5882522E+000, 4.4146230E+000, 4.3552837E+000
 5.0474670E-001, 6.1489589E+002, 4.5919024E+000, 4.4171390E+000, 4.3477924E+000
 5.3201651E-001, 5.8168516E+002, 4.5888977E+000, 4.4105164E+000, 4.3316389E+000
 5.5928633E-001, 5.4814763E+002, 4.5780979E+000, 4.3954765E+000, 4.3081601E+000
 5.8655615E-001, 5.1546396E+002, 4.5593687E+000, 4.3746350E+000, 4.2806711E+000
 6.1382596E-001, 4.8452986E+002, 4.5333747E+000, 4.3477890E+000, 4.2497907E+000
 6.4109578E-001, 4.5549259E+002, 4.5010454E+000, 4.3135996E+000, 4.2112453E+000
 6.6836560E-001, 4.2849532E+002, 4.4607667E+000, 4.2741172E+000, 4.1665430E+000
 6.9563541E-001, 4.0265659E+002, 4.4140149E+000, 4.2306505E+000, 4.1183553E+000
 7.2290523E-001, 3.7875016E+002, 4.3641670E+000, 4.1822152E+000, 4.0648839E+000
 7.5017505E-001, 3.5655945E+002, 4.3076217E+000, 4.1288818E+000, 4.0067309E+000
 7.7744486E-001, 3.3587288E+002, 4.2463638E+000, 4.0721887E+000, 3.9460623E+000
 8.0471468E-001, 3.1728081E+002, 4.1848509E+000, 4.0162883E+000, 3.8890050E+000
 8.3198450E-001, 3.0027476E+002, 4.1251699E+000, 3.9635674E+000, 3.8360539E+000
 8.5925431E-001, 2.8517645E+002, 4.0704734E+000, 3.9136977E+000, 3.7862428E+000
 8.8652413E-001, 2.7109829E+002, 4.0167079E+000, 3.8650270E+000, 3.7359488E+000
 9.1379394E-001, 2.5844880E+002, 3.9633146E+000, 3.8172591E+000, 3.6874650E+000
 9.4106376E-001, 2.4620713E+002, 3.9110119E+000, 3.7709751E+000, 3.6399837E+000
 9.6833358E-001, 2.3543575E+002, 3.8608301E+000, 3.7256704E+000, 3.5938805E+000
 9.9560339E-001, 2.2505243E+002, 3.8127213E+000, 3.6823844E+000, 3.5528529E+000
 1.0228732E+000, 2.1571483E+002, 3.7705320E+000, 3.6440700E+000, 3.5178849E+000
 1.0501430E+000, 2.0659794E+002, 3.7338634E+000, 3.6120096E+000, 3.4862066E+000
 1.0774128E+000, 1.9819801E+002, 3.6983581E+000, 3.5825290E+000, 3.4557609E+000
 1.1046827E+000, 1.9008169E+002, 3.6624266E+000, 3.5539790E+000, 3.4288842E+000
 1.1319525E+000, 1.8280448E+002, 3.6298430E+000, 3.5266690E+000, 3.4032726E+000
 1.1592223E+000, 1.7568792E+002, 3.5955847E+000, 3.4971320E+000, 3.3742487E+000
 1.1864921E+000, 1.6907017E+002, 3.5573963E+000, 3.4648325E+000, 3.3404495E+000
 1.2137619E+000, 1.6278595E+002, 3.5159239E+000, 3.4311533E+000, 3.3047372E+000
 1.2410317E+000, 1.5729293E+002, 3.4753421E+000, 3.3965221E+000, 3.2701639E+000
 1.2683016E+000, 1.5217834E+002, 3.4388847E+000, 3.3627039E+000, 3.2370880E+000
 1.2955714E+000, 1.4765393E+002, 3.4079284E+000, 3.3325521E+000, 3.2081694E+000
 1.3228412E+000, 1.4314244E+002, 3.3817243E+000, 3.3074496E+000, 3.1848491E+000
 1.3501110E+000, 1.3901674E+002, 3.3593811E+000, 3.2861361E+000, 3.1658414E+000
 1.3773808E+000, 1.3495144E+002, 3.3377214E+000, 3.2678455E+000, 3.1484761E+000
 1.4046506E+000, 1.3116392E+002, 3.3159434E+000, 3.2503896E+000, 3.1328993E+000
 1.4319205E+000, 1.2749430E+002, 3.2965034E+000, 3.2338949E+000, 3.1174795E+000
 1.4591903E+000, 1.2408229E+002, 3.2779022E+000, 3.2164720E+000, 3.0989768E+000
 1.4864601E+000, 1.2063543E+002, 3.2558972E+000, 3.1957748E+000, 3.0756830E+000
 1.5137299E+000, 1.1734089E+002, 3.2300426E+000, 3.1718092E+000, 3.0508380E+000
 1.5409997E+000, 1.1418891E+002, 3.2045571E+000, 3.1485949E+000, 3.0292697E+000
 1.5682695E+000, 1.1133167E+002, 3.1819735E+000, 3.1273584E+000, 3.0100628E+000
 1.5955394E+000, 1.0864950E+002, 3.1609028E+000, 3.1071359E+000, 2.9905026E+000
 1.6228092E+000, 1.0606560E+002, 3.1397642E+000, 3.0867316E+000, 2.9696501E+000
 1.6500790E+000, 1.0354445E+002, 3.1143031E+000, 3.0624484E+000, 2.9452604E+000
 1.6773488E+000, 1.0114596E+002, 3.0852661E+000, 3.0348144E+000, 2.9186746E+000
 1.7046186E+000, 9.8844862E+001, 3.0554151E+000, 3.0065146E+000, 2.8919119E+000
 1.7318884E+000, 9.6654081E+001, 3.0284868E+000, 2.9799706E+000, 2.8681787E+000
 1.7591583E+000, 9.4531797E+001, 3.0054764E+000, 2.9567975E+000, 2.8456930E+000
 1.7864281E+000, 9.2505746E+001, 2.9825657E+000, 2.9345157E+000, 2.8240192E+000
 1.8136979E+000, 9.0528774E+001, 2.9632197E+000, 2.9155626E+000, 2.8040824E+000
 1.8409677E+000, 8.8594562E+001, 2.9455767E+000, 2.8992247E+000, 2.7865494E+000
 1.8682375E+000, 8.6720887E+001, 2.9283396E+000, 2.8839064E+000, 2.7701074E+000
 1.8955073E+000, 8.4933441E+001, 2.9120226E+000, 2.8704451E+000, 2.7579905E+000
 1.9227772E+000, 8.3312658E+001, 2.8972446E+000, 2.8575791E+000, 2.7492209E+000
 1.9500470E+000, 8.1813525E+001, 2.8850615E+000, 2.8460158E+000, 2.7431625E+000
 1.9773168E+000, 8.0403749E+001, 2.8742715E+000, 2.8355035E+000, 2.7359632E+000
 2.0045866E+000, 7.9052300E+001, 2.8654889E+000, 2.8265746E+000, 2.7286069E+000
 2.0318564E+000, 7.7727569E+001, 2.8572717E+000, 2.8185078E+000, 2.7207128E+000
 2.0591262E+000, 7.6424322E+001, 2.8484163E+000, 2.8098070E+000, 2.7118671E+000
 2.0863961E+000, 7.5138353E+001, 2.8388900E+000, 2.8006913E+000, 2.7039206E+000
 2.1136659E+000, 7.3934652E+001, 2.8297287E+000, 2.7916336E+000, 2.6940883E+000
 2.1409357E+000, 7.2813287E+001, 2.8206802E+000, 2.7821015E+000, 2.6843262E+000
 2.1682055E+000, 7.1746355E+001, 2.8111779E+000, 2.7721809E+000, 2.6727997E+000
 2.1954753E+000, 7.0680770E+001, 2.8017019E+000, 2.7620351E+000, 2.6621905E+000
 2.2227451E+000, 6.9605233E+001, 2.7887384E+000, 2.7491920E+000, 2.6479347E+000
 2.2500150E+000, 6.8494544E+001, 2.7757448E+000, 2.7359731E+000, 2.6357160E+000
 2.2772848E+000, 6.7440854E+001, 2.7624870E+000, 2.7221279E+000, 2.6190791E+000
 2.3045546E+000, 6.6441039E+001, 2.7458529E+000, 2.7055898E+000, 2.6190791E+000
 2.3318244E+000, 6.5535100E+001, 2.7293428E+000, 2.6892752E+000, 2.5853907E+000
 2.3590942E+000, 6.4700301E+001, 2.7116400E+000, 2.6726006E+000, 2.5706694E+000
 2.3863640E+000, 6.3903203E+001, 2.6971139E+000, 2.6587203E+000, 2.5586719E+000
 2.4136339E+000, 6.3097770E+001, 2.6846938E+000, 2.6464259E+000, 2.5586719E+000
 2.4409037E+000, 6.2274894E+001, 2.6778806E+000, 2.6386134E+000, 2.5484323E+000
 2.4681735E+000, 6.1468157E+001, 2.6719457E+000, 2.6309449E+000, 2.5420422E+000
 2.4954433E+000, 6.0679683E+001, 2.6628918E+000, 2.6211161E+000, 2.5321509E+000
 2.5227131E+000, 5.9890189E+001, 2.6569753E+000, 2.6150351E+000, 2.5243330E+000
 2.5499829E+000, 5.9153308E+001, 2.6453088E+000, 2.6049281E+000, 2.5146973E+000
 2.5772528E+000, 5.8415370E+001, 2.6400542E+000, 2.5996847E+000, 2.5061409E+000
 2.6045226E+000, 5.7664766E+001, 2.6306211E+000, 2.5926942E+000, 2.5001894E+000
 2.6317924E+000, 5.6948031E+001, 2.6251514E+000, 2.5877910E+000, 2.4961822E+000
 2.6590622E+000, 5.6254096E+001, 2.6200865E+000, 2.5820227E+000, 2.4910782E+000
 2.6863320E+000, 5.5558444E+001, 2.6168304E+000, 2.5776328E+000, 2.4876303E+000
 2.7136018E+000, 5.4911383E+001, 2.6088364E+000, 2.5687667E+000, 2.4820951E+000
 2.7408717E+000, 5.4300541E+001, 2.5948722E+000, 2.5537417E+000, 2.4724523E+000
 2.7681415E+000, 5.3662427E+001, 2.5784975E+000, 2.5368592E+000, 2.4579431E+000
 2.7954113E+000, 5.3001930E+001, 2.5543463E+000, 2.5138283E+000, 2.4405011E+000
 2.8226811E+000, 5.2258054E+001, 2.5425443E+000, 2.5000685E+000, 2.4214893E+000
 2.8499509E+000, 5.1573959E+001, 2.5178611E+000, 2.4764825E+000, 2.4053510E+000
 2.8772207E+000, 5.0880980E+001, 2.5032574E+000, 2.4590728E+000, 2.3811319E+000
 2.9044906E+000, 5.0246097E+001, 2.4639885E+000, 2.4230584E+000, 2.3593317E+000
 2.9317604E+000, 4.9605651E+001, 2.4615061E+000, 2.4153091E+000, 2.3299909E+000
 2.9590302E+000, 4.8944693E+001, 2.3988174E+000, 2.3614954E+000, 2.3105656E+000
NaN,NaN,NaN,NaN,NaN
