m,C,m/s,m/s,m/s
 3.1295404E-001, 6.5409433E+002, 3.7169825E+000, 3.4106462E+000, 3.3679002E+000
 3.1975644E-001, 6.4578251E+002, 3.7335428E+000, 3.4212443E+000, 3.3793332E+000
 3.2655884E-001, 6.3721453E+002, 3.7471991E+000, 3.4291379E+000, 3.3875307E+000
 3.3336124E-001, 6.2845291E+002, 3.7586112E+000, 3.4349165E+000, 3.3935307E+000
 3.4016364E-001, 6.1938951E+002, 3.7676142E+000, 3.4388270E+000, 3.3976916E+000
 3.4696605E-001, 6.1029077E+002, 3.7745616E+000, 3.4411840E+000, 3.3997888E+000
 3.5376845E-001, 6.0110566E+002, 3.7799215E+000, 3.4423234E+000, 3.4007505E+000
 3.6057085E-001, 5.9221318E+002, 3.7843817E+000, 3.4425008E+000, 3.4004869E+000
 3.6737325E-001, 5.8331719E+002, 3.7884330E+000, 3.4421787E+000, 3.3996807E+000
 3.7417565E-001, 5.7485945E+002, 3.7924211E+000, 3.4415429E+000, 3.3983018E+000
 3.8097805E-001, 5.6630705E+002, 3.7954516E+000, 3.4403667E+000, 3.3968011E+000
 3.8778045E-001, 5.5814210E+002, 3.7974357E+000, 3.4385719E+000, 3.3944860E+000
 3.9458285E-001, 5.4946003E+002, 3.7983283E+000, 3.4367679E+000, 3.3921213E+000
 4.0138525E-001, 5.4111132E+002, 3.7984249E+000, 3.4348101E+000, 3.3896381E+000
 4.0818765E-001, 5.3250764E+002, 3.7978568E+000, 3.4329761E+000, 3.3872256E+000
 4.1499005E-001, 5.2445706E+002, 3.7972959E+000, 3.4313568E+000, 3.3846947E+000
 4.2179246E-001, 5.1608006E+002, 3.7972622E+000, 3.4305858E+000, 3.3830513E+000
 4.2859486E-001, 5.0809381E+002, 3.7976263E+000, 3.4303000E+000, 3.3820222E+000
 4.3539726E-001, 4.9984228E+002, 3.7966359E+000, 3.4296049E+000, 3.3811801E+000
 4.4219966E-001, 4.9170519E+002, 3.7943246E+000, 3.4282265E+000, 3.3795900E+000
 4.4900206E-001, 4.8359833E+002, 3.7906801E+000, 3.4263664E+000, 3.3773631E+000
 4.5580446E-001, 4.7561126E+002, 3.7868014E+000, 3.4246590E+000, 3.3746600E+000
 4.6260686E-001, 4.6802227E+002, 3.7840288E+000, 3.4228059E+000, 3.3728828E+000
 4.6940926E-001, 4.6030049E+002, 3.7805302E+000, 3.4207672E+000, 3.3705380E+000
 4.7621166E-001, 4.5304504E+002, 3.7768066E+000, 3.4181926E+000, 3.3682836E+000
 4.8301406E-001, 4.4534387E+002, 3.7713347E+000, 3.4149708E+000, 3.3649358E+000
 4.8981646E-001, 4.3782762E+002, 3.7654817E+000, 3.4108972E+000, 3.3613515E+000
 4.9661887E-001, 4.3019969E+002, 3.7584047E+000, 3.4061326E+000, 3.3560642E+000
 5.0342127E-001, 4.2314047E+002, 3.7519113E+000, 3.4011526E+000, 3.3509137E+000
 5.1022367E-001, 4.1628497E+002, 3.7447104E+000, 3.3958480E+000, 3.3447365E+000
 5.1702607E-001, 4.0981257E+002, 3.7369717E+000, 3.3900316E+000, 3.3388115E+000
 5.2382847E-001, 4.0339703E+002, 3.7281166E+000, 3.3840390E+000, 3.3315400E+000
 5.3063087E-001, 3.9731639E+002, 3.7188291E+000, 3.3777901E+000, 3.3250395E+000
 5.3743327E-001, 3.9126085E+002, 3.7093591E+000, 3.3719140E+000, 3.3177629E+000
 5.4423567E-001, 3.8550842E+002, 3.7004906E+000, 3.3663074E+000, 3.3119596E+000
 5.5103807E-001, 3.7993697E+002, 3.6926169E+000, 3.3612961E+000, 3.3055740E+000
 5.5784047E-001, 3.7461434E+002, 3.6846848E+000, 3.3561879E+000, 3.3006556E+000
 5.6464287E-001, 3.6920563E+002, 3.6773409E+000, 3.3519116E+000, 3.2946200E+000
 5.7144528E-001, 3.6397711E+002, 3.6704053E+000, 3.3480644E+000, 3.2907557E+000
 5.7824768E-001, 3.5864407E+002, 3.6641544E+000, 3.3449092E+000, 3.2858363E+000
 5.8505008E-001, 3.5335368E+002, 3.6576651E+000, 3.3417476E+000, 3.2827258E+000
 5.9185248E-001, 3.4809378E+002, 3.6512306E+000, 3.3384893E+000, 3.2781701E+000
 5.9865488E-001, 3.4283015E+002, 3.6438534E+000, 3.3349628E+000, 3.2746403E+000
 6.0545728E-001, 3.3760964E+002, 3.6358299E+000, 3.3312414E+000, 3.2697008E+000
 6.1225968E-001, 3.3200739E+002, 3.6264792E+000, 3.3269750E+000, 3.2660584E+000
 6.1906208E-001, 3.2712585E+002, 3.6184128E+000, 3.3226930E+000, 3.2601057E+000
 6.2586448E-001, 3.2217786E+002, 3.6102424E+000, 3.3187526E+000, 3.2567727E+000
 6.3266688E-001, 3.1751137E+002, 3.6019503E+000, 3.3146133E+000, 3.2514561E+000
 6.3946928E-001, 3.1285971E+002, 3.5938675E+000, 3.3109330E+000, 3.2479800E+000
 6.4627169E-001, 3.0821761E+002, 3.5854440E+000, 3.3073177E+000, 3.2431379E+000
 6.5307409E-001, 3.0354096E+002, 3.5773606E+000, 3.3041370E+000, 3.2399448E+000
 6.5987649E-001, 2.9879004E+002, 3.5683261E+000, 3.3006258E+000, 3.2353859E+000
 6.6667889E-001, 2.9425943E+002, 3.5599295E+000, 3.2972809E+000, 3.2321570E+000
 6.7348129E-001, 2.8975984E+002, 3.5508868E+000, 3.2936419E+000, 3.2272807E+000
 6.8028369E-001, 2.8531569E+002, 3.5425249E+000, 3.2903723E+000, 3.2240361E+000
 6.8708609E-001, 2.8094092E+002, 3.5346620E+000, 3.2875431E+000, 3.2198457E+000
 6.9388849E-001, 2.7689527E+002, 3.5277791E+000, 3.2847825E+000, 3.2174872E+000
 7.0069089E-001, 2.7285741E+002, 3.5214296E+000, 3.2825741E+000, 3.2142394E+000
 7.0749329E-001, 2.6908473E+002, 3.5155426E+000, 3.2802732E+000, 3.2126485E+000
 7.1429569E-001, 2.6524596E+002, 3.5090055E+000, 3.2779206E+000, 3.2094120E+000
 7.2109810E-001, 2.6164660E+002, 3.5030792E+000, 3.2756469E+000, 3.2074227E+000
 7.2790050E-001, 2.5788291E+002, 3.4975144E+000, 3.2741276E+000, 3.2043572E+000
 7.3470290E-001, 2.5439180E+002, 3.4927713E+000, 3.2729379E+000, 3.2032176E+000
 7.4150530E-001, 2.5071807E+002, 3.4874451E+000, 3.2718562E+000, 3.2007784E+000
 7.4830770E-001, 2.4737377E+002, 3.4832916E+000, 3.2707740E+000, 3.1998789E+000
 7.5511010E-001, 2.4399902E+002, 3.4776663E+000, 3.2687711E+000, 3.1969926E+000
 7.6191250E-001, 2.4097079E+002, 3.4737073E+000, 3.2672896E+000, 3.1953118E+000
 7.6871490E-001, 2.3791846E+002, 3.4679625E+000, 3.2649042E+000, 3.1923797E+000
 7.7551730E-001, 2.3516757E+002, 3.4629559E+000, 3.2623942E+000, 3.1900157E+000
 7.8231970E-001, 2.3221580E+002, 3.4563719E+000, 3.2593261E+000, 3.1863585E+000
 7.8912210E-001, 2.2946487E+002, 3.4507309E+000, 3.2565071E+000, 3.1834246E+000
 7.9592451E-001, 2.2646911E+002, 3.4432711E+000, 3.2532443E+000, 3.1793958E+000
 8.0272691E-001, 2.2367007E+002, 3.4373046E+000, 3.2505106E+000, 3.1768519E+000
 8.0952931E-001, 2.2065514E+002, 3.4299588E+000, 3.2473513E+000, 3.1734058E+000
 8.1633171E-001, 2.1793016E+002, 3.4238952E+000, 3.2443514E+000, 3.1708564E+000
 8.2313411E-001, 2.1510136E+002, 3.4173099E+000, 3.2415432E+000, 3.1672102E+000
 8.2993651E-001, 2.1265510E+002, 3.4107099E+000, 3.2383026E+000, 3.1645085E+000
 8.3673891E-001, 2.1007624E+002, 3.4047247E+000, 3.2357897E+000, 3.1604457E+000
 8.4354131E-001, 2.0774213E+002, 3.3991714E+000, 3.2332574E+000, 3.1586398E+000
 8.5034371E-001, 2.0521545E+002, 3.3927353E+000, 3.2301655E+000, 3.1550384E+000
 8.5714611E-001, 2.0273596E+002, 3.3863456E+000, 3.2270136E+000, 3.1529708E+000
 8.6394851E-001, 2.0012081E+002, 3.3787039E+000, 3.2229369E+000, 3.1488594E+000
 8.7075092E-001, 1.9763200E+002, 3.3713944E+000, 3.2189152E+000, 3.1454655E+000
 8.7755332E-001, 1.9516460E+002, 3.3639758E+000, 3.2148261E+000, 3.1410044E+000
 8.8435572E-001, 1.9287325E+002, 3.3562764E+000, 3.2100669E+000, 3.1371266E+000
 8.9115812E-001, 1.9052773E+002, 3.3496654E+000, 3.2061236E+000, 3.1322556E+000
 8.9796052E-001, 1.8833719E+002, 3.3417710E+000, 3.2010225E+000, 3.1280245E+000
 9.0476292E-001, 1.8614299E+002, 3.3353613E+000, 3.1964955E+000, 3.1177662E+000
 9.1156532E-001, 1.8410472E+002, 3.3277596E+000, 3.1910492E+000, 3.1122267E+000
 9.1836772E-001, 1.8192473E+002, 3.3207539E+000, 3.1859095E+000, 3.1064900E+000
 9.2517012E-001, 1.7995216E+002, 3.3125863E+000, 3.1798556E+000, 3.1007894E+000
 9.3197252E-001, 1.7784355E+002, 3.3061444E+000, 3.1749963E+000, 3.0942237E+000
 9.3877492E-001, 1.7590460E+002, 3.2968381E+000, 3.1680966E+000, 3.0875252E+000
 9.4557733E-001, 1.7384617E+002, 3.2904467E+000, 3.1630499E+000, 3.0807392E+000
 9.5237973E-001, 1.7192877E+002, 3.2802699E+000, 3.1554375E+000, 3.0735141E+000
 9.5918213E-001, 1.6992889E+002, 3.2735871E+000, 3.1499880E+000, 3.0671768E+000
 9.6598453E-001, 1.6811990E+002, 3.2651485E+000, 3.1434948E+000, 3.0608954E+000
 9.7278693E-001, 1.6631260E+002, 3.2588927E+000, 3.1384636E+000, 3.0552597E+000
 9.7958933E-001, 1.6474385E+002, 3.2504486E+000, 3.1322174E+000, 3.0500911E+000
 9.8639173E-001, 1.6310176E+002, 3.2458570E+000, 3.1287334E+000, 3.0459740E+000
 9.9319413E-001, 1.6160385E+002, 3.2375181E+000, 3.1225284E+000, 3.0412392E+000
 9.9999653E-001, 1.6001534E+002, 3.2327218E+000, 3.1190180E+000, 3.0373178E+000
 1.0067989E+000, 1.5856361E+002, 3.2269947E+000, 3.1147379E+000, 3.0334324E+000
 1.0136013E+000, 1.5714324E+002, 3.2212459E+000, 3.1102618E+000, 3.0284533E+000
 1.0204037E+000, 1.5582441E+002, 3.2162069E+000, 3.1069319E+000, 3.0258942E+000
 1.0272061E+000, 1.5445214E+002, 3.2104614E+000, 3.1025219E+000, 3.0194864E+000
 1.0340085E+000, 1.5312199E+002, 3.2046984E+000, 3.0987398E+000, 3.0183927E+000
 1.0408109E+000, 1.5171022E+002, 3.1995563E+000, 3.0945390E+000, 3.0085616E+000
 1.0476133E+000, 1.5040052E+002, 3.1926182E+000, 3.0892582E+000, 3.0084345E+000
 1.0544157E+000, 1.4906643E+002, 3.1855369E+000, 3.0834702E+000, 2.9959198E+000
 1.0612181E+000, 1.4781597E+002, 3.1799068E+000, 3.0789578E+000, 2.9976584E+000
 1.0680205E+000, 1.4654144E+002, 3.1723502E+000, 3.0728864E+000, 2.9829161E+000
 1.0748229E+000, 1.4530076E+002, 3.1671141E+000, 3.0681122E+000, 2.9864681E+000
 1.0816253E+000, 1.4400285E+002, 3.1596783E+000, 3.0622953E+000, 2.9702053E+000
 1.0884277E+000, 1.4275864E+002, 3.1561288E+000, 3.0587309E+000, 2.9766125E+000
 1.0952301E+000, 1.4143751E+002, 3.1478925E+000, 3.0520573E+000, 2.9564915E+000
 1.1020325E+000, 1.4021948E+002, 3.1458784E+000, 3.0500226E+000, 2.9693378E+000
 1.1088349E+000, 1.3894009E+002, 3.1395119E+000, 3.0449298E+000, 2.9446259E+000
 1.1156373E+000, 1.3783525E+002, 3.1355773E+000, 3.0408045E+000, 2.9612981E+000
 1.1224397E+000, 1.3663235E+002, 3.1304775E+000, 3.0359736E+000, 2.9332774E+000
 1.1292422E+000, 1.3558072E+002, 3.1253371E+000, 3.0314824E+000, 2.9526306E+000
 1.1360446E+000, 1.3434375E+002, 3.1194508E+000, 3.0258769E+000, 2.9189824E+000
 1.1428470E+000, 1.3322289E+002, 3.1136562E+000, 3.0213344E+000, 2.9419104E+000
 1.1496494E+000, 1.3187103E+002, 3.1049886E+000, 3.0132878E+000, 2.9023736E+000
 1.1564518E+000, 1.3075163E+002, 3.0980035E+000, 3.0072389E+000, 2.9292009E+000
 1.1632542E+000, 1.2943635E+002, 3.0909877E+000, 3.0008456E+000, 2.8860136E+000
 1.1700566E+000, 1.2847354E+002, 3.0810792E+000, 2.9925207E+000, 2.9155686E+000
 1.1768590E+000, 1.2724921E+002, 3.0751936E+000, 2.9863243E+000, 2.8698112E+000
 1.1836614E+000, 1.2643910E+002, 3.0709401E+000, 2.9826778E+000, 2.9048358E+000
 1.1904638E+000, 1.2524528E+002, 3.0608836E+000, 2.9732830E+000, 2.8531930E+000
 1.1972662E+000, 1.2441129E+002, 3.0599545E+000, 2.9708740E+000, 2.8891204E+000
 1.2040686E+000, 1.2324454E+002, 3.0487872E+000, 2.9613202E+000, 2.8365582E+000
 1.2108710E+000, 1.2249518E+002, 3.0418187E+000, 2.9528121E+000, 2.8664026E+000
 1.2176734E+000, 1.2128076E+002, 3.0380662E+000, 2.9496436E+000, 2.8291051E+000
 1.2244758E+000, 1.2083402E+002, 3.0513146E+000, 2.9541153E+000, 2.8260869E+000
 1.2312782E+000, 1.1683429E+002, 2.9578669E+000, 2.8859100E+000, 2.8237675E+000
 1.2380806E+000, 1.1683429E+002, 2.9578669E+000, 2.8859100E+000, 2.8153432E+000
 1.2448830E+000, 1.1683429E+002, 2.9578669E+000, 2.8859100E+000, 2.8153432E+000
 1.2516854E+000, 1.1438448E+002, 2.9392589E+000, 2.8727461E+000, 2.8153432E+000
 1.2584878E+000, 1.1438448E+002, 2.9392589E+000, 2.8727461E+000, 2.8063233E+000
 1.2652902E+000, 1.1438448E+002, 2.9392589E+000, 2.8727461E+000, 2.8063233E+000
 1.2720926E+000, 1.1209275E+002, 2.9283768E+000, 2.8645253E+000, 2.8063233E+000
 1.2788950E+000, 1.1209275E+002, 2.9283768E+000, 2.8645253E+000, 2.8063233E+000
 1.2856974E+000, 1.1209275E+002, 2.9283768E+000, 2.8645253E+000, 2.7981946E+000
 1.2924998E+000, 1.0995648E+002, 2.9193491E+000, 2.8575817E+000, 2.7981946E+000
 1.2993022E+000, 1.0995648E+002, 2.9193491E+000, 2.8575817E+000, 2.7981946E+000
 1.3061046E+000, 1.0995648E+002, 2.9193491E+000, 2.8575817E+000, 2.7911083E+000
 1.3129070E+000, 1.0794892E+002, 2.9115228E+000, 2.8515928E+000, 2.7911083E+000
 1.3197094E+000, 1.0794892E+002, 2.9115228E+000, 2.8515928E+000, 2.7911083E+000
 1.3265118E+000, 1.0794892E+002, 2.9115228E+000, 2.8515928E+000, 2.7853232E+000
 1.3333142E+000, 1.0600788E+002, 2.9047015E+000, 2.8466549E+000, 2.7853232E+000
 1.3401166E+000, 1.0600788E+002, 2.9047015E+000, 2.8466549E+000, 2.7853232E+000
 1.3469190E+000, 1.0600788E+002, 2.9047015E+000, 2.8466549E+000, 2.7801394E+000
 1.3537214E+000, 1.0411172E+002, 2.8978827E+000, 2.8419302E+000, 2.7801394E+000
 1.3605238E+000, 1.0411172E+002, 2.8978827E+000, 2.8419302E+000, 2.7801394E+000
 1.3673262E+000, 1.0411172E+002, 2.8978827E+000, 2.8419302E+000, 2.7751222E+000
 1.3741286E+000, 1.0227320E+002, 2.8909482E+000, 2.8366496E+000, 2.7751222E+000
 1.3809310E+000, 1.0227320E+002, 2.8909482E+000, 2.8366496E+000, 2.7751222E+000
 1.3877334E+000, 1.0227320E+002, 2.8909482E+000, 2.8366496E+000, 2.7692190E+000
 1.3945358E+000, 1.0044879E+002, 2.8828273E+000, 2.8298891E+000, 2.7692190E+000
 1.4013382E+000, 1.0044879E+002, 2.8828273E+000, 2.8298891E+000, 2.7692190E+000
 1.4081406E+000, 1.0044879E+002, 2.8828273E+000, 2.8298891E+000, 2.7615014E+000
 1.4149430E+000, 9.8652630E+001, 2.8734745E+000, 2.8216126E+000, 2.7615014E+000
 1.4217454E+000, 9.8652630E+001, 2.8734745E+000, 2.8216126E+000, 2.7615014E+000
 1.4285478E+000, 9.8652630E+001, 2.8734745E+000, 2.8216126E+000, 2.7512096E+000
 1.4353502E+000, 9.8652630E+001, 2.8734745E+000, 2.8216126E+000, 2.7512096E+000
 1.4421526E+000, 9.6950740E+001, 2.8621481E+000, 2.8113550E+000, 2.7512096E+000
 1.4489550E+000, 9.6950740E+001, 2.8621481E+000, 2.8113550E+000, 2.7389062E+000
 1.4557574E+000, 9.6950740E+001, 2.8621481E+000, 2.8113550E+000, 2.7389062E+000
 1.4625598E+000, 9.5331872E+001, 2.8492542E+000, 2.7994564E+000, 2.7389062E+000
 1.4693622E+000, 9.5331872E+001, 2.8492542E+000, 2.7994564E+000, 2.7258852E+000
 1.4761646E+000, 9.5331872E+001, 2.8492542E+000, 2.7994564E+000, 2.7258852E+000
 1.4829670E+000, 9.3783008E+001, 2.8356054E+000, 2.7865485E+000, 2.7258852E+000
 1.4897694E+000, 9.3783008E+001, 2.8356054E+000, 2.7865485E+000, 2.7122605E+000
 1.4965718E+000, 9.3783008E+001, 2.8356054E+000, 2.7865485E+000, 2.7122605E+000
 1.5033742E+000, 9.2277186E+001, 2.8221015E+000, 2.7735139E+000, 2.7122605E+000
 1.5101766E+000, 9.2277186E+001, 2.8221015E+000, 2.7735139E+000, 2.6982605E+000
 1.5169790E+000, 9.2277186E+001, 2.8221015E+000, 2.7735139E+000, 2.6982605E+000
 1.5237814E+000, 9.0848210E+001, 2.8087386E+000, 2.7605296E+000, 2.6982605E+000
 1.5305838E+000, 9.0848210E+001, 2.8087386E+000, 2.7605296E+000, 2.6844957E+000
 1.5373862E+000, 9.0848210E+001, 2.8087386E+000, 2.7605296E+000, 2.6844957E+000
 1.5441886E+000, 8.9467329E+001, 2.7959442E+000, 2.7478518E+000, 2.6844957E+000
 1.5509910E+000, 8.9467329E+001, 2.7959442E+000, 2.7478518E+000, 2.6708039E+000
 1.5577934E+000, 8.9467329E+001, 2.7959442E+000, 2.7478518E+000, 2.6708039E+000
 1.5645958E+000, 8.8129699E+001, 2.7837515E+000, 2.7352394E+000, 2.6708039E+000
 1.5713982E+000, 8.8129699E+001, 2.7837515E+000, 2.7352394E+000, 2.6567640E+000
 1.5782006E+000, 8.8129699E+001, 2.7837515E+000, 2.7352394E+000, 2.6567640E+000
 1.5850030E+000, 8.6804088E+001, 2.7703185E+000, 2.7213601E+000, 2.6567640E+000
 1.5918054E+000, 8.6804088E+001, 2.7703185E+000, 2.7213601E+000, 2.6567640E+000
 1.5986078E+000, 8.6804088E+001, 2.7703185E+000, 2.7213601E+000, 2.6412932E+000
 1.6054102E+000, 8.5472222E+001, 2.7558606E+000, 2.7065467E+000, 2.6412932E+000
 1.6122126E+000, 8.5472222E+001, 2.7558606E+000, 2.7065467E+000, 2.6412932E+000
 1.6190150E+000, 8.5472222E+001, 2.7558606E+000, 2.7065467E+000, 2.6246684E+000
 1.6258174E+000, 8.4188985E+001, 2.7401829E+000, 2.6911225E+000, 2.6246684E+000
 1.6326198E+000, 8.4188985E+001, 2.7401829E+000, 2.6911225E+000, 2.6246684E+000
 1.6394222E+000, 8.4188985E+001, 2.7401829E+000, 2.6911225E+000, 2.6082272E+000
 1.6462246E+000, 8.2969638E+001, 2.7249495E+000, 2.6763843E+000, 2.6082272E+000
 1.6530270E+000, 8.2969638E+001, 2.7249495E+000, 2.6763843E+000, 2.6082272E+000
 1.6598294E+000, 8.2969638E+001, 2.7249495E+000, 2.6763843E+000, 2.5931580E+000
 1.6666318E+000, 8.1798762E+001, 2.7106991E+000, 2.6622596E+000, 2.5931580E+000
 1.6734342E+000, 8.1798762E+001, 2.7106991E+000, 2.6622596E+000, 2.5931580E+000
 1.6802366E+000, 8.1798762E+001, 2.7106991E+000, 2.6622596E+000, 2.5790156E+000
 1.6870390E+000, 8.0671265E+001, 2.6960279E+000, 2.6474641E+000, 2.5790156E+000
 1.6938414E+000, 8.0671265E+001, 2.6960279E+000, 2.6474641E+000, 2.5790156E+000
 1.7006438E+000, 8.0671265E+001, 2.6960279E+000, 2.6474641E+000, 2.5646512E+000
 1.7074462E+000, 7.9569927E+001, 2.6802906E+000, 2.6318783E+000, 2.5646512E+000
 1.7142486E+000, 7.9569927E+001, 2.6802906E+000, 2.6318783E+000, 2.5646512E+000
 1.7210510E+000, 7.9569927E+001, 2.6802906E+000, 2.6318783E+000, 2.5496817E+000
 1.7278534E+000, 7.8486331E+001, 2.6636335E+000, 2.6156232E+000, 2.5496817E+000
 1.7346558E+000, 7.8486331E+001, 2.6636335E+000, 2.6156232E+000, 2.5496817E+000
 1.7414582E+000, 7.8486331E+001, 2.6636335E+000, 2.6156232E+000, 2.5347489E+000
 1.7482606E+000, 7.8486331E+001, 2.6636335E+000, 2.6156232E+000, 2.5347489E+000
 1.7550630E+000, 7.7416461E+001, 2.6479649E+000, 2.5998141E+000, 2.5347489E+000
 1.7618654E+000, 7.7416461E+001, 2.6479649E+000, 2.5998141E+000, 2.5193454E+000
 1.7686678E+000, 7.7416461E+001, 2.6479649E+000, 2.5998141E+000, 2.5193454E+000
 1.7754702E+000, 7.6340108E+001, 2.6323435E+000, 2.5840188E+000, 2.5193454E+000
 1.7822726E+000, 7.6340108E+001, 2.6323435E+000, 2.5840188E+000, 2.5034353E+000
 1.7890750E+000, 7.6340108E+001, 2.6323435E+000, 2.5840188E+000, 2.5034353E+000
 1.7958774E+000, 7.5277085E+001, 2.6169643E+000, 2.5687515E+000, 2.5034353E+000
 1.8026798E+000, 7.5277085E+001, 2.6169643E+000, 2.5687515E+000, 2.4887391E+000
 1.8094822E+000, 7.5277085E+001, 2.6169643E+000, 2.5687515E+000, 2.4887391E+000
 1.8162846E+000, 7.4199712E+001, 2.6020788E+000, 2.5543020E+000, 2.4887391E+000
 1.8230870E+000, 7.4199712E+001, 2.6020788E+000, 2.5543020E+000, 2.4754629E+000
 1.8298894E+000, 7.4199712E+001, 2.6020788E+000, 2.5543020E+000, 2.4754629E+000
 1.8366918E+000, 7.3103705E+001, 2.5894850E+000, 2.5421310E+000, 2.4754629E+000
 1.8434942E+000, 7.3103705E+001, 2.5894850E+000, 2.5421310E+000, 2.4636367E+000
 1.8502966E+000, 7.3103705E+001, 2.5894850E+000, 2.5421310E+000, 2.4636367E+000
 1.8570990E+000, 7.2020854E+001, 2.5778968E+000, 2.5310759E+000, 2.4636367E+000
 1.8639014E+000, 7.2020854E+001, 2.5778968E+000, 2.5310759E+000, 2.4521398E+000
 1.8707038E+000, 7.2020854E+001, 2.5778968E+000, 2.5310759E+000, 2.4521398E+000
 1.8775063E+000, 7.1003376E+001, 2.5679728E+000, 2.5217474E+000, 2.4521398E+000
 1.8843087E+000, 7.1003376E+001, 2.5679728E+000, 2.5217474E+000, 2.4427769E+000
 1.8911111E+000, 7.1003376E+001, 2.5679728E+000, 2.5217474E+000, 2.4427769E+000
