m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 6.8460000E-003, 4.7046638E+002,-1.0973201E-001, 1.1750515E-001,-4.2159985E-002
 1.3648401E-002, 4.7569444E+002,-1.6754246E-001, 1.7587477E-001,-1.2105259E-001
 2.0450802E-002, 4.7717800E+002,-1.0247746E-001, 1.7864324E-001,-1.2064300E-001
 2.7253203E-002, 4.8316423E+002, 7.2017220E-002, 1.8140828E-001,-2.2818949E-002
 3.4055604E-002, 4.9236740E+002, 2.7978941E-001, 2.6166921E-001, 1.2082648E-001
 4.0858005E-002, 5.0096464E+002, 4.5890127E-001, 3.9208336E-001, 2.7845332E-001
 4.7660405E-002, 5.0824205E+002, 6.1963452E-001, 5.3552650E-001, 4.3479526E-001
 5.4462806E-002, 5.1498793E+002, 7.7186566E-001, 6.8038139E-001, 5.8745792E-001
 6.1265207E-002, 5.2194389E+002, 9.1908312E-001, 8.2477548E-001, 7.3630339E-001
 6.8067608E-002, 5.2978270E+002, 1.0623105E+000, 9.6811419E-001, 8.8309137E-001
 7.4870009E-002, 5.3861827E+002, 1.2017393E+000, 1.1094795E+000, 1.0272792E+000
 8.1672410E-002, 5.4846133E+002, 1.3371170E+000, 1.2476289E+000, 1.1683188E+000
 8.8474811E-002, 5.5888091E+002, 1.4677071E+000, 1.3812887E+000, 1.3048042E+000
 9.5277212E-002, 5.6972201E+002, 1.5931338E+000, 1.5095302E+000, 1.4361603E+000
 1.0207961E-001, 5.8068863E+002, 1.7129050E+000, 1.6316904E+000, 1.5613126E+000
 1.0888201E-001, 5.9135266E+002, 1.8271383E+000, 1.7477909E+000, 1.6801622E+000
 1.1568441E-001, 6.0174411E+002, 1.9358522E+000, 1.8578199E+000, 1.7924669E+000
 1.2248682E-001, 6.1190245E+002, 2.0393248E+000, 1.9619760E+000, 1.8987741E+000
 1.2928922E-001, 6.2224947E+002, 2.1383652E+000, 2.0606455E+000, 1.9990123E+000
 1.3609162E-001, 6.3275965E+002, 2.2338485E+000, 2.1545436E+000, 2.0940939E+000
 1.4289402E-001, 6.4275862E+002, 2.3257936E+000, 2.2442267E+000, 2.1846508E+000
 1.4969642E-001, 6.5151483E+002, 2.4133715E+000, 2.3295493E+000, 2.2711456E+000
 1.5649882E-001, 6.5932948E+002, 2.4969187E+000, 2.4105684E+000, 2.3528302E+000
 1.6330122E-001, 6.6643605E+002, 2.5769293E+000, 2.4877378E+000, 2.4305116E+000
 1.7010362E-001, 6.7288817E+002, 2.6536478E+000, 2.5615407E+000, 2.5044439E+000
 1.7690602E-001, 6.7879430E+002, 2.7275366E+000, 2.6321649E+000, 2.5752576E+000
 1.8370842E-001, 6.8418718E+002, 2.7989943E+000, 2.6998409E+000, 2.6429884E+000
 1.9051082E-001, 6.8914548E+002, 2.8680875E+000, 2.7648335E+000, 2.7080167E+000
 1.9731323E-001, 6.9367641E+002, 2.9351693E+000, 2.8276457E+000, 2.7704979E+000
 2.0411563E-001, 6.9797040E+002, 3.0004200E+000, 2.8885076E+000, 2.8311441E+000
 2.1091803E-001, 7.0189370E+002, 3.0641433E+000, 2.9477571E+000, 2.8899155E+000
 2.1772043E-001, 7.0548860E+002, 3.1262703E+000, 3.0052565E+000, 2.9473668E+000
 2.2452283E-001, 7.0889909E+002, 3.1870790E+000, 3.0609801E+000, 3.0028660E+000
 2.3132523E-001, 7.1240086E+002, 3.2469562E+000, 3.1152527E+000, 3.0568842E+000
 2.3812763E-001, 7.1592190E+002, 3.3062241E+000, 3.1685413E+000, 3.1094163E+000
