m,C,m/s,m/s,m/s
 1.0410959E+000, 2.2312830E+002, 3.8120320E+000, 3.6221445E+000, 3.4700708E+000
 1.0547945E+000, 2.1699896E+002, 3.7868383E+000, 3.6036676E+000, 3.4488842E+000
 1.0684932E+000, 2.1109644E+002, 3.7600183E+000, 3.5847082E+000, 3.4249654E+000
 1.0821918E+000, 2.0559296E+002, 3.7340304E+000, 3.5655347E+000, 3.4039245E+000
 1.0958904E+000, 2.0078573E+002, 3.7110323E+000, 3.5468365E+000, 3.3832573E+000
 1.1095890E+000, 1.9629071E+002, 3.6881970E+000, 3.5282182E+000, 3.3638592E+000
 1.1232877E+000, 1.9194893E+002, 3.6657984E+000, 3.5094251E+000, 3.3446936E+000
 1.1369863E+000, 1.8764675E+002, 3.6452374E+000, 3.4913987E+000, 3.3278058E+000
 1.1506849E+000, 1.8355355E+002, 3.6259974E+000, 3.4760640E+000, 3.3110320E+000
 1.1643836E+000, 1.7979474E+002, 3.6097638E+000, 3.4646788E+000, 3.3007235E+000
 1.1780822E+000, 1.7648594E+002, 3.5990973E+000, 3.4557402E+000, 3.2933055E+000
 1.1917808E+000, 1.7336640E+002, 3.5896363E+000, 3.4480226E+000, 3.2858726E+000
 1.2054795E+000, 1.7032092E+002, 3.5792238E+000, 3.4400988E+000, 3.2775535E+000
 1.2191781E+000, 1.6737597E+002, 3.5682464E+000, 3.4314063E+000, 3.2693806E+000
 1.2328767E+000, 1.6454515E+002, 3.5569552E+000, 3.4228910E+000, 3.2598478E+000
 1.2465753E+000, 1.6182919E+002, 3.5432950E+000, 3.4117304E+000, 3.2464788E+000
 1.2602740E+000, 1.5922190E+002, 3.5268206E+000, 3.3978584E+000, 3.2296637E+000
 1.2739726E+000, 1.5672253E+002, 3.5091219E+000, 3.3820903E+000, 3.2113632E+000
 1.2876712E+000, 1.5432325E+002, 3.4902065E+000, 3.3650781E+000, 3.1928191E+000
 1.3013699E+000, 1.5177893E+002, 3.4697393E+000, 3.3473958E+000, 3.1749078E+000
 1.3150685E+000, 1.4917765E+002, 3.4479511E+000, 3.3280779E+000, 3.1555132E+000
 1.3287671E+000, 1.4660395E+002, 3.4254616E+000, 3.3079225E+000, 3.1357052E+000
 1.3424658E+000, 1.4421077E+002, 3.4032772E+000, 3.2884839E+000, 3.1164335E+000
 1.3561644E+000, 1.4199820E+002, 3.3827641E+000, 3.2699202E+000, 3.0983317E+000
 1.3698630E+000, 1.3996610E+002, 3.3632522E+000, 3.2518212E+000, 3.0809535E+000
 1.3835616E+000, 1.3790866E+002, 3.3452404E+000, 3.2353935E+000, 3.0653792E+000
 1.3972603E+000, 1.3585512E+002, 3.3286475E+000, 3.2198717E+000, 3.0502235E+000
 1.4109589E+000, 1.3370968E+002, 3.3111155E+000, 3.2031338E+000, 3.0335213E+000
 1.4246575E+000, 1.3166422E+002, 3.2928366E+000, 3.1869771E+000, 3.0173969E+000
 1.4383562E+000, 1.2990018E+002, 3.2757395E+000, 3.1723890E+000, 3.0030039E+000
 1.4520548E+000, 1.2835589E+002, 3.2591797E+000, 3.1576641E+000, 2.9887590E+000
 1.4657534E+000, 1.2689052E+002, 3.2427397E+000, 3.1426851E+000, 2.9749312E+000
 1.4794521E+000, 1.2540914E+002, 3.2260502E+000, 3.1273672E+000, 2.9616472E+000
 1.4931507E+000, 1.2393968E+002, 3.2102912E+000, 3.1136787E+000, 2.9507402E+000
 1.5068493E+000, 1.2260964E+002, 3.1978173E+000, 3.1025861E+000, 2.9415669E+000
 1.5205479E+000, 1.2128932E+002, 3.1891719E+000, 3.0937571E+000, 2.9334445E+000
 1.5342466E+000, 1.2000007E+002, 3.1813971E+000, 3.0855549E+000, 2.9238173E+000
 1.5479452E+000, 1.1849059E+002, 3.1718147E+000, 3.0764083E+000, 2.9123588E+000
 1.5616438E+000, 1.1694461E+002, 3.1592091E+000, 3.0652650E+000, 2.8988860E+000
 1.5753425E+000, 1.1529675E+002, 3.1447758E+000, 3.0523445E+000, 2.8856582E+000
 1.5890411E+000, 1.1369563E+002, 3.1301872E+000, 3.0384828E+000, 2.8725510E+000
 1.6027397E+000, 1.1207719E+002, 3.1158026E+000, 3.0251778E+000, 2.8606753E+000
 1.6164384E+000, 1.1048968E+002, 3.1020624E+000, 3.0129701E+000, 2.8493280E+000
 1.6301370E+000, 1.0900469E+002, 3.0881395E+000, 3.0005902E+000, 2.8381055E+000
 1.6438356E+000, 1.0759703E+002, 3.0745239E+000, 2.9878588E+000, 2.8270049E+000
 1.6575342E+000, 1.0627952E+002, 3.0615797E+000, 2.9757572E+000, 2.8182690E+000
 1.6712329E+000, 1.0496573E+002, 3.0513740E+000, 2.9663138E+000, 2.8119146E+000
 1.6849315E+000, 1.0366982E+002, 3.0436896E+000, 2.9596117E+000, 2.8069604E+000
 1.6986301E+000, 1.0238378E+002, 3.0373805E+000, 2.9548687E+000, 2.8024941E+000
 1.7123288E+000, 1.0114484E+002, 3.0316482E+000, 2.9497555E+000, 2.7977262E+000
 1.7260274E+000, 9.9988740E+001, 3.0266791E+000, 2.9442551E+000, 2.7928750E+000
 1.7397260E+000, 9.8865909E+001, 3.0206974E+000, 2.9377842E+000, 2.7854149E+000
 1.7534247E+000, 9.7776177E+001, 3.0116746E+000, 2.9296423E+000, 2.7757724E+000
 1.7671233E+000, 9.6709374E+001, 3.0016908E+000, 2.9210484E+000, 2.7677014E+000
 1.7808219E+000, 9.5693848E+001, 2.9928533E+000, 2.9130705E+000, 2.7618516E+000
 1.7945205E+000, 9.4733436E+001, 2.9864579E+000, 2.9072816E+000, 2.7579588E+000
 1.8082192E+000, 9.3841770E+001, 2.9812987E+000, 2.9025751E+000, 2.7548311E+000
 1.8219178E+000, 9.2990128E+001, 2.9762977E+000, 2.8980856E+000, 2.7512256E+000
 1.8356164E+000, 9.2173734E+001, 2.9695548E+000, 2.8923065E+000, 2.7464385E+000
 1.8493151E+000, 9.1381698E+001, 2.9613699E+000, 2.8853289E+000, 2.7412427E+000
 1.8630137E+000, 9.0588302E+001, 2.9534582E+000, 2.8784449E+000, 2.7360734E+000
 1.8767123E+000, 8.9825848E+001, 2.9464061E+000, 2.8723173E+000, 2.7308765E+000
 1.8904110E+000, 8.9083763E+001, 2.9401741E+000, 2.8669247E+000, 2.7251638E+000
 1.9041096E+000, 8.8348485E+001, 2.9337827E+000, 2.8609673E+000, 2.7188250E+000
 1.9178082E+000, 8.7586836E+001, 2.9277857E+000, 2.8565319E+000, 2.7135485E+000
 1.9315068E+000, 8.6827645E+001, 2.9228825E+000, 2.8531503E+000, 2.7097371E+000
 1.9452055E+000, 8.6096685E+001, 2.9187768E+000, 2.8491915E+000, 2.7054447E+000
 1.9589041E+000, 8.5380577E+001, 2.9133891E+000, 2.8434748E+000, 2.6998237E+000
 1.9726027E+000, 8.4669336E+001, 2.9063019E+000, 2.8370088E+000, 2.6933550E+000
 1.9863014E+000, 8.3966613E+001, 2.8984455E+000, 2.8303393E+000, 2.6876530E+000
 2.0000000E+000, 8.3293774E+001, 2.8913688E+000, 2.8243192E+000, 2.6820927E+000
 2.0136986E+000, 8.2620819E+001, 2.8841350E+000, 2.8179148E+000, 2.6756329E+000
 2.0273973E+000, 8.1915470E+001, 2.8768760E+000, 2.8111145E+000, 2.6689650E+000
 2.0410959E+000, 8.1189113E+001, 2.8689765E+000, 2.8032228E+000, 2.6607076E+000
 2.0547945E+000, 8.0404667E+001, 2.8598802E+000, 2.7940629E+000, 2.6517517E+000
 2.0684932E+000, 7.9575849E+001, 2.8495859E+000, 2.7835491E+000, 2.6418789E+000
 2.0821918E+000, 7.8719305E+001, 2.8394675E+000, 2.7728668E+000, 2.6328106E+000
 2.0958904E+000, 7.7835714E+001, 2.8303522E+000, 2.7632402E+000, 2.6239832E+000
 2.1095890E+000, 7.6931560E+001, 2.8210193E+000, 2.7538054E+000, 2.6143934E+000
 2.1232877E+000, 7.6060263E+001, 2.8108229E+000, 2.7440311E+000, 2.6024782E+000
 2.1369863E+000, 7.5255380E+001, 2.7985789E+000, 2.7327113E+000, 2.5904305E+000
 2.1506849E+000, 7.4532776E+001, 2.7873160E+000, 2.7221621E+000, 2.5798760E+000
 2.1643836E+000, 7.3894889E+001, 2.7769992E+000, 2.7116346E+000, 2.5700495E+000
 2.1780822E+000, 7.3322951E+001, 2.7675920E+000, 2.7018528E+000, 2.5598763E+000
 2.1917808E+000, 7.2787807E+001, 2.7580311E+000, 2.6919440E+000, 2.5497872E+000
 2.2054795E+000, 7.2249729E+001, 2.7496522E+000, 2.6832993E+000, 2.5408271E+000
 2.2191781E+000, 7.1732308E+001, 2.7420073E+000, 2.6758455E+000, 2.5341996E+000
 2.2328767E+000, 7.1260611E+001, 2.7357772E+000, 2.6697997E+000, 2.5271642E+000
 2.2465753E+000, 7.0816224E+001, 2.7291944E+000, 2.6630754E+000, 2.5207063E+000
 2.2602740E+000, 7.0368985E+001, 2.7226929E+000, 2.6564640E+000, 2.5147421E+000
 2.2739726E+000, 6.9894050E+001, 2.7150891E+000, 2.6485681E+000, 2.5095234E+000
 2.2876712E+000, 6.9405289E+001, 2.7081366E+000, 2.6416059E+000, 2.5050240E+000
 2.3013699E+000, 6.8950098E+001, 2.6999597E+000, 2.6337716E+000, 2.4998342E+000
 2.3150685E+000, 6.8528073E+001, 2.6928822E+000, 2.6274628E+000, 2.4967860E+000
 2.3287671E+000, 6.8148498E+001, 2.6878757E+000, 2.6238402E+000, 2.4955539E+000
 2.3424658E+000, 6.7775871E+001, 2.6853920E+000, 2.6220092E+000, 2.4953583E+000
 2.3561644E+000, 6.7422613E+001, 2.6828595E+000, 2.6200510E+000, 2.4927489E+000
 2.3698630E+000, 6.7094264E+001, 2.6778434E+000, 2.6167508E+000, 2.4896730E+000
 2.3835616E+000, 6.6770446E+001, 2.6738654E+000, 2.6138994E+000, 2.4882075E+000
 2.3972603E+000, 6.6445025E+001, 2.6702253E+000, 2.6108067E+000, 2.4874971E+000
 2.4109589E+000, 6.6117206E+001, 2.6684956E+000, 2.6088058E+000, 2.4881994E+000
 2.4246575E+000, 6.5766410E+001, 2.6684504E+000, 2.6086527E+000, 2.4883329E+000
 2.4383562E+000, 6.5401131E+001, 2.6682735E+000, 2.6073241E+000, 2.4885570E+000
 2.4520548E+000, 6.5018859E+001, 2.6682905E+000, 2.6066375E+000, 2.4872843E+000
 2.4657534E+000, 6.4631716E+001, 2.6668670E+000, 2.6057811E+000, 2.4838454E+000
 2.4794521E+000, 6.4227719E+001, 2.6623888E+000, 2.6018029E+000, 2.4783369E+000
 2.4931507E+000, 6.3838529E+001, 2.6541569E+000, 2.5939899E+000, 2.4699003E+000
 2.5068493E+000, 6.3442637E+001, 2.6457722E+000, 2.5860604E+000, 2.4631375E+000
 2.5205479E+000, 6.3043435E+001, 2.6372111E+000, 2.5776398E+000, 2.4539271E+000
 2.5342466E+000, 6.2631566E+001, 2.6267637E+000, 2.5674899E+000, 2.4448162E+000
 2.5479452E+000, 6.2228032E+001, 2.6153450E+000, 2.5564327E+000, 2.4338566E+000
 2.5616438E+000, 6.1846301E+001, 2.6039090E+000, 2.5460378E+000, 2.4263210E+000
 2.5753425E+000, 6.1470001E+001, 2.5960612E+000, 2.5388486E+000, 2.4197887E+000
 2.5890411E+000, 6.1104352E+001, 2.5894963E+000, 2.5321406E+000, 2.4142566E+000
 2.6027397E+000, 6.0744262E+001, 2.5847697E+000, 2.5270794E+000, 2.4101908E+000
 2.6164384E+000, 6.0374563E+001, 2.5813430E+000, 2.5245097E+000, 2.4072446E+000
 2.6301370E+000, 6.0013229E+001, 2.5794450E+000, 2.5224264E+000, 2.4054790E+000
 2.6438356E+000, 5.9638176E+001, 2.5767605E+000, 2.5194605E+000, 2.4028873E+000
 2.6575342E+000, 5.9273590E+001, 2.5742361E+000, 2.5167162E+000, 2.3988283E+000
 2.6712329E+000, 5.8929711E+001, 2.5691692E+000, 2.5110665E+000, 2.3938891E+000
 2.6849315E+000, 5.8586992E+001, 2.5641318E+000, 2.5057473E+000, 2.3887762E+000
 2.6986301E+000, 5.8275471E+001, 2.5595471E+000, 2.5008511E+000, 2.3841539E+000
 2.7123288E+000, 5.7980263E+001, 2.5541789E+000, 2.4946660E+000, 2.3792178E+000
 2.7260274E+000, 5.7689907E+001, 2.5514169E+000, 2.4917697E+000, 2.3763153E+000
 2.7397260E+000, 5.7397503E+001, 2.5480372E+000, 2.4887165E+000, 2.3724749E+000
 2.7534247E+000, 5.7101182E+001, 2.5453072E+000, 2.4862720E+000, 2.3692267E+000
 2.7671233E+000, 5.6825270E+001, 2.5430114E+000, 2.4837869E+000, 2.3666379E+000
 2.7808219E+000, 5.6531575E+001, 2.5397502E+000, 2.4808356E+000, 2.3629997E+000
 2.7945205E+000, 5.6242233E+001, 2.5365110E+000, 2.4775966E+000, 2.3609986E+000
 2.8082192E+000, 5.5958235E+001, 2.5335568E+000, 2.4738223E+000, 2.3559791E+000
 2.8219178E+000, 5.5669901E+001, 2.5297190E+000, 2.4692839E+000, 2.3533855E+000
 2.8356164E+000, 5.5391050E+001, 2.5228533E+000, 2.4625541E+000, 2.3455311E+000
 2.8493151E+000, 5.5115787E+001, 2.5160856E+000, 2.4558490E+000, 2.3389389E+000
 2.8630137E+000, 5.4846035E+001, 2.5074989E+000, 2.4474475E+000, 2.3311631E+000
 2.8767123E+000, 5.4587771E+001, 2.5007363E+000, 2.4411094E+000, 2.3246377E+000
 2.8904110E+000, 5.4324468E+001, 2.4941432E+000, 2.4343614E+000, 2.3174700E+000
 2.9041096E+000, 5.4076562E+001, 2.4878937E+000, 2.4287204E+000, 2.3122841E+000
 2.9178082E+000, 5.3829173E+001, 2.4803092E+000, 2.4209232E+000, 2.3054798E+000
 2.9315068E+000, 5.3573460E+001, 2.4753310E+000, 2.4160572E+000, 2.3010115E+000
 2.9452055E+000, 5.3319123E+001, 2.4684585E+000, 2.4098689E+000, 2.2955211E+000
 2.9589041E+000, 5.3076162E+001, 2.4654675E+000, 2.4065382E+000, 2.2894186E+000
 2.9726027E+000, 5.2838233E+001, 2.4553281E+000, 2.3981521E+000, 2.2858469E+000
 2.9863014E+000, 5.2586557E+001, 2.4564746E+000, 2.3965490E+000, 2.2780357E+000
 3.0000000E+000, 5.2162785E+001, 2.4403089E+000, 2.3794590E+000, 2.2670538E+000
