m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 6.8460000E-003, 5.2961338E+002,-2.2902455E-001, 2.0855331E-001,-1.0911768E-001
 1.3648401E-002, 5.3271684E+002,-2.5811535E-001, 2.7122295E-001,-1.9330819E-001
 2.0450802E-002, 5.3027257E+002,-8.3157066E-002, 2.3031595E-001,-1.3146569E-001
 2.7253203E-002, 5.3479305E+002, 1.8182287E-001, 2.4614240E-001, 2.9112761E-002
 3.4055604E-002, 5.4210347E+002, 4.1195797E-001, 3.5044304E-001, 2.0134045E-001
 4.0858005E-002, 5.4814867E+002, 5.8485686E-001, 4.8730084E-001, 3.6913271E-001
 4.7660405E-002, 5.5341945E+002, 7.3896787E-001, 6.2966831E-001, 5.2657380E-001
 5.4462806E-002, 5.5869166E+002, 8.8791689E-001, 7.7307149E-001, 6.7820445E-001
 6.1265207E-002, 5.6410305E+002, 1.0342479E+000, 9.1713622E-001, 8.2694213E-001
 6.8067608E-002, 5.6974231E+002, 1.1780216E+000, 1.0611037E+000, 9.7465166E-001
 7.4870009E-002, 5.7574532E+002, 1.3182957E+000, 1.2034421E+000, 1.1201681E+000
 8.1672410E-002, 5.8198009E+002, 1.4537512E+000, 1.3423851E+000, 1.2627249E+000
 8.8474811E-002, 5.8822145E+002, 1.5831475E+000, 1.4763132E+000, 1.4001453E+000
 9.5277212E-002, 5.9460551E+002, 1.7062312E+000, 1.6043077E+000, 1.5317980E+000
 1.0207961E-001, 6.0118277E+002, 1.8230616E+000, 1.7259342E+000, 1.6565752E+000
 1.0888201E-001, 6.0814930E+002, 1.9341220E+000, 1.8411959E+000, 1.7748374E+000
 1.1568441E-001, 6.1562371E+002, 2.0398507E+000, 1.9502351E+000, 1.8863216E+000
 1.2248682E-001, 6.2338711E+002, 2.1410217E+000, 2.0537472E+000, 1.9917177E+000
 1.2928922E-001, 6.3111056E+002, 2.2378248E+000, 2.1521628E+000, 2.0916254E+000
 1.3609162E-001, 6.3811166E+002, 2.3300627E+000, 2.2457169E+000, 2.1865532E+000
 1.4289402E-001, 6.4481233E+002, 2.4185015E+000, 2.3348350E+000, 2.2764826E+000
 1.4969642E-001, 6.5182413E+002, 2.5043969E+000, 2.4203690E+000, 2.3623265E+000
 1.5649882E-001, 6.5934594E+002, 2.5887156E+000, 2.5032207E+000, 2.4448772E+000
 1.6330122E-001, 6.6699427E+002, 2.6718835E+000, 2.5840073E+000, 2.5253558E+000
 1.7010362E-001, 6.7483831E+002, 2.7540401E+000, 2.6627572E+000, 2.6037652E+000
 1.7690602E-001, 6.8251391E+002, 2.8350030E+000, 2.7395779E+000, 2.6803015E+000
 1.8370842E-001, 6.8974623E+002, 2.9139020E+000, 2.8140639E+000, 2.7547814E+000
 1.9051082E-001, 6.9669220E+002, 2.9901782E+000, 2.8855862E+000, 2.8265240E+000
 1.9731323E-001, 7.0327132E+002, 3.0635798E+000, 2.9539741E+000, 2.8949245E+000
 2.0411563E-001, 7.0937238E+002, 3.1343468E+000, 3.0193924E+000, 2.9601706E+000
 2.1091803E-001, 7.1485921E+002, 3.2022629E+000, 3.0816162E+000, 3.0222395E+000
 2.1772043E-001, 7.1977811E+002, 3.2676390E+000, 3.1408424E+000, 3.0810771E+000
 2.2452283E-001, 7.2422212E+002, 3.3303605E+000, 3.1972041E+000, 3.1371349E+000
 2.3132523E-001, 7.2824450E+002, 3.3904393E+000, 3.2506861E+000, 3.1903020E+000
 2.3812763E-001, 7.3210183E+002, 3.4485243E+000, 3.3017176E+000, 3.2408061E+000
 2.4493003E-001, 7.3556028E+002, 3.5042419E+000, 3.3507010E+000, 3.2891876E+000
 2.5173243E-001, 7.3861033E+002, 3.5579611E+000, 3.3977839E+000, 3.3353404E+000
 2.5853483E-001, 7.4125719E+002, 3.6098256E+000, 3.4430606E+000, 3.3795060E+000
 2.6533723E-001, 7.4350689E+002, 3.6600802E+000, 3.4868139E+000, 3.4219485E+000
 2.7213964E-001, 7.4530493E+002, 3.7089442E+000, 3.5288724E+000, 3.4631512E+000
 2.7894204E-001, 7.4694097E+002, 3.7564762E+000, 3.5690484E+000, 3.5025192E+000
 2.8574444E-001, 7.4821599E+002, 3.8022844E+000, 3.6068400E+000, 3.5401720E+000
 2.9254684E-001, 7.4925531E+002, 3.8449465E+000, 3.6420178E+000, 3.5747906E+000
 2.9934924E-001, 7.5006908E+002, 3.8853772E+000, 3.6748445E+000, 3.6070141E+000
 3.0615164E-001, 7.5015107E+002, 3.9224440E+000, 3.7048686E+000, 3.6370598E+000
 3.1295404E-001, 7.5024198E+002, 3.9579483E+000, 3.7336311E+000, 3.6641193E+000
 3.1975644E-001, 7.4986886E+002, 3.9915825E+000, 3.7612628E+000, 3.6918638E+000
 3.2655884E-001, 7.4931933E+002, 4.0234572E+000, 3.7870639E+000, 3.7167508E+000
 3.3336124E-001, 7.4869220E+002, 4.0544644E+000, 3.8121542E+000, 3.7406516E+000
 3.4016364E-001, 7.4818128E+002, 4.0857570E+000, 3.8369787E+000, 3.7643260E+000
 3.4696605E-001, 7.4760282E+002, 4.1169586E+000, 3.8615447E+000, 3.7877584E+000
 3.5376845E-001, 7.4712003E+002, 4.1482237E+000, 3.8858323E+000, 3.8112046E+000
 3.6057085E-001, 7.4671942E+002, 4.1792112E+000, 3.9098589E+000, 3.8342083E+000
 3.6737325E-001, 7.4627950E+002, 4.2100865E+000, 3.9335669E+000, 3.8571174E+000
 3.7417565E-001, 7.4575605E+002, 4.2415017E+000, 3.9576046E+000, 3.8794839E+000
 3.8097805E-001, 7.4514467E+002, 4.2731628E+000, 3.9816205E+000, 3.9022774E+000
 3.8778045E-001, 7.4413195E+002, 4.3029233E+000, 4.0040870E+000, 3.9240116E+000
 3.9458285E-001, 7.4279626E+002, 4.3308775E+000, 4.0245601E+000, 3.9441976E+000
 4.0138525E-001, 7.4127475E+002, 4.3573724E+000, 4.0436436E+000, 3.9623584E+000
 4.0818765E-001, 7.3950567E+002, 4.3826493E+000, 4.0615558E+000, 3.9795542E+000
 4.1499005E-001, 7.3750366E+002, 4.4065825E+000, 4.0782630E+000, 3.9950215E+000
 4.2179246E-001, 7.3552778E+002, 4.4300729E+000, 4.0940344E+000, 4.0095228E+000
 4.2859486E-001, 7.3343336E+002, 4.4527146E+000, 4.1091141E+000, 4.0231668E+000
 4.3539726E-001, 7.3143868E+002, 4.4743645E+000, 4.1233539E+000, 4.0362807E+000
 4.4219966E-001, 7.2921079E+002, 4.4948976E+000, 4.1370505E+000, 4.0485855E+000
 4.4900206E-001, 7.2697828E+002, 4.5159241E+000, 4.1506993E+000, 4.0614366E+000
 4.5580446E-001, 7.2459750E+002, 4.5359080E+000, 4.1636317E+000, 4.0739967E+000
 4.6260686E-001, 7.2199995E+002, 4.5542934E+000, 4.1751577E+000, 4.0856829E+000
 4.6940926E-001, 7.1896763E+002, 4.5707772E+000, 4.1851334E+000, 4.0955763E+000
 4.7621166E-001, 7.1567068E+002, 4.5862066E+000, 4.1944121E+000, 4.1042450E+000
 4.8301406E-001, 7.1206373E+002, 4.6014637E+000, 4.2036040E+000, 4.1123433E+000
 4.8981646E-001, 7.0832866E+002, 4.6164496E+000, 4.2125840E+000, 4.1205779E+000
 4.9661887E-001, 7.0457385E+002, 4.6311850E+000, 4.2210929E+000, 4.1283398E+000
