m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 3.0300000E-002, 7.6296098E+002, 8.3457158E-001, 6.4480941E-001, 2.4536964E-002
 9.0968750E-002, 7.5483502E+002, 1.9358297E+000, 1.6523811E+000, 1.1989768E+000
 1.5163750E-001, 7.5005540E+002, 2.7052218E+000, 2.4247449E+000, 2.0824913E+000
 2.1230625E-001, 7.5570273E+002, 3.2783610E+000, 3.0246177E+000, 2.7453669E+000
 2.7297500E-001, 7.6212541E+002, 3.7326257E+000, 3.5072771E+000, 3.2803173E+000
 3.3364375E-001, 7.4496579E+002, 4.0706794E+000, 3.8803809E+000, 3.7074486E+000
 3.9431250E-001, 7.0926726E+002, 4.3051995E+000, 4.1497656E+000, 4.0221114E+000
 4.5498125E-001, 6.6143723E+002, 4.4663919E+000, 4.3389233E+000, 4.2411384E+000
 5.1565000E-001, 6.0741485E+002, 4.5784186E+000, 4.4666954E+000, 4.3943002E+000
 5.7631875E-001, 5.5350108E+002, 4.6566568E+000, 4.5448352E+000, 4.4899590E+000
 6.3698750E-001, 5.0196706E+002, 4.7048571E+000, 4.5824042E+000, 4.5435930E+000
 6.9765625E-001, 4.5530530E+002, 4.7241904E+000, 4.5879153E+000, 4.5582414E+000
 7.5832500E-001, 4.1235188E+002, 4.7186362E+000, 4.5683872E+000, 4.5491467E+000
 8.1899375E-001, 3.7425319E+002, 4.6933719E+000, 4.5311943E+000, 4.5135398E+000
 8.7966250E-001, 3.4007493E+002, 4.6474268E+000, 4.4794845E+000, 4.4656024E+000
 9.4033125E-001, 3.0989983E+002, 4.5801273E+000, 4.4148920E+000, 4.3980290E+000
 1.0010000E+000, 2.8352359E+002, 4.4960320E+000, 4.3389308E+000, 4.3262066E+000
 1.0616687E+000, 2.6052561E+002, 4.3974821E+000, 4.2535705E+000, 4.2397022E+000
 1.1223375E+000, 2.4019840E+002, 4.2911354E+000, 4.1635865E+000, 4.1508200E+000
 1.1830063E+000, 2.2189982E+002, 4.1863908E+000, 4.0766333E+000, 4.0558463E+000
 1.2436750E+000, 2.0587552E+002, 4.0846268E+000, 3.9925931E+000, 3.9709320E+000
 1.3043437E+000, 1.9173360E+002, 3.9891488E+000, 3.9105784E+000, 3.8823610E+000
 1.3650125E+000, 1.7927958E+002, 3.9019405E+000, 3.8330999E+000, 3.8023470E+000
 1.4256813E+000, 1.6822908E+002, 3.8215677E+000, 3.7600152E+000, 3.7207020E+000
 1.4863500E+000, 1.5852524E+002, 3.7430310E+000, 3.6865663E+000, 3.6480157E+000
 1.5470188E+000, 1.4965794E+002, 3.6647560E+000, 3.6138165E+000, 3.5675558E+000
 1.6076875E+000, 1.4166518E+002, 3.5921416E+000, 3.5457074E+000, 3.4989069E+000
 1.6683562E+000, 1.3420153E+002, 3.5319114E+000, 3.4897484E+000, 3.4309973E+000
 1.7290250E+000, 1.2752870E+002, 3.4793190E+000, 3.4412787E+000, 3.3815922E+000
 1.7896938E+000, 1.2126472E+002, 3.4368681E+000, 3.3991990E+000, 3.3305782E+000
 1.8503625E+000, 1.1568162E+002, 3.3944686E+000, 3.3568898E+000, 3.2965600E+000
 1.9110313E+000, 1.1069538E+002, 3.3552814E+000, 3.3175253E+000, 3.2509373E+000
 1.9717000E+000, 1.0620311E+002, 3.3179925E+000, 3.2816481E+000, 3.2196199E+000
 2.0323687E+000, 1.0217504E+002, 3.2829946E+000, 3.2486851E+000, 3.1787448E+000
 2.0930375E+000, 9.8594085E+001, 3.2494776E+000, 3.2152312E+000, 3.1539214E+000
 2.1537062E+000, 9.5269631E+001, 3.2167022E+000, 3.1825970E+000, 3.1165842E+000
 2.2143750E+000, 9.2188440E+001, 3.1804463E+000, 3.1473062E+000, 3.0908673E+000
 2.2750438E+000, 8.9142025E+001, 3.1513768E+000, 3.1171715E+000, 3.0507285E+000
 2.3357125E+000, 8.6346915E+001, 3.1238154E+000, 3.0909317E+000, 3.0314798E+000
 2.3963812E+000, 8.3817335E+001, 3.1023189E+000, 3.0699825E+000, 3.0018593E+000
 2.4570500E+000, 8.1478914E+001, 3.0832484E+000, 3.0521507E+000, 2.9917979E+000
 2.5177187E+000, 7.9261439E+001, 3.0668018E+000, 3.0357743E+000, 2.9654218E+000
 2.5783875E+000, 7.7110889E+001, 3.0517592E+000, 3.0187776E+000, 2.9601959E+000
 2.6390562E+000, 7.5028914E+001, 3.0256255E+000, 2.9912674E+000, 2.9289598E+000
 2.6997250E+000, 7.2978417E+001, 2.9963997E+000, 2.9599040E+000, 2.9029924E+000
 2.7603937E+000, 7.1041488E+001, 2.9705345E+000, 2.9313097E+000, 2.8627603E+000
 2.8210625E+000, 6.9410557E+001, 2.9216576E+000, 2.8836201E+000, 2.8341692E+000
 2.8817313E+000, 6.7562757E+001, 2.9053099E+000, 2.8581777E+000, 2.7803845E+000
 2.9424000E+000, 6.5839701E+001, 2.7897440E+000, 2.7636546E+000, 2.7444740E+000
