m,C,m/s,m/s,m/s
Height,tmp,bdp,vel,w-vel
 0.0000000E+000, 2.0000000E+001, 7.5656823E-003, 5.5021849E-003, 1.1003919E-002
 1.3698630E-002, 8.2718343E+002, 1.1672684E-001, 2.1899506E-001, 1.3972560E-001
 2.7397260E-002, 8.5490100E+002, 3.4644949E-001, 3.7554796E-001, 3.6287742E-001
 4.1095890E-002, 8.5328807E+002, 6.4917378E-001, 5.9032603E-001, 6.2911370E-001
 5.4794521E-002, 8.4290359E+002, 9.6724247E-001, 8.4296912E-001, 9.0083848E-001
 6.8493151E-002, 8.2866392E+002, 1.2737052E+000, 1.1021971E+000, 1.1654802E+000
 8.2191781E-002, 8.1107368E+002, 1.5609748E+000, 1.3493130E+000, 1.4086363E+000
 9.5890411E-002, 7.9211454E+002, 1.8146610E+000, 1.5744124E+000, 1.6232165E+000
 1.0958904E-001, 7.7275966E+002, 2.0320821E+000, 1.7729602E+000, 1.8106772E+000
 1.2328767E-001, 7.5409578E+002, 2.2185112E+000, 1.9461383E+000, 1.9730798E+000
 1.3698630E-001, 7.3641155E+002, 2.3772021E+000, 2.0961452E+000, 2.1117896E+000
 1.5068493E-001, 7.1968992E+002, 2.5111795E+000, 2.2244348E+000, 2.2305724E+000
 1.6438356E-001, 7.0411619E+002, 2.6257210E+000, 2.3351574E+000, 2.3333744E+000
 1.7808219E-001, 6.8929832E+002, 2.7252404E+000, 2.4323138E+000, 2.4238913E+000
 1.9178082E-001, 6.7500140E+002, 2.8129049E+000, 2.5187245E+000, 2.5045266E+000
 2.0547945E-001, 6.6107386E+002, 2.8913317E+000, 2.5961509E+000, 2.5773435E+000
 2.1917808E-001, 6.4720374E+002, 2.9615364E+000, 2.6653267E+000, 2.6415335E+000
 2.3287671E-001, 6.3281193E+002, 3.0242683E+000, 2.7269268E+000, 2.6988280E+000
 2.4657534E-001, 6.1799607E+002, 3.0816295E+000, 2.7825437E+000, 2.7499637E+000
 2.6027397E-001, 6.0278445E+002, 3.1330640E+000, 2.8312949E+000, 2.7943755E+000
 2.7397260E-001, 5.8702370E+002, 3.1777507E+000, 2.8726643E+000, 2.8323247E+000
 2.8767123E-001, 5.7053994E+002, 3.2167262E+000, 2.9075834E+000, 2.8637330E+000
 3.0136986E-001, 5.5341912E+002, 3.2503827E+000, 2.9367804E+000, 2.8897136E+000
 3.1506849E-001, 5.3571757E+002, 3.2787933E+000, 2.9605233E+000, 2.9106721E+000
 3.2876712E-001, 5.1821292E+002, 3.3033929E+000, 2.9795773E+000, 2.9276931E+000
 3.4246575E-001, 5.0058686E+002, 3.3233844E+000, 2.9947119E+000, 2.9404087E+000
 3.5616438E-001, 4.8311281E+002, 3.3376428E+000, 3.0059520E+000, 2.9493317E+000
 3.6986301E-001, 4.6477984E+002, 3.3461257E+000, 3.0141892E+000, 2.9556579E+000
 3.8356164E-001, 4.4751677E+002, 3.3534084E+000, 3.0221238E+000, 2.9633805E+000
 3.9726027E-001, 4.3068634E+002, 3.3590162E+000, 3.0297838E+000, 2.9691822E+000
 4.1095890E-001, 4.1419591E+002, 3.3606774E+000, 3.0350970E+000, 2.9739181E+000
 4.2465753E-001, 3.9810495E+002, 3.3597915E+000, 3.0390438E+000, 2.9779094E+000
 4.3835616E-001, 3.8258613E+002, 3.3579838E+000, 3.0428845E+000, 2.9822170E+000
 4.5205479E-001, 3.6785758E+002, 3.3564238E+000, 3.0470090E+000, 2.9858478E+000
 4.6575342E-001, 3.5405086E+002, 3.3539892E+000, 3.0504562E+000, 2.9889131E+000
 4.7945205E-001, 3.4115991E+002, 3.3509810E+000, 3.0530432E+000, 2.9912528E+000
 4.9315068E-001, 3.2900382E+002, 3.3475659E+000, 3.0550506E+000, 2.9927931E+000
 5.0684932E-001, 3.1697757E+002, 3.3419134E+000, 3.0562853E+000, 2.9929015E+000
 5.2054795E-001, 3.0530470E+002, 3.3338618E+000, 3.0564194E+000, 2.9918370E+000
 5.3424658E-001, 2.9395318E+002, 3.3242255E+000, 3.0550564E+000, 2.9895091E+000
 5.4794521E-001, 2.8307526E+002, 3.3136414E+000, 3.0527531E+000, 2.9867968E+000
 5.6164384E-001, 2.7243952E+002, 3.3023717E+000, 3.0499002E+000, 2.9831563E+000
 5.7534247E-001, 2.6221287E+002, 3.2891839E+000, 3.0458312E+000, 2.9780602E+000
 5.8904110E-001, 2.5236472E+002, 3.2742291E+000, 3.0406351E+000, 2.9722923E+000
 6.0273973E-001, 2.4310721E+002, 3.2585272E+000, 3.0352195E+000, 2.9665898E+000
 6.1643836E-001, 2.3448780E+002, 3.2441168E+000, 3.0303550E+000, 2.9613844E+000
 6.3013699E-001, 2.2652021E+002, 3.2314022E+000, 3.0264781E+000, 2.9564208E+000
 6.4383562E-001, 2.1911566E+002, 3.2194323E+000, 3.0231159E+000, 2.9514916E+000
 6.5753425E-001, 2.1251992E+002, 3.2092303E+000, 3.0194558E+000, 2.9467978E+000
 6.7123288E-001, 2.0659289E+002, 3.1998898E+000, 3.0153972E+000, 2.9417235E+000
 6.8493151E-001, 2.0109258E+002, 3.1897098E+000, 3.0104211E+000, 2.9352501E+000
 6.9863014E-001, 1.9566125E+002, 3.1763449E+000, 3.0031289E+000, 2.9255185E+000
 7.1232877E-001, 1.9027418E+002, 3.1601781E+000, 2.9940437E+000, 2.9144202E+000
 7.2602740E-001, 1.8506183E+002, 3.1434554E+000, 2.9850878E+000, 2.9039224E+000
 7.3972603E-001, 1.8052108E+002, 3.1290955E+000, 2.9768008E+000, 2.8952348E+000
 7.5342466E-001, 1.7661549E+002, 3.1174885E+000, 2.9696634E+000, 2.8878487E+000
 7.6712329E-001, 1.7296667E+002, 3.1080874E+000, 2.9638119E+000, 2.8816295E+000
 7.8082192E-001, 1.6936414E+002, 3.0998894E+000, 2.9589883E+000, 2.8765644E+000
 7.9452055E-001, 1.6594924E+002, 3.0925261E+000, 2.9545189E+000, 2.8717836E+000
 8.0821918E-001, 1.6267022E+002, 3.0843137E+000, 2.9492402E+000, 2.8657109E+000
 8.2191781E-001, 1.5963207E+002, 3.0743414E+000, 2.9421465E+000, 2.8571783E+000
 8.3561644E-001, 1.5663854E+002, 3.0627427E+000, 2.9333998E+000, 2.8473188E+000
 8.4931507E-001, 1.5386188E+002, 3.0515563E+000, 2.9242636E+000, 2.8372366E+000
 8.6301370E-001, 1.5111589E+002, 3.0397561E+000, 2.9144733E+000, 2.8261531E+000
 8.7671233E-001, 1.4858626E+002, 3.0272808E+000, 2.9038309E+000, 2.8143520E+000
 8.9041096E-001, 1.4606494E+002, 3.0148820E+000, 2.8931397E+000, 2.8028332E+000
 9.0410959E-001, 1.4368907E+002, 3.0020912E+000, 2.8823208E+000, 2.7908466E+000
 9.1780822E-001, 1.4122714E+002, 2.9878200E+000, 2.8709552E+000, 2.7782787E+000
 9.3150685E-001, 1.3889904E+002, 2.9740803E+000, 2.8597619E+000, 2.7669543E+000
 9.4520548E-001, 1.3658659E+002, 2.9616701E+000, 2.8491620E+000, 2.7566595E+000
 9.5890411E-001, 1.3437219E+002, 2.9507577E+000, 2.8391922E+000, 2.7467079E+000
 9.7260274E-001, 1.3211729E+002, 2.9402744E+000, 2.8299342E+000, 2.7363930E+000
 9.8630137E-001, 1.2995245E+002, 2.9297155E+000, 2.8210302E+000, 2.7263346E+000
 1.0000000E+000, 1.2779032E+002, 2.9193742E+000, 2.8127426E+000, 2.7164967E+000
 1.0136986E+000, 1.2565601E+002, 2.9100376E+000, 2.8051983E+000, 2.7070488E+000
 1.0273973E+000, 1.2359835E+002, 2.9004574E+000, 2.7971089E+000, 2.6974254E+000
 1.0410959E+000, 1.2152108E+002, 2.8895271E+000, 2.7877805E+000, 2.6877950E+000
 1.0547945E+000, 1.1952545E+002, 2.8787590E+000, 2.7788823E+000, 2.6790471E+000
 1.0684932E+000, 1.1756291E+002, 2.8681891E+000, 2.7707048E+000, 2.6708419E+000
 1.0821918E+000, 1.1566077E+002, 2.8571275E+000, 2.7620527E+000, 2.6622966E+000
 1.0958904E+000, 1.1381189E+002, 2.8459892E+000, 2.7526580E+000, 2.6525440E+000
 1.1095890E+000, 1.1201795E+002, 2.8347388E+000, 2.7423167E+000, 2.6401318E+000
 1.1232877E+000, 1.1033711E+002, 2.8221751E+000, 2.7304401E+000, 2.6260399E+000
 1.1369863E+000, 1.0874092E+002, 2.8089569E+000, 2.7177213E+000, 2.6113695E+000
 1.1506849E+000, 1.0725716E+002, 2.7954745E+000, 2.7045983E+000, 2.5974691E+000
 1.1643836E+000, 1.0576697E+002, 2.7815043E+000, 2.6913174E+000, 2.5833934E+000
 1.1780822E+000, 1.0425674E+002, 2.7668812E+000, 2.6776049E+000, 2.5689165E+000
 1.1917808E+000, 1.0265647E+002, 2.7524041E+000, 2.6640357E+000, 2.5546316E+000
 1.2054795E+000, 1.0113072E+002, 2.7382429E+000, 2.6509096E+000, 2.5403933E+000
 1.2191781E+000, 9.9566530E+001, 2.7230741E+000, 2.6373450E+000, 2.5250736E+000
 1.2328767E+000, 9.8168147E+001, 2.7068982E+000, 2.6232839E+000, 2.5100381E+000
 1.2465753E+000, 9.6775237E+001, 2.6919554E+000, 2.6103976E+000, 2.4971114E+000
 1.2602740E+000, 9.5455023E+001, 2.6793056E+000, 2.5988588E+000, 2.4859956E+000
 1.2739726E+000, 9.4121500E+001, 2.6681657E+000, 2.5883823E+000, 2.4761012E+000
 1.2876712E+000, 9.2811406E+001, 2.6580543E+000, 2.5793243E+000, 2.4671590E+000
 1.3013699E+000, 9.1547797E+001, 2.6494191E+000, 2.5712570E+000, 2.4596379E+000
 1.3150685E+000, 9.0355498E+001, 2.6413971E+000, 2.5635222E+000, 2.4519885E+000
 1.3287671E+000, 8.9261059E+001, 2.6332383E+000, 2.5561590E+000, 2.4445585E+000
 1.3424658E+000, 8.8259297E+001, 2.6246928E+000, 2.5486917E+000, 2.4369064E+000
 1.3561644E+000, 8.7351871E+001, 2.6159644E+000, 2.5412118E+000, 2.4296308E+000
 1.3698630E+000, 8.6488347E+001, 2.6087386E+000, 2.5347398E+000, 2.4234941E+000
 1.3835616E+000, 8.5669849E+001, 2.6025969E+000, 2.5288338E+000, 2.4176513E+000
 1.3972603E+000, 8.4831828E+001, 2.5955734E+000, 2.5221592E+000, 2.4115041E+000
 1.4109589E+000, 8.3996991E+001, 2.5881616E+000, 2.5150730E+000, 2.4058183E+000
 1.4246575E+000, 8.3100009E+001, 2.5810762E+000, 2.5084601E+000, 2.4005104E+000
 1.4383562E+000, 8.2163825E+001, 2.5750616E+000, 2.5031270E+000, 2.3963636E+000
 1.4520548E+000, 8.1212120E+001, 2.5703019E+000, 2.4987569E+000, 2.3923679E+000
 1.4657534E+000, 8.0304550E+001, 2.5643577E+000, 2.4931237E+000, 2.3868181E+000
 1.4794521E+000, 7.9441283E+001, 2.5559547E+000, 2.4853803E+000, 2.3795059E+000
 1.4931507E+000, 7.8625644E+001, 2.5466345E+000, 2.4764743E+000, 2.3718243E+000
 1.5068493E+000, 7.7809976E+001, 2.5383240E+000, 2.4680155E+000, 2.3636640E+000
 1.5205479E+000, 7.6967038E+001, 2.5296108E+000, 2.4591159E+000, 2.3537021E+000
 1.5342466E+000, 7.6087581E+001, 2.5188165E+000, 2.4488163E+000, 2.3411599E+000
 1.5479452E+000, 7.5161236E+001, 2.5069837E+000, 2.4377250E+000, 2.3280531E+000
 1.5616438E+000, 7.4248824E+001, 2.4953530E+000, 2.4258168E+000, 2.3144608E+000
 1.5753425E+000, 7.3375985E+001, 2.4825587E+000, 2.4123544E+000, 2.3004838E+000
