m,C,m/s,m/s,m/s
 1.5890411E+000, 7.2600940E+001, 2.4689424E+000, 2.3984761E+000, 2.2867983E+000
 1.6027397E+000, 7.1857913E+001, 2.4560012E+000, 2.3859708E+000, 2.2757393E+000
 1.6164384E+000, 7.1145308E+001, 2.4458152E+000, 2.3761692E+000, 2.2678377E+000
 1.6301370E+000, 7.0422772E+001, 2.4382337E+000, 2.3686259E+000, 2.2619120E+000
 1.6438356E+000, 6.9722277E+001, 2.4316586E+000, 2.3621779E+000, 2.2563763E+000
 1.6575342E+000, 6.9012101E+001, 2.4251834E+000, 2.3561484E+000, 2.2513614E+000
 1.6712329E+000, 6.8336543E+001, 2.4194655E+000, 2.3507960E+000, 2.2470781E+000
 1.6849315E+000, 6.7716950E+001, 2.4146049E+000, 2.3459484E+000, 2.2434728E+000
 1.6986301E+000, 6.7147531E+001, 2.4104248E+000, 2.3417924E+000, 2.2404278E+000
 1.7123288E+000, 6.6621166E+001, 2.4064122E+000, 2.3379554E+000, 2.2369387E+000
 1.7260274E+000, 6.6112415E+001, 2.4018486E+000, 2.3336241E+000, 2.2329352E+000
 1.7397260E+000, 6.5626128E+001, 2.3967174E+000, 2.3287740E+000, 2.2284476E+000
 1.7534247E+000, 6.5157747E+001, 2.3910926E+000, 2.3234925E+000, 2.2232048E+000
 1.7671233E+000, 6.4698484E+001, 2.3855035E+000, 2.3180637E+000, 2.2176348E+000
 1.7808219E+000, 6.4242720E+001, 2.3797749E+000, 2.3122284E+000, 2.2116950E+000
 1.7945205E+000, 6.3800096E+001, 2.3734974E+000, 2.3058419E+000, 2.2054271E+000
 1.8082192E+000, 6.3382968E+001, 2.3662902E+000, 2.2983507E+000, 2.1980187E+000
 1.8219178E+000, 6.2985683E+001, 2.3581545E+000, 2.2897648E+000, 2.1896300E+000
 1.8356164E+000, 6.2585385E+001, 2.3498123E+000, 2.2809145E+000, 2.1798857E+000
 1.8493151E+000, 6.2188109E+001, 2.3410929E+000, 2.2717628E+000, 2.1706029E+000
 1.8630137E+000, 6.1783806E+001, 2.3331607E+000, 2.2632805E+000, 2.1617468E+000
 1.8767123E+000, 6.1385431E+001, 2.3246246E+000, 2.2544228E+000, 2.1528983E+000
 1.8904110E+000, 6.1001771E+001, 2.3172798E+000, 2.2469309E+000, 2.1451702E+000
 1.9041096E+000, 6.0656680E+001, 2.3113873E+000, 2.2404590E+000, 2.1376907E+000
 1.9178082E+000, 6.0322774E+001, 2.3056807E+000, 2.2339509E+000, 2.1298185E+000
 1.9315068E+000, 5.9978076E+001, 2.2989534E+000, 2.2269150E+000, 2.1219779E+000
 1.9452055E+000, 5.9599000E+001, 2.2916180E+000, 2.2199664E+000, 2.1155292E+000
 1.9589041E+000, 5.9147038E+001, 2.2855375E+000, 2.2140470E+000, 2.1105503E+000
 1.9726027E+000, 5.8626422E+001, 2.2806603E+000, 2.2091633E+000, 2.1064668E+000
 1.9863014E+000, 5.8087756E+001, 2.2760687E+000, 2.2046941E+000, 2.1023611E+000
 2.0000000E+000, 5.7571436E+001, 2.2701673E+000, 2.1996375E+000, 2.0979672E+000
 2.0136986E+000, 5.7082721E+001, 2.2634292E+000, 2.1939765E+000, 2.0932806E+000
 2.0273973E+000, 5.6607132E+001, 2.2567335E+000, 2.1879605E+000, 2.0891544E+000
 2.0410959E+000, 5.6144515E+001, 2.2518785E+000, 2.1834813E+000, 2.0854541E+000
 2.0547945E+000, 5.5715290E+001, 2.2470777E+000, 2.1786128E+000, 2.0817257E+000
 2.0684932E+000, 5.5320823E+001, 2.2428749E+000, 2.1742174E+000, 2.0783876E+000
 2.0821918E+000, 5.4961875E+001, 2.2384408E+000, 2.1695974E+000, 2.0746784E+000
 2.0958904E+000, 5.4617175E+001, 2.2342399E+000, 2.1655229E+000, 2.0718262E+000
 2.1095890E+000, 5.4271788E+001, 2.2302540E+000, 2.1616839E+000, 2.0691051E+000
 2.1232877E+000, 5.3914885E+001, 2.2273853E+000, 2.1587842E+000, 2.0668185E+000
 2.1369863E+000, 5.3558735E+001, 2.2247247E+000, 2.1564933E+000, 2.0638243E+000
 2.1506849E+000, 5.3215650E+001, 2.2223228E+000, 2.1547527E+000, 2.0609634E+000
 2.1643836E+000, 5.2857729E+001, 2.2196284E+000, 2.1527329E+000, 2.0586739E+000
 2.1780822E+000, 5.2506719E+001, 2.2183231E+000, 2.1518777E+000, 2.0589991E+000
 2.1917808E+000, 5.2181394E+001, 2.2200350E+000, 2.1534637E+000, 2.0594475E+000
 2.2054795E+000, 5.1889408E+001, 2.2203858E+000, 2.1536790E+000, 2.0589045E+000
 2.2191781E+000, 5.1611269E+001, 2.2206139E+000, 2.1536919E+000, 2.0583773E+000
 2.2328767E+000, 5.1345119E+001, 2.2198220E+000, 2.1529302E+000, 2.0569394E+000
 2.2465753E+000, 5.1058295E+001, 2.2178229E+000, 2.1513281E+000, 2.0557263E+000
 2.2602740E+000, 5.0744027E+001, 2.2157880E+000, 2.1495260E+000, 2.0542467E+000
 2.2739726E+000, 5.0409385E+001, 2.2138053E+000, 2.1476927E+000, 2.0533702E+000
 2.2876712E+000, 5.0080020E+001, 2.2118289E+000, 2.1459544E+000, 2.0527830E+000
 2.3013699E+000, 4.9756943E+001, 2.2105218E+000, 2.1452872E+000, 2.0521099E+000
 2.3150685E+000, 4.9455740E+001, 2.2090997E+000, 2.1445714E+000, 2.0516759E+000
 2.3287671E+000, 4.9170939E+001, 2.2076066E+000, 2.1432557E+000, 2.0501637E+000
 2.3424658E+000, 4.8922837E+001, 2.2059793E+000, 2.1416988E+000, 2.0489622E+000
 2.3561644E+000, 4.8697263E+001, 2.2044290E+000, 2.1400739E+000, 2.0467708E+000
 2.3698630E+000, 4.8486231E+001, 2.2011190E+000, 2.1366597E+000, 2.0430553E+000
 2.3835616E+000, 4.8265191E+001, 2.1971508E+000, 2.1327583E+000, 2.0398128E+000
 2.3972603E+000, 4.8022974E+001, 2.1921970E+000, 2.1284349E+000, 2.0355535E+000
 2.4109589E+000, 4.7758890E+001, 2.1859837E+000, 2.1228311E+000, 2.0309719E+000
 2.4246575E+000, 4.7473021E+001, 2.1807677E+000, 2.1174561E+000, 2.0256862E+000
 2.4383562E+000, 4.7180526E+001, 2.1734367E+000, 2.1099615E+000, 2.0197031E+000
 2.4520548E+000, 4.6886689E+001, 2.1671163E+000, 2.1033033E+000, 2.0142049E+000
 2.4657534E+000, 4.6605670E+001, 2.1598181E+000, 2.0963725E+000, 2.0092939E+000
 2.4794521E+000, 4.6318039E+001, 2.1558249E+000, 2.0922967E+000, 2.0063968E+000
 2.4931507E+000, 4.6041450E+001, 2.1518873E+000, 2.0882423E+000, 2.0033484E+000
 2.5068493E+000, 4.5766044E+001, 2.1494695E+000, 2.0856895E+000, 2.0006281E+000
 2.5205479E+000, 4.5504658E+001, 2.1459168E+000, 2.0820624E+000, 1.9970410E+000
 2.5342466E+000, 4.5246508E+001, 2.1406906E+000, 2.0773829E+000, 1.9932141E+000
 2.5479452E+000, 4.4994498E+001, 2.1367460E+000, 2.0736683E+000, 1.9900584E+000
 2.5616438E+000, 4.4756440E+001, 2.1317629E+000, 2.0690912E+000, 1.9853262E+000
 2.5753425E+000, 4.4522265E+001, 2.1266213E+000, 2.0638898E+000, 1.9814478E+000
 2.5890411E+000, 4.4288193E+001, 2.1232890E+000, 2.0609396E+000, 1.9781839E+000
 2.6027397E+000, 4.4062472E+001, 2.1198805E+000, 2.0575264E+000, 1.9751316E+000
 2.6164384E+000, 4.3837328E+001, 2.1171520E+000, 2.0544976E+000, 1.9721412E+000
 2.6301370E+000, 4.3622731E+001, 2.1134952E+000, 2.0511005E+000, 1.9683514E+000
 2.6438356E+000, 4.3406442E+001, 2.1095064E+000, 2.0473265E+000, 1.9652876E+000
 2.6575342E+000, 4.3197575E+001, 2.1061775E+000, 2.0443325E+000, 1.9622727E+000
 2.6712329E+000, 4.2998427E+001, 2.1034603E+000, 2.0413866E+000, 1.9593231E+000
 2.6849315E+000, 4.2791621E+001, 2.1012341E+000, 2.0388732E+000, 1.9574335E+000
 2.6986301E+000, 4.2588910E+001, 2.0991420E+000, 2.0359684E+000, 1.9526292E+000
 2.7123288E+000, 4.2366545E+001, 2.0942066E+000, 2.0309219E+000, 1.9465230E+000
 2.7260274E+000, 4.2149673E+001, 2.0875673E+000, 2.0248786E+000, 1.9393502E+000
 2.7397260E+000, 4.1933582E+001, 2.0820841E+000, 2.0194039E+000, 1.9331763E+000
 2.7534247E+000, 4.1720413E+001, 2.0767165E+000, 2.0140668E+000, 1.9278926E+000
 2.7671233E+000, 4.1521622E+001, 2.0737112E+000, 2.0108456E+000, 1.9262043E+000
 2.7808219E+000, 4.1331511E+001, 2.0713647E+000, 2.0088417E+000, 1.9238731E+000
 2.7945205E+000, 4.1157004E+001, 2.0684909E+000, 2.0057987E+000, 1.9220380E+000
 2.8082192E+000, 4.0981402E+001, 2.0666371E+000, 2.0036985E+000, 1.9199361E+000
 2.8219178E+000, 4.0835830E+001, 2.0618500E+000, 1.9996292E+000, 1.9165275E+000
 2.8356164E+000, 4.0698461E+001, 2.0580408E+000, 1.9958947E+000, 1.9140715E+000
 2.8493151E+000, 4.0568300E+001, 2.0558417E+000, 1.9930648E+000, 1.9106697E+000
 2.8630137E+000, 4.0445571E+001, 2.0512292E+000, 1.9879876E+000, 1.9070943E+000
 2.8767123E+000, 4.0330872E+001, 2.0480491E+000, 1.9846356E+000, 1.9030474E+000
 2.8904110E+000, 4.0196154E+001, 2.0418862E+000, 1.9785673E+000, 1.8972464E+000
 2.9041096E+000, 4.0048337E+001, 2.0370773E+000, 1.9736845E+000, 1.8908543E+000
 2.9178082E+000, 3.9893458E+001, 2.0298125E+000, 1.9662463E+000, 1.8849333E+000
 2.9315068E+000, 3.9730959E+001, 2.0252828E+000, 1.9614460E+000, 1.8787677E+000
 2.9452055E+000, 3.9576861E+001, 2.0166304E+000, 1.9528076E+000, 1.8744745E+000
 2.9589041E+000, 3.9427769E+001, 2.0154869E+000, 1.9506061E+000, 1.8703105E+000
 2.9726027E+000, 3.9273336E+001, 2.0098779E+000, 1.9449797E+000, 1.8668583E+000
 2.9863014E+000, 3.9117154E+001, 2.0094483E+000, 1.9429840E+000, 1.8604921E+000
 3.0000000E+000, 3.8816434E+001, 2.0011424E+000, 1.9334856E+000, 1.8552636E+000
