m,kW/m2
Tot_Flux-z,Tot_Flux
 2.000E-02, 5.975E+01
 7.283E-02, 6.374E+01
 1.257E-01, 6.154E+01
 1.785E-01, 5.684E+01
 2.313E-01, 5.235E+01
 2.841E-01, 4.861E+01
 3.370E-01, 4.550E+01
 3.898E-01, 4.279E+01
 4.426E-01, 4.034E+01
 4.954E-01, 3.805E+01
 5.483E-01, 3.584E+01
 6.011E-01, 3.371E+01
 6.539E-01, 3.166E+01
 7.067E-01, 2.969E+01
 7.596E-01, 2.779E+01
 8.124E-01, 2.593E+01
 8.652E-01, 2.415E+01
 9.180E-01, 2.244E+01
 9.709E-01, 2.080E+01
 1.024E+00, 1.925E+01
 1.077E+00, 1.778E+01
 1.129E+00, 1.639E+01
 1.182E+00, 1.509E+01
 1.235E+00, 1.388E+01
 1.288E+00, 1.277E+01
 1.341E+00, 1.174E+01
 1.393E+00, 1.080E+01
 1.446E+00, 9.941E+00
 1.499E+00, 9.157E+00
 1.552E+00, 8.437E+00
 1.605E+00, 7.782E+00
 1.658E+00, 7.185E+00
 1.710E+00, 6.653E+00
 1.763E+00, 6.176E+00
 1.816E+00, 5.752E+00
 1.869E+00, 5.365E+00
 1.922E+00, 5.022E+00
 1.975E+00, 4.713E+00
 2.027E+00, 4.437E+00
 2.080E+00, 3.959E+00
 2.133E+00, 3.752E+00
 2.186E+00, 3.566E+00
 2.239E+00, 3.395E+00
 2.292E+00, 3.243E+00
 2.344E+00, 3.107E+00
 2.397E+00, 2.985E+00
 2.450E+00, 2.876E+00
 2.503E+00, 2.777E+00
 2.556E+00, 2.688E+00
 2.608E+00, 2.606E+00
 2.661E+00, 2.530E+00
 2.714E+00, 2.460E+00
 2.767E+00, 2.392E+00
 2.820E+00, 2.329E+00
 2.873E+00, 2.269E+00
 2.925E+00, 2.213E+00
 2.978E+00, 2.159E+00
 3.031E+00, 2.108E+00
 3.084E+00, 2.059E+00
 3.137E+00, 2.010E+00
 3.190E+00, 1.961E+00
 3.242E+00, 1.913E+00
 3.295E+00, 1.868E+00
 3.348E+00, 1.825E+00
 3.401E+00, 1.785E+00
 3.454E+00, 1.748E+00
 3.507E+00, 1.714E+00
 3.559E+00, 1.684E+00
 3.612E+00, 1.655E+00
 3.665E+00, 1.628E+00
 3.718E+00, 1.601E+00
 3.771E+00, 1.574E+00
 3.823E+00, 1.548E+00
 3.876E+00, 1.520E+00
 3.929E+00, 1.494E+00
 3.982E+00, 1.467E+00
 4.035E+00, 1.440E+00
 4.088E+00, 1.414E+00
 4.140E+00, 1.388E+00
 4.193E+00, 1.361E+00
 4.246E+00, 1.335E+00
 4.299E+00, 1.309E+00
 4.352E+00, 1.284E+00
 4.405E+00, 1.259E+00
 4.457E+00, 1.235E+00
 4.510E+00, 1.212E+00
 4.563E+00, 1.190E+00
 4.616E+00, 1.170E+00
 4.669E+00, 1.150E+00
 4.722E+00, 1.131E+00
 4.774E+00, 1.111E+00
 4.827E+00, 1.095E+00
 4.880E+00, 1.077E+00
