m,kW/m2
Tot_Flux-z,Tot_Flux
 1.500E-02, 3.717E+01
 4.500E-02, 4.198E+01
 7.500E-02, 4.311E+01
 1.050E-01, 4.240E+01
 1.350E-01, 4.115E+01
 1.650E-01, 3.989E+01
 1.950E-01, 3.884E+01
 2.250E-01, 3.788E+01
 2.550E-01, 3.686E+01
 2.850E-01, 3.578E+01
 3.150E-01, 3.463E+01
 3.450E-01, 3.333E+01
 3.750E-01, 3.190E+01
 4.050E-01, 3.035E+01
 4.350E-01, 2.875E+01
 4.650E-01, 2.710E+01
 4.950E-01, 2.544E+01
 5.250E-01, 2.379E+01
 5.550E-01, 2.221E+01
 5.850E-01, 2.068E+01
 6.150E-01, 1.919E+01
 6.450E-01, 1.773E+01
 6.750E-01, 1.631E+01
 7.050E-01, 1.498E+01
 7.350E-01, 1.377E+01
 7.650E-01, 1.264E+01
 7.950E-01, 1.158E+01
 8.250E-01, 1.059E+01
 8.550E-01, 9.670E+00
 8.850E-01, 8.828E+00
 9.150E-01, 8.062E+00
 9.450E-01, 7.360E+00
 9.750E-01, 6.720E+00
 1.005E+00, 6.138E+00
 1.035E+00, 5.612E+00
 1.065E+00, 5.142E+00
 1.095E+00, 4.728E+00
 1.125E+00, 4.363E+00
 1.155E+00, 4.038E+00
 1.185E+00, 3.743E+00
 1.215E+00, 3.479E+00
 1.245E+00, 3.243E+00
 1.275E+00, 3.032E+00
 1.305E+00, 2.843E+00
 1.335E+00, 2.678E+00
 1.365E+00, 2.530E+00
 1.395E+00, 2.399E+00
 1.425E+00, 2.281E+00
 1.455E+00, 2.176E+00
 1.485E+00, 2.082E+00
 1.515E+00, 1.998E+00
 1.545E+00, 1.921E+00
 1.575E+00, 1.850E+00
 1.605E+00, 1.786E+00
 1.635E+00, 1.727E+00
 1.665E+00, 1.673E+00
 1.695E+00, 1.625E+00
 1.725E+00, 1.580E+00
 1.755E+00, 1.538E+00
 1.785E+00, 1.497E+00
 1.815E+00, 1.458E+00
 1.845E+00, 1.421E+00
 1.875E+00, 1.386E+00
 1.905E+00, 1.352E+00
 1.935E+00, 1.319E+00
 1.965E+00, 1.288E+00
 1.995E+00, 1.259E+00
 2.025E+00, 1.231E+00
 2.055E+00, 1.205E+00
 2.085E+00, 1.179E+00
 2.115E+00, 1.155E+00
 2.145E+00, 1.131E+00
 2.175E+00, 1.109E+00
 2.205E+00, 1.089E+00
 2.235E+00, 1.069E+00
 2.265E+00, 1.050E+00
 2.295E+00, 1.031E+00
 2.325E+00, 1.013E+00
 2.355E+00, 9.963E-01
 2.385E+00, 9.798E-01
 2.415E+00, 9.636E-01
 2.445E+00, 9.466E-01
 2.475E+00, 9.290E-01
 2.505E+00, 9.108E-01
 2.535E+00, 8.925E-01
 2.565E+00, 8.758E-01
 2.595E+00, 8.580E-01
 2.625E+00, 8.423E-01
 2.655E+00, 8.257E-01
 2.685E+00, 8.110E-01
 2.715E+00, 7.952E-01
 2.745E+00, 7.823E-01
 2.775E+00, 7.646E-01
