s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+01, 3.844E+00, 4.238E+00, 5.157E+00
 5.502E+01, 7.335E+00, 8.176E+00, 1.006E+01
 6.000E+01, 8.280E+00, 9.246E+00, 1.139E+01
 6.502E+01, 8.617E+00, 9.645E+00, 1.193E+01
 7.000E+01, 8.819E+00, 9.871E+00, 1.219E+01
 7.500E+01, 9.013E+00, 1.009E+01, 1.246E+01
 8.000E+01, 9.065E+00, 1.015E+01, 1.256E+01
 8.500E+01, 9.160E+00, 1.026E+01, 1.268E+01
 9.002E+01, 9.196E+00, 1.030E+01, 1.273E+01
 9.502E+01, 9.280E+00, 1.039E+01, 1.284E+01
 9.700E+01, 9.309E+00, 1.042E+01, 1.287E+01
