m,kW
Height,HRR
 1.150E-01, 4.966E+02
 3.410E-01, 2.909E+02
 5.670E-01, 1.816E+02
 7.930E-01, 1.254E+02
 1.019E+00, 9.907E+01
 1.245E+00, 8.153E+01
 1.471E+00, 6.479E+01
 1.697E+00, 4.875E+01
 1.923E+00, 3.543E+01
 2.149E+00, 2.525E+01
 2.375E+00, 1.786E+01
 2.601E+00, 1.263E+01
 2.827E+00, 8.925E+00
 3.053E+00, 6.337E+00
 3.279E+00, 4.524E+00
 3.505E+00, 3.234E+00
 3.731E+00, 2.309E+00
 3.957E+00, 1.648E+00
 4.183E+00, 1.178E+00
 4.409E+00, 8.480E-01
 4.635E+00, 6.116E-01
 4.861E+00, 4.436E-01
 5.087E+00, 3.221E-01
 5.313E+00, 2.343E-01
 5.539E+00, 1.709E-01
 5.765E+00, 1.258E-01
 5.991E+00, 9.247E-02
 6.217E+00, 6.830E-02
 6.443E+00, 5.049E-02
 6.669E+00, 3.765E-02
 6.895E+00, 2.807E-02
 7.121E+00, 2.105E-02
 7.347E+00, 1.570E-02
 7.573E+00, 1.178E-02
 7.799E+00, 8.777E-03
 8.025E+00, 6.562E-03
 8.251E+00, 4.908E-03
 8.477E+00, 2.876E-03
