s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.510E-12, 7.105E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.510E-12, 0.000E+00, 0.000E+00, 0.000E+00
 5.018E+00, 4.030E+05, 0.000E+00,-1.459E+05, 3.925E+03,-1.063E+01,-7.383E-01, 0.000E+00, 0.000E+00, 2.554E+05, 2.610E+05, 0.000E+00, 1.439E+01, 0.000E+00
 1.001E+01, 7.224E+05, 0.000E+00,-6.555E+04,-1.839E+05,-4.732E+02,-1.457E+00, 0.000E+00, 0.000E+00, 4.694E+05, 4.724E+05, 0.000E+00, 1.650E+01, 0.000E+00
 1.500E+01, 7.582E+05, 0.000E+00,-5.337E+04,-6.741E+05,-2.798E+03,-1.372E+00, 0.000E+00, 0.000E+00, 2.313E+04, 2.796E+04, 0.000E+00, 1.650E+01, 0.000E+00
 2.000E+01, 7.647E+05, 0.000E+00,-4.906E+04,-7.419E+05,-4.678E+02,-9.832E-01, 0.000E+00, 0.000E+00,-3.323E+04,-2.668E+04, 0.000E+00, 1.650E+01, 0.000E+00
 2.501E+01, 7.643E+05, 0.000E+00,-4.309E+04,-7.356E+05,-5.083E+02,-8.371E-01, 0.000E+00, 0.000E+00,-2.183E+04,-1.484E+04, 0.000E+00, 1.650E+01, 0.000E+00
 3.000E+01, 7.515E+05, 0.000E+00,-5.053E+04,-6.924E+05,-4.938E+02,-9.343E-01, 0.000E+00, 0.000E+00, 1.200E+03, 8.099E+03, 0.000E+00, 1.650E+01, 0.000E+00
 3.500E+01, 7.579E+05, 0.000E+00,-5.246E+04,-6.412E+05,-5.509E+02,-7.345E-01, 0.000E+00, 0.000E+00, 5.631E+04, 6.366E+04, 0.000E+00, 1.650E+01, 0.000E+00
 4.000E+01, 7.511E+05, 0.000E+00,-4.628E+04,-7.335E+05,-5.809E+02,-6.437E-01, 0.000E+00, 0.000E+00,-3.661E+04,-2.927E+04, 0.000E+00, 1.650E+01, 0.000E+00
 4.501E+01, 7.438E+05, 0.000E+00,-4.827E+04,-7.022E+05,-5.004E+02,-6.406E-01, 0.000E+00, 0.000E+00,-1.406E+04,-7.129E+03, 0.000E+00, 1.650E+01, 0.000E+00
 5.001E+01, 7.583E+05, 0.000E+00,-4.615E+04,-7.161E+05,-5.245E+02,-5.779E-01, 0.000E+00, 0.000E+00,-1.155E+04,-4.434E+03, 0.000E+00, 1.650E+01, 0.000E+00
 5.501E+01, 7.693E+05, 0.000E+00,-4.964E+04,-6.726E+05,-6.596E+02,-6.009E-01, 0.000E+00, 0.000E+00, 3.938E+04, 4.645E+04, 0.000E+00, 1.650E+01, 0.000E+00
 6.001E+01, 7.493E+05, 0.000E+00,-5.104E+04,-6.969E+05,-8.598E+02,-6.365E-01, 0.000E+00, 0.000E+00,-6.408E+03, 4.777E+02, 0.000E+00, 1.650E+01, 0.000E+00
 6.501E+01, 7.652E+05, 0.000E+00,-5.139E+04,-7.234E+05,-9.482E+02,-6.250E-01, 0.000E+00, 0.000E+00,-1.798E+04,-1.052E+04, 0.000E+00, 1.650E+01, 0.000E+00
 7.002E+01, 7.557E+05, 0.000E+00,-5.322E+04,-6.504E+05,-1.078E+03,-7.009E-01, 0.000E+00, 0.000E+00, 4.433E+04, 5.097E+04, 0.000E+00, 1.650E+01, 0.000E+00
 7.500E+01, 7.491E+05, 0.000E+00,-4.754E+04,-7.517E+05,-1.074E+03,-6.506E-01, 0.000E+00, 0.000E+00,-5.797E+04,-5.126E+04, 0.000E+00, 1.650E+01, 0.000E+00
