m,kW
Height,HRR
 1.125E+00, 1.208E+05
 3.375E+00, 1.199E+05
 5.625E+00, 1.327E+05
 7.875E+00, 1.478E+05
 1.012E+01, 1.536E+05
 1.238E+01, 1.551E+05
 1.462E+01, 1.548E+05
 1.688E+01, 1.553E+05
 1.912E+01, 1.575E+05
 2.138E+01, 1.604E+05
 2.362E+01, 1.627E+05
 2.588E+01, 1.646E+05
 2.812E+01, 1.666E+05
 3.038E+01, 1.702E+05
 3.262E+01, 1.749E+05
 3.488E+01, 1.804E+05
 3.712E+01, 1.854E+05
 3.938E+01, 1.889E+05
 4.162E+01, 1.882E+05
 4.388E+01, 1.860E+05
 4.612E+01, 1.840E+05
 4.838E+01, 1.832E+05
 5.062E+01, 1.837E+05
 5.288E+01, 1.855E+05
 5.512E+01, 1.880E+05
 5.738E+01, 1.912E+05
 5.962E+01, 1.951E+05
 6.188E+01, 1.993E+05
 6.412E+01, 2.038E+05
 6.638E+01, 2.082E+05
 6.862E+01, 2.129E+05
 7.088E+01, 2.179E+05
 7.312E+01, 2.229E+05
 7.538E+01, 2.283E+05
 7.762E+01, 2.336E+05
 7.988E+01, 2.381E+05
 8.212E+01, 2.435E+05
 8.438E+01, 2.490E+05
 8.662E+01, 2.535E+05
 8.888E+01, 2.578E+05
 9.112E+01, 2.621E+05
 9.338E+01, 2.656E+05
 9.562E+01, 2.688E+05
 9.788E+01, 2.702E+05
 1.001E+02, 2.710E+05
 1.024E+02, 2.706E+05
 1.046E+02, 2.699E+05
 1.069E+02, 2.684E+05
 1.091E+02, 2.665E+05
 1.114E+02, 2.634E+05
 1.136E+02, 2.588E+05
 1.159E+02, 2.533E+05
 1.181E+02, 2.475E+05
 1.204E+02, 2.412E+05
 1.226E+02, 2.340E+05
 1.249E+02, 2.262E+05
 1.271E+02, 2.189E+05
 1.294E+02, 2.123E+05
 1.316E+02, 2.053E+05
 1.339E+02, 1.974E+05
 1.361E+02, 1.888E+05
 1.384E+02, 1.804E+05
 1.406E+02, 1.720E+05
 1.429E+02, 1.632E+05
 1.451E+02, 1.539E+05
 1.474E+02, 1.444E+05
 1.496E+02, 1.353E+05
 1.519E+02, 1.265E+05
 1.541E+02, 1.178E+05
 1.564E+02, 1.088E+05
 1.586E+02, 1.003E+05
 1.609E+02, 9.251E+04
 1.631E+02, 8.535E+04
 1.654E+02, 7.857E+04
 1.676E+02, 7.209E+04
 1.699E+02, 6.592E+04
 1.721E+02, 6.011E+04
 1.744E+02, 5.466E+04
 1.766E+02, 4.953E+04
 1.789E+02, 4.493E+04
 1.811E+02, 4.080E+04
 1.834E+02, 3.673E+04
 1.856E+02, 3.289E+04
 1.879E+02, 2.937E+04
 1.901E+02, 2.605E+04
 1.924E+02, 2.298E+04
 1.946E+02, 2.014E+04
 1.969E+02, 1.761E+04
 1.991E+02, 1.534E+04
 2.014E+02, 1.324E+04
 2.036E+02, 1.139E+04
 2.059E+02, 9.808E+03
 2.081E+02, 8.443E+03
 2.104E+02, 7.292E+03
 2.126E+02, 6.278E+03
 2.149E+02, 5.398E+03
 2.171E+02, 4.653E+03
 2.194E+02, 3.982E+03
 2.216E+02, 3.375E+03
 2.239E+02, 2.844E+03
 2.261E+02, 2.387E+03
 2.284E+02, 2.016E+03
 2.306E+02, 1.695E+03
 2.329E+02, 1.423E+03
 2.351E+02, 1.187E+03
 2.374E+02, 9.883E+02
 2.396E+02, 8.195E+02
 2.419E+02, 6.814E+02
 2.441E+02, 5.685E+02
 2.464E+02, 4.733E+02
 2.486E+02, 3.926E+02
 2.509E+02, 3.253E+02
 2.531E+02, 2.709E+02
 2.554E+02, 2.267E+02
 2.576E+02, 1.885E+02
 2.599E+02, 1.566E+02
 2.621E+02, 1.303E+02
 2.644E+02, 1.091E+02
 2.666E+02, 9.153E+01
 2.689E+02, 7.673E+01
 2.711E+02, 6.436E+01
 2.734E+02, 5.368E+01
 2.756E+02, 4.478E+01
 2.779E+02, 3.763E+01
 2.801E+02, 3.156E+01
 2.824E+02, 2.647E+01
 2.846E+02, 2.225E+01
 2.869E+02, 1.870E+01
 2.891E+02, 1.573E+01
 2.914E+02, 1.325E+01
 2.936E+02, 1.115E+01
 2.959E+02, 9.370E+00
 2.981E+02, 7.885E+00
 3.004E+02, 6.621E+00
 3.026E+02, 5.537E+00
 3.049E+02, 4.622E+00
 3.071E+02, 3.856E+00
 3.094E+02, 3.234E+00
 3.116E+02, 2.712E+00
 3.139E+02, 2.274E+00
 3.161E+02, 1.900E+00
 3.184E+02, 1.590E+00
 3.206E+02, 1.329E+00
 3.229E+02, 1.117E+00
 3.251E+02, 9.441E-01
 3.274E+02, 7.933E-01
 3.296E+02, 6.691E-01
 3.319E+02, 5.587E-01
 3.341E+02, 4.710E-01
 3.364E+02, 3.968E-01
 3.386E+02, 3.403E-01
 3.409E+02, 2.028E-01
