m,kW
Height,HRR
 2.390E-02, 1.272E+02
 6.672E-02, 7.914E+01
 1.095E-01, 3.661E+01
 1.523E-01, 2.259E+01
 1.952E-01, 1.753E+01
 2.380E-01, 1.537E+01
 2.808E-01, 1.426E+01
 3.236E-01, 1.362E+01
 3.664E-01, 1.319E+01
 4.092E-01, 1.286E+01
 4.521E-01, 1.259E+01
 4.949E-01, 1.239E+01
 5.377E-01, 1.224E+01
 5.805E-01, 1.219E+01
 6.233E-01, 1.219E+01
 6.661E-01, 1.219E+01
 7.089E-01, 1.221E+01
 7.518E-01, 1.224E+01
 7.946E-01, 1.227E+01
 8.374E-01, 1.229E+01
 8.802E-01, 1.229E+01
 9.230E-01, 1.226E+01
 9.658E-01, 1.222E+01
 1.009E+00, 1.218E+01
 1.051E+00, 1.214E+01
 1.094E+00, 1.209E+01
 1.137E+00, 1.203E+01
 1.180E+00, 1.195E+01
 1.223E+00, 1.186E+01
 1.266E+00, 1.176E+01
 1.308E+00, 1.168E+01
 1.351E+00, 1.157E+01
 1.394E+00, 1.146E+01
 1.437E+00, 1.131E+01
 1.480E+00, 1.115E+01
 1.522E+00, 1.099E+01
 1.565E+00, 1.080E+01
 1.608E+00, 1.058E+01
 1.651E+00, 1.035E+01
 1.694E+00, 1.012E+01
 1.737E+00, 9.895E+00
 1.779E+00, 9.629E+00
 1.822E+00, 9.338E+00
 1.865E+00, 9.075E+00
 1.908E+00, 8.828E+00
 1.951E+00, 8.562E+00
 1.993E+00, 8.293E+00
 2.036E+00, 8.012E+00
 2.079E+00, 7.740E+00
 2.122E+00, 7.462E+00
 2.165E+00, 7.177E+00
 2.207E+00, 6.894E+00
 2.250E+00, 6.597E+00
 2.293E+00, 6.302E+00
 2.336E+00, 6.015E+00
 2.379E+00, 5.727E+00
 2.422E+00, 5.449E+00
 2.464E+00, 5.166E+00
 2.507E+00, 4.875E+00
 2.550E+00, 4.585E+00
 2.593E+00, 4.325E+00
 2.636E+00, 4.095E+00
 2.678E+00, 3.863E+00
 2.721E+00, 3.637E+00
 2.764E+00, 3.412E+00
 2.807E+00, 3.185E+00
 2.850E+00, 2.967E+00
 2.893E+00, 2.746E+00
 2.935E+00, 2.536E+00
 2.978E+00, 2.337E+00
 3.021E+00, 2.147E+00
 3.064E+00, 1.972E+00
 3.107E+00, 1.802E+00
 3.149E+00, 1.642E+00
 3.192E+00, 1.487E+00
 3.235E+00, 1.337E+00
 3.278E+00, 1.202E+00
 3.321E+00, 1.085E+00
 3.363E+00, 9.794E-01
 3.406E+00, 8.837E-01
 3.449E+00, 7.938E-01
 3.492E+00, 7.114E-01
 3.535E+00, 6.394E-01
 3.578E+00, 5.745E-01
 3.620E+00, 5.162E-01
 3.663E+00, 4.637E-01
 3.706E+00, 4.168E-01
 3.749E+00, 3.776E-01
 3.792E+00, 3.428E-01
 3.834E+00, 3.088E-01
 3.877E+00, 2.772E-01
 3.920E+00, 2.506E-01
 3.963E+00, 2.276E-01
 4.006E+00, 2.062E-01
 4.049E+00, 1.869E-01
 4.091E+00, 1.689E-01
 4.134E+00, 1.521E-01
 4.177E+00, 1.362E-01
 4.220E+00, 1.221E-01
 4.263E+00, 1.089E-01
 4.305E+00, 9.812E-02
 4.348E+00, 8.919E-02
 4.391E+00, 8.108E-02
 4.434E+00, 7.415E-02
 4.477E+00, 6.859E-02
 4.519E+00, 6.386E-02
 4.562E+00, 5.959E-02
 4.605E+00, 5.607E-02
 4.648E+00, 5.337E-02
 4.691E+00, 4.969E-02
 4.734E+00, 4.468E-02
 4.776E+00, 3.895E-02
 4.819E+00, 3.366E-02
 4.862E+00, 2.871E-02
 4.905E+00, 2.422E-02
 4.948E+00, 2.025E-02
 4.990E+00, 1.669E-02
 5.033E+00, 1.364E-02
 5.076E+00, 1.103E-02
 5.119E+00, 8.926E-03
 5.162E+00, 7.231E-03
 5.205E+00, 5.864E-03
 5.247E+00, 4.789E-03
 5.290E+00, 3.920E-03
 5.333E+00, 3.241E-03
 5.376E+00, 2.713E-03
 5.419E+00, 2.263E-03
 5.461E+00, 1.881E-03
 5.504E+00, 1.557E-03
 5.547E+00, 1.279E-03
 5.590E+00, 1.058E-03
 5.633E+00, 8.794E-04
 5.676E+00, 7.312E-04
 5.718E+00, 6.134E-04
 5.761E+00, 5.165E-04
 5.804E+00, 4.295E-04
 5.847E+00, 3.616E-04
 5.890E+00, 3.032E-04
 5.932E+00, 2.538E-04
 5.975E+00, 2.115E-04
 6.018E+00, 1.769E-04
 6.061E+00, 1.475E-04
 6.104E+00, 1.225E-04
 6.146E+00, 1.040E-04
 6.189E+00, 8.583E-05
 6.232E+00, 7.137E-05
 6.275E+00, 6.065E-05
 6.318E+00, 5.088E-05
 6.361E+00, 4.247E-05
 6.403E+00, 3.534E-05
 6.446E+00, 3.026E-05
 6.489E+00, 1.811E-05
