s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.005E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.504E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.504E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.504E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.503E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.500E+01, 3.213E+01, 3.560E+01, 4.296E+01
 1.000E+02, 3.665E+01, 4.067E+01, 4.950E+01
 1.050E+02, 3.934E+01, 4.365E+01, 5.291E+01
 1.100E+02, 3.791E+01, 4.226E+01, 5.183E+01
 1.150E+02, 3.821E+01, 4.257E+01, 5.216E+01
 1.200E+02, 3.884E+01, 4.323E+01, 5.285E+01
 1.250E+02, 3.903E+01, 4.351E+01, 5.330E+01
 1.300E+02, 3.824E+01, 4.269E+01, 5.243E+01
 1.350E+02, 3.860E+01, 4.308E+01, 5.280E+01
 1.400E+02, 3.862E+01, 4.314E+01, 5.298E+01
 1.450E+02, 3.862E+01, 4.312E+01, 5.293E+01
 1.500E+02, 3.866E+01, 4.318E+01, 5.305E+01
 1.550E+02, 3.873E+01, 4.326E+01, 5.316E+01
 1.600E+02, 3.838E+01, 4.290E+01, 5.280E+01
 1.650E+02, 3.824E+01, 4.276E+01, 5.267E+01
 1.700E+02, 3.808E+01, 4.258E+01, 5.245E+01
 1.750E+02, 3.822E+01, 4.276E+01, 5.270E+01
 1.800E+02, 3.831E+01, 4.287E+01, 5.282E+01
 1.850E+02, 3.822E+01, 4.274E+01, 5.266E+01
