s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00, 1.325E-15, 2.862E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.862E-10, 0.000E+00, 0.000E+00, 0.000E+00
 5.002E+00, 3.825E+02, 0.000E+00,-1.202E+02,-1.648E+02,-2.084E+00,-2.185E-02, 0.000E+00, 0.000E+00, 9.412E+01, 9.532E+01, 0.000E+00, 8.559E-03, 0.000E+00
 1.000E+01, 4.532E+02, 0.000E+00,-1.252E+02,-3.260E+02,-2.343E+00,-2.569E-02, 0.000E+00, 0.000E+00,-5.335E-01,-3.823E-01, 0.000E+00, 9.898E-03, 0.000E+00
 1.500E+01, 4.528E+02, 0.000E+00,-1.247E+02,-3.332E+02,-2.369E+00,-2.572E-02, 0.000E+00, 0.000E+00,-7.562E+00,-7.493E+00, 0.000E+00, 9.898E-03, 0.000E+00
 2.000E+01, 4.550E+02, 0.000E+00,-1.257E+02,-3.195E+02,-2.440E+00,-2.575E-02, 0.000E+00, 0.000E+00, 7.483E+00, 7.442E+00, 0.000E+00, 9.898E-03, 0.000E+00
 2.500E+01, 4.509E+02, 0.000E+00,-1.246E+02,-3.251E+02,-2.525E+00,-2.573E-02, 0.000E+00, 0.000E+00,-1.387E+00,-1.359E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.000E+01, 4.549E+02, 0.000E+00,-1.258E+02,-3.314E+02,-2.801E+00,-2.569E-02, 0.000E+00, 0.000E+00,-5.079E+00,-5.135E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.500E+01, 4.519E+02, 0.000E+00,-1.243E+02,-3.197E+02,-2.473E+00,-2.570E-02, 0.000E+00, 0.000E+00, 5.312E+00, 5.313E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.900E+01, 4.557E+02, 0.000E+00,-1.256E+02,-3.306E+02,-2.210E+00,-2.573E-02, 0.000E+00, 0.000E+00,-2.953E+00,-2.681E+00, 0.000E+00, 9.898E-03, 0.000E+00
