m,kW
Height,HRR
 6.938E-02, 4.599E+02
 2.181E-01, 2.755E+02
 3.669E-01, 1.771E+02
 5.156E-01, 1.262E+02
 6.644E-01, 1.057E+02
 8.131E-01, 9.944E+01
 9.619E-01, 9.842E+01
 1.111E+00, 9.925E+01
 1.259E+00, 1.008E+02
 1.408E+00, 1.021E+02
 1.557E+00, 1.028E+02
 1.706E+00, 1.031E+02
 1.854E+00, 1.029E+02
 2.003E+00, 1.016E+02
 2.152E+00, 9.937E+01
 2.301E+00, 9.626E+01
 2.449E+00, 9.232E+01
 2.598E+00, 8.785E+01
 2.747E+00, 8.279E+01
 2.896E+00, 7.653E+01
 3.044E+00, 6.925E+01
 3.193E+00, 6.157E+01
 3.342E+00, 5.386E+01
 3.491E+00, 4.617E+01
 3.639E+00, 3.897E+01
 3.788E+00, 3.248E+01
 3.937E+00, 2.672E+01
 4.086E+00, 2.179E+01
 4.234E+00, 1.760E+01
 4.383E+00, 1.410E+01
 4.532E+00, 1.121E+01
 4.681E+00, 8.862E+00
 4.829E+00, 7.008E+00
 4.978E+00, 5.540E+00
 5.127E+00, 4.337E+00
 5.276E+00, 3.375E+00
 5.424E+00, 2.612E+00
 5.573E+00, 2.030E+00
 5.722E+00, 1.571E+00
 5.871E+00, 1.213E+00
 6.019E+00, 9.369E-01
 6.168E+00, 7.301E-01
 6.317E+00, 5.687E-01
 6.466E+00, 4.428E-01
 6.614E+00, 3.449E-01
 6.763E+00, 2.695E-01
 6.912E+00, 2.113E-01
 7.061E+00, 1.656E-01
 7.209E+00, 1.295E-01
 7.358E+00, 1.014E-01
 7.507E+00, 7.940E-02
 7.656E+00, 6.210E-02
 7.804E+00, 4.855E-02
 7.953E+00, 3.809E-02
 8.102E+00, 2.994E-02
 8.251E+00, 2.358E-02
 8.399E+00, 1.851E-02
 8.548E+00, 1.454E-02
 8.697E+00, 1.142E-02
 8.846E+00, 8.997E-03
 8.994E+00, 7.091E-03
 9.143E+00, 5.601E-03
 9.292E+00, 4.419E-03
 9.441E+00, 3.489E-03
 9.589E+00, 2.754E-03
 9.738E+00, 2.183E-03
 9.887E+00, 1.736E-03
 1.004E+01, 1.385E-03
 1.018E+01, 1.103E-03
 1.033E+01, 8.794E-04
 1.048E+01, 6.998E-04
 1.063E+01, 5.597E-04
 1.078E+01, 4.473E-04
 1.093E+01, 3.588E-04
 1.108E+01, 2.904E-04
 1.123E+01, 1.729E-04
