m,kW
Height,HRR
 1.347E+00, 5.746E+04
 4.058E+00, 8.640E+04
 6.768E+00, 9.780E+04
 9.479E+00, 7.927E+04
 1.219E+01, 6.509E+04
 1.490E+01, 5.714E+04
 1.761E+01, 5.130E+04
 2.032E+01, 4.648E+04
 2.303E+01, 4.159E+04
 2.574E+01, 3.649E+04
 2.845E+01, 3.120E+04
 3.117E+01, 2.579E+04
 3.388E+01, 2.034E+04
 3.659E+01, 1.543E+04
 3.930E+01, 1.136E+04
 4.201E+01, 8.334E+03
 4.472E+01, 6.128E+03
 4.743E+01, 4.526E+03
 5.014E+01, 3.354E+03
 5.285E+01, 2.500E+03
 5.556E+01, 1.864E+03
 5.827E+01, 1.393E+03
 6.098E+01, 1.040E+03
 6.369E+01, 7.782E+02
 6.641E+01, 5.820E+02
 6.912E+01, 4.379E+02
 7.183E+01, 3.296E+02
 7.454E+01, 2.487E+02
 7.725E+01, 1.869E+02
 7.996E+01, 1.413E+02
 8.267E+01, 1.062E+02
 8.538E+01, 8.079E+01
 8.809E+01, 6.124E+01
 9.080E+01, 4.686E+01
 9.351E+01, 3.559E+01
 9.622E+01, 2.733E+01
 9.893E+01, 2.095E+01
 1.016E+02, 1.240E+01
