m,kW
Height,HRR
 9.375E-02, 6.187E+02
 2.813E-01, 6.549E+02
 4.688E-01, 7.286E+02
 6.563E-01, 7.007E+02
 8.438E-01, 6.462E+02
 1.031E+00, 5.950E+02
 1.219E+00, 5.522E+02
 1.406E+00, 5.242E+02
 1.594E+00, 5.066E+02
 1.781E+00, 4.944E+02
 1.969E+00, 4.873E+02
 2.157E+00, 4.822E+02
 2.344E+00, 4.734E+02
 2.532E+00, 4.661E+02
 2.719E+00, 4.577E+02
 2.907E+00, 4.495E+02
 3.094E+00, 4.427E+02
 3.282E+00, 4.385E+02
 3.469E+00, 4.369E+02
 3.657E+00, 4.374E+02
 3.844E+00, 4.400E+02
 4.032E+00, 4.434E+02
 4.219E+00, 4.474E+02
 4.407E+00, 4.512E+02
 4.594E+00, 4.550E+02
 4.782E+00, 4.594E+02
 4.969E+00, 4.649E+02
 5.157E+00, 4.714E+02
 5.344E+00, 4.774E+02
 5.532E+00, 4.829E+02
 5.719E+00, 4.893E+02
 5.907E+00, 4.944E+02
 6.095E+00, 4.993E+02
 6.282E+00, 5.037E+02
 6.470E+00, 5.070E+02
 6.657E+00, 5.088E+02
 6.845E+00, 5.082E+02
 7.032E+00, 5.058E+02
 7.220E+00, 5.021E+02
 7.407E+00, 4.970E+02
 7.595E+00, 4.904E+02
 7.782E+00, 4.828E+02
 7.970E+00, 4.755E+02
 8.157E+00, 4.684E+02
 8.345E+00, 4.607E+02
 8.532E+00, 4.499E+02
 8.720E+00, 4.383E+02
 8.907E+00, 4.252E+02
 9.095E+00, 4.105E+02
 9.282E+00, 3.955E+02
 9.470E+00, 3.798E+02
 9.658E+00, 3.625E+02
 9.845E+00, 3.455E+02
 1.003E+01, 3.294E+02
 1.022E+01, 3.136E+02
 1.041E+01, 2.971E+02
 1.060E+01, 2.811E+02
 1.078E+01, 2.658E+02
 1.097E+01, 2.503E+02
 1.116E+01, 2.347E+02
 1.135E+01, 2.186E+02
 1.153E+01, 2.031E+02
 1.172E+01, 1.881E+02
 1.191E+01, 1.738E+02
 1.210E+01, 1.599E+02
 1.228E+01, 1.467E+02
 1.247E+01, 1.345E+02
 1.266E+01, 1.230E+02
 1.285E+01, 1.123E+02
 1.303E+01, 1.025E+02
 1.322E+01, 9.296E+01
 1.341E+01, 8.408E+01
 1.360E+01, 7.586E+01
 1.378E+01, 6.852E+01
 1.397E+01, 6.195E+01
 1.416E+01, 5.619E+01
 1.435E+01, 5.099E+01
 1.453E+01, 4.597E+01
 1.472E+01, 4.130E+01
 1.491E+01, 3.681E+01
 1.510E+01, 3.244E+01
 1.528E+01, 2.843E+01
 1.547E+01, 2.488E+01
 1.566E+01, 2.173E+01
 1.585E+01, 1.884E+01
 1.603E+01, 1.631E+01
 1.622E+01, 1.408E+01
 1.641E+01, 1.216E+01
 1.660E+01, 1.046E+01
 1.678E+01, 8.940E+00
 1.697E+01, 7.536E+00
 1.716E+01, 6.279E+00
 1.735E+01, 5.219E+00
 1.753E+01, 4.341E+00
 1.772E+01, 3.601E+00
 1.791E+01, 2.986E+00
 1.810E+01, 2.482E+00
 1.828E+01, 2.067E+00
 1.847E+01, 1.725E+00
 1.866E+01, 1.440E+00
 1.885E+01, 1.200E+00
 1.903E+01, 9.979E-01
 1.922E+01, 8.316E-01
 1.941E+01, 6.942E-01
 1.960E+01, 5.818E-01
 1.978E+01, 4.871E-01
 1.997E+01, 4.070E-01
 2.016E+01, 3.409E-01
 2.035E+01, 2.857E-01
 2.053E+01, 2.395E-01
 2.072E+01, 2.010E-01
 2.091E+01, 1.687E-01
 2.110E+01, 1.421E-01
 2.128E+01, 1.196E-01
 2.147E+01, 1.008E-01
 2.166E+01, 8.489E-02
 2.185E+01, 7.170E-02
 2.203E+01, 6.053E-02
 2.222E+01, 5.139E-02
 2.241E+01, 4.359E-02
 2.260E+01, 3.672E-02
 2.278E+01, 3.104E-02
 2.297E+01, 2.640E-02
 2.316E+01, 2.243E-02
 2.335E+01, 1.899E-02
 2.353E+01, 1.604E-02
 2.372E+01, 1.358E-02
 2.391E+01, 1.148E-02
 2.410E+01, 9.684E-03
 2.428E+01, 8.152E-03
 2.447E+01, 6.878E-03
 2.466E+01, 5.810E-03
 2.485E+01, 4.919E-03
 2.503E+01, 4.169E-03
 2.522E+01, 3.540E-03
 2.541E+01, 2.997E-03
 2.560E+01, 2.530E-03
 2.578E+01, 2.134E-03
 2.597E+01, 1.797E-03
 2.616E+01, 1.512E-03
 2.635E+01, 1.278E-03
 2.653E+01, 1.072E-03
 2.672E+01, 8.995E-04
 2.691E+01, 7.585E-04
 2.710E+01, 6.381E-04
 2.728E+01, 5.349E-04
 2.747E+01, 4.518E-04
 2.766E+01, 3.808E-04
 2.785E+01, 3.223E-04
 2.803E+01, 2.732E-04
 2.822E+01, 2.323E-04
 2.841E+01, 1.377E-04
