s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00, 5.041E-15,-4.885E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.036E-15, 0.000E+00, 0.000E+00, 0.000E+00
 5.004E+00, 8.458E+03, 0.000E+00,-2.256E+03,-4.041E+02,-1.091E+00,-8.749E-02, 0.000E+00, 0.000E+00, 5.709E+03, 5.796E+03, 0.000E+00, 2.859E-01, 0.000E+00
 1.001E+01, 1.564E+04, 0.000E+00,-3.021E+03,-1.091E+04,-1.867E+01,-6.223E-02, 0.000E+00, 0.000E+00, 1.658E+03, 1.692E+03, 0.000E+00, 3.300E-01, 0.000E+00
 1.501E+01, 1.556E+04, 0.000E+00,-3.052E+03,-1.311E+04,-3.693E+01,-7.885E-02, 0.000E+00, 0.000E+00,-6.614E+02,-6.403E+02, 0.000E+00, 3.300E-01, 0.000E+00
 2.001E+01, 1.513E+04, 0.000E+00,-2.963E+03,-1.191E+04,-4.039E+01,-1.096E-01, 0.000E+00, 0.000E+00, 1.875E+02, 2.149E+02, 0.000E+00, 3.300E-01, 0.000E+00
 2.501E+01, 1.528E+04, 0.000E+00,-2.977E+03,-1.218E+04,-2.100E+01,-1.168E-01, 0.000E+00, 0.000E+00, 6.134E+01, 9.685E+01, 0.000E+00, 3.300E-01, 0.000E+00
 3.000E+01, 1.555E+04, 0.000E+00,-3.065E+03,-1.164E+04,-3.151E+01,-1.217E-01, 0.000E+00, 0.000E+00, 7.715E+02, 8.083E+02, 0.000E+00, 3.300E-01, 0.000E+00
 3.501E+01, 1.458E+04, 0.000E+00,-2.865E+03,-1.215E+04,-4.741E+01,-1.287E-01, 0.000E+00, 0.000E+00,-5.077E+02,-4.846E+02, 0.000E+00, 3.300E-01, 0.000E+00
 4.001E+01, 1.526E+04, 0.000E+00,-3.006E+03,-1.221E+04,-3.651E+01,-1.200E-01, 0.000E+00, 0.000E+00,-2.407E+01, 4.882E+00, 0.000E+00, 3.300E-01, 0.000E+00
 4.500E+01, 1.514E+04, 0.000E+00,-3.010E+03,-1.195E+04,-3.013E+01,-1.151E-01, 0.000E+00, 0.000E+00, 9.374E+01, 1.403E+02, 0.000E+00, 3.300E-01, 0.000E+00
 5.001E+01, 1.506E+04, 0.000E+00,-2.940E+03,-1.190E+04,-3.692E+01,-1.131E-01, 0.000E+00, 0.000E+00, 1.440E+02, 1.734E+02, 0.000E+00, 3.300E-01, 0.000E+00
 5.500E+01, 1.517E+04, 0.000E+00,-2.983E+03,-1.179E+04,-4.775E+01,-1.180E-01, 0.000E+00, 0.000E+00, 3.167E+02, 3.459E+02, 0.000E+00, 3.300E-01, 0.000E+00
 6.000E+01, 1.499E+04, 0.000E+00,-2.929E+03,-1.292E+04,-3.708E+01,-1.028E-01, 0.000E+00, 0.000E+00,-9.249E+02,-8.926E+02, 0.000E+00, 3.300E-01, 0.000E+00
 6.501E+01, 1.541E+04, 0.000E+00,-3.066E+03,-1.162E+04,-3.966E+01,-1.171E-01, 0.000E+00, 0.000E+00, 6.632E+02, 6.930E+02, 0.000E+00, 3.300E-01, 0.000E+00
 7.001E+01, 1.480E+04, 0.000E+00,-2.908E+03,-1.237E+04,-3.703E+01,-1.304E-01, 0.000E+00, 0.000E+00,-5.553E+02,-5.174E+02, 0.000E+00, 3.300E-01, 0.000E+00
 7.501E+01, 1.494E+04, 0.000E+00,-2.939E+03,-1.163E+04,-4.145E+01,-1.125E-01, 0.000E+00, 0.000E+00, 3.001E+02, 3.315E+02, 0.000E+00, 3.300E-01, 0.000E+00
 8.001E+01, 1.520E+04, 0.000E+00,-3.027E+03,-1.224E+04,-2.986E+01,-1.172E-01, 0.000E+00, 0.000E+00,-1.295E+02,-9.842E+01, 0.000E+00, 3.300E-01, 0.000E+00
 8.500E+01, 1.517E+04, 0.000E+00,-2.966E+03,-1.237E+04,-2.514E+01,-9.471E-02, 0.000E+00, 0.000E+00,-2.304E+02,-1.954E+02, 0.000E+00, 3.300E-01, 0.000E+00
