s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.018E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.500E+01, 4.483E+01, 4.753E+01, 5.322E+01
 1.000E+02, 4.867E+01, 5.177E+01, 5.818E+01
 1.050E+02, 4.866E+01, 5.184E+01, 5.843E+01
 1.100E+02, 4.761E+01, 5.076E+01, 5.729E+01
 1.150E+02, 4.712E+01, 5.025E+01, 5.676E+01
 1.200E+02, 4.674E+01, 4.984E+01, 5.631E+01
 1.250E+02, 4.695E+01, 5.006E+01, 5.656E+01
 1.300E+02, 4.685E+01, 4.995E+01, 5.645E+01
 1.350E+02, 4.664E+01, 4.973E+01, 5.619E+01
 1.400E+02, 4.660E+01, 4.970E+01, 5.618E+01
 1.450E+02, 4.684E+01, 4.995E+01, 5.644E+01
 1.500E+02, 4.674E+01, 4.985E+01, 5.633E+01
 1.550E+02, 4.686E+01, 4.996E+01, 5.643E+01
 1.600E+02, 4.684E+01, 4.996E+01, 5.643E+01
 1.650E+02, 4.665E+01, 4.977E+01, 5.624E+01
 1.700E+02, 4.646E+01, 4.958E+01, 5.607E+01
 1.750E+02, 4.631E+01, 4.942E+01, 5.590E+01
 1.800E+02, 4.639E+01, 4.951E+01, 5.601E+01
 1.850E+02, 4.614E+01, 4.926E+01, 5.577E+01
