s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.028E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.150E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.250E+02, 8.254E+01, 8.751E+01, 9.860E+01
 1.300E+02, 8.462E+01, 9.005E+01, 1.014E+02
 1.350E+02, 8.348E+01, 8.890E+01, 1.002E+02
 1.400E+02, 8.438E+01, 8.983E+01, 1.012E+02
 1.450E+02, 8.329E+01, 8.868E+01, 1.000E+02
 1.500E+02, 8.360E+01, 8.902E+01, 1.004E+02
 1.550E+02, 8.256E+01, 8.797E+01, 9.931E+01
 1.600E+02, 8.257E+01, 8.796E+01, 9.919E+01
 1.650E+02, 8.267E+01, 8.807E+01, 9.932E+01
 1.700E+02, 8.220E+01, 8.761E+01, 9.891E+01
 1.750E+02, 8.194E+01, 8.730E+01, 9.851E+01
 1.800E+02, 8.182E+01, 8.716E+01, 9.828E+01
 1.850E+02, 8.233E+01, 8.770E+01, 9.889E+01
 1.900E+02, 8.200E+01, 8.739E+01, 9.868E+01
 1.950E+02, 8.205E+01, 8.744E+01, 9.869E+01
 2.000E+02, 8.248E+01, 8.788E+01, 9.915E+01
 2.050E+02, 8.282E+01, 8.821E+01, 9.947E+01
 2.100E+02, 8.305E+01, 8.845E+01, 9.972E+01
 2.150E+02, 8.307E+01, 8.848E+01, 9.975E+01
 2.200E+02, 8.308E+01, 8.848E+01, 9.974E+01
 2.250E+02, 8.333E+01, 8.877E+01, 1.001E+02
 2.300E+02, 8.301E+01, 8.846E+01, 9.979E+01
 2.350E+02, 8.286E+01, 8.830E+01, 9.961E+01
 2.400E+02, 8.312E+01, 8.855E+01, 9.986E+01
 2.440E+02, 8.310E+01, 8.854E+01, 9.985E+01
