m,kW
Height,HRR
 3.025E-02, 1.907E+02
 8.675E-02, 1.178E+02
 1.433E-01, 5.548E+01
 1.998E-01, 3.524E+01
 2.563E-01, 2.816E+01
 3.128E-01, 2.534E+01
 3.693E-01, 2.400E+01
 4.258E-01, 2.316E+01
 4.823E-01, 2.258E+01
 5.388E-01, 2.219E+01
 5.953E-01, 2.191E+01
 6.518E-01, 2.180E+01
 7.083E-01, 2.177E+01
 7.648E-01, 2.177E+01
 8.213E-01, 2.185E+01
 8.778E-01, 2.198E+01
 9.343E-01, 2.208E+01
 9.908E-01, 2.220E+01
 1.047E+00, 2.231E+01
 1.104E+00, 2.237E+01
 1.160E+00, 2.238E+01
 1.217E+00, 2.241E+01
 1.273E+00, 2.241E+01
 1.330E+00, 2.244E+01
 1.386E+00, 2.254E+01
 1.443E+00, 2.260E+01
 1.499E+00, 2.262E+01
 1.556E+00, 2.257E+01
 1.612E+00, 2.245E+01
 1.669E+00, 2.229E+01
 1.725E+00, 2.211E+01
 1.782E+00, 2.194E+01
 1.838E+00, 2.172E+01
 1.895E+00, 2.145E+01
 1.951E+00, 2.115E+01
 2.008E+00, 2.079E+01
 2.064E+00, 2.038E+01
 2.121E+00, 1.998E+01
 2.177E+00, 1.950E+01
 2.234E+00, 1.900E+01
 2.290E+00, 1.848E+01
 2.347E+00, 1.796E+01
 2.403E+00, 1.743E+01
 2.460E+00, 1.685E+01
 2.516E+00, 1.623E+01
 2.573E+00, 1.562E+01
 2.629E+00, 1.496E+01
 2.686E+00, 1.429E+01
 2.742E+00, 1.361E+01
 2.799E+00, 1.295E+01
 2.855E+00, 1.230E+01
 2.912E+00, 1.166E+01
 2.968E+00, 1.101E+01
 3.025E+00, 1.038E+01
 3.081E+00, 9.797E+00
 3.138E+00, 9.230E+00
 3.194E+00, 8.668E+00
 3.251E+00, 8.074E+00
 3.307E+00, 7.477E+00
 3.364E+00, 6.884E+00
 3.420E+00, 6.321E+00
 3.477E+00, 5.799E+00
 3.533E+00, 5.284E+00
 3.590E+00, 4.805E+00
 3.646E+00, 4.375E+00
 3.703E+00, 3.975E+00
 3.759E+00, 3.597E+00
 3.816E+00, 3.242E+00
 3.872E+00, 2.904E+00
 3.929E+00, 2.592E+00
 3.985E+00, 2.318E+00
 4.042E+00, 2.074E+00
 4.098E+00, 1.855E+00
 4.155E+00, 1.664E+00
 4.211E+00, 1.487E+00
 4.268E+00, 1.320E+00
 4.324E+00, 1.169E+00
 4.381E+00, 1.028E+00
 4.437E+00, 9.055E-01
 4.494E+00, 7.995E-01
 4.550E+00, 7.066E-01
 4.607E+00, 6.202E-01
 4.663E+00, 5.397E-01
 4.720E+00, 4.680E-01
 4.776E+00, 4.053E-01
 4.833E+00, 3.495E-01
 4.889E+00, 2.996E-01
 4.946E+00, 2.559E-01
 5.002E+00, 2.181E-01
 5.059E+00, 1.861E-01
 5.115E+00, 1.583E-01
 5.172E+00, 1.339E-01
 5.228E+00, 1.125E-01
 5.285E+00, 9.357E-02
 5.341E+00, 7.751E-02
 5.398E+00, 6.447E-02
 5.454E+00, 5.362E-02
 5.511E+00, 4.456E-02
 5.567E+00, 3.712E-02
 5.624E+00, 3.084E-02
 5.680E+00, 2.545E-02
 5.737E+00, 2.086E-02
 5.793E+00, 1.700E-02
 5.850E+00, 1.384E-02
 5.906E+00, 1.133E-02
 5.963E+00, 9.346E-03
 6.019E+00, 7.724E-03
 6.076E+00, 6.379E-03
 6.132E+00, 5.274E-03
 6.189E+00, 4.380E-03
 6.245E+00, 3.632E-03
 6.302E+00, 3.004E-03
 6.358E+00, 2.497E-03
 6.415E+00, 2.085E-03
 6.471E+00, 1.730E-03
 6.528E+00, 1.435E-03
 6.584E+00, 1.194E-03
 6.641E+00, 9.927E-04
 6.697E+00, 8.256E-04
 6.754E+00, 6.877E-04
 6.810E+00, 5.736E-04
 6.867E+00, 4.793E-04
 6.923E+00, 4.000E-04
 6.980E+00, 3.347E-04
 7.036E+00, 2.796E-04
 7.093E+00, 2.332E-04
 7.149E+00, 1.943E-04
 7.206E+00, 1.626E-04
 7.262E+00, 1.365E-04
 7.319E+00, 1.144E-04
 7.375E+00, 9.586E-05
 7.432E+00, 8.058E-05
 7.488E+00, 6.771E-05
 7.545E+00, 5.711E-05
 7.601E+00, 4.821E-05
 7.658E+00, 4.071E-05
 7.714E+00, 3.444E-05
 7.771E+00, 2.902E-05
 7.827E+00, 2.452E-05
 7.884E+00, 2.064E-05
 7.940E+00, 1.736E-05
 7.997E+00, 1.464E-05
 8.053E+00, 1.232E-05
 8.110E+00, 1.036E-05
 8.166E+00, 8.714E-06
 8.223E+00, 7.323E-06
 8.279E+00, 6.171E-06
 8.336E+00, 5.185E-06
 8.392E+00, 4.354E-06
 8.449E+00, 3.644E-06
 8.505E+00, 3.073E-06
 8.562E+00, 1.836E-06
