m,kW
Height,HRR
 1.788E+00, 1.246E+05
 5.367E+00, 1.759E+05
 8.946E+00, 1.940E+05
 1.252E+01, 1.566E+05
 1.610E+01, 1.281E+05
 1.968E+01, 1.109E+05
 2.326E+01, 9.935E+04
 2.684E+01, 8.973E+04
 3.042E+01, 8.103E+04
 3.400E+01, 7.233E+04
 3.758E+01, 6.272E+04
 4.116E+01, 5.222E+04
 4.474E+01, 4.100E+04
 4.831E+01, 3.078E+04
 5.189E+01, 2.270E+04
 5.547E+01, 1.670E+04
 5.905E+01, 1.228E+04
 6.263E+01, 9.061E+03
 6.621E+01, 6.678E+03
 6.979E+01, 4.953E+03
 7.337E+01, 3.672E+03
 7.695E+01, 2.738E+03
 8.053E+01, 2.037E+03
 8.410E+01, 1.525E+03
 8.768E+01, 1.142E+03
 9.126E+01, 8.611E+02
 9.484E+01, 6.489E+02
 9.842E+01, 4.925E+02
 1.020E+02, 3.723E+02
 1.056E+02, 2.833E+02
 1.092E+02, 2.151E+02
 1.127E+02, 1.646E+02
 1.163E+02, 1.249E+02
 1.199E+02, 9.581E+01
 1.235E+02, 7.291E+01
 1.271E+02, 5.568E+01
 1.306E+02, 4.239E+01
 1.342E+02, 2.499E+01
