s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-4.047E-15,-5.551E-20, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.047E-15, 0.000E+00, 0.000E+00, 0.000E+00
 5.005E+00, 6.344E+02, 0.000E+00,-1.967E+02,-2.184E+02,-3.158E+00,-3.595E-02, 0.000E+00, 0.000E+00, 2.135E+02, 2.161E+02, 0.000E+00, 1.428E-02, 0.000E+00
 1.000E+01, 7.593E+02, 0.000E+00,-2.026E+02,-5.647E+02,-3.765E+00,-4.269E-02, 0.000E+00, 0.000E+00,-1.156E+01,-1.173E+01, 0.000E+00, 1.650E-02, 0.000E+00
 1.500E+01, 7.529E+02, 0.000E+00,-2.012E+02,-5.531E+02,-3.971E+00,-4.284E-02, 0.000E+00, 0.000E+00,-5.289E+00,-5.437E+00, 0.000E+00, 1.650E-02, 0.000E+00
 2.000E+01, 7.553E+02, 0.000E+00,-2.022E+02,-5.457E+02,-4.046E+00,-4.286E-02, 0.000E+00, 0.000E+00, 3.486E+00, 3.256E+00, 0.000E+00, 1.650E-02, 0.000E+00
 2.500E+01, 7.526E+02, 0.000E+00,-2.010E+02,-5.395E+02,-3.426E+00,-4.281E-02, 0.000E+00, 0.000E+00, 8.939E+00, 8.664E+00, 0.000E+00, 1.650E-02, 0.000E+00
 3.000E+01, 7.597E+02, 0.000E+00,-2.027E+02,-5.619E+02,-3.553E+00,-4.262E-02, 0.000E+00, 0.000E+00,-8.422E+00,-8.541E+00, 0.000E+00, 1.650E-02, 0.000E+00
 3.501E+01, 7.550E+02, 0.000E+00,-2.019E+02,-5.617E+02,-3.894E+00,-4.275E-02, 0.000E+00, 0.000E+00,-1.225E+01,-1.251E+01, 0.000E+00, 1.650E-02, 0.000E+00
 4.000E+01, 7.587E+02, 0.000E+00,-2.029E+02,-5.324E+02,-4.143E+00,-4.272E-02, 0.000E+00, 0.000E+00, 1.979E+01, 1.920E+01, 0.000E+00, 1.650E-02, 0.000E+00
 4.500E+01, 7.591E+02, 0.000E+00,-2.026E+02,-5.599E+02,-4.202E+00,-4.276E-02, 0.000E+00, 0.000E+00,-7.469E+00,-7.707E+00, 0.000E+00, 1.650E-02, 0.000E+00
 4.700E+01, 7.561E+02, 0.000E+00,-2.022E+02,-4.999E+02,-3.761E+00,-4.293E-02, 0.000E+00, 0.000E+00, 4.965E+01, 5.015E+01, 0.000E+00, 1.650E-02, 0.000E+00
