m,kW
Height,HRR
 2.734E-01, 3.057E+03
 8.141E-01, 3.130E+03
 1.355E+00, 3.352E+03
 1.896E+00, 3.372E+03
 2.436E+00, 3.251E+03
 2.977E+00, 3.185E+03
 3.518E+00, 2.968E+03
 4.059E+00, 2.729E+03
 4.599E+00, 2.568E+03
 5.140E+00, 2.462E+03
 5.681E+00, 2.390E+03
 6.222E+00, 2.343E+03
 6.762E+00, 2.309E+03
 7.303E+00, 2.280E+03
 7.844E+00, 2.261E+03
 8.385E+00, 2.249E+03
 8.925E+00, 2.234E+03
 9.466E+00, 2.211E+03
 1.001E+01, 2.182E+03
 1.055E+01, 2.146E+03
 1.109E+01, 2.098E+03
 1.163E+01, 2.035E+03
 1.217E+01, 1.954E+03
 1.271E+01, 1.866E+03
 1.325E+01, 1.773E+03
 1.379E+01, 1.674E+03
 1.433E+01, 1.561E+03
 1.487E+01, 1.432E+03
 1.541E+01, 1.288E+03
 1.596E+01, 1.131E+03
 1.650E+01, 9.749E+02
 1.704E+01, 8.305E+02
 1.758E+01, 6.975E+02
 1.812E+01, 5.771E+02
 1.866E+01, 4.728E+02
 1.920E+01, 3.839E+02
 1.974E+01, 3.098E+02
 2.028E+01, 2.487E+02
 2.082E+01, 1.985E+02
 2.136E+01, 1.584E+02
 2.190E+01, 1.265E+02
 2.244E+01, 1.010E+02
 2.298E+01, 7.997E+01
 2.353E+01, 6.322E+01
 2.407E+01, 4.998E+01
 2.461E+01, 3.962E+01
 2.515E+01, 3.124E+01
 2.569E+01, 2.467E+01
 2.623E+01, 1.949E+01
 2.677E+01, 1.539E+01
 2.731E+01, 1.215E+01
 2.785E+01, 9.625E+00
 2.839E+01, 7.633E+00
 2.893E+01, 6.071E+00
 2.947E+01, 4.825E+00
 3.001E+01, 3.840E+00
 3.056E+01, 3.049E+00
 3.110E+01, 2.426E+00
 3.164E+01, 1.933E+00
 3.218E+01, 1.543E+00
 3.272E+01, 1.230E+00
 3.326E+01, 9.850E-01
 3.380E+01, 7.896E-01
 3.434E+01, 6.332E-01
 3.488E+01, 5.068E-01
 3.542E+01, 4.066E-01
 3.596E+01, 3.256E-01
 3.650E+01, 2.620E-01
 3.704E+01, 2.106E-01
 3.759E+01, 1.698E-01
 3.813E+01, 1.367E-01
 3.867E+01, 1.108E-01
 3.921E+01, 8.960E-02
 3.975E+01, 7.197E-02
 4.029E+01, 5.867E-02
 4.083E+01, 3.496E-02
