s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 1.658E+01, 1.778E+01, 2.035E+01
 6.500E+01, 1.745E+01, 1.864E+01, 2.111E+01
 7.001E+01, 1.755E+01, 1.875E+01, 2.128E+01
 7.501E+01, 1.683E+01, 1.800E+01, 2.049E+01
 8.000E+01, 1.697E+01, 1.815E+01, 2.063E+01
 8.501E+01, 1.681E+01, 1.799E+01, 2.047E+01
 9.001E+01, 1.695E+01, 1.813E+01, 2.061E+01
 9.501E+01, 1.693E+01, 1.812E+01, 2.061E+01
 1.000E+02, 1.696E+01, 1.813E+01, 2.060E+01
 1.050E+02, 1.694E+01, 1.812E+01, 2.060E+01
 1.100E+02, 1.685E+01, 1.802E+01, 2.048E+01
 1.150E+02, 1.690E+01, 1.807E+01, 2.054E+01
 1.170E+02, 1.693E+01, 1.811E+01, 2.058E+01
