s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-2.484E-13,-4.575E-08, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-4.575E-08, 0.000E+00, 0.000E+00, 0.000E+00
 5.002E+00, 4.063E+04, 0.000E+00,-6.300E+03, 5.007E+02,-2.581E+00,-3.947E-02, 0.000E+00, 0.000E+00, 3.454E+04, 3.482E+04, 0.000E+00, 1.426E+00, 0.000E+00
 1.000E+01, 7.792E+04, 0.000E+00,-9.996E+03,-5.029E+04,-1.911E+02,-4.266E-02, 0.000E+00, 0.000E+00, 1.721E+04, 1.744E+04, 0.000E+00, 1.650E+00, 0.000E+00
 1.500E+01, 7.651E+04, 0.000E+00,-1.005E+04,-6.392E+04,-1.379E+02,-4.162E-02, 0.000E+00, 0.000E+00, 2.038E+03, 2.403E+03, 0.000E+00, 1.650E+00, 0.000E+00
 2.000E+01, 7.616E+04, 0.000E+00,-1.029E+04,-6.850E+04,-9.403E+01,-3.990E-02, 0.000E+00, 0.000E+00,-3.148E+03,-2.725E+03, 0.000E+00, 1.650E+00, 0.000E+00
 2.500E+01, 7.474E+04, 0.000E+00,-9.745E+03,-6.509E+04,-9.152E+01,-4.009E-02, 0.000E+00, 0.000E+00,-5.826E+02,-1.880E+02, 0.000E+00, 1.650E+00, 0.000E+00
 3.000E+01, 7.468E+04, 0.000E+00,-9.857E+03,-6.352E+04,-8.202E+01,-4.099E-02, 0.000E+00, 0.000E+00, 7.989E+02, 1.224E+03, 0.000E+00, 1.650E+00, 0.000E+00
 3.500E+01, 7.682E+04, 0.000E+00,-1.016E+04,-6.396E+04,-8.916E+01,-4.055E-02, 0.000E+00, 0.000E+00, 2.215E+03, 2.600E+03, 0.000E+00, 1.650E+00, 0.000E+00
 4.000E+01, 7.503E+04, 0.000E+00,-9.836E+03,-7.122E+04,-8.915E+01,-4.159E-02, 0.000E+00, 0.000E+00,-6.512E+03,-6.119E+03, 0.000E+00, 1.650E+00, 0.000E+00
 4.500E+01, 7.556E+04, 0.000E+00,-9.917E+03,-6.121E+04,-7.579E+01,-4.034E-02, 0.000E+00, 0.000E+00, 3.931E+03, 4.364E+03, 0.000E+00, 1.650E+00, 0.000E+00
 5.000E+01, 7.609E+04, 0.000E+00,-9.939E+03,-6.632E+04,-9.741E+01,-4.124E-02, 0.000E+00, 0.000E+00,-6.686E+02,-2.651E+02, 0.000E+00, 1.650E+00, 0.000E+00
 5.500E+01, 7.506E+04, 0.000E+00,-9.944E+03,-6.048E+04,-1.005E+02,-3.870E-02, 0.000E+00, 0.000E+00, 4.119E+03, 4.536E+03, 0.000E+00, 1.650E+00, 0.000E+00
 6.000E+01, 7.621E+04, 0.000E+00,-9.967E+03,-7.057E+04,-9.893E+01,-4.085E-02, 0.000E+00, 0.000E+00,-4.843E+03,-4.423E+03, 0.000E+00, 1.650E+00, 0.000E+00
 6.500E+01, 7.639E+04, 0.000E+00,-1.022E+04,-6.395E+04,-1.135E+02,-3.998E-02, 0.000E+00, 0.000E+00, 1.702E+03, 2.113E+03, 0.000E+00, 1.650E+00, 0.000E+00
