m,kW
Height,HRR
 2.125E-01, 1.540E+03
 6.415E-01, 1.293E+03
 1.071E+00, 9.828E+02
 1.500E+00, 7.258E+02
 1.928E+00, 5.957E+02
 2.357E+00, 5.200E+02
 2.787E+00, 4.524E+02
 3.216E+00, 3.797E+02
 3.644E+00, 3.008E+02
 4.074E+00, 2.258E+02
 4.503E+00, 1.612E+02
 4.931E+00, 1.137E+02
 5.361E+00, 8.017E+01
 5.790E+00, 5.698E+01
 6.219E+00, 4.042E+01
 6.648E+00, 2.882E+01
 7.077E+00, 2.060E+01
 7.506E+00, 1.480E+01
 7.935E+00, 1.062E+01
 8.364E+00, 7.645E+00
 8.793E+00, 5.509E+00
 9.222E+00, 4.007E+00
 9.650E+00, 2.926E+00
 1.008E+01, 2.152E+00
 1.051E+01, 1.583E+00
 1.094E+01, 1.172E+00
 1.137E+01, 8.673E-01
 1.180E+01, 6.459E-01
 1.222E+01, 4.796E-01
 1.265E+01, 3.583E-01
 1.308E+01, 2.663E-01
 1.351E+01, 1.996E-01
 1.394E+01, 1.489E-01
 1.437E+01, 1.122E-01
 1.480E+01, 8.432E-02
 1.523E+01, 6.404E-02
 1.566E+01, 4.869E-02
 1.609E+01, 2.893E-02
