m,kW
Height,HRR
 1.438E-01, 6.300E+02
 4.413E-01, 5.350E+02
 7.388E-01, 4.012E+02
 1.036E+00, 2.912E+02
 1.334E+00, 2.347E+02
 1.631E+00, 2.009E+02
 1.929E+00, 1.729E+02
 2.226E+00, 1.439E+02
 2.524E+00, 1.135E+02
 2.821E+00, 8.553E+01
 3.119E+00, 6.201E+01
 3.416E+00, 4.403E+01
 3.714E+00, 3.107E+01
 4.011E+00, 2.193E+01
 4.309E+00, 1.541E+01
 4.606E+00, 1.093E+01
 4.904E+00, 7.744E+00
 5.201E+00, 5.534E+00
 5.499E+00, 3.941E+00
 5.796E+00, 2.833E+00
 6.094E+00, 2.045E+00
 6.391E+00, 1.490E+00
 6.689E+00, 1.085E+00
 6.986E+00, 7.949E-01
 7.284E+00, 5.825E-01
 7.581E+00, 4.301E-01
 7.879E+00, 3.164E-01
 8.176E+00, 2.335E-01
 8.474E+00, 1.720E-01
 8.771E+00, 1.275E-01
 9.069E+00, 9.438E-02
 9.366E+00, 7.024E-02
 9.664E+00, 5.192E-02
 9.961E+00, 3.905E-02
 1.026E+01, 2.913E-02
 1.056E+01, 2.190E-02
 1.085E+01, 1.645E-02
 1.115E+01, 9.587E-03
